n,s1,s2,t,x,y,frame,particle
2,"(1, 4)","(0, 1)",550.004,187.8617515069999,101.2399906961877,78572,0
2,"(4,)","(1,)",550.004,140.50575852256378,59.38956555024116,78572,1
2,"(1, 4)","(0, 1)",550.011,187.861774865106,101.24008376598835,78573,0
2,"(4,)","(1,)",550.011,140.50555085310592,59.389523611348544,78573,1
2,"(1, 4)","(0, 1)",550.018,187.86179711752425,101.24017243020309,78574,0
2,"(4,)","(1,)",550.018,140.5053490186104,59.389482850827825,78574,1
2,"(1, 4)","(0, 1)",550.025,187.86181826472168,101.24025669069245,78575,0
2,"(4,)","(1,)",550.025,140.50515301591992,59.38944326804146,78575,1
2,"(1, 4)","(0, 1)",550.0319999999999,187.8618383071633,101.24033654930936,78575,3
2,"(4,)","(1,)",550.0319999999999,140.50496284186443,59.389404862349174,78575,2
2,"(4,)","(1,)",550.0459999999999,140.50459996691222,59.389331579672906,78577,2
2,"(1, 4)","(0, 1)",550.0459999999999,188.0292779307637,100.90075644890152,78577,3
2,"(4,)","(1,)",550.039,140.5047784932605,59.389367633108165,78577,1
2,"(1, 4)","(0, 1)",550.039,188.0291847577652,100.90051136397899,78577,0
2,"(1, 4)","(0, 1)",550.053,188.02936961853317,100.9009976270353,78579,0
2,"(4,)","(1,)",550.053,140.95732681265198,59.289615393935854,78579,2
2,"(1, 4)","(0, 1)",550.06,188.02945982101937,100.90123489823713,78579,3
2,"(4,)","(1,)",550.06,140.97624178900773,59.28531427034947,78579,1
2,"(1, 4)","(0, 1)",550.067,188.0295485381667,100.90146826236106,78581,3
2,"(4,)","(1,)",550.067,140.9758034665158,59.28527528262797,78581,1
2,"(1, 4)","(0, 1)",550.0740000000001,188.02963576991863,100.90169771925864,78582,3
2,"(4,)","(1,)",550.0740000000001,140.97537340455872,59.28523702966099,78582,1
2,"(4,)","(1,)",550.081,140.97495159523442,59.28519951074563,78583,1
2,"(1, 4)","(0, 1)",550.081,188.02972151621796,100.90192326877899,78583,3
2,"(1, 4)","(0, 1)",550.0880000000001,188.02980577700646,100.90214491076927,78584,3
2,"(4,)","(1,)",550.0880000000001,140.97453803063033,59.285162725178154,78584,1
2,"(1, 4)","(0, 1)",550.095,188.02988855222532,100.90236264507456,78585,3
2,"(4,)","(1,)",550.095,140.97413270282394,59.28512667225382,78585,1
2,"(1, 4)","(0, 1)",550.102,188.0299698418151,100.90257647153857,78586,3
2,"(4,)","(1,)",550.102,140.9737356038827,59.28509135126706,78586,1
2,"(1, 4)","(0, 1)",550.109,188.03004964571568,100.90278639000336,78587,3
2,"(4,)","(1,)",550.109,140.9733467258642,59.2850567615114,78587,1
2,"(1, 4)","(0, 1)",550.116,188.03012796386682,100.90299240030993,78588,3
2,"(4,)","(1,)",550.116,140.97296606081665,59.28502290227961,78588,1
2,"(4,)","(1,)",550.123,140.97259360077913,59.28498977286353,78589,1
2,"(1, 4)","(0, 1)",550.123,188.03020479620747,100.90319450229838,78589,3
2,"(1, 4)","(0, 1)",550.13,188.0302801426767,100.90339269580795,78590,3
2,"(4,)","(1,)",550.13,140.97222933778187,59.28495737255425,78590,1
2,"(1, 4)","(0, 1)",550.137,188.03035400321323,100.90358698067766,78590,5
2,"(4,)","(1,)",550.137,140.97187326384613,59.284925700642155,78590,4
2,"(1, 4)","(0, 1)",550.144,188.0304263777557,100.90377735674608,78592,3
2,"(4,)","(1,)",550.144,140.97152537098538,59.28489475641679,78592,1
2,"(1, 4)","(0, 1)",550.151,188.03049726624283,100.90396382385195,78592,5
2,"(4,)","(1,)",550.151,140.97118565120454,59.28486453916705,78592,4
2,"(4,)","(1,)",550.158,140.9708540965011,59.28483504818111,78594,4
2,"(1, 4)","(0, 1)",550.158,188.0306202194788,100.9040142610978,78594,5
2,"(1, 4)","(0, 1)",550.165,188.03068817472862,100.9041929467096,78595,5
2,"(4,)","(1,)",550.165,140.97053069886502,59.28480628274654,78595,4
2,"(1, 4)","(0, 1)",550.172,188.03075464346333,100.90436772358909,78596,5
2,"(4,)","(1,)",550.172,140.97021545027917,59.28477824215018,78596,4
2,"(1, 4)","(0, 1)",550.179,188.03081962562183,100.90453859157631,78597,5
2,"(4,)","(1,)",550.179,140.96990834271975,59.284750925678345,78597,4
2,"(1, 4)","(0, 1)",550.186,188.030883121144,100.90470555051238,78598,5
2,"(4,)","(1,)",550.186,140.96960936815643,59.28472433261679,78598,4
2,"(4,)","(1,)",550.193,140.96931851855268,59.28469846225065,78599,4
2,"(1, 4)","(0, 1)",550.193,188.03094512996967,100.90486860023995,78599,5
2,"(1, 4)","(0, 1)",550.2,188.03100565204,100.90502774060312,78600,5
2,"(4,)","(1,)",550.2,140.96903578586642,59.284673313864616,78600,4
2,"(1, 4)","(0, 1)",550.207,188.03106468729604,100.90518297144808,78601,5
2,"(4,)","(1,)",550.207,140.9687611620501,59.28464888674287,78601,4
2,"(1, 4)","(0, 1)",550.214,188.03112223568024,100.90533429262292,78602,5
2,"(4,)","(1,)",550.214,140.9684946390509,59.28462518016915,78602,4
2,"(1, 4)","(0, 1)",550.221,188.0311782971357,100.905481703978,78603,5
2,"(4,)","(1,)",550.221,140.96823620881162,59.28460219342678,78603,4
2,"(1, 4)","(0, 1)",550.2280000000001,188.03123287160645,100.9056252053663,78604,5
2,"(4,)","(1,)",550.2280000000001,140.96798586327057,59.284579925798674,78604,4
2,"(4,)","(1,)",550.235,140.96774359436185,59.28455837656743,78605,4
2,"(1, 4)","(0, 1)",550.235,188.0312859590376,100.90576479664342,78605,5
2,"(1, 4)","(0, 1)",550.242,188.03133755937532,100.90590047766779,78606,5
2,"(4,)","(1,)",550.242,140.96750939401613,59.284537545015276,78606,4
2,"(1, 4)","(0, 1)",550.249,188.03138767256686,100.90603224830096,78607,5
2,"(4,)","(1,)",550.249,140.96728325416103,59.28451743042416,78607,4
2,"(1, 4)","(0, 1)",550.256,188.03143629856092,100.90616010840773,78608,5
2,"(4,)","(1,)",550.256,140.96706516672057,59.284498032075795,78608,4
2,"(1, 4)","(0, 1)",550.263,188.0314834373074,100.90628405785631,78609,5
2,"(4,)","(1,)",550.263,141.08745746290234,59.258925883054545,78609,4
2,"(1, 4)","(0, 1)",550.2769999999999,188.031573252864,100.9065202242706,78610,7
2,"(4,)","(1,)",550.2769999999999,141.0871081590571,59.25883922713575,78610,6
2,"(4,)","(1,)",550.27,141.08728004836956,59.258881869741906,78610,4
2,"(1, 4)","(0, 1)",550.27,188.0315290887575,100.90640409651877,78610,5
2,"(1, 4)","(0, 1)",550.284,188.03573584708758,100.89665028970444,78612,5
2,"(4,)","(1,)",550.284,141.26427263763134,59.22198634283575,78612,4
2,"(1, 4)","(0, 1)",550.2909999999999,188.03577636144618,100.89677025047749,78612,7
2,"(4,)","(1,)",550.2909999999999,141.26393828563488,59.221956603037384,78612,6
2,"(1, 4)","(0, 1)",550.298,188.03581547709797,100.89688606975695,78614,5
2,"(4,)","(1,)",550.298,141.2636125965826,59.221927633786876,78614,4
2,"(1, 4)","(0, 1)",550.305,188.03585319412915,100.89699774779844,78614,7
2,"(4,)","(1,)",550.305,141.26329556048537,59.22189943419572,78614,6
2,"(4,)","(1,)",550.319,141.26268740720778,59.221845340438136,78616,6
2,"(1, 4)","(0, 1)",550.319,188.03592443268326,100.89720868121356,78616,7
2,"(1, 4)","(0, 1)",550.312,188.0358895126277,100.89710528486223,78616,5
2,"(4,)","(1,)",550.312,141.2629871673557,59.22187200337555,78616,4
2,"(1, 4)","(0, 1)",550.326,188.0359579543869,100.89730793712255,78618,7
2,"(4,)","(1,)",550.326,141.26239627005768,59.22181944449548,78618,6
2,"(1, 4)","(0, 1)",550.3330000000001,188.03599007783185,100.89740305286465,78619,7
2,"(4,)","(1,)",550.3330000000001,141.26211374592447,59.221794314659704,78619,6
2,"(1, 4)","(0, 1)",550.34,188.03602080311268,100.89749402872049,78620,7
2,"(4,)","(1,)",550.34,141.26183982482897,59.221769950043274,78620,6
2,"(1, 4)","(0, 1)",550.347,188.03605013032623,100.89758086497619,78621,7
2,"(4,)","(1,)",550.347,141.2615744967955,59.22174634975888,78621,6
2,"(4,)","(1,)",550.354,141.26131775185144,59.221723512919404,78622,6
2,"(1, 4)","(0, 1)",550.354,188.03607805957085,100.89766356192352,78622,7
2,"(1, 4)","(0, 1)",550.361,188.03610459094708,100.89774211985979,78623,7
2,"(4,)","(1,)",550.361,141.26106958002737,59.221701438638156,78623,6
2,"(1, 4)","(0, 1)",550.368,188.0361297245573,100.89781653908831,78624,7
2,"(4,)","(1,)",550.368,141.26082997135762,59.221680126028716,78624,6
2,"(1, 4)","(0, 1)",550.375,188.03615346050591,100.89788681991816,78625,7
2,"(4,)","(1,)",550.375,141.2605989158805,59.22165957420496,78625,6
2,"(1, 4)","(0, 1)",550.382,188.0361757988994,100.89795296266466,78625,9
2,"(4,)","(1,)",550.382,141.2603764036381,59.221639782281216,78625,8
2,"(4,)","(1,)",550.396,141.2599569690481,59.22160247459272,78627,8
2,"(1, 4)","(0, 1)",550.396,188.03621628345726,100.89807283519936,78627,9
2,"(1, 4)","(0, 1)",550.389,188.03619673984628,100.89801496764916,78627,7
2,"(4,)","(1,)",550.389,141.26016242467696,59.22162074937212,78627,6
2,"(1, 4)","(0, 1)",550.403,188.03623442984517,100.89812656564943,78629,9
2,"(4,)","(1,)",550.403,141.25976002680702,59.221584957058504,78629,8
2,"(1, 4)","(0, 1)",550.41,188.2450346776535,100.40136126677116,78630,7
2,"(4,)","(1,)",550.41,141.2595715880141,59.22156819588536,78630,6
2,"(1, 4)","(0, 1)",550.4169999999999,188.2451596282245,100.40164296629305,78630,9
2,"(4,)","(1,)",550.4169999999999,141.25939164273467,59.22155219018963,78630,8
2,"(4,)","(1,)",550.424,141.25922018103918,59.221536939088075,78632,8
2,"(1, 4)","(0, 1)",550.424,188.2452829503285,100.40192099445612,78632,9
2,"(4,)","(1,)",550.431,141.25905719300331,59.221522441697985,78633,8
2,"(1, 4)","(0, 1)",550.431,188.24540464376437,100.40219535080686,78633,9
2,"(1, 4)","(0, 1)",550.438,188.24552470833518,100.40246603490162,78634,9
2,"(4,)","(1,)",550.438,141.258902668708,59.22150869713708,78634,8
2,"(1, 4)","(0, 1)",550.445,188.24564314384847,100.40273304630622,78635,9
2,"(4,)","(1,)",550.445,141.2587565982399,59.22149570452358,78635,8
2,"(1, 4)","(0, 1)",550.452,188.24575995011605,100.4029963845964,78636,9
2,"(4,)","(1,)",550.452,141.2586189716911,59.22148346297617,78636,8
2,"(1, 4)","(0, 1)",550.4590000000001,188.245875126954,100.40325604935758,78637,9
2,"(4,)","(1,)",550.4590000000001,141.2584897791592,59.221471971614115,78637,8
2,"(4,)","(1,)",550.466,141.2583690107479,59.22146122955715,78638,8
2,"(1, 4)","(0, 1)",550.466,188.24598867418283,100.40351204018505,78638,9
2,"(4,)","(1,)",550.4730000000001,141.65432121398618,59.13767743528145,78639,8
2,"(1, 4)","(0, 1)",550.4730000000001,188.24610059162728,100.40376435668392,78639,9
2,"(1, 4)","(0, 1)",550.48,188.24621087911675,100.40401299846927,78640,9
2,"(4,)","(1,)",550.48,141.65414370887908,59.13762631568253,78640,8
2,"(1, 4)","(0, 1)",550.487,188.24631953648486,100.4042579651661,78641,9
2,"(4,)","(1,)",550.487,141.65397132323298,59.13757667043439,78641,8
2,"(1, 4)","(0, 1)",550.494,188.24642656356968,100.40449925640944,78642,9
2,"(4,)","(1,)",550.494,141.65380405386577,59.137528498620604,78642,8
2,"(1, 4)","(0, 1)",550.501,188.2465319602139,100.40473687184429,78643,9
2,"(4,)","(1,)",550.501,141.65364189759057,59.137481799323425,78643,8
2,"(4,)","(1,)",550.508,141.65348485121547,59.137436571623574,78644,8
2,"(1, 4)","(0, 1)",550.508,188.24663572626437,100.40497081112585,78644,9
2,"(1, 4)","(0, 1)",550.515,188.24673786157268,100.40520107391943,78645,9
2,"(4,)","(1,)",550.515,141.65333291154326,59.13739281460029,78645,8
2,"(1, 4)","(0, 1)",550.5219999999999,188.24767748280857,100.40346257832316,78645,11
2,"(4,)","(1,)",550.5219999999999,141.6531860753722,59.13735052733153,78645,10
2,"(1, 4)","(0, 1)",550.529,188.24777721439727,100.40368543753556,78647,11
2,"(4,)","(1,)",550.529,141.70886763803796,59.12543749510285,78647,8
2,"(1, 4)","(0, 1)",550.536,188.2478753080833,100.40390463670694,78647,9
2,"(4,)","(1,)",550.536,141.70870263855485,59.12539609824656,78647,10
2,"(4,)","(1,)",550.55,141.70838920389403,59.12531746036621,78649,10
2,"(1, 4)","(0, 1)",550.55,188.24806658118493,100.40433205367005,78649,9
2,"(4,)","(1,)",550.543,141.70854316180564,59.12535608699352,78649,8
2,"(1, 4)","(0, 1)",550.543,188.2479717637249,100.40412017552056,78649,11
2,"(1, 4)","(0, 1)",550.557,188.24815976033105,100.40454027085951,78651,9
2,"(4,)","(1,)",550.557,141.70824076091972,59.12528021738605,78651,10
2,"(1, 4)","(0, 1)",550.564,188.24825130103542,100.40474482680357,78652,9
2,"(4,)","(1,)",550.564,141.7080978289786,59.12524435707356,78652,10
2,"(1, 4)","(0, 1)",550.571,188.24834120317522,100.40494572122739,78653,9
2,"(4,)","(1,)",550.571,141.70796040416278,59.12520987844826,78653,10
2,"(1, 4)","(0, 1)",550.578,188.248429466632,100.40514295386677,78654,9
2,"(4,)","(1,)",550.578,141.7078284825608,59.12517678052883,78654,10
2,"(4,)","(1,)",550.585,141.7077020602574,59.125145062332926,78655,10
2,"(1, 4)","(0, 1)",550.585,188.2485160912925,100.40533652446821,78655,9
2,"(1, 4)","(0, 1)",550.592,188.248601077048,100.40552643278885,78656,9
2,"(4,)","(1,)",550.592,141.70758113333363,59.12511472287738,78656,10
2,"(1, 4)","(0, 1)",550.599,188.24868442379463,100.4057126785968,78657,9
2,"(4,)","(1,)",550.599,141.70746569786718,59.12508576117808,78657,10
2,"(1, 4)","(0, 1)",550.606,188.2487661314336,100.40589526167095,78658,9
2,"(4,)","(1,)",550.606,141.70735574993225,59.12505817625008,78658,10
2,"(1, 4)","(0, 1)",550.613,188.2488461998708,100.40607418180124,78659,9
2,"(4,)","(1,)",550.613,141.70725128559903,59.12503196710743,78659,10
2,"(4,)","(1,)",550.627,141.70705879200344,59.124983672230606,78660,12
2,"(1, 4)","(0, 1)",550.627,188.2490014187883,100.40642103244456,78660,13
2,"(1, 4)","(0, 1)",550.62,188.24892462901704,100.40624943878844,78660,9
2,"(4,)","(1,)",550.62,141.70715230093495,59.12500713276349,78660,10
2,"(1, 4)","(0, 1)",550.634,188.2490765691053,100.40658896259274,78662,13
