s,t,x,y
"[(0, 5), (1, 5), (1, 6)]",30.0,"[[110.54366332599054, 110.70790836826254], [139.88332184036864, 139.88559949246704], [148.97436162202143, 148.97375800201013]]","[[197.1007970257179, 314.7080667914946], [222.3138335952738, 289.6816534666144], [218.7447597291019, 293.2543094637648]]"
"[(0, 5), (1, 5), (1, 6)]",30.1,"[[110.5421181458862, 110.53978752523571], [139.88328292885464, 139.88555941304298], [148.9746130809846, 148.97400715375184]]","[[197.1355421154635, 314.8120512922962], [222.31375649602987, 289.68173287995427], [218.74437196893444, 293.25469366610093]]"
"[(0, 5), (1, 5), (1, 6)]",30.2,"[[110.50317778738, 110.53840559006304], [139.88322643433128, 139.88550177238338], [148.97483977592077, 148.974231532549]]","[[197.1350753288831, 314.7809769460354], [222.31364455782483, 289.6818470891127], [218.74402239592538, 293.2550396675274]]"
"[(0, 5), (1, 5), (1, 6)]",30.3,"[[110.5024872953347, 110.50285929752879], [139.8831530082971, 139.88542721419793], [148.97504194492643, 148.97443137633266]]","[[197.15130289616835, 314.778238654442], [222.3134990715374, 289.681994818644], [218.74371064292004, 293.25534783494385]]"
"[(0, 5), (1, 5), (1, 6)]",30.4,"[[110.4994281371161, 110.50186127765348], [139.88306330789516, 139.88533638642315], [148.97521982315345, 148.97460692004887]]","[[197.15564865034779, 314.760934887039], [222.31332133923019, 289.68217478472695], [218.74343634730445, 293.25561853064676]]"
"[(0, 5), (1, 5), (1, 6)]",30.5,"[[110.48952067621101, 110.48560501982074], [139.88295799262175, 139.88522993785577], [148.97537364298464, 148.97475839584934]]","[[197.15302385160973, 314.75709805160074], [222.3131126676286, 289.6823857018361], [218.74319915073468, 293.25585211262376]]"
"[(0, 5), (1, 5), (1, 6)]",30.6,"[[110.42081324564211, 110.48568387022644], [139.882837720843, 139.88510851487376], [148.97896559734363, 148.9783516657285]]","[[197.137572757481, 314.7588668146684], [222.31287436121895, 289.68262628923924], [218.74361020618142, 293.25543762600597]]"
"[(0, 5), (1, 5), (1, 6)]",30.7,"[[110.42327836945134, 110.40043732875571], [139.88270314625953, 139.88497275822158], [148.97907429865498, 148.97845801870787]]","[[197.1266473317999, 314.7721212040176], [222.3126077152429, 289.6828952773651], [218.74344161755147, 293.25560257252647]]"
"[(0, 5), (1, 5), (1, 6)]",30.8,"[[110.16784707358964, 110.40356389293989], [139.88255491621942, 139.88482330190772], [148.97915973278566, 148.97854109435886]]","[[197.12902166921546, 314.7859781326244], [222.31231401235578, 289.6831914099902], [218.74330911479817, 293.2557314174319]]"
"[(0, 5), (1, 5), (1, 6)]",30.9,"[[109.8155773095783, 110.11687105472892], [139.88239367700723, 139.88466078073057], [148.97922212173953, 148.97860111451936]]","[[196.90761402858118, 314.7583103051672], [222.3119945331049, 289.68351342932533], [218.74321235360804, 293.25582450477833]]"
"[(0, 5), (1, 5), (1, 6)]",31.0,"[[109.80488423075012, 109.76917186561286], [139.88266844211367, 139.8849291269021], [148.9792616853263, 148.9786382988819]]","[[196.9312480452476, 314.9795865361667], [222.31100317419583, 289.6845005359869], [218.7431509930706, 293.25588217529446]]"
"[(0, 5), (1, 5), (1, 6)]",31.1,"[[109.61454246627503, 109.76431764693754], [139.88248426405877, 139.88474352530304], [148.97927864117463, 148.97865286501334]]","[[196.70573077092286, 314.95807264498666], [222.31063686133479, 289.68486968014383], [218.74312469565794, 293.2559047664124]]"
"[(0, 5), (1, 5), (1, 6)]",31.2,"[[109.6057622738731, 109.58085087096654], [139.8822889437916, 139.88454670621186], [148.97927320471985, 148.97864502834767]]","[[196.7446445728154, 315.1449481202374], [222.31024838765956, 289.6852611348392], [218.743133127244, 293.2558926122561]]"
"[(0, 5), (1, 5), (1, 6)]",31.3,"[[109.51682080080587, 109.57171634042294], [139.88208303062, 139.88433921569916], [148.9792455891726, 148.9786150021557]]","[[196.70438099883074, 315.1044638921381], [222.30983884569181, 289.6856738139904], [218.74317595715303, 293.25584604359466]]"
"[(0, 5), (1, 5), (1, 6)]",31.4,"[[109.50107227867589, 109.50927999231911], [139.88186703001335, 139.88412155662581], [148.9791960054766, 148.97856299750225]]","[[196.7294948774667, 315.1260555522905], [222.30940924076276, 289.686106717454], [218.74325285822505, 293.25576538777585]]"
"[(0, 5), (1, 5), (1, 6)]",31.5,"[[109.50091105055259, 109.50048427643162], [139.88164140146066, 139.8838941859352], [148.97912466226106, 148.9784892231963]]","[[196.75203183682672, 315.1056395384655], [222.30896048675288, 289.6865589364128], [218.74336350688986, 293.2556509686487]]"
"[(0, 5), (1, 5), (1, 6)]",31.6,"[[109.49719938640563, 109.5003511109926], [140.16009378414847, 140.16266484993085], [149.3584509278106, 149.35800866105728]]","[[196.76226616270432, 315.09556478249965], [221.9502286216722, 290.0457519191592], [218.8392119204068, 293.159881070072]]"
"[(0, 5), (1, 5), (1, 6)]",31.7,"[[109.46279499362835, 109.49670222445951], [140.18533721245723, 140.18750857431928], [149.35860557499598, 149.35816160519667]]","[[196.7545737849771, 315.1024171589546], [221.92213615832577, 290.0734462732664], [218.83889476685965, 293.1601947309783]]"
"[(0, 5), (1, 5), (1, 6)]",31.8,"[[109.46328975450402, 109.45723147446091], [140.18550745528822, 140.1876737926487], [149.40053539383376, 149.40013466288073]]","[[196.74285524166734, 315.1206260045267], [221.92248251208892, 290.07311014169613], [218.84924963562554, 293.1498327370412]]"
"[(0, 5), (1, 5), (1, 6)]",31.9,"[[109.2847449230564, 109.45798244721067], [140.18566529763714, 140.18782931164208], [149.40066975789813, 149.40026749730848]]","[[196.74062739530493, 315.137804062902], [221.9228036374555, 290.07279374312435], [218.84894195752602, 293.1501369124506]]"
"[(0, 5), (1, 5), (1, 6)]",32.0,"[[108.92150642452816, 109.25812617908383], [140.18581383212648, 140.18797546472507], [149.40079199432822, 149.40038566507715]]","[[196.6734877765998, 315.14139836424977], [221.9231058262703, 290.0724963992071], [218.8486620503002, 293.1504075029144]]"
"[(0, 5), (1, 5), (1, 6)]",32.1,"[[108.91604945677734, 108.89822624580876], [140.1859533631061, 140.188112554679], [149.40090249911316, 149.40049280941017]]","[[196.68554885543816, 315.2750579939222], [221.92338969772365, 290.07221749394483], [218.84840900717904, 293.15065285099104]]"
"[(0, 5), (1, 5), (1, 6)]",32.2,"[[108.67790875546403, 108.89318547782648], [140.18608416353743, 140.18824085359643], [149.57900889767018, 149.5787561163839]]","[[196.42489145541586, 315.2639168065785], [221.92365580714701, 290.071956473774], [218.8924635502924, 293.10658376093886]]"
"[(0, 5), (1, 5), (1, 6)]",32.3,"[[108.67115894326065, 108.67244411891659], [140.18621004287047, 140.18836401344998], [149.57912479107006, 149.57887108864406]]","[[196.45480661477367, 315.5508892821478], [221.92390068269444, 290.07171663972485], [218.892026768195, 293.10701707142084]]"
"[(0, 5), (1, 5), (1, 6)]",32.4,"[[108.53166481141707, 108.53364773129897], [140.18632407722893, 140.18847542426147], [149.57923129416045, 149.57897666642162]]","[[196.37059694386556, 315.6739912106544], [221.92413270806702, 290.0714899524756], [218.89162537654326, 293.1074149757292]]"
"[(0, 5), (1, 5), (1, 6)]",32.5,"[[108.5022724829536, 108.53175529751813], [140.18642646871936, 140.18857528774925], [149.57932850392004, 149.57907294638187]]","[[196.39297851009363, 315.6314377365532], [221.92435221642998, 290.07127607785577], [218.89125900984132, 293.10777783817883]]"
"[(0, 5), (1, 5), (1, 6)]",32.6,"[[108.50211371626234, 108.50233679817894], [140.18652450577721, 140.18867057767014], [149.5794165163808, 149.57916002426168]]","[[196.42469236470785, 315.62505435847777], [221.9245516697856, 290.0710822134651], [218.89092730616144, 293.1081060195855]]"
"[(0, 5), (1, 5), (1, 6)]",32.7,"[[108.49838386437503, 108.50217106216361], [140.18661477880693, 140.18875803865464], [149.57949542662664, 149.5792379948937]]","[[196.439876998287, 315.5909159434812], [221.9247353274666, 290.070904276803], [218.89062990714893, 293.1083998773567]]"
"[(0, 5), (1, 5), (1, 6)]",32.8,"[[108.4767644531358, 108.498426816913], [140.18669742996852, 140.18883780877871], [149.579565328769, 149.57930695220819]]","[[196.43986168645142, 315.5718137491836], [221.9249034786931, 290.0707419869579], [218.89036645811387, 293.1086597654995]]"
"[(0, 5), (1, 5), (1, 6)]",32.9,"[[108.4771089258039, 108.49840651712388], [140.18677259545106, 140.188910020208], [149.57962631591232, 149.57936698920957]]","[[196.43211583615567, 315.566288587702], [221.92505640053758, 290.07059507504334], [218.89013660816215, 293.1088860345314]]"
"[(0, 5), (1, 5), (1, 6)]",33.0,"[[108.35494173985695, 108.47754466767354], [140.18684040691755, 140.18897480149607], [149.57967848011782, 149.57941819794104]]","[[196.42951518985097, 315.5776823034425], [221.9251943608643, 290.0704632795207], [218.88994001033066, 293.1090790313471]]"
"[(0, 5), (1, 5), (1, 6)]",33.1,"[[107.99925956091232, 108.36069124355636], [140.18690099116907, 140.18903227751696], [149.5797219123624, 149.57946066943686]]","[[196.50163653050913, 315.59596660345125], [221.92531761764624, 290.0703463463374], [218.88977632174354, 293.1092390990389]]"
"[(0, 5), (1, 5), (1, 6)]",33.2,"[[107.996694215418, 108.03232574199983], [140.18695446944068, 140.18908256858884], [149.57975670250158, 149.5794944936763]]","[[196.50730649882615, 315.57144688049664], [221.92542641753238, 290.0702440307105], [218.88964520375083, 293.1093665767233]]"
"[(0, 5), (1, 5), (1, 6)]",33.3,"[[107.72122180164914, 108.02876295503064], [140.18700095723628, 140.18912578989134], [149.5797829392333, 149.5795197595376]]","[[196.2329280881615, 315.5635723508161], [221.9255209955116, 290.0701560983103], [218.88954632206546, 293.10946179936667]]"
"[(0, 5), (1, 5), (1, 6)]",33.4,"[[107.71523425999925, 107.74747476477188], [140.18704056510657, 140.1891620517494], [149.57980071007205, 149.57953655476237]]","[[196.2594648653666, 315.8834250120087], [221.92560157649612, 290.07008232468394], [218.88947934686033, 293.1095250976521]]"
"[(0, 5), (1, 5), (1, 6)]",33.5,"[[107.54081835052816, 107.5652606021801], [140.1870734004024, 140.1891914609283], [149.80622986322987, 149.8057711353348]]","[[196.16476945682044, 316.07585206821045], [221.92566837888765, 290.07002249262086], [218.94160726358257, 293.0574740791226]]"
"[(0, 5), (1, 5), (1, 6)]",33.6,"[[107.50303997405508, 107.55106601312033], [140.1870995698092, 140.18921751797086], [149.80636963793137, 149.80590915520048]]","[[196.17778737783564, 316.01294166701024], [221.92572161973473, 290.0699800165954], [218.94132707285942, 293.05775048035696]]"
"[(0, 5), (1, 5), (1, 6)]",33.7,"[[107.50294824200486, 107.5039583704704], [140.18712273615145, 140.18923354176448], [149.80649428407457, 149.80603179293752]]","[[196.20350744639947, 316.0063929781936], [221.92575773701938, 290.06994741302975], [218.94107745326588, 293.05799635000875]]"
"[(0, 5), (1, 5), (1, 6)]",33.8,"[[107.5000600504904, 107.50357964435958], [140.18713590923295, 140.189243036836], [149.80660381856612, 149.80613943330428]]","[[196.22071400030475, 315.9735267724435], [221.92578454024945, 290.069928093436], [218.94085809665717, 293.05821191339413]]"
"[(0, 5), (1, 5), (1, 6)]",33.9,"[[107.49908920567617, 107.50009856012652], [140.18714276560914, 140.1892461246693], [149.80669837953866, 149.80623209308447]]","[[196.2252277238851, 315.95838865391164], [221.9257984908978, 290.06992181063055], [218.94066872640525, 293.05839747626896]]"
"[(0, 5), (1, 5), (1, 6)]",34.0,"[[107.4866236131637, 107.49973015784], [140.18714344288168, 140.1892429396198], [149.8067781036157, 149.806309909498]]","[[196.21816752987513, 315.95448409504576], [221.92579986894228, 290.06992829124124], [218.94050906890445, 293.05855331343344]]"
"[(0, 5), (1, 5), (1, 6)]",34.1,"[[107.40326779662611, 107.49468678635462], [140.18713809017447, 140.189233628249], [149.80684312600238, 149.80637301831604]]","[[196.2153341658729, 315.9631418691847], [221.9257889778047, 290.0699472370601], [218.94037885338938, 293.0586796967864]]"
"[(0, 5), (1, 5), (1, 6)]",34.2,"[[107.09744022752669, 107.44737836902583], [140.187126865302, 140.18921834653995], [149.81083735399804, 149.81036893555873]]","[[196.2846360250076, 315.9801638365807], [221.92576613858978, 290.0699783307084], [218.94114943067538, 293.0579051050526]]"
"[(0, 5), (1, 5), (1, 6)]",34.3,"[[107.0976469687252, 107.45213608697448], [140.18710993134636, 140.18919725633867], [149.81087543041872, 149.81040510388272]]","[[196.28417908224958, 316.00634216372026], [221.92573168312035, 290.0700212428787], [218.9410725765374, 293.0579781078536]]"
"[(0, 5), (1, 5), (1, 6)]",34.4,"[[106.75047067376255, 107.21912128672064], [140.18708745351438, 140.18917052199305], [149.8108992943886, 149.84597932324795]]","[[196.10329712304096, 315.9843054302258], [221.92568594754184, 290.0700756391727], [218.94102440906784, 293.0502636218878]]"
"[(0, 5), (1, 5), (1, 6)]",34.5,"[[106.55220290304746, 106.83985939286012], [140.18705959675196, 140.18913830774125], [149.8466111290283, 149.84601534403134]]","[[195.9820196382354, 316.146054626649], [221.92562926746967, 290.0701411854158], [218.9487554477013, 293.05031954711507]]"
"[(0, 5), (1, 5), (1, 6)]",34.6,"[[106.54688676700809, 106.83142170413169], [140.18702652429033, 140.18910077606554], [149.8466319361429, 149.84603363769546]]","[[196.0283143765227, 316.1274055098475], [221.92556197502964, 290.0702175510056], [218.94872314294548, 293.0503479495324]]"
"[(0, 5), (1, 5), (1, 6)]",34.7,"[[106.50353127399902, 106.62872329064459], [140.1869883970921, 140.18905808701876], [149.8466351729457, 149.84603435685025]]","[[196.04003543385988, 316.3571186251874], [221.92548439773182, 290.0703044102831], [218.94871811754305, 293.0503490660793]]"
"[(0, 5), (1, 5), (1, 6)]",34.8,"[[106.50010087357529, 106.52216901202253], [140.18694537395498, 140.18901039828157], [149.84662098968823, 149.8460176524129]]","[[196.0617036722164, 316.4158794667174], [221.92539685868178, 290.07040144241586], [218.9487401382162, 293.0503231310672]]"
"[(0, 5), (1, 5), (1, 6)]",34.9,"[[106.50009196298306, 106.51959212717968], [140.18689761199795, 140.18895786566324], [149.84658953489838, 149.8459836735598]]","[[196.07229369015238, 316.357935350767], [221.92529967756874, 290.0705083303794], [218.94878897436314, 293.05027037610455]]"
"[(0, 5), (1, 5), (1, 6)]",35.0,"[[106.49962280706559, 106.5012630851401], [140.18684526730485, 140.18890064380307], [149.8465409553536, 149.8459325676878]]","[[196.0756151916463, 316.32400393052563], [221.92519317197622, 290.0706247595294], [218.94886439809986, 293.0501910300372]]"
"[(0, 5), (1, 5), (1, 6)]",35.1,"[[106.4933035680261, 106.49995655473195], [140.18678849557898, 140.18883888690704], [149.84647539606527, 149.84586448038993]]","[[196.0679613302597, 316.29794244750235], [221.92507765871315, 290.0707504161034], [218.9489661842842, 293.0500853189102]]"
"[(0, 4), (1, 4), (1, 5)]",35.2,"[[106.43910231829958, 106.49739078505362], [140.18672745272957, 140.18877274942574], [149.84639300027527, 149.84577955544316]]","[[196.0565156100273, 316.28982839016527], [221.92495345500757, 290.07088498584153], [218.94909411052143, 293.04995346594916]]"
"[(0, 4), (1, 4), (1, 5)]",35.3,"[[106.1735254828962, 106.46501473807976], [140.18666229536777, 140.18870238663996], [150.25822152382483, 150.25786454695273]]","[[196.1164711566507, 316.29593292870914], [221.92482087951595, 290.071028152794], [219.04899685840056, 292.9501930110157]]"
"[(0, 3), (1, 3), (1, 4)]",35.4,"[[105.7904826517225, 106.46581622887203], [140.18659318122226, 140.18862795515693], [150.32081637390223, 150.32063717482322]]","[[195.96307864934485, 316.31395533880215], [221.924680253168, 290.07117959831265], [219.0645852701895, 292.9345649615571]]"
"[(0, 3), (1, 3), (1, 4)]",35.5,"[[105.77720423789825, 106.29128135579364], [140.18652027147127, 140.18854961334029], [150.32088057028807, 150.32070066435264]]","[[195.9924268154501, 316.28834206652203], [221.92453190391288, 290.07133900017595], [219.06428084869927, 292.9348660311096]]"
"[(0, 3), (1, 3), (1, 4)]",35.6,"[[105.58671081596498, 105.91279442051604], [140.1864437314232, 140.18846752281362], [150.32093936531237, 150.32075875430922]]","[[195.82908061075935, 316.3072568104992], [221.9243761681029, 290.0715060295283], [219.064002040653, 292.9351414957003]]"
"[(0, 3), (1, 3), (1, 4)]",35.7,"[[105.51155394415466, 105.67877848713545], [140.18636372909108, 140.18838184834246], [150.32099280651485, 150.3208114922994]]","[[195.82281211667436, 316.57896319427846], [221.92421338759388, 290.0716803511217], [219.06374862061566, 292.9353915810805]]"
"[(0, 3), (1, 3), (1, 4)]",35.8,"[[105.50944791556734, 105.66944779865423], [140.186280432321, 140.18829275594084], [150.32104094090425, 150.32085892537975]]","[[195.8701685070837, 316.537609594442], [221.9240439039017, 290.07186162716846], [219.06352036567026, 292.9356165103941]]"
"[(0, 3), (1, 3), (1, 4)]",35.9,"[[105.50047757027899, 105.53106165013227], [140.18619400534757, 140.1882004099028], [150.5445191998565, 150.54447907390158]]","[[195.8962407498871, 316.615840305156], [221.92386805119392, 290.07204952337946], [219.11872274393255, 292.880408136698]]"
"[(0, 3), (1, 3), (1, 4)]",36.0,"[[105.50000972965901, 105.52860813798625], [140.18610460551147, 140.18810496955854], [150.54505653234364, 150.54501925066793]]","[[195.90949757363086, 316.5606703612335], [221.92368614961129, 290.07224371556623], [219.11842386260258, 292.8807030665965]]"
"[(0, 3), (1, 3), (1, 4)]",36.1,"[[105.49991125028653, 105.50199259522334], [140.18601238062195, 140.18800658632412], [150.54507366362975, 150.54503624203474]]","[[195.91276186554828, 316.5285458470437], [221.92349849990077, 290.07244389564295], [219.11802267822966, 292.88110097430683]]"
"[(0, 3), (1, 3), (1, 4)]",36.2,"[[105.49667248720844, 105.50000014325428], [140.18591746716146, 140.18790540146884], [150.54508967711968, 150.5450521160695]]","[[195.9028334738595, 316.5006662546189], [221.92330537976287, 290.0726497761693], [219.11764767066293, 292.88147271608085]]"
"[(0, 3), (1, 3), (1, 4)]",36.3,"[[105.45679789350183, 105.49812612850455], [140.18581998943773, 140.18780154482565], [150.54510458277764, 150.54506688273062]]","[[195.88883194205772, 316.4899728983999], [221.92310704212605, 290.0728610929747], [219.1172986065588, 292.8818185251251]]"
"[(0, 3), (1, 3), (1, 4)]",36.4,"[[105.24151164837484, 105.47373695324393], [140.18572005967746, 140.18769513449945], [150.54511839046737, 150.54508055187438]]","[[195.9322372153542, 316.4920616180525], [221.92290371533784, 290.07307760575134], [219.116975254925, 292.88213863225735]]"
"[(0, 3), (1, 3), (1, 4)]",36.5,"[[104.85335420358165, 105.47447477146957], [140.1856177789685, 140.18758627749983], [150.5451311099564, 150.5450931332567]]","[[195.82411892330535, 316.50865227981063], [221.92269560508112, 290.07329909676713], [219.11667738702408, 292.8824332659434]]"
"[(0, 3), (1, 3), (1, 4)]",36.6,"[[104.64132411352064, 105.33518622903142], [140.18551323889213, 140.18747507114645], [150.54514275092333, 150.5451046365372]]","[[195.5870345433726, 316.48292841054376], [221.92248289769634, 290.07352536800613], [219.11640477620077, 292.88270265239487]]"
"[(0, 3), (1, 3), (1, 4)]",36.7,"[[104.63236247439902, 104.9529185337272], [140.1854065237335, 140.18736160517105], [150.54515332296722, 150.5451150712869]]","[[195.62675251690297, 316.3959397778274], [221.92226576467806, 290.0737562368914], [219.11615719766056, 292.8829470157482]]"
"[(0, 3), (1, 3), (1, 4)]",36.8,"[[104.52234857625305, 104.69852528808639], [140.18529771278577, 140.1872459640053], [150.54516283561753, 150.54512444699813]]","[[195.58008283224902, 316.66648099173045], [221.92204436736384, 290.07399153163], [219.1159344282423, 292.88316657829654]]"
"[(0, 3), (1, 3), (1, 4)]",36.9,"[[104.50146384449296, 104.68973752456603], [140.1851868823751, 140.18712822884123], [150.5451712983422, 150.54513277309474]]","[[195.61970664491793, 316.62753363465015], [221.92181886105433, 290.07423108702085], [219.11573624622173, 292.88336156072955]]"
"[(0, 3), (1, 3), (1, 4)]",37.0,"[[104.5013261608672, 104.5349995883301], [140.1850741101523, 140.18700848183914], [150.54517872055396, 150.54514005894097]]","[[195.65831073461203, 316.7043892165184], [221.9215893956023, 290.07447474362715], [219.1155624311709, 292.8835321823412]]"
"[(0, 3), (1, 3), (1, 4)]",37.1,"[[104.50003443103762, 104.50249761653313], [140.18495946536206, 140.18688679699716], [150.5451851116133, 150.5451463138478]]","[[195.67973261511773, 316.670145022927], [221.9213561281617, 290.0747223354417], [219.11541276388257, 292.8836786611791]]"
"[(0, 3), (1, 3), (1, 4)]",37.2,"[[104.50003375002944, 104.50233330352498], [140.1848430258566, 140.18676325638546], [150.54519048082926, 150.54515154707664]]","[[195.6860671528705, 316.62407451839505], [221.92111920901905, 290.0749737031858], [219.11528702635638, 292.88380121412797]]"
"[(0, 3), (1, 3), (1, 4)]",37.3,"[[104.49747445306626, 104.50006419290922], [140.18472486776068, 140.18663794038835], [150.54519483745767, 150.54515576783993]]","[[195.677976220603, 316.59710356079654], [221.92087879306501, 290.0752286833017], [219.11518500183658, 292.88390005692685]]"
"[(0, 3), (1, 3), (1, 4)]",37.4,"[[104.46689013390777, 104.50001863773016], [140.18460506852557, 140.18651093063826], [150.54519819069802, 150.54515898529968]]","[[195.66189671446926, 316.58668134207034], [221.92063503788964, 290.0754871096922], [219.11510647488768, 292.8839754041346]]"
"[(0, 3), (1, 3), (1, 4)]",37.5,"[[104.2978978818185, 104.4984360767782], [140.18448370721725, 140.1863823103122], [150.54520627992417, 150.54516698472113]]","[[195.68233349829904, 316.5916463131007], [221.9203881043682, 290.0757488131172], [219.11505255510758, 292.8840261356767]]"
"[(0, 3), (1, 3), (1, 4)]",37.6,"[[103.92358484414024, 104.47873002293946], [140.18436086480068, 140.18625216441893], [150.54520765238655, 150.54516822164817]]","[[195.66889401978372, 316.6043363323028], [221.9201381572398, 290.0760136206096], [219.11502037656797, 292.8840551364757]]"
"[(0, 3), (1, 3), (1, 4)]",37.7,"[[103.6887344371103, 104.35635969588745], [140.18423662445127, 140.18612058011024], [150.54520804981533, 150.5451684835567]]","[[195.3769120477161, 316.5767691895267], [221.91988536574132, 290.0762813548419], [219.11501105851448, 292.8840612771418]]"
"[(0, 3), (1, 3), (1, 4)]",37.8,"[[103.6803034918139, 103.96910766548314], [140.184111071906, 140.1859876470305], [150.54520748113057, 150.5451677793576]]","[[195.4142779868681, 316.4317212600255], [221.91962990432143, 290.076551833415], [219.11502439180916, 292.8840447665996]]"
"[(0, 3), (1, 3), (1, 4)]",37.9,"[[103.5342726789084, 103.70399307303107], [140.18398429584963, 140.185853457704], [150.54520595517502, 150.54516611789057]]","[[195.31195614867485, 316.6907142078593], [221.91937195342697, 290.0768248680699], [219.11506016912543, 292.88400581210215]]"
"[(0, 3), (1, 3), (1, 4)]",38.0,"[[103.50249291950657, 103.69564255794198], [140.18385638956084, 140.1857181079366], [150.55365629231633, 150.55365463175158]]","[[195.33117194148008, 316.65370473528696], [221.91911170285172, 290.07710026387076], [219.11702753746496, 292.88202785506843]]"
"[(0, 3), (1, 3), (1, 4)]",38.1,"[[103.50234179210132, 103.53582926417315], [140.1837274520054, 140.18558169809543], [150.55365616528871, 150.55365449915698]]","[[195.37354543270055, 316.7230453987627], [221.91884935396092, 290.0773778166008], [219.1170997967634, 292.88195242900275]]"
"[(0, 3), (1, 3), (1, 4)]",38.2,"[[103.50006419571778, 103.5025598344426], [140.1835975880265, 140.18544433394393], [150.75167128342898, 150.7515096472031]]","[[195.40287031485184, 316.6875898406686], [221.91858512007892, 290.07765731106343], [219.1615236224871, 292.83759020452914]]"
"[(0, 3), (1, 3), (1, 4)]",38.3,"[[103.5, 103.50241084650544], [140.1834669075303, 140.18530612647103], [150.75168567157925, 150.75152345303627]]","[[195.41682536449585, 316.6458162190266], [221.91831922483138, 290.0779385214298], [219.1614447392417, 292.83766589521235]]"
"[(0, 3), (1, 3), (1, 4)]",38.4,"[[103.49995534285934, 103.50006687880821], [140.18333552382558, 140.18516719069447], [150.7516961330117, 150.75153333215664]]","[[195.41538758765878, 316.6220870032077], [221.91805189876743, 290.07822121367366], [219.16138738428455, 292.83772005763495]]"
"[(0, 3), (1, 3), (1, 4)]",38.5,"[[103.49846656968035, 103.5], [140.18320355142936, 140.18502764371308], [150.75170270077842, 150.75153931766908]]","[[195.39980400843965, 316.6143608978464], [221.9177833748945, 290.0785051495343], [219.1613513764071, 292.83775287329485]]"
"[(0, 3), (1, 3), (1, 4)]",38.6,"[[103.36056115616014, 103.49854245990447], [140.18307110368534, 140.1848876023846], [150.75170540762352, 150.75154144237223]]","[[195.40460994372833, 316.6214742881113], [221.91751388383264, 290.0787900912416], [219.161336536089, 292.8377645220111]]"
"[(0, 3), (1, 3), (1, 4)]",38.7,"[[102.99617623342148, 103.4801173391622], [140.18293829050654, 140.18474718099125], [150.75170428598653, 150.75153973876]]","[[195.5084513510558, 316.6355316774474], [221.9172436492217, 290.0790758062659], [219.16134268548018, 292.83775518193187]]"
"[(0, 3), (1, 3), (1, 4)]",38.8,"[[102.73797019325471, 103.3630791705994], [140.18280509382248, 140.1846064891801], [150.75169936801456, 150.7515342390321]]","[[195.15869923722926, 316.60654989315987], [221.91697299608333, 290.0793620715085], [219.161369648334, 292.837725029593]]"
"[(0, 3), (1, 3), (1, 4)]",38.9,"[[102.72961889477675, 102.97192262989915], [140.18267197945679, 140.1844655115008], [150.7516906856775, 150.75152497520844]]","[[195.19571218178007, 316.4379429401415], [221.9167017868585, 290.0796485680571], [219.1614172493744, 292.83767424054355]]"
"[(0, 3), (1, 3), (1, 4)]",39.0,"[[102.54594313611834, 102.70418156298777], [140.18253854620968, 140.18432470065613], [150.75167827084118, 150.75151213720105]]","[[195.0495329644787, 316.69154959511485], [221.9164306542226, 290.0799354258461], [219.16148531389706, 292.8376038559794]]"
"[(0, 3), (1, 3), (1, 4)]",39.1,"[[102.50343478148457, 102.53829654276963], [140.18240524558922, 140.18418366856613], [150.75166215537513, 150.7514960686936]]","[[195.0670902536488, 316.778524896604], [221.91615942873386, 290.080222031162], [219.16157366717644, 292.83751576015106]]"
"[(0, 3), (1, 3), (1, 4)]",39.2,"[[102.50328669586568, 102.53598300067065], [140.18227215024604, 140.1840428534088], [150.75164298503535, 150.7514763397887]]","[[195.10861088097005, 316.72650233455147], [221.91588826419434, 290.0805085464065], [219.161678768846, 292.8374075961401]]"
"[(0, 3), (1, 3), (1, 4)]",39.3,"[[102.50009321603706, 102.50258207500134], [140.18213908513695, 140.1839023290936], [150.75162020870508, 150.75145298252409]]","[[195.1329318405157, 316.6938257058283], [221.91561751700965, 290.08079482410693], [219.1618036404115, 292.83727953959357]]"
"[(0, 3), (1, 3), (1, 4)]",39.4,"[[102.5, 102.50007062637495], [140.18200623536154, 140.18376192079887], [150.8382561388039, 150.83825361480766]]","[[195.145968586866, 316.65694576675804], [221.91534719917217, 290.0810805124795], [219.18033367007337, 292.8187223750041]]"
"[(0, 3), (1, 3), (1, 4)]",39.5,"[[102.5, 102.50006843532542], [140.18187365106894, 140.18362180907653], [150.83825590099428, 150.83825336860713]]","[[195.15426134585755, 316.63656526846995], [221.91507743027537, 290.081365597417], [219.1804226090229, 292.8186302979226]]"
"[(0, 3), (1, 3), (1, 4)]",39.6,"[[102.49936982842868, 102.5], [140.18174138773674, 140.18348204994618], [150.8382556086796, 150.83825306791144]]","[[195.1465459935882, 316.63234175298317], [221.91480831443576, 290.08164996493656], [219.18053193243685, 292.8185178400783]]"
"[(0, 3), (1, 3), (1, 4)]",39.7,"[[102.49072428361247, 102.49861822293266], [140.18160949552123, 140.18334269649915], [151.24118432321163, 151.2410367977322]]","[[195.1259594032228, 316.6427169211391], [221.9145399537063, 290.08193350701333], [219.28244983790148, 292.7166760588625]]"
"[(0, 3), (1, 3), (1, 4)]",39.8,"[[102.4288015426059, 102.48121078366727], [140.18147802333158, 140.1832038002213], [151.24122357301152, 151.24107553035964]]","[[195.10216863519315, 316.6601189908317], [221.9142724476023, 290.08221611888933], [219.28221727890735, 292.71690555355815]]"
