s,t,x,y
"[(0, 5), (1, 5), (1, 6)]",20.2,"[[119.38392385254332, 119.41535577801096], [138.49997819713556, 138.49998027912375], [145.74059326726803, 145.7401313066853]]","[[201.3012978962643, 310.8247931259059], [225.79719616778823, 286.1834377902929], [218.28512719168776, 293.7131354930819]]"
"[(0, 5), (1, 5), (1, 6)]",20.3,"[[119.1242320305282, 119.18459782000386], [138.49997732505022, 138.4999793887098], [145.7406322107872, 145.74016755896935]]","[[201.2239021834724, 310.90781078378825], [225.7890842865838, 286.19172015916865], [218.28498073510355, 293.7132718286213]]"
"[(0, 5), (1, 5), (1, 6)]",20.4,"[[119.1232696995747, 119.18097900137852], [138.49997642872734, 138.49997847374993], [145.74064886048873, 145.74018152899018]]","[[201.225841613826, 310.90063993529554], [225.78074695457713, 286.20023084689063], [218.2849181198477, 293.71332436628546]]"
"[(0, 5), (1, 5), (1, 6)]",20.5,"[[118.7790484146963, 119.18095371904134], [138.49997550994317, 138.4999775360718], [145.7406435237772, 145.7401735245454]]","[[200.9881229863932, 310.9007901873964], [225.77220069441384, 286.20895285272127], [218.2849381898506, 293.71329426362234]]"
"[(0, 5), (1, 5), (1, 6)]",20.6,"[[118.77203627796473, 118.83832351366027], [138.607114920125, 138.74557965954176], [145.74061650357118, 145.74014384892905]]","[[201.00713765985284, 311.14282668878246], [225.3687317456223, 287.1041168151677], [218.2850398059131, 293.71318266124274]]"
"[(0, 5), (1, 5), (1, 6)]",20.7,"[[118.76623300039668, 118.8294512877487], [138.74290115679057, 138.7475486118331], [145.7417303695275, 145.7412616380622]]","[[201.01456842292055, 311.129884710915], [224.88395771339125, 287.1134433133893], [218.2852700665325, 293.7129429283051]]"
"[(0, 5), (1, 5), (1, 6)]",20.8,"[[118.5833236901274, 118.82573226647611], [138.74482814516585, 138.7471053659914], [146.28077357440284, 146.27973630877267]]","[[200.83049664159967, 311.1217365186406], [224.87468004012823, 287.1153783763072], [218.33879502272507, 293.6598299402536]]"
"[(0, 5), (1, 5), (1, 6)]",20.9,"[[118.57875718078931, 118.6235008148966], [138.7443689834006, 138.92283463115973], [146.28147470097485, 146.28043099885681]]","[[200.8504204660877, 311.3447974228749], [224.87267549361806, 287.66540549439884], [218.33786558385708, 293.6607508466793]]"
"[(0, 5), (1, 5), (1, 6)]",21.0,"[[118.47505631318133, 118.61938938369995], [138.9196848476429, 138.92278109770467], [146.28211915969254, 146.28106902705122]]","[[200.78043133943765, 311.3268591186927], [224.32758199246828, 287.66563427627983], [218.33701126595648, 293.66159664004454]]"
"[(0, 5), (1, 5), (1, 6)]",21.1,"[[118.4739455543536, 118.49252687627695], [138.91958026289342, 138.92266149545793], [146.2827075291684, 146.2816509726419]]","[[200.79291913196465, 311.41598282520647], [224.32735285243774, 287.66589631890656], [218.3362313019936, 293.66236808827176]]"
"[(0, 5), (1, 5), (1, 6)]",21.2,"[[118.47384858405803, 118.49094963640886], [138.91943308283635, 138.9234287065584], [146.2832403812459, 146.28217740811402]]","[[200.79400932805592, 311.39825058329524], [224.32703038818812, 287.66909287139913], [218.33552493391184, 293.66306595026816]]"
"[(0, 5), (1, 5), (1, 6)]",21.3,"[[118.29202299225547, 118.49035578726597], [138.92019020651998, 138.92322821928383], [146.28371828116195, 146.2826488993127]]","[[200.71336972068605, 311.39157418811067], [224.3237512266299, 287.66953587503224], [218.33489141241267, 293.66369097613864]]"
"[(0, 5), (1, 5), (1, 6)]",21.4,"[[118.29045097208626, 118.33218772966404], [138.91996675626, 138.92298790979248], [146.28414178770737, 146.2830660056032]]","[[200.71547368652128, 311.4618702973426], [224.323257483188, 287.6700668712165], [218.3343299967427, 293.66424390739803]]"
"[(0, 5), (1, 5), (1, 6)]",21.5,"[[117.95846390107633, 118.32995443513457], [139.12092853265503, 139.12415335613903], [146.2845114533859, 146.2834292800285]]","[[200.5917609376818, 311.45952227863387], [223.76902931650417, 288.22389165545064], [218.33383995448287, 293.66472547718035]]"
"[(0, 5), (1, 5), (1, 6)]",21.6,"[[117.95402014023847, 118.01621815352237], [139.1212374078855, 139.12444427183084], [146.2848278245704, 146.28373926946674]]","[[200.60149697886558, 311.535828905777], [223.76970734940423, 288.2232530467481], [218.3334205613414, 293.66513641044696]]"
"[(0, 6), (1, 6), (1, 7)]",21.7,"[[117.95242265608152, 118.01112318193476], [139.12150538926755, 139.12469398269008], [146.28509144165682, 146.2839965147846]]","[[200.6050268352471, 311.52468134985537], [223.77029561345293, 288.2227048895591], [218.33307110094984, 293.66547742419056]]"
"[(0, 6), (1, 6), (1, 7)]",21.8,"[[117.69540539749096, 118.01026500758549], [139.12173391673645, 139.12490397014307], [146.28530283921432, 146.2842015509891]]","[[200.34148061195958, 311.52278498480734], [223.77079726954963, 288.22224393190487], [218.33279086466385, 293.6657492276358]]"
"[(0, 6), (1, 6), (1, 7)]",21.9,"[[117.6916215807693, 117.72923661239315], [139.1219243821084, 139.12507566597037], [146.28546254613218, 146.2843549073758]]","[[200.3579895238386, 311.806126047312], [223.7712153729641, 288.2218670307867], [218.33257915136863, 293.6659525224361]]"
"[(0, 6), (1, 6), (1, 7)]",22.0,"[[117.52314812683494, 117.72552966225399], [139.12207812950936, 139.1252104525563], [146.31136235471448, 146.31035056775585]]","[[200.23975538335662, 311.7899525067603], [223.77155287427811, 288.22157115163964], [218.3356663052965, 293.66285562215273]]"
"[(0, 6), (1, 6), (1, 7)]",22.1,"[[117.52151418343813, 117.53782507243669], [139.12219645608872, 139.12530966347822], [146.3114524736895, 146.31043508829953]]","[[200.25812511910033, 311.92525131929597], [223.7718126209519, 288.2213533670377], [218.33553465467367, 293.6629790942874]]"
"[(0, 6), (1, 6), (1, 7)]",22.2,"[[117.52068077194531, 117.53601559333646], [139.12228061295505, 139.12537458436458], [146.60960349269132, 146.60898702004243]]","[[200.26749481263977, 311.90490810975155], [223.77199735937867, 288.22121085481115], [218.37145976497357, 293.62713003720324]]"
"[(0, 6), (1, 6), (1, 7)]",22.3,"[[117.40532720404386, 117.53499938315663], [139.12233180628454, 139.12540645396055], [146.60988146666583, 146.6092620059021]]","[[200.2190198656243, 311.8934832877535], [223.7721097373172, 288.2211408957064], [218.37082389200424, 293.62775907477925]]"
"[(0, 6), (1, 6), (1, 7)]",22.4,"[[117.40409988900596, 117.44038098652288], [139.122351198559, 139.12540646535382], [146.6101284695887, 146.609506029529]]","[[200.22437467990275, 311.9339208946031], [223.77215230660985, 288.2211408706963], [218.3702588661515, 293.6283172854121]]"
"[(0, 6), (1, 6), (1, 7)]",22.5,"[[117.40209640847216, 117.43960899489454], [139.12233990990015, 139.3023810188962], [146.71491747690948, 146.71454208384486]]","[[200.2208967712866, 311.9305526707431], [223.77212752611166, 288.65480336149363], [218.38168725180884, 293.61690099118647]]"
"[(0, 6), (1, 6), (1, 7)]",22.6,"[[117.15151478343455, 117.43739028664953], [139.30054699302758, 139.30265417363898], [146.7150923441859, 146.71471530621056]]","[[200.1653093946525, 311.93545119922334], [223.33715933713847, 288.65360630804645], [218.38102962084648, 293.61755243606177]]"
"[(0, 6), (1, 6), (1, 7)]",22.7,"[[117.15106170487257, 117.22223859597892], [139.30081196017204, 139.30290538317684], [146.71524827175273, 146.71486959538834]]","[[200.16608717055263, 311.99096439369976], [223.33832050985106, 288.652505425667], [218.3804432172726, 293.6181326780747]]"
"[(0, 6), (1, 6), (1, 7)]",22.8,"[[116.80479645314861, 117.2229869690123], [139.3010557024927, 139.3031353902715], [146.71538549784827, 146.7150051897118]]","[[199.93144205272944, 311.99285087869237], [223.33938866844179, 288.6514974593301], [218.37992714513425, 293.618642613537]]"
"[(0, 6), (1, 6), (1, 7)]",22.9,"[[116.7963596362048, 116.87840360260915], [139.30127892501451, 139.30334491300405], [146.7155042575262, 146.71512232432414]]","[[199.94986909502396, 312.23124566566025], [223.34036690256085, 288.65057926216963], [218.3794805204547, 293.6190831267617]]"
"[(0, 6), (1, 6), (1, 7)]",23.0,"[[116.79139951912123, 116.87238587036126], [139.30148230972262, 139.3035346454932], [146.71560478272755, 146.71522123125044]]","[[199.96082914171024, 312.21812110796947], [223.3412582008902, 288.6497477923302], [218.3791024709632, 293.61945509033586]]"
"[(0, 6), (1, 6), (1, 7)]",23.1,"[[116.6022851019348, 116.86948718065398], [139.3016665162827, 139.30370525864095], [146.71568730234944, 146.7153021394675]]","[[199.74776740293518, 312.2117160626882], [223.34206545430078, 288.6490001096996], [218.37879213583668, 293.6197593653822]]"
"[(0, 6), (1, 6), (1, 7)]",23.2,"[[116.5974534124016, 116.65107445346058], [139.30183218277483, 139.30385740089542], [146.71575204231016, 146.7153652749694]]","[[199.76884821699068, 312.4651020789197], [223.34279145906797, 288.64833337256624], [218.37854866545422, 293.6199968018068]]"
"[(0, 6), (1, 6), (1, 7)]",23.3,"[[116.51375797852381, 116.6469949394251], [139.30197992643286, 139.30399169902205], [146.71579922561148, 146.71541086083076]]","[[199.7136052409439, 312.44730303031974], [223.34343892011265, 288.647744834239], [218.3783712211634, 293.62016823853577]]"
"[(0, 6), (1, 6), (1, 7)]",23.4,"[[116.48179129854697, 116.5259486422921], [139.302110344383, 139.30410875887594], [146.82680684554356, 146.82622677501587]]","[[199.70471274254754, 312.5401633055477], [223.34401045423704, 288.6472318396626], [218.38876979684161, 293.6098334162082]]"
"[(0, 6), (1, 6), (1, 7)]",23.5,"[[116.46626334402296, 116.50300998083861], [139.30222401437504, 139.30420916616845], [146.8269184645285, 146.82633587976176]]","[[199.70228351085038, 312.5338399437256], [223.34450859333, 288.64679182205793], [218.3885010227286, 293.61009613613277]]"
"[(0, 6), (1, 6), (1, 7)]",23.6,"[[116.30907366833024, 116.47767788789093], [139.3023214955005, 139.3042934872219], [146.82700356572707, 146.82641847413106]]","[[199.63897708237874, 312.53532883424435], [223.34493578751318, 288.64642229961566], [218.3882961023992, 293.61029502011615]]"
"[(0, 6), (1, 6), (1, 7)]",23.7,"[[116.30657442950313, 116.36015249816622], [139.3024033288911, 139.30436919009753], [146.82706245549616, 146.8264748646]]","[[199.64404855630292, 312.5838814656627], [223.34529440820307, 288.64613688292803], [218.38815429815807, 293.61043080614104]]"
"[(0, 6), (1, 6), (1, 7)]",23.8,"[[116.3076122810162, 116.3566642576669], [139.30247705596813, 139.30442297205963], [147.20047236525164, 147.19959233085945]]","[[199.639450989072, 312.5778438335683], [223.34557057159003, 288.64590117587124], [218.4415650781254, 293.557277458972]]"
"[(0, 6), (1, 6), (1, 7)]",23.9,"[[115.97349515651732, 116.35734029538808], [139.30252915719467, 139.3044622582146], [147.20098764328148, 147.20010353904672]]","[[199.55858143596197, 312.58083860578245], [223.34579891258554, 288.64572899873974], [218.44088736006196, 293.5579498241858]]"
"[(0, 6), (1, 6), (1, 7)]",24.0,"[[115.9713643904636, 116.06111005893065], [139.3025671334149, 139.30448754435642], [147.20388314580475, 147.20300158481993]]","[[199.56329088973447, 312.6350664457318], [223.34596534874277, 288.64561817864615], [218.44072376964388, 293.55810760107215]]"
"[(0, 6), (1, 6), (1, 7)]",24.1,"[[115.7138808771683, 116.05912635996764], [139.30259146019938, 139.30449931021025], [147.20431096388685, 147.2034253793996]]","[[199.26533670115853, 312.6307571712703], [223.34607196431708, 288.6455666131275], [218.44015663844414, 293.55866939857077]]"
"[(0, 6), (1, 6), (1, 7)]",24.2,"[[115.70927905220267, 115.75639989316386], [139.30260259801412, 139.30449801991244], [147.20469582951384, 147.2038062254435]]","[[199.28572227597112, 312.9230178294936], [223.3461207773657, 288.64557226804], [218.43964644658016, 293.55917426192934]]"
"[(0, 6), (1, 6), (1, 7)]",24.3,"[[115.54065514922851, 115.75172710274819], [139.3026009925212, 139.30448412236015], [147.20503816488147, 147.20414454526235]]","[[199.15369676965696, 312.9023178855985], [223.34611374106575, 288.6456331760289], [218.4391926343738, 293.5596227509783]]"
"[(0, 6), (1, 6), (1, 7)]",24.4,"[[115.53946960099282, 115.7484692048059], [139.30258707473695, 139.30445805141414], [147.2053383882331, 147.20444075721096]]","[[199.178375889538, 312.8900384555236], [223.34605274440744, 288.6457474356377], [218.43879464738654, 293.5600154203039]]"
"[(0, 6), (1, 6), (1, 7)]",24.5,"[[115.49213218544035, 115.55972593559034], [139.450694427305, 139.45122591981436], [147.205596913905, 147.20469527573186]]","[[199.163781390646, 313.05177398476087], [223.01478369182735, 288.9737284328205], [218.43845193635912, 293.56035281930633]]"
"[(0, 6), (1, 6), (1, 7)]",24.6,"[[115.49163869241286, 115.5511485617618], [139.45074350482142, 139.45127118557255], [147.20581415236953, 147.20490851139706]]","[[199.1740542527865, 313.0291222570001], [223.01584447138896, 288.97275004200867], [218.43816395715447, 293.5606354922547]]"
"[(0, 5), (1, 5), (1, 6)]",24.7,"[[115.41914735604645, 115.50268336779119], [139.4507889270595, 139.45289733353366], [147.2059905102752, 147.20508087094726]]","[[199.14536296241718, 313.05585867652627], [223.01682624441537, 288.9753576985554], [218.4379301707046, 293.5608639783392]]"
"[(0, 5), (1, 5), (1, 6)]",24.8,"[[115.4189824309062, 115.46216850741533], [139.45243225169622, 139.4529347969518], [147.2061263904833, 147.20521275732818]]","[[199.14609356251833, 313.07467650169076], [223.01419708538575, 288.97451631223214], [218.43775004296182, 293.5610388117195]]"
"[(0, 5), (1, 5), (1, 6)]",24.9,"[[115.42020808037009, 115.45559123639866], [139.45247001385601, 139.45296900210138], [147.2062221921016, 147.2053045697245]]","[[199.14025484921993, 313.07555916520914], [223.0150451811102, 288.97374810296526], [218.43762304485446, 293.5611605215692]]"
"[(0, 5), (1, 5), (1, 6)]",25.0,"[[115.18371387958085, 115.45564268422586], [139.45250458440194, 139.45300005983182], [147.20627831051442, 147.20535670359064]]","[[199.0939525966626, 313.0849864480155], [223.01582159676954, 288.97305058119855], [218.43754865224665, 293.5612296321171]]"
"[(0, 5), (1, 5), (1, 6)]",25.1,"[[115.18507385429044, 115.26160664448336], [139.4525360688187, 139.45302807576962], [147.20629513741085, 147.2053695506787]]","[[199.09094675844997, 313.1567491375398], [223.01652870143155, 288.97242137468123], [218.43752634590115, 293.561246662684]]"
"[(0, 5), (1, 5), (1, 6)]",25.2,"[[114.8285760527713, 115.26254296199721], [139.4525645223394, 139.45305314989014], [147.20627306081036, 147.20534349906518]]","[[198.87888399505186, 313.1609735406726], [223.0171677355699, 288.9718582380773], [218.43755561144516, 293.5612121277182]]"
"[(0, 5), (1, 5), (1, 6)]",25.3,"[[114.82205954943912, 114.91479698671543], [139.45258978375728, 139.45307537623745], [147.5557510736975, 147.5552318115867]]","[[198.89328687665716, 313.3116829148694], [223.0177350786626, 288.97135905926365], [218.49464862692236, 293.5041635469841]]"
"[(0, 5), (1, 5), (1, 6)]",25.4,"[[114.62104968461807, 114.91007515608837], [139.45261221716797, 139.45309484187615], [147.55595317773032, 147.55543199615707]]","[[198.67656860042163, 313.30124664805334], [223.01823890788697, 288.97092188286706], [218.49418630849243, 293.50462147459183]]"
"[(0, 5), (1, 5), (1, 6)]",25.5,"[[114.61482376068085, 114.67540204958806], [139.4526319041011, 139.4531116116084], [147.5561310717444, 147.55560797260978]]","[[198.70414875376278, 313.56420635530196], [223.01868105430844, 288.97054525350296], [218.4937793711337, 293.5050240254771]]"
"[(0, 5), (1, 5), (1, 6)]",25.6,"[[114.51687638799055, 114.66963758692317], [139.45264891624788, 139.45312517777418], [147.5562850279046, 147.55576001310442]]","[[198.64869046248847, 313.5386704242772], [223.01906312803072, 288.9702405726467], [218.49342719226198, 293.5053718222122]]"
"[(0, 5), (1, 5), (1, 6)]",25.7,"[[114.51576208253819, 114.53051838545792], [139.45266331461107, 139.45313617477592], [147.6801569372827, 147.67983893225033]]","[[198.67188654765425, 313.63528996173955], [223.01938649910792, 288.96999359233], [218.51241272313163, 293.48639134152944]]"
"[(0, 5), (1, 5), (1, 6)]",25.8,"[[114.46823123826537, 114.52918109842108], [139.45267514867228, 139.45314465329366], [147.6802801146208, 147.6799610405435]]","[[198.6613185830138, 313.6074521512615], [223.01965227883937, 288.9698031743383], [218.51194948476552, 293.4868505594918]]"
"[(0, 5), (1, 5), (1, 6)]",25.9,"[[114.46794114336382, 114.48135018785797], [139.45268445364576, 139.4531506500908], [147.6803885102019, 147.68006836820717]]","[[198.6673573814674, 313.61177374673053], [223.01986125810026, 288.9696684930054], [218.51154183679512, 293.4872541912987]]"
"[(0, 5), (1, 5), (1, 6)]",26.0,"[[114.31077660096156, 114.4806231151706], [139.4526912481754, 139.45315418547244], [147.77035027877434, 147.76987119390975]]","[[198.62543340225378, 313.59663854305546], [223.02001385560902, 288.9695890923014], [218.5247149827345, 293.4741313998087]]"
"[(0, 5), (1, 5), (1, 6)]",26.1,"[[114.31047408100926, 114.47832238590023], [139.45269553342695, 139.45315526216703], [147.7705332627554, 147.7700524801155]]","[[198.62677353212968, 313.59373486026544], [223.02011009755006, 288.96956491095045], [218.52427436452578, 293.4745679298414]]"
"[(0, 5), (1, 5), (1, 6)]",26.2,"[[114.31253362429403, 114.36631763062898], [139.45269729374206, 139.4531538658223], [147.77069418538565, 147.7702117045261]]","[[198.61746790570436, 313.6206072064006], [223.02014963225096, 288.96959627128587], [218.5238868691797, 293.4749513359416]]"
"[(0, 5), (1, 5), (1, 6)]",26.3,"[[113.96512684699756, 114.367433490231], [139.4526964986269, 139.45314996689504], [147.7708332942397, 147.77034911473152]]","[[198.5770772097086, 313.6258482323949], [223.0201317748564, 288.96968383681497], [218.52355190054618, 293.47528221429627]]"
"[(0, 5), (1, 5), (1, 6)]",26.4,"[[113.9639099502221, 114.0608065641266], [139.4526931044732, 139.4531435254821], [147.77095083388025, 147.77046495531886]]","[[198.57976681474526, 313.6343956565819], [223.02005554597497, 288.9698285037199], [218.52326886972799, 293.4755611538613]]"
"[(0, 5), (1, 5), (1, 6)]",26.5,"[[113.69900870679899, 114.05949037363767], [139.45268704549892, 139.45313448019328], [147.77104704588814, 147.77055946790347]]","[[198.33137649713166, 313.6314865909656], [223.0199194682129, 288.970031650755], [218.52303719500802, 293.47578873643704]]"
"[(0, 5), (1, 5), (1, 6)]",26.6,"[[113.69508979707886, 113.74327240544814], [139.45267823228352, 139.45312274552347], [147.77112216889103, 147.77063289115912]]","[[198.34857910430011, 313.8648001606704], [223.01972153328634, 288.9702951982668], [218.52285630178022, 293.47596553674055]]"
"[(0, 5), (1, 5), (1, 6)]",26.7,"[[113.5367566996558, 113.73871225005273], [139.45266655527365, 139.4531082147805], [148.09703291431336, 148.09629403155728]]","[[198.25548257877784, 313.8446635299283], [223.0194592807518, 288.97062154244514], [218.57761354189347, 293.42141464451936]]"
"[(0, 5), (1, 5), (1, 6)]",26.8,"[[113.53492317378587, 113.54624286146577], [139.45265189107118, 139.4530907661605], [148.0974475734437, 148.09670575456207]]","[[198.27301718602268, 313.95730989214877], [223.01912993922292, 288.97101341886565], [218.57706816257098, 293.42195616211046]]"
"[(0, 5), (1, 5), (1, 6)]",26.9,"[[113.48724111253429, 113.54475667308948], [139.4526341098665, 139.45307027018774], [148.09782738906293, 148.09708262719002]]","[[198.26559704939518, 313.9316831381466], [223.01873059332368, 288.9714737354086], [218.57656861108418, 293.4224518428358]]"
"[(0, 5), (1, 5), (1, 6)]",27.0,"[[113.48430236674217, 113.49692148645698], [139.45261310187362, 139.4530466233082], [148.09817269596863, 148.0974249843821]]","[[198.27212290972193, 313.9359157202581], [223.0182587773829, 288.972004817782], [218.57611444709138, 293.42290212722554]]"
"[(0, 5), (1, 5), (1, 6)]",27.1,"[[113.39490882498256, 113.49641489582979], [139.45258874396117, 139.45301970927827], [148.09848382532635, 148.0977331574717]]","[[198.25273696991314, 313.9253702102209], [223.0177117260089, 288.9726092766862], [218.575705235028, 293.4233074510651]]"
"[(0, 5), (1, 5), (1, 6)]",27.2,"[[113.39553812640189, 113.49308628739558], [139.45256089250648, 139.4529893896065], [148.09876110470444, 148.09800747421716]]","[[198.24959205477006, 313.9249169698108], [223.01708621359685, 288.9732902224837], [218.5753405440607, 293.42366824543774]]"
"[(0, 5), (1, 5), (1, 6)]",27.3,"[[113.11889139847092, 113.4376902506482], [139.45252938897, 139.45295550826776], [148.1020510723672, 148.1012999953634]]","[[198.23722429824898, 313.9372261078839], [223.01637867952752, 288.974051159323], [218.57571606752646, 293.4232882774976]]"
"[(0, 5), (1, 5), (1, 6)]",27.4,"[[113.11779234934556, 113.43954092535189], [139.45249407048962, 139.45291790224664], [148.10226143067143, 148.10150742202956]]","[[198.2396534344934, 313.9454282958874], [223.0155854661, 288.9748957483479], [218.57543383644114, 293.4235665974306]]"
"[(0, 5), (1, 5), (1, 6)]",27.5,"[[112.76605143610614, 113.20136707952345], [139.45245478129988, 139.45287641329148], [148.10244127002125, 148.10168430850828]]","[[198.0342432035571, 313.9450647928435], [223.0147030749965, 288.97582754371376], [218.57519542893144, 293.42380109040965]]"
"[(0, 5), (1, 5), (1, 6)]",27.6,"[[112.76156935770722, 113.20528530333557], [139.45241138286738, 139.45283089853373], [148.1025887377016, 148.10182881795612]]","[[198.05410776949134, 313.9537249148127], [223.01372839491347, 288.97684975408646], [218.57499993555095, 293.42399266215205]]"
"[(0, 5), (1, 5), (1, 6)]",27.7,"[[112.57143661998762, 112.81778063053974], [139.45236376184465, 139.45278123894866], [148.10270414333607, 148.10194126027034]]","[[197.89677582848626, 314.0972557872278], [223.01265888019248, 288.9779650526295], [218.57484694584124, 293.42414172347895]]"
"[(0, 5), (1, 5), (1, 6)]",27.8,"[[112.56313550651933, 112.81097535895452], [139.45231184315048, 139.45272736150005], [148.10278779354107, 148.10202194235097]]","[[197.9335663531362, 314.0822146653349], [223.01149284459567, 288.97917507965286], [218.57473605333035, 293.42424868123845]]"
"[(0, 5), (1, 5), (1, 6)]",27.9,"[[112.50713676412066, 112.60480145274659], [139.45225556024332, 139.4526692031374], [148.1028399920304, 148.10207116820257]]","[[197.9199135043169, 314.2510970691372], [223.0102287936725, 288.980481251201], [218.57466685539416, 293.42431393844]]"
"[(0, 5), (1, 5), (1, 6)]",28.0,"[[112.50619540656575, 112.59817416773524], [139.45219484907142, 139.45260670192107], [148.10286103970518, 148.10208923902115]]","[[197.94102992675911, 314.2220953939112], [223.0088652888942, 288.98188495836837], [218.5746389531373, 293.4243378943699]]"
"[(0, 5), (1, 5), (1, 6)]",28.1,"[[112.49683575210273, 112.51450627223849], [139.45212965224857, 139.49382031337467], [148.1028512347252, 148.10207645326358]]","[[197.9435999465726, 314.24539843884014], [223.00740104143057, 289.0530649742436], [218.5746519512985, 293.42432094468325]]"
"[(0, 5), (1, 5), (1, 6)]",28.2,"[[112.45546540825197, 112.49806822438933], [139.4964986390302, 139.4968939107887], [148.102810872561, 148.10203310669647]]","[[197.9270601528608, 314.22918191446894], [222.93277091437426, 289.05928155316286], [218.5747054581815, 293.4242634814688]]"
"[(0, 5), (1, 5), (1, 6)]",28.3,"[[112.45559781156405, 112.49799652441337], [139.5327774024028, 139.53345283018112], [148.45157870764433, 148.45108486684387]]","[[197.91602013027992, 314.2191302034358], [222.87272574025647, 289.1198222201371], [218.64865331506775, 293.3503350413156]]"
"[(0, 5), (1, 5), (1, 6)]",28.4,"[[112.24904269545097, 112.46188244393635], [139.53277383456964, 139.53344847434693], [148.45176115629516, 148.45126556944422]]","[[197.89885962400433, 314.2249560071882], [222.8716031817901, 289.120962711488], [218.64827956503976, 293.3507052145212]]"
"[(0, 5), (1, 5), (1, 6)]",28.5,"[[112.25055687991298, 112.27789732373776], [139.53267686122328, 139.53335007926825], [148.48558720574377, 148.48514066571497]]","[[197.89214876033688, 314.22891504197383], [222.87053459640543, 289.12204696347015], [218.65496772852475, 293.34401102343577]]"
"[(0, 5), (1, 5), (1, 6)]",28.6,"[[111.88169355232392, 112.27831145154215], [139.53257226213455, 139.53324414752387], [148.48573558457733, 148.48528749749465]]","[[197.76148283399462, 314.2308594668812], [222.86938198012797, 289.12321426477604], [218.65462838247936, 293.3443468313308]]"
"[(0, 5), (1, 5), (1, 6)]",28.7,"[[111.87711201055141, 111.90713637803518], [139.67326466529428, 139.6748522190621], [148.48593250389368, 148.485482979884]]","[[197.7716090321035, 314.2947513130237], [222.64376785142238, 289.3503938709635], [218.65434624135173, 293.344625421808]]"
"[(0, 5), (1, 5), (1, 6)]",28.8,"[[111.65198833812997, 111.90191597780733], [139.67315789525236, 139.67474321581525], [148.48604319509477, 148.48559211956066]]","[[197.53977071306105, 314.2832130995707], [222.64337520132244, 289.3507947337431], [218.65409302275268, 293.34487509112006]]"
"[(0, 5), (1, 5), (1, 6)]",28.9,"[[111.64676626430452, 111.6611036980985], [139.67303428521643, 139.67461756701846], [148.63455680461033, 148.63428154883457]]","[[197.56291493781268, 314.50062855107336], [222.64292062162866, 289.35125681104233], [218.68388018898816, 293.3150845799025]]"
"[(0, 5), (1, 5), (1, 6)]",29.0,"[[111.52587360441352, 111.65502656741052], [139.6728940670199, 139.67447549281397], [148.63466188555566, 148.6343857330317]]","[[197.50081866139323, 314.47369471536194], [222.64240496491564, 289.3517792932818], [218.68348498179108, 293.3154764144487]]"
"[(0, 5), (1, 5), (1, 6)]",29.1,"[[111.50177028791083, 111.52703777681585], [139.67273751511757, 139.67431725270427], [148.6347552568161, 148.63447820606336]]","[[197.51816609924862, 314.52535904726665], [222.64182924049894, 289.3523612261324], [218.68313381446956, 293.3158242035509]]"
"[(0, 5), (1, 5), (1, 6)]",29.2,"[[111.49973503082215, 111.52561741390414], [139.67256495124937, 139.6741431506148], [148.6993875863506, 148.6989713290656]]","[[197.53714636683063, 314.4946422676102], [222.64119463158735, 289.3530014919], [218.6955709238051, 293.3034266882363]]"
"[(0, 5), (1, 5), (1, 6)]",29.3,"[[111.4725197230504, 111.49989426764786], [139.6723767482149, 139.67395353932704], [148.69953267643223, 148.69911497938222]]","[[197.5364297933117, 314.48517724676276], [222.6405025091627, 289.3536987932192], [218.69522153280116, 293.30377261214636]]"
"[(0, 5), (1, 5), (1, 6)]",29.4,"[[111.47261816530838, 111.47510441192934], [139.67217333182126, 139.67374882318467], [148.69966044177227, 148.69924130176426]]","[[197.53422154810778, 314.4817577353593], [222.6397544391436, 289.35445164310414], [218.69491386145697, 293.3040768087075]]"
"[(0, 5), (1, 5), (1, 6)]",29.5,"[[111.33540747743626, 111.47337892526829], [139.67195520251062, 139.67352945864624], [148.69977106865875, 148.6993504825642]]","[[197.51609101679895, 314.4828437302307], [222.63895226192165, 289.35525836291396], [218.6946474611731, 293.30433972667464]]"
"[(0, 5), (1, 5), (1, 6)]",29.6,"[[111.33763664580343, 111.33666258002005], [139.88328901545054, 139.8855717230554], [148.69986474089384, 148.69944270564676]]","[[197.506211345346, 314.48947159630393], [222.31376855600635, 289.68170848890514], [218.69442188933596, 293.3045618088118]]"
"[(0, 5), (1, 5), (1, 6)]",29.7,"[[110.98808986108955, 111.33863610651531], [139.88332671516386, 139.8856080771871], [148.69994163980633, 148.97285948183384]]","[[197.52632398264632, 314.49821826329605], [222.3138432541893, 289.6816364568566], [218.69423670928822, 293.2529239083261]]"
"[(0, 5), (1, 5), (1, 6)]",29.8,"[[110.72656853901785, 110.98207814766641], [139.8833443557011, 139.88562443740847], [148.9737834440057, 148.97318441208444]]","[[197.20923135474007, 314.4603888306117], [222.31387820713616, 289.68160404072665], [218.74565130362114, 293.253424964271]]"
"[(0, 5), (1, 5), (1, 6)]",29.9,"[[110.72031040814049, 110.98106668405131], [139.88334252616295, 139.88562137491166], [148.97408515783388, 148.97348383624046]]","[[197.23696738306722, 314.458153277286], [222.31387458209065, 289.6816101087554], [218.7451860483641, 293.2538866887584]]"
