s,t,x,y
"[(3, 3)]",6.2,"[[207.06877588927895, 208.96301720931902]]","[[330.91912142430084, 183.02649425683958]]"
"[(3, 3)]",6.3,"[[207.060795297012, 208.95515065532123]]","[[330.9270048415516, 183.0262846598939]]"
"[(3, 3)]",6.4,"[[207.05337888037326, 208.94805153699434]]","[[330.9343309528116, 183.0260955105512]]"
"[(3, 3)]",6.5,"[[207.0465113337509, 208.94168603662592]]","[[330.9411148773252, 183.02592590777016]]"
"[(3, 3)]",6.6,"[[207.0401793625259, 208.9360251801944]]","[[330.94736974783063, 183.02577507956528]]"
"[(3, 3)]",6.7,"[[207.03437199530973, 208.95221021157772]]","[[330.9531064021242, 182.96700446660526]]"
"[(3, 3)]",6.8,"[[207.0333961311972, 208.94853005618336]]","[[330.9696965497061, 182.96337333835356]]"
"[(3, 3)]",6.9,"[[207.03139813723277, 208.9488951501274]]","[[330.98252032839724, 182.95109235830674]]"
"[(3, 3)]",7.0,"[[207.22372779292343, 208.9458955077004]]","[[331.348743546126, 182.948172638536]]"
"[(3, 3)]",7.1,"[[207.21350412377143, 208.94330782517312]]","[[331.35415388770934, 182.94565390238012]]"
"[(3, 3)]",7.2,"[[207.20395352372526, 208.94113682191957]]","[[331.35920804271063, 182.94354074347]]"
"[(3, 3)]",7.3,"[[207.19507078943562, 208.9393844289172]]","[[331.3639087647301, 182.94183504133392]]"
"[(3, 3)]",7.4,"[[207.18685105884586, 208.93804936072414]]","[[331.3682586267564, 182.9405355447794]]"
"[(3, 3)]",7.5,"[[207.17928985376935, 208.93712721243864]]","[[331.3722599986355, 182.93963796626923]]"
"[(3, 3)]",7.6,"[[207.17238075355982, 209.19248715094753]]","[[331.3759162781583, 182.21740245981383]]"
"[(3, 3)]",7.7,"[[207.16611428316068, 209.18386334504902]]","[[331.37923247950215, 182.20889354052113]]"
"[(3, 3)]",7.8,"[[207.28817069242925, 209.17579607244465]]","[[331.7023980636749, 182.200933740369]]"
"[(3, 3)]",7.9,"[[207.28006630377433, 209.16827432203797]]","[[331.71040376991715, 182.19351219495118]]"
"[(3, 3)]",8.0,"[[207.27249165805839, 209.16128736580413]]","[[331.71788618359125, 182.1866183191619]]"
"[(3, 3)]",8.1,"[[207.26543700077548, 209.15530390566465]]","[[331.72485494042803, 182.17864560748234]]"
"[(3, 3)]",8.2,"[[207.25889430419556, 209.1493202084423]]","[[331.73131797040867, 182.17282134025461]]"
"[(3, 3)]",8.3,"[[207.28565558556767, 209.14384324546282]]","[[331.83854178804495, 182.1674903058116]]"
"[(3, 3)]",8.4,"[[207.2782430409548, 209.1388629761701]]","[[331.8423957190083, 182.16264273111847]]"
"[(3, 3)]",8.5,"[[207.27145487388412, 209.1343695586005]]","[[331.84592502353524, 182.15826903644128]]"
"[(3, 3)]",8.6,"[[207.26527362692786, 209.16304611116908]]","[[331.84913877809345, 182.0163297032826]]"
"[(3, 3)]",8.7,"[[207.25968153811723, 209.15715574665984]]","[[331.8520462174874, 182.01625123166647]]"
"[(3, 3)]",8.8,"[[207.25466045348256, 209.15194556759542]]","[[331.8546567803311, 182.01618182150173]]"
"[(3, 3)]",8.9,"[[207.38294316969626, 209.1496868089684]]","[[332.2284539386459, 182.00482383192482]]"
"[(3, 3)]",9.0,"[[207.38676395983248, 209.145646054128]]","[[332.2624651914263, 182.0047161698058]]"
"[(3, 3)]",9.1,"[[207.378641097568, 209.1422059816142]]","[[332.26676379096364, 182.0046245123034]]"
"[(3, 3)]",9.2,"[[207.37106022763754, 209.13934310424045]]","[[332.27077556943703, 182.00454823362367]]"
"[(3, 3)]",9.3,"[[207.3640053667154, 209.1370366210789]]","[[332.27450898518487, 182.00448677954526]]"
"[(3, 3)]",9.4,"[[207.3574614751128, 209.13526715633512]]","[[332.27797199717475, 182.0044396338184]]"
"[(3, 3)]",9.5,"[[207.35141468793478, 209.1340160769305]]","[[332.2811719426766, 182.00440629998232]]"
"[(3, 3)]",9.6,"[[207.34585228785394, 209.3123996875773]]","[[332.28411555166997, 181.3357175179649]]"
"[(3, 3)]",9.7,"[[207.34076421196755, 209.30508429780693]]","[[332.2868081494192, 181.32849958404063]]"
"[(3, 3)]",9.8,"[[207.41758172693704, 209.29901351557794]]","[[332.5745627918366, 181.31852620976255]]"
"[(3, 3)]",9.9,"[[207.41086882384232, 209.2925846391504]]","[[332.5811939558267, 181.31226862471163]]"
"[(3, 3)]",10.0,"[[207.44785981740267, 209.28663280911258]]","[[332.7542085470179, 181.30647537559724]]"
"[(3, 3)]",10.1,"[[207.43955674013813, 209.28115924293604]]","[[332.7585254838099, 181.30114764745252]]"
"[(3, 3)]",10.2,"[[207.4318092434492, 209.2761621382906]]","[[332.7625535630914, 181.29628368596886]]"
