s,t,x,y
"[(2, 1)]",51.9,"[[200.19337341141772, 200.03100566454847]]","[[180.29337017223517, 331.6863827784021]]"
"[(2, 1)]",52.0,"[[200.18041938455121, 200.01782307444398]]","[[180.29457270488038, 331.6847717323228]]"
"[(2, 1)]",52.1,"[[200.1665323617471, 200.00527328471352]]","[[180.29175294394062, 331.6833300890623]]"
"[(2, 1)]",52.2,"[[200.15474385591205, 199.99490841034674]]","[[180.29274451548883, 331.67999052936585]]"
"[(2, 1)]",52.3,"[[200.14386432018784, 199.98621486997808]]","[[180.29443371581064, 331.6754037466134]]"
"[(2, 1)]",52.4,"[[200.1332358075, 199.9779591603873]]","[[180.29527806712827, 331.6710479669478]]"
"[(2, 1)]",52.5,"[[200.07785993583855, 199.97011471564934]]","[[180.1915792723402, 331.66690917397034]]"
"[(2, 1)]",52.6,"[[200.067855113152, 199.96265769808372]]","[[180.1920325992027, 331.66297479072676]]"
"[(2, 1)]",52.7,"[[200.05828144035786, 199.9555668058032]]","[[180.19222847791934, 331.6592335781675]]"
"[(2, 1)]",52.8,"[[200.04921864494617, 199.94882309178857]]","[[180.1924110673356, 331.65567553969083]]"
"[(2, 1)]",52.9,"[[200.0406447073815, 199.8862914820477]]","[[180.19258689885888, 331.7862370378769]]"
"[(2, 1)]",53.0,"[[200.0325348966487, 199.87807318838955]]","[[180.19275321222003, 331.7850066832876]]"
"[(2, 1)]",53.1,"[[199.99595535289146, 199.87018333074522]]","[[180.13267187064443, 331.783825498608]]"
"[(2, 1)]",53.2,"[[199.9893638858778, 199.8401710782676]]","[[180.1338500983972, 331.8328907985858]]"
"[(2, 1)]",53.3,"[[199.86495492812884, 199.8326613682106]]","[[179.8292570630347, 331.83135644821857]]"
"[(2, 1)]",53.4,"[[199.85710120072815, 199.72226600658547]]","[[179.83450290244707, 332.07121184877656]]"
"[(2, 1)]",53.5,"[[199.8496119367926, 199.71295970985943]]","[[179.83950530117045, 332.069218849636]]"
"[(2, 1)]",53.6,"[[199.84247326388572, 199.70521050390482]]","[[179.8442735251966, 332.0640428245542]]"
"[(2, 1)]",53.7,"[[199.83567342358398, 199.69784896354017]]","[[179.84881542847802, 332.0591257378501]]"
"[(2, 1)]",53.8,"[[199.8291362257244, 199.69087060548765]]","[[179.8529666170912, 332.05446459495084]]"
"[(2, 1)]",53.9,"[[199.6755363448239, 199.6842099153425]]","[[179.48851277534413, 332.050209929327]]"
"[(2, 1)]",54.0,"[[199.66584390628122, 199.5184585915062]]","[[179.49362658491435, 332.4286117217934]]"
"[(2, 1)]",54.1,"[[199.6565207481562, 199.50829239993942]]","[[179.49854555912654, 332.4232479562665]]"
"[(2, 1)]",54.2,"[[199.6475682864065, 199.49858996326546]]","[[179.5032689509099, 332.4181288716007]]"
"[(2, 1)]",54.3,"[[199.63898938754545, 199.48935973098733]]","[[179.50779524786856, 332.41325892582273]]"
"[(2, 1)]",54.4,"[[199.6307877231556, 199.4583863064299]]","[[179.51212251284568, 332.45615600324487]]"
"[(2, 1)]",54.5,"[[199.62296724848602, 199.44931702982797]]","[[179.5162486590196, 332.45226454179664]]"
"[(2, 1)]",54.6,"[[199.6155318199411, 199.43893753803385]]","[[179.52017165172, 332.4522882291102]]"
"[(2, 1)]",54.7,"[[199.5904435848284, 199.29484890032717]]","[[179.4871806232148, 332.7188876940357]]"
"[(2, 1)]",54.8,"[[199.4673768047042, 199.28324926367185]]","[[179.2596570316599, 332.7174451831145]]"
"[(2, 1)]",54.9,"[[199.45728036472838, 199.27225457697557]]","[[179.26091260762, 332.7160779027327]]"
"[(2, 1)]",55.0,"[[199.43266621385237, 199.26169049740398]]","[[179.2333671637245, 332.7150964950493]]"
"[(2, 1)]",55.1,"[[199.4225171311465, 199.24151174999906]]","[[179.23300819555297, 332.7328024570025]]"
"[(2, 1)]",55.2,"[[199.3412440741347, 199.18141359941112]]","[[179.10055035177567, 332.82243903177715]]"
"[(2, 1)]",55.3,"[[199.33285879945166, 199.1251557092948]]","[[179.1036953994379, 332.9031456688509]]"
"[(2, 1)]",55.4,"[[199.32499636600295, 199.11592355892734]]","[[179.10664434611792, 332.90074562024904]]"
"[(2, 1)]",55.5,"[[199.28661738814208, 199.1072330589909]]","[[179.05495760170743, 332.8984863825425]]"
"[(2, 1)]",55.6,"[[199.2784823088566, 199.09905761341153]]","[[179.0561387849168, 332.89636104164657]]"
"[(2, 1)]",55.7,"[[199.09097422445666, 198.9344148102872]]","[[178.7014484218511, 333.21510018505757]]"
"[(2, 1)]",55.8,"[[199.0811190858938, 198.92627262632192]]","[[178.70567660086914, 333.20958553282]]"
"[(2, 1)]",55.9,"[[199.07118949169148, 198.91850154804774]]","[[178.7083880329179, 333.2043222282353]]"
"[(2, 1)]",56.0,"[[199.06244057739912, 198.91107932055223]]","[[178.71212734923392, 333.1992951981854]]"
"[(2, 1)]",56.1,"[[199.0542059632136, 198.90398023442287]]","[[178.71564685190032, 333.1944870298395]]"
"[(2, 1)]",56.2,"[[198.87914937124035, 198.8972237271721]]","[[178.3810848831238, 333.18991088810793]]"
"[(2, 1)]",56.3,"[[198.86976233069373, 198.72130428696084]]","[[178.38603756222233, 333.532621887386]]"
"[(2, 1)]",56.4,"[[198.86074257050706, 198.71131517288515]]","[[178.39079646120948, 333.5272594571786]]"
"[(2, 1)]",56.5,"[[198.8520721711406, 198.70167629726976]]","[[178.39537103458053, 333.5220850445757]]"
"[(2, 1)]",56.6,"[[198.84373629920293, 198.6923847081494]]","[[178.3997691085537, 333.5170970648816]]"
"[(2, 1)]",56.7,"[[198.83572336817093, 198.68343989550652]]","[[178.40399679627302, 333.5122952443046]]"
"[(2, 1)]",56.8,"[[198.82550312119008, 198.674843252514]]","[[178.40347206199618, 333.50768033073825]]"
"[(2, 1)]",56.9,"[[198.7886184279932, 198.66448328255663]]","[[178.3549680329787, 333.50699396878053]]"
"[(2, 1)]",57.0,"[[198.78124180996588, 198.6294132437101]]","[[178.35938451163952, 333.54971372003104]]"
"[(2, 1)]",57.1,"[[198.77410939285102, 198.62162233144298]]","[[178.36350467722892, 333.5450491979359]]"
"[(2, 1)]",57.2,"[[198.76735056138406, 198.6141514191963]]","[[178.36755258951294, 333.5406953535526]]"
"[(2, 1)]",57.3,"[[198.62563695737367, 198.60711223300453]]","[[178.14921769299485, 333.53647953482795]]"
"[(2, 1)]",57.4,"[[198.6182482782396, 198.47460401543006]]","[[178.15495551258297, 333.7334947976941]]"
"[(2, 1)]",57.5,"[[198.61120893546052, 198.46727000031973]]","[[178.16042204836728, 333.7277994284954]]"
"[(2, 1)]",57.6,"[[198.52263890573718, 198.35029463767762]]","[[178.03814099714867, 333.89206919567675]]"
"[(2, 1)]",57.7,"[[198.5140107178239, 198.3411060938519]]","[[178.04163493157142, 333.88834834839224]]"
"[(2, 1)]",57.8,"[[198.50581988818385, 198.3263603967728]]","[[178.0449517603097, 333.8939224441633]]"
"[(2, 1)]",57.9,"[[198.49807639792562, 198.31802327441682]]","[[178.04808744157177, 333.89079404712504]]"
"[(2, 1)]",58.0,"[[198.49078688061047, 198.310209642048]]","[[178.05103928913567, 333.88786208291515]]"
"[(2, 1)]",58.1,"[[198.48395369542078, 198.10161864333114]]","[[178.0538063476642, 334.20868356781534]]"
"[(2, 1)]",58.2,"[[198.2619792910504, 198.0919476770186]]","[[177.70670884747977, 334.20358108716874]]"
"[(2, 1)]",58.3,"[[198.25275956515168, 198.0828625196203]]","[[177.71157325000632, 334.1987876840798]]"
"[(2, 1)]",58.4,"[[198.24412122790892, 198.07432878770348]]","[[177.71613090713967, 334.19428521756896]]"
"[(2, 1)]",58.5,"[[198.2360420308312, 198.0663122620746]]","[[177.7203935573648, 334.19005563331103]]"
"[(2, 1)]",58.6,"[[198.18671247180674, 198.00883540271946]]","[[177.66041429230498, 334.2632618962989]]"
"[(2, 1)]",58.7,"[[198.16468539370533, 198.0006201697299]]","[[177.6428254760401, 334.2597368894136]]"
"[(2, 1)]",58.8,"[[197.95396773908004, 197.98812721253822]]","[[177.33553388486547, 334.2664230650687]]"
"[(2, 1)]",58.9,"[[197.94524359694492, 197.79572966333356]]","[[177.34027854994812, 334.5784076051841]]"
"[(2, 1)]",59.0,"[[197.93690084434172, 197.78625235992615]]","[[177.34481579456846, 334.5732533298572]]"
"[(2, 1)]",59.1,"[[197.89397766133644, 197.7466506087988]]","[[177.29302967807004, 334.617435217397]]"
"[(2, 1)]",59.2,"[[197.88599607797852, 197.73632401994834]]","[[177.29788459121502, 334.6137855049668]]"
"[(2, 1)]",59.3,"[[197.87833040145802, 197.72745007145494]]","[[177.3025473494718, 334.6084684348347]]"
"[(2, 1)]",59.4,"[[197.8709649729792, 197.72023890936947]]","[[177.3070274775287, 334.60129122131906]]"
"[(2, 1)]",59.5,"[[197.8638875086756, 197.71204190648402]]","[[177.31133244722452, 334.59630527614087]]"
"[(2, 1)]",59.6,"[[197.85708894204328, 197.70416150161444]]","[[177.31546777339105, 334.59151190627017]]"
"[(2, 1)]",59.7,"[[197.69399124868266, 197.55229415800662]]","[[177.0972766884219, 334.7915106097969]]"
"[(2, 1)]",59.8,"[[197.6847078749473, 197.54378736379695]]","[[177.10108890704896, 334.7849012804418]]"
"[(2, 1)]",59.9,"[[197.67722305891627, 197.53460611996672]]","[[177.10679985113293, 334.78002242213955]]"
"[(2, 1)]",60.0,"[[197.67121676512514, 197.52801184035235]]","[[177.11385709979365, 334.772452334578]]"
"[(2, 1)]",60.1,"[[197.6644009034876, 197.52070090613122]]","[[177.11915172741638, 334.7667142580698]]"
"[(2, 1)]",60.2,"[[197.65788034984652, 197.51379314055396]]","[[177.12417847210557, 334.7612926134231]]"
"[(2, 1)]",60.3,"[[197.6517013427568, 197.5072900457219]]","[[177.1289768978148, 334.75618857958057]]"
"[(2, 1)]",60.4,"[[197.55830138248038, 197.3798512401932]]","[[177.02369968498152, 334.9033333495061]]"
"[(2, 1)]",60.5,"[[197.55053399164845, 197.37144537826396]]","[[177.02684504464165, 334.89990780337206]]"
"[(2, 1)]",60.6,"[[197.53984064695868, 197.36352381734054]]","[[177.0257244967224, 334.89669836567117]]"
"[(2, 1)]",60.7,"[[197.29302675748693, 197.1176792158357]]","[[176.69477871288765, 335.2098819883945]]"
"[(2, 1)]",60.8,"[[197.2831556506888, 197.10777731993886]]","[[176.70014438528767, 335.2045016847748]]"
"[(2, 1)]",60.9,"[[197.25231076385978, 197.09842540067712]]","[[176.6760135909983, 335.19944114000236]]"
"[(2, 1)]",61.0,"[[197.24354053994207, 197.0729727195521]]","[[176.6812661405409, 335.21657957749574]]"
"[(2, 1)]",61.1,"[[197.23531913400853, 197.06468188287653]]","[[176.6861899990856, 335.2116141363853]]"
"[(2, 1)]",61.2,"[[197.22762441760005, 197.05685550611133]]","[[176.690798419524, 335.2069268636219]]"
"[(2, 1)]",61.3,"[[197.22043217364893, 197.04946382168822]]","[[176.6951059056304, 335.20249993119705]]"
"[(2, 1)]",61.4,"[[197.2137168866349, 197.0424794564991]]","[[176.69912773883155, 335.1983169451611]]"
"[(2, 1)]",61.5,"[[196.9083606180423, 196.94649087228444]]","[[176.3216134423172, 335.31233876870084]]"
"[(2, 1)]",61.6,"[[196.88088074173754, 196.94069918297913]]","[[176.3009960682295, 335.3066462131139]]"
"[(2, 1)]",61.7,"[[196.8722492335002, 196.7470391859846]]","[[176.30624630755207, 335.5519324013908]]"
"[(2, 1)]",61.8,"[[196.86395473933575, 196.73850578425686]]","[[176.3112915532062, 335.54524337004506]]"
"[(2, 1)]",61.9,"[[196.85598262206327, 196.6938064258125]]","[[176.31614070846825, 335.58521328212834]]"
"[(2, 1)]",62.0,"[[196.848321466571, 196.68455909355197]]","[[176.3208007167444, 335.5795884589655]]"
"[(2, 1)]",62.1,"[[196.84096304811743, 196.67562853520036]]","[[176.3252765808524, 335.5741563180996]]"
"[(2, 1)]",62.2,"[[196.66291042491684, 196.66702815763477]]","[[176.12167085465418, 335.56892501445685]]"
"[(2, 1)]",62.3,"[[196.65470660707743, 196.49965447112606]]","[[176.12810972183547, 335.7501957050873]]"
"[(2, 1)]",62.4,"[[196.6468274099916, 196.4906190943658]]","[[176.1342938064317, 335.7431041786749]]"
"[(2, 1)]",62.5,"[[196.63927749035417, 196.48199635483775]]","[[176.14021945357877, 335.73633651566143]]"
"[(2, 1)]",62.6,"[[196.63189306164793, 196.47379417798226]]","[[176.14568909265688, 335.7298989364265]]"
"[(2, 1)]",62.7,"[[196.62502465450189, 196.4660155936445]]","[[176.1510833911455, 335.7237938189812]]"
"[(2, 1)]",62.8,"[[196.61028179557437, 196.45853283270912]]","[[176.14723506293055, 335.71815753130244]]"
"[(2, 1)]",62.9,"[[196.6066834018866, 196.4473121143123]]","[[176.15494791764615, 335.71721781056436]]"
"[(2, 1)]",63.0,"[[196.59815482665752, 196.44080994068673]]","[[176.15669189516743, 335.71200231257137]]"
"[(2, 1)]",63.1,"[[196.59548257122557, 196.43470650105473]]","[[176.1639322839821, 335.70710664552473]]"
"[(2, 1)]",63.2,"[[196.4367585614991, 196.27049164132143]]","[[176.0105912200491, 335.86173028041276]]"
"[(2, 1)]",63.3,"[[196.18383307256346, 196.23672185277084]]","[[175.72498536208144, 335.8833181839545]]"
"[(2, 1)]",63.4,"[[196.17416609177798, 195.9810833785023]]","[[175.7308654425095, 336.14652881893727]]"
"[(2, 1)]",63.5,"[[196.16506318044244, 195.97329344859727]]","[[175.7364024195626, 336.13966541349225]]"
"[(2, 1)]",63.6,"[[196.15636276479444, 195.96582314173094]]","[[175.74145259976012, 336.13308361552396]]"
"[(2, 1)]",63.7,"[[196.14358487340434, 195.95865333023949]]","[[175.74113030084962, 336.12676657238876]]"
"[(2, 1)]",63.8,"[[196.01965146656588, 195.95176784650857]]","[[175.619807274187, 336.1207000394282]]"
"[(2, 1)]",63.9,"[[196.01205556189257, 195.94500391669987]]","[[175.62570601871667, 336.11505450222467]]"
"[(2, 1)]",64.0,"[[196.00490781628267, 195.85280287403702]]","[[175.63125673678516, 336.2111154678164]]"
"[(2, 1)]",64.1,"[[195.99850151579747, 195.845890527599]]","[[175.63654083037622, 336.2042066877291]]"
"[(2, 1)]",64.2,"[[195.99325790809237, 195.8348113420638]]","[[175.64169468562713, 336.202570806335]]"
"[(2, 1)]",64.3,"[[195.78844855052986, 195.82833411140552]]","[[175.415608264537, 336.19620444349545]]"
"[(2, 1)]",64.4,"[[195.78058901617194, 195.82215938760123]]","[[175.42176907512118, 336.1901354096374]]"
"[(2, 1)]",64.5,"[[195.77303224017868, 195.8163950291421]]","[[175.42769256414755, 336.184469717087]]"
"[(2, 1)]",64.6,"[[195.5870357593782, 195.8109427418434]]","[[175.2399145082203, 336.17911075411644]]"
"[(2, 1)]",64.7,"[[195.57878261587493, 195.5693340536091]]","[[175.2479964643213, 336.41263564276034]]"
"[(2, 1)]",64.8,"[[195.5708704724906, 195.56156053662167]]","[[175.25574449335673, 336.4065422581459]]"
"[(2, 1)]",64.9,"[[195.55730345430857, 195.55414043391312]]","[[175.25703686532822, 336.40087277619045]]"
"[(2, 1)]",65.0,"[[195.51462745358887, 195.37879116917898]]","[[175.22878747365183, 336.5561603285264]]"
"[(2, 1)]",65.1,"[[195.5066773534682, 195.36734763012507]]","[[175.23516437676312, 336.5530073104882]]"
"[(2, 1)]",65.2,"[[195.49913064465667, 195.30177609477724]]","[[175.24121771322046, 336.60048102968244]]"
"[(2, 1)]",65.3,"[[195.4919884849042, 195.2941739394237]]","[[175.24694655437412, 336.59438321866253]]"
"[(2, 1)]",65.4,"[[195.42883098359036, 195.28700826457364]]","[[175.19988185759658, 336.58863551567106]]"
"[(2, 1)]",65.5,"[[195.42270249124908, 195.28025589698157]]","[[175.20601034993786, 336.5832193330756]]"
"[(2, 1)]",65.6,"[[195.41695159249844, 195.27389377773812]]","[[175.2117612486885, 336.57811617495406]]"
"[(2, 1)]",65.7,"[[195.41156858565424, 195.2324112540773]]","[[175.2171442555327, 336.60369841289037]]"
"[(2, 1)]",65.8,"[[195.10540425461153, 195.22714633685877]]","[[174.95102249343768, 336.5984334956718]]"
"[(2, 1)]",65.9,"[[194.99013957632354, 195.22218753850456]]","[[174.84549211601401, 336.5934746973176]]"
"[(2, 1)]",66.0,"[[194.98247919057246, 195.2175198721411]]","[[174.85224138512368, 336.5888070309542]]"
"[(2, 1)]",66.1,"[[194.975146589948, 194.90887690018616]]","[[174.8587018554573, 336.8408293239625]]"
"[(2, 1)]",66.2,"[[194.88080280461202, 194.76987198737524]]","[[174.76116143815702, 336.95411708264027]]"
"[(2, 1)]",66.3,"[[194.87318021639746, 194.76303147866466]]","[[174.76878402637163, 336.94712712780307]]"
"[(2, 1)]",66.4,"[[194.86584506961026, 194.75646291224726]]","[[174.77611917315883, 336.9404150564433]]"
"[(2, 1)]",66.5,"[[194.85878859011834, 194.65725020505363]]","[[174.78317565265075, 337.01528596228457]]"
"[(2, 1)]",66.6,"[[194.85200499899742, 194.64958926298988]]","[[174.78995924377165, 337.00762502022087]]"
"[(2, 1)]",66.7,"[[194.8454914864711, 194.64229933778833]]","[[174.796472756298, 337.00033509501924]]"
"[(2, 1)]",66.8,"[[194.83909819937972, 194.63678641163884]]","[[174.80256328626632, 336.9934028793886]]"
"[(2, 1)]",66.9,"[[194.8331278539076, 194.63162911830145]]","[[174.80853671366404, 336.9868319261614]]"
"[(2, 1)]",67.0,"[[194.8274661185284, 194.62675426705093]]","[[174.8142013716626, 336.98062083490464]]"
"[(2, 1)]",67.1,"[[194.81714311772316, 194.62153534039646]]","[[174.81475410741933, 336.97523890873657]]"
"[(2, 1)]",67.2,"[[194.3935859126877, 194.6171517223985]]","[[174.43038979823694, 336.96976861034045]]"
"[(2, 1)]",67.3,"[[194.38486355838012, 194.6130365707947]]","[[174.43930271177354, 336.9646333300243]]"
"[(2, 1)]",67.4,"[[194.37135845018508, 194.60918116824956]]","[[174.44298186945173, 336.9598221894621]]"
"[(2, 1)]",67.5,"[[194.36344724870503, 194.3612638506146]]","[[174.45089307093178, 337.1521671440766]]"
"[(2, 1)]",67.6,"[[194.35597654067695, 194.13846549563985]]","[[174.45836377895986, 337.32412517600307]]"
"[(2, 1)]",67.7,"[[194.34892935355882, 194.13103330422095]]","[[174.465410966078, 337.31669298458417]]"
"[(2, 1)]",67.8,"[[194.29468211386612, 194.12397268195363]]","[[174.43247645051133, 337.30963236231685]]"
"[(2, 1)]",67.9,"[[194.23389492151173, 194.11726675623427]]","[[174.3948179196752, 337.3029264365975]]"
"[(2, 1)]",68.0,"[[194.2272463579548, 194.11089972759655]]","[[174.40146648323213, 337.29655940795976]]"
"[(2, 1)]",68.1,"[[194.22095848952307, 193.999209022257]]","[[174.40775435166387, 337.37048240648966]]"
"[(2, 1)]",68.2,"[[194.21500933535916, 193.9932911311671]]","[[174.41370350582778, 337.36446145754815]]"
"[(2, 1)]",68.3,"[[194.20937866857133, 193.98760812503753]]","[[174.4193341726156, 337.3586794840004]]"
"[(2, 1)]",68.4,"[[194.20404846600178, 193.98215755824356]]","[[174.42466437518516, 337.35313399763197]]"
"[(2, 1)]",68.5,"[[193.88822989913928, 193.97599464956767]]","[[174.18551068631675, 337.3486001508505]]"
"[(2, 1)]",68.6,"[[193.88228312024407, 193.971954461593]]","[[174.1930971739075, 337.34275321788374]]"
"[(2, 1)]",68.7,"[[193.87656445155142, 193.96618593087095]]","[[174.20039265434096, 337.3387224709634]]"
"[(2, 1)]",68.8,"[[193.7632345458157, 193.6806490348867]]","[[174.12095057822617, 337.5496720607674]]"
"[(2, 1)]",68.9,"[[193.62322180392098, 193.67464092753204]]","[[174.02387990773013, 337.5420073345866]]"
"[(2, 1)]",69.0,"[[193.61619633392704, 193.58935201170118]]","[[174.03283112142094, 337.5931827339303]]"
"[(2, 1)]",69.1,"[[193.60933686331944, 193.40956381933987]]","[[174.04132780865933, 337.71056057204163]]"
"[(2, 1)]",69.2,"[[193.6028865687911, 193.40257194208405]]","[[174.04954875878937, 337.7018381688637]]"
"[(2, 1)]",69.3,"[[193.59672550305305, 193.3959704254389]]","[[174.05740108459523, 337.6936027425742]]"
"[(2, 1)]",69.4,"[[193.5908514841995, 193.3896346507807]]","[[174.0648875669327, 337.68585101703053]]"
"[(2, 1)]",69.5,"[[193.5852599287207, 193.38371281681162]]","[[174.07201404752033, 337.6784611854169]]"
"[(2, 1)]",69.6,"[[193.57994426558815, 193.37811396329755]]","[[174.07878890118454, 337.67147439974974]]"
"[(2, 1)]",69.7,"[[193.5709406863107, 193.3246802133557]]","[[174.08257772847608, 337.6959116810909]]"
"[(2, 1)]",69.8,"[[193.56616011136978, 193.3186176298815]]","[[174.088733748855, 337.6898440332379]]"
"[(2, 1)]",69.9,"[[193.56162936149912, 193.31079757557205]]","[[174.09456806562235, 337.68540366755855]]"
"[(2, 1)]",70.0,"[[193.55734012821716, 193.30539868436125]]","[[174.10009137773858, 337.6799442459741]]"
"[(2, 1)]",70.1,"[[193.29871431672888, 193.1250093213451]]","[[173.93757373243184, 337.78056281399586]]"
"[(2, 1)]",70.2,"[[193.29281210952914, 192.8202359305337]]","[[173.94510335854838, 337.9732091221324]]"
"[(2, 1)]",70.3,"[[193.04711497741752, 192.81468878820263]]","[[173.78391906030154, 337.9640824350677]]"
"[(2, 1)]",70.4,"[[193.02914407632875, 192.80937661970077]]","[[173.78519624330806, 337.9553423493339]]"
"[(2, 1)]",70.5,"[[193.01105275510508, 192.80430123806764]]","[[173.78607783976975, 337.94699184791625]]"
"[(2, 1)]",70.6,"[[193.00446540434942, 192.793091112554]]","[[173.7942903054641, 337.94315610442766]]"
"[(2, 1)]",70.7,"[[192.99696769570937, 192.65703195917655]]","[[173.80100984904524, 338.022346458318]]"
"[(2, 1)]",70.8,"[[192.99223221557978, 192.64899732100895]]","[[173.8088503004912, 338.0141718999431]]"
"[(2, 1)]",70.9,"[[192.98650688225925, 192.641343573185]]","[[173.81547866694413, 338.0063848649742]]"
"[(2, 1)]",71.0,"[[192.8803208894519, 192.63429470869357]]","[[173.7504761185145, 337.99900382975585]]"
"[(2, 1)]",71.1,"[[192.87367458251504, 192.628969978547]]","[[173.75723816839147, 337.9921443556428]]"
"[(2, 1)]",71.2,"[[192.86732275389554, 192.62392089603804]]","[[173.76370061172173, 337.9856399789304]]"
"[(2, 1)]",71.3,"[[192.86126940602531, 192.61913656633908]]","[[173.76985937637255, 337.9794766645811]]"
"[(2, 1)]",71.4,"[[192.8555177039871, 192.61460565949335]]","[[173.77571124214242, 337.9736398170111]]"
"[(2, 1)]",71.5,"[[192.8500702716341, 192.34941353865537]]","[[173.7812535394847, 338.12710481452325]]"
"[(2, 1)]",71.6,"[[192.491637912107, 192.31245329925798]]","[[173.56746138221888, 338.13795519657367]]"
"[(2, 1)]",71.7,"[[192.48608606783307, 192.30724338101243]]","[[173.57638192497703, 338.12938997706857]]"
"[(2, 1)]",71.8,"[[192.48091602160497, 192.3022889643399]]","[[173.5848854608885, 338.1212448077358]]"
"[(2, 1)]",71.9,"[[192.47602397190957, 192.05619360711708]]","[[173.5929317564979, 338.2536644326948]]"
"[(2, 1)]",72.0,"[[192.26382711407655, 192.0493187856962]]","[[173.48168264912215, 338.24492483177]]"
"[(2, 1)]",72.1,"[[192.25735746330645, 192.04275576771732]]","[[173.4899282689316, 338.2365602147328]]"
"[(2, 1)]",72.2,"[[192.2511992960057, 192.03648639826667]]","[[173.4977769006568, 338.2285698550098]]"
"[(2, 1)]",72.3,"[[192.24534071156833, 192.03050586414008]]","[[173.50524371171176, 338.22094761813526]]"
"[(2, 1)]",72.4,"[[192.2379518996119, 192.02481021524136]]","[[173.51137254545858, 338.2136884696811]]"
"[(2, 1)]",72.5,"[[192.23269593079738, 192.01917357582198]]","[[173.51814073789, 338.2069032192022]]"
"[(2, 1)]",72.6,"[[192.22771539560128, 192.0140741979946]]","[[173.52455425018587, 338.20033667140973]]"
"[(2, 1)]",72.7,"[[192.22300458766563, 192.00924821684697]]","[[173.53062043051176, 338.19412218075536]]"
"[(2, 1)]",72.8,"[[192.2185580785302, 191.90398190496433]]","[[173.5363462691799, 338.24501545508286]]"
"[(2, 1)]",72.9,"[[192.06074105889542, 191.89271177958292]]","[[173.46682859105763, 338.2423445518974]]"
"[(2, 1)]",73.0,"[[192.05797188699466, 191.88846144708987]]","[[173.4736669951698, 338.2361739634291]]"
"[(2, 1)]",73.1,"[[191.69836262872167, 191.49414911093334]]","[[173.29102723123628, 338.43670001874364]]"
"[(2, 1)]",73.2,"[[191.6881406491889, 191.48848651575898]]","[[173.2971724515133, 338.427566259283]]"
"[(2, 1)]",73.3,"[[191.6835249543555, 191.48001533973496]]","[[173.30579682776875, 338.4204293907799]]"
"[(2, 1)]",73.4,"[[191.67719805765034, 191.4750102665249]]","[[173.31304103284444, 338.4120723800709]]"
"[(2, 1)]",73.5,"[[191.6750933193146, 191.47026049993522]]","[[173.32190165607514, 338.4041416568649]]"
"[(2, 1)]",73.6,"[[191.67116532661504, 191.46576012995075]]","[[173.32934656134853, 338.3966273531623]]"
"[(2, 1)]",73.7,"[[191.63670089013112, 191.2405384812472]]","[[173.32200275634432, 338.4919582357665]]"
"[(2, 1)]",73.8,"[[191.63079367825395, 191.23442066919375]]","[[173.32792098471623, 338.48408023445063]]"
"[(2, 1)]",73.9,"[[191.62693876220737, 191.22860872136226]]","[[173.3343596534808, 338.4765960992297]]"
"[(2, 1)]",74.0,"[[191.62323051125583, 191.22309896865636]]","[[173.3404430936272, 338.46950110535147]]"
"[(2, 1)]",74.1,"[[191.61981966140007, 191.21788724739662]]","[[173.34625032280954, 338.4627898911815]]"
"[(2, 1)]",74.2,"[[191.4245696335766, 191.05625158011281]]","[[173.2711701854577, 338.5220847479229]]"
"[(2, 1)]",74.3,"[[191.16391841467828, 191.04718204713615]]","[[173.1722155387404, 338.51668412211546]]"
"[(2, 1)]",74.4,"[[191.16072779824452, 191.04437685700407]]","[[173.18078378117295, 338.5092083404047]]"
"[(2, 1)]",74.5,"[[191.15767914514512, 191.04174302530964]]","[[173.18891235692976, 338.5021892258765]]"
"[(2, 1)]",74.6,"[[191.15476200124442, 191.03927244248018]]","[[173.1966016559537, 338.4956091155317]]"
"[(2, 1)]",74.7,"[[191.15206241255265, 190.6639668762675]]","[[173.20388816260373, 338.65700988453835]]"
"[(2, 1)]",74.8,"[[191.14949245866794, 190.65931129912084]]","[[173.2107403901817, 338.6481859549894]]"
"[(2, 1)]",74.9,"[[191.14704764905298, 190.65487599978061]]","[[173.21716104274947, 338.639779528101]]"
"[(2, 1)]",75.0,"[[190.8014567735978, 190.6506512607476]]","[[173.08230064051386, 338.6317721858498]]"
"[(2, 1)]",75.1,"[[190.7973113159627, 190.6466281966644]]","[[173.0901598967769, 338.6241470874092]]"
"[(2, 1)]",75.2,"[[190.79337468034407, 190.64276589882832]]","[[173.09760783453243, 338.6169023202331]]"
"[(2, 1)]",75.3,"[[190.7896602216216, 190.63912349149632]]","[[173.1046653908412, 338.6099978735267]]"
"[(2, 1)]",75.4,"[[190.78508824904603, 190.63566189881544]]","[[173.1109136972815, 338.60343617407744]]"
"[(2, 1)]",75.5,"[[190.68630041317397, 190.5765452545627]]","[[173.07969850523392, 338.61789855143655]]"
"[(2, 1)]",75.6,"[[190.68204638783214, 190.57374326866167]]","[[173.08619619744613, 338.6113676171532]]"
"[(2, 1)]",75.7,"[[190.67796711325377, 190.25973879599405]]","[[173.09234375565953, 338.71490674061187]]"
"[(2, 1)]",75.8,"[[190.32776953911602, 190.2581579326292]]","[[172.96684703910597, 338.70606277245884]]"
"[(2, 1)]",75.9,"[[190.32257718609435, 190.13238194305583]]","[[172.97656415454526, 338.73937498539397]]"
