s1,s2,t,x,y
"([1], [1], [1], [7], [7], [7], [7], [7], [7], [7], [7], [7], [7], [9], [10], [10], [10], [11])","([2], [11], [11], [2], [2], [2], [4], [4], [9], [11], [11], [11], [11], [14], [16], [16], [16], [18])",601.604,"(128.98729918143795, 117.72479106296558, 226.68320121382106, 5.591141945841514, 593.1176171751029, 311.37092142378, 163.4539630541227, 251.8249647984759, 311.0900625709172, 312.8936112682035, 338.79770475583405, 384.9060515026615, 231.7296822091625, 419.3288786083431, 580.2149327204462, 14.487366339215669, 57.00240363342721, 52.79803837923191)","(506.4067047332137, 444.5731378198316, 127.92753312739924, 376.1534252207452, 368.26894011203814, 550.3999837440508, 64.27739210333823, 63.73042651979779, 134.27088482789688, 363.97841116175704, 410.15889781913563, 414.76747587052887, 408.17151535328907, 51.599704340236485, 164.00509346940362, 291.37252079216125, 179.15848566374018, 49.77256157244767)"
"([1], [1], [1], [7], [7], [7], [7], [7], [7], [7], [7], [7], [7], [9], [10], [10], [10], [11])","([2], [10], [10], [2], [2], [2], [4], [4], [7], [10], [10], [10], [10], [15], [17], [20], [20], [18])",602.404,"(129.15841209778532, 117.56126790651689, 226.61135588425418, 5.2693845307381935, 593.8516180791671, 311.80350397045044, 163.81233643102905, 251.95782691208206, 312.02885788290666, 312.97113562031456, 338.845565211357, 384.8654955235064, 231.80164842321142, 419.40873250674326, 579.9758314055891, 15.11559369148847, 57.26184598394684, 53.05389749831386)","(506.3568031045363, 445.31448991173875, 127.79143846163967, 375.98700075568195, 368.5239229756007, 550.2034034827252, 64.53240191024668, 63.874274855389444, 132.29478384581998, 364.18101880116126, 410.1621085782238, 415.06409079042623, 408.2243536912635, 51.5579044147006, 163.88597066007088, 291.74048080249764, 179.15848566374018, 49.941808231339905)"
"([1], [1], [1], [1], [1], [1], [1], [2], [2], [2], [2], [2], [2], [8], [9], [9], [9], [10])","([2], [2], [7], [10], [10], [10], [10], [2], [2], [4], [4], [10], [10], [13], [15], [18], [18], [16])",603.204,"(5.069188653507695, 594.2894988630434, 312.5944925331638, 312.9134631443723, 338.69754523528974, 384.7801813054664, 226.536185901272, 129.22250381282817, 311.99336298088167, 164.03913180408398, 252.55260361812202, 117.48721381222435, 231.89320701006034, 419.74212675796707, 579.8890476470976, 15.062277342514676, 57.505431820333, 53.209268496451955)","(375.8516677509563, 368.6599859445166, 131.07419723747293, 364.22277572334025, 411.02813486569494, 415.8965103887066, 127.66773988463697, 506.2677603793777, 550.2126785264168, 64.6501598742193, 64.16617603093266, 445.34714469751077, 408.40364882867794, 50.96371849262687, 163.91571987252843, 291.7977424310513, 179.15848566374018, 50.066922594112384)"
"([1], [1], [1], [1], [1], [1], [1], [7], [7], [7], [7], [7], [7], [8], [9], [9], [9], [10])","([2], [9], [9], [9], [9], [9], [9], [2], [2], [2], [5], [6], [6], [13], [15], [17], [17], [16])",604.004,"(130.12769051674613, 117.29865277135943, 232.02689149418018, 312.85984268328383, 338.7410132316709, 384.6788107249523, 226.5086945326707, 4.806758007647431, 595.7918898531588, 312.24071284850913, 313.2403827454892, 164.26948811006793, 252.6472790685773, 419.81501086305263, 579.5151856068793, 15.608354489569706, 57.737915926774804, 53.77503170558623)","(506.451066149035, 446.1543046081089, 408.74426973987886, 364.26502544905543, 411.1418843033883, 416.44156555376003, 127.49225251971379, 375.66850422031393, 369.2827120523112, 550.1865686845732, 129.66991989935403, 64.75995436459539, 64.31285066678277, 50.95743608872601, 163.71883975792423, 292.16814529694716, 179.16350248886857, 50.40944328504543)"
"([1], [1], [1], [1], [1], [1], [1], [7], [7], [7], [7], [7], [7], [8], [9], [9], [9], [10])","([2], [10], [10], [10], [10], [10], [10], [2], [5], [6], [6], [19], [19], [15], [17], [20], [20], [18])",604.804,"(130.15840773958388, 117.13585851749136, 232.16999415455666, 313.02845098491025, 338.79057441948277, 384.51697583392126, 226.43508137731646, 312.7422566672442, 313.9001686268607, 164.71907846383476, 252.878831245409, 4.42762959974516, 597.0263552535406, 420.1795426916176, 579.3967970819145, 15.609011836281866, 57.967989830879105, 54.48504599015757)","(506.3186987716365, 446.74692534440396, 409.0564286052065, 364.72107189047955, 411.1575968379764, 417.24424523278026, 127.38827578747944, 550.0697877190672, 128.2014843398383, 65.01223362879102, 64.52595512751509, 375.4155106439647, 369.85062543246636, 50.42036243244229, 163.73654588049249, 292.25102736992767, 179.18170098563422, 50.84594110705336)"
"([1], [1], [1], [1], [1], [1], [1], [6], [6], [6], [6], [7], [7], [8], [9], [9], [9], [10])","([2], [10], [10], [10], [10], [10], [10], [2], [5], [6], [6], [16], [16], [12], [14], [17], [17], [15])",605.604,"(130.45005497121417, 117.03178988034716, 232.33660817322692, 312.95662346142063, 338.79753440404994, 384.3228383976015, 226.29414785677443, 312.7718626580902, 314.332520043758, 164.934444517148, 253.10141071979047, 3.893506918083517, 1.8195710295090066, 420.26302182924223, 579.3404038571894, 16.164889428959555, 58.42307142944901, 54.8693573951432)","(506.2601538944617, 446.89123244066275, 409.3218059029198, 364.75322358656365, 411.7732464286317, 417.9980653952632, 127.4279195408204, 550.1968089625102, 127.17588309369572, 65.08046295539623, 64.75520530460892, 375.05817995185447, 373.32149292315296, 50.409437337470536, 163.78983734648523, 292.68168672701546, 179.5724824223608, 51.11451299053408)"
"([1], [1], [1], [1], [1], [1], [1], [6], [6], [6], [6], [8], [9], [9], [9], [10])","([2], [10], [10], [10], [10], [10], [10], [2], [5], [6], [6], [12], [14], [17], [17], [15])",606.404,"(130.9727212763351, 116.82083757167709, 232.52504936288142, 312.88635695281675, 338.84453130033313, 384.1739785227812, 226.226868178374, 312.97641744269765, 314.7951932820971, 165.0943936035223, 253.20647205451166, 420.64388761358714, 579.2491750688649, 16.39143368711882, 58.999703503297496, 55.07618159400465)","(506.19973772733886, 447.6676551952678, 409.6228451527765, 364.78431397938255, 411.96939863318704, 418.477181870785, 127.36677434391729, 550.2531645377228, 126.0106334186479, 65.10968382186456, 64.93597592614731, 49.94732742011695, 163.8148007002295, 292.93035401042243, 179.95867345590347, 51.28247672464863)"
"([1], [1], [1], [1], [1], [1], [1], [6], [6], [6], [6], [8], [9], [9], [9], [10])","([2], [11], [11], [11], [11], [11], [11], [2], [5], [6], [6], [13], [15], [18], [18], [16])",607.204,"(131.15482480579263, 116.75463561907137, 232.82269781697056, 312.8937862166389, 338.90135360243045, 384.122184850219, 226.27248413505578, 313.1279369106103, 315.14641572083855, 165.54694797524866, 253.57363094117977, 420.7559305566716, 579.0043187734707, 16.601247273285708, 59.309456645763476, 56.04406228689413)","(506.0675827990383, 447.6144830857105, 410.0980155674733, 364.9809581794605, 412.15847438101093, 418.5289424476315, 127.02246699935426, 550.3287692899542, 125.02762444469286, 65.29804626898124, 65.28622927271465, 49.91067109593769, 163.7596636738341, 293.17439381119647, 180.02689651101645, 51.94436134189925)"
"([1], [1], [1], [1], [1], [1], [1], [6], [6], [6], [6], [8], [9], [9], [9], [10])","([2], [11], [11], [11], [11], [11], [11], [2], [4], [6], [6], [14], [16], [21], [21], [18])",608.004,"(131.17446166120317, 116.50020603720407, 232.99439707095587, 312.8700484742038, 338.9983248387872, 383.93737545244005, 226.19069150670038, 313.21870144698187, 315.43829626945296, 165.86744308285932, 253.49754075154408, 420.9692149476334, 578.7754593029721, 16.71673027494478, 59.53265065261803, 56.146245032696015)","(505.9247614699965, 448.35245087446106, 410.2734248845525, 365.1992906001061, 412.7358787469036, 419.08845257666155, 126.98128642097683, 550.4216738741829, 124.12069304748613, 65.39195091908095, 65.36253423766436, 49.742438164006444, 163.73815269157103, 293.3605290490642, 179.99444804838743, 52.067658697417414)"
"([1], [1], [1], [1], [1], [1], [1], [6], [6], [6], [6], [8], [9], [9], [9], [10])","([2], [10], [10], [10], [10], [10], [10], [2], [4], [6], [6], [14], [16], [20], [20], [18])",608.804,"(131.64472662753872, 116.28308231225188, 233.43059041365876, 312.8081856553463, 339.06899300297266, 383.51191422663004, 226.11710300716857, 313.5406031769062, 315.74949909686467, 166.00599689909416, 253.96149224818606, 421.2626268047859, 578.3931789015446, 16.993065310035263, 59.789021266529744, 56.3600000815411)","(505.76453496163094, 448.8043587802599, 410.8400664701935, 365.2095610856334, 412.94326579120934, 420.2253856955705, 126.92671759970682, 550.498124323063, 123.02758945999935, 65.3888776473226, 65.89855670200063, 49.50100911032098, 163.67488616822527, 293.69686033387444, 179.99435166939907, 52.267031930553685)"
"([1], [1], [1], [1], [1], [1], [1], [6], [6], [6], [6], [8], [9], [9], [9], [10])","([2], [10], [10], [10], [10], [10], [10], [2], [4], [6], [6], [15], [17], [21], [21], [19])",609.604,"(131.8625442551544, 116.12498377186029, 233.89623744455844, 312.7585201213001, 339.1291319947273, 383.2630185944372, 226.04743924620476, 313.87183322534065, 315.8871080993505, 166.13625346968473, 253.87602666252906, 421.40280943632763, 578.3578957617751, 17.20338438860199, 60.00403569017135, 57.16104229453663)","(505.5690996009216, 448.9834636278513, 411.3280968862294, 365.23128427545265, 413.04000414961763, 420.7883879472977, 126.87078377101167, 550.6107465789986, 122.33050432495756, 65.38048308284897, 65.98402228765758, 49.451887655545875, 163.73429612003645, 293.98984968001076, 179.9638218798146, 52.921056685112035)"
"([1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [2], [8], [9], [9], [9], [10])","([2], [2], [4], [9], [9], [9], [9], [9], [9], [6], [6], [11], [13], [16], [16], [15])",610.404,"(314.14248386045034, 131.98445650880285, 315.94225935978045, 115.97352800656981, 234.24236654552988, 312.7841514543002, 339.27461343520804, 383.2230248549905, 226.03121942756877, 166.74185720495575, 253.938348940379, 421.76691384649826, 577.9568255427391, 17.438298260628926, 60.254072942135394, 57.24024657365101)","(550.7532541695053, 505.3654772058878, 121.87820678714365, 449.14037044735596, 411.656449040964, 365.96977509746733, 413.5623864985647, 420.77551423913167, 126.2810519027878, 65.52758327344156, 66.2047540345676, 49.19739739997442, 163.69628632776698, 294.31228254788743, 179.9796567735616, 53.04312268486649)"
"([1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [2], [8], [9], [9], [9], [10])","([2], [2], [4], [13], [13], [13], [13], [13], [13], [6], [6], [15], [17], [20], [20], [19])",611.204,"(314.15793541099504, 131.99123842100641, 316.10861928099587, 115.71128635412694, 235.00325367128164, 312.71696817475413, 339.33674836900525, 383.01091336574285, 225.93677059728316, 167.12633981059366, 254.11270634135474, 422.1161253955537, 577.8275574444842, 17.460349031762007, 60.41871517169136, 57.30955460789653)","(550.8854020958167, 505.18881410480753, 120.80734492433132, 449.559957342287, 412.4041363952023, 366.32345717021866, 413.63129696957697, 421.2054331349889, 126.2584815529465, 65.57227803601563, 66.59658819184006, 48.987367184677964, 163.7443581411377, 294.4583360687447, 179.93766113124013, 53.15237773228614)"
"([1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [2], [8], [9], [9], [9], [10])","([0], [2], [2], [10], [10], [10], [10], [10], [10], [5], [5], [12], [0], [16], [16], [15])",612.004,"(316.1330703488027, 314.1584856637402, 132.11497925552231, 115.64134109244861, 235.16803694390325, 312.639076357291, 339.5394653357921, 382.52776511856524, 225.85042436258016, 167.15641108028092, 254.1001532832385, 422.15487839746515, 577.8233430460674, 17.686319565478925, 60.81482813857838, 58.11064182166626)","(120.21901978577435, 551.0036403432682, 504.9627980761229, 449.5013900426353, 412.51944446605535, 366.7130027650378, 414.2270077387627, 422.24379721641105, 126.23042274205949, 65.51409705343053, 66.79828711004905, 49.04689417493921, 163.80159005227227, 294.8389903173372, 179.99967905720138, 53.932772960784746)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [9], [10], [10], [10], [11])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [13], [0], [17], [17], [16])",612.804,"(316.1107673563461, 314.1584856637402, 132.20687290570967, 115.22020793981449, 236.13405282730173, 312.51913351528117, 339.59914301376, 382.4560597409966, 225.7709765655199, 167.1566158781796, 254.10582373939872, 422.6100927047237, 577.4708841686326, 17.715027649631793, 60.94402850567985, 58.17468617820566)","(119.80229781498096, 551.0965847217833, 504.74308940106164, 450.0771868898055, 413.4252104220118, 367.2247689716855, 414.26237888866456, 422.29365305533736, 126.21164652923193, 65.46038540779523, 67.05035857171572, 48.80656737167624, 163.83013914533075, 295.0139666447189, 179.93378263971607, 54.06125388721671)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [5], [5], [8], [9], [9], [9], [10])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [5], [5], [12], [0], [17], [17], [16])",613.604,"(316.08097719050096, 314.1584856637402, 132.3825771200228, 115.14492046971174, 236.15880404784383, 312.3696384364091, 339.88358180354726, 382.2051201610584, 225.65089700170773, 167.9862383336216, 254.00920311231727, 422.8813795121796, 576.8389483340922, 17.877348810319518, 61.02651870328407, 58.21238893719294)","(119.23407576383153, 551.1808296033528, 504.4240753685582, 450.00495812881684, 413.3943556751598, 367.68961016508837, 414.9339165641853, 422.72739271717944, 125.83759241878829, 65.52924374812562, 67.12397732500199, 48.72807466122572, 163.88093597401252, 295.3664008066605, 179.86490312830801, 54.15830677154884)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [5], [5], [8], [9], [9], [9], [10])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [5], [5], [15], [0], [21], [21], [18])",614.404,"(316.01884450259377, 314.5663311168633, 132.2993540729357, 114.70841236140251, 237.15845121446137, 312.07937976339264, 339.9339742319562, 381.96303243355715, 225.57326491909578, 167.99162955776438, 254.09568648005046, 422.9164014579678, 576.6355321068227, 18.00862558100721, 61.27281449609302, 58.88419871629776)","(118.8232905821354, 551.4386100010689, 504.27803650692147, 450.4524713057847, 414.30119461113975, 368.4911058593996, 414.925345804327, 423.1229408226617, 125.84129000382464, 65.46642058417433, 67.6688607494932, 48.797687735015415, 163.9616103196813, 295.7316233752907, 179.8443524265872, 54.96667145971935)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [6], [6], [9], [10], [10], [10], [11])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [5], [5], [11], [0], [15], [15], [14])",615.204,"(315.93192450926426, 314.81106447491845, 132.22023880383097, 114.5763665078315, 237.15848566374018, 311.82270580554444, 340.2731801414237, 381.65519607726577, 225.50394084935283, 168.15855839524556, 253.97031309882004, 423.204869364278, 576.629792674595, 18.028350031933087, 61.75163207402943, 58.980287233211584)","(118.17864189064545, 551.6617723500278, 504.14785201330926, 450.4362735260189, 414.2415732720192, 369.0352015521114, 415.4731142590508, 423.6345481105468, 125.84125356051808, 65.4191936205824, 67.73351236405983, 48.738269225757676, 164.01700854075563, 295.95784182885234, 179.8539572697021, 55.15464390232728)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [6], [6], [9], [10], [10], [10], [11])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [5], [5], [11], [0], [15], [15], [14])",616.004,"(315.79752841888865, 314.7904184824172, 132.16305417755729, 114.50543454665888, 238.1584766532594, 311.6697204370906, 340.35025611095733, 381.3737087864202, 225.4155313972123, 168.81577322097155, 253.8564289018712, 423.5940269751718, 576.1925999864045, 18.0096810873697, 61.814892111549284, 58.934931485756124)","(117.47834276610294, 551.7543472070535, 504.00511804273276, 450.3654834968456, 415.0787798279682, 369.2464876812542, 415.5097605366809, 424.0630465148515, 125.75176235940953, 65.36218107013588, 67.7681992795151, 48.664630021091625, 164.13448100557173, 296.12247912467893, 179.7741998810318, 55.16001956387845)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [7], [7], [10], [11], [11], [11], [13])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [11], [0], [17], [17], [13])",616.804,"(315.6956002402977, 314.96945206545604, 132.08613152389592, 114.14124509410865, 238.15848566374018, 310.84096122567627, 340.6931970221018, 381.10447228160035, 225.28447901654107, 168.97900152870284, 253.7718605010586, 423.8787355542065, 575.9932980656056, 18.169720258934944, 61.8406725370146, 59.57828401986956)","(117.33522320225777, 551.9664579122314, 503.90101916386607, 450.577798613083, 415.0177796091159, 370.6274377628721, 415.9925313774718, 424.45607397680715, 125.53673793215242, 65.28906027800804, 67.97621478962685, 48.65681755494552, 164.22012354291877, 296.6636499107118, 179.69885991961547, 56.12624742972321)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [7], [7], [11], [12], [12], [12], [14])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [10], [0], [15], [15], [12])",617.604,"(315.5017779534871, 315.05257061031534, 132.20402492670183, 113.87860901950188, 238.41395862991192, 310.68735748421125, 340.90320759760414, 380.801633035744, 225.1051147159202, 168.97478984849982, 253.66244988848666, 424.02983354152025, 575.435623288898, 18.138792862413652, 62.2056767676836, 59.53960955732805)","(116.73027851311167, 552.1117436185552, 503.4329178022813, 450.6627275965765, 415.16575838462893, 370.7588961679408, 416.2086954783905, 424.878063418427, 125.21790821953292, 65.22910588307468, 68.1285180964253, 48.70417799503184, 164.44409765526086, 296.9275942673195, 179.638201840909, 56.15631886383778)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [6], [6], [10], [11], [11], [11], [13])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [10], [0], [15], [15], [12])",618.404,"(315.37270751759263, 315.01888565503873, 132.12938414328534, 113.63317663132403, 239.1585577941825, 310.63121536085555, 340.9875789387884, 380.48006796588123, 224.9022091336127, 169.36143324615693, 253.55037994944985, 424.1431891498979, 575.2775552775238, 18.058607714732943, 62.25223942793809, 59.49636394844754)","(116.56762909845901, 552.1604937332022, 503.27330345205746, 450.7078648010746, 415.65284330253746, 370.75902072842325, 416.24775925524216, 425.33154844195474, 124.90563298748617, 65.11243970502323, 68.13594152060307, 48.76765575753768, 164.54378221155713, 297.09061751480203, 179.56283674773596, 56.15879836828299)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [6], [6], [12], [13], [13], [13], [15])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [10], [0], [15], [15], [12])",619.204,"(315.1141094040369, 315.39476482575077, 132.02695304478473, 113.57305149865834, 239.29486119856944, 309.67857797060066, 341.34741398739, 380.22136829073384, 224.6130958581823, 169.7144863061626, 253.4424575612922, 424.1582153182153, 574.8292251970514, 17.950292411018154, 62.263490666643975, 60.01820133671356)","(116.01594436708015, 552.5649735139096, 503.1827295896186, 450.623179271032, 415.6842723524926, 371.83685428287487, 416.63870455781887, 425.6511108421445, 124.52148745089102, 64.98054315155082, 68.15698154784639, 48.84286111134793, 164.7657630312471, 297.15475833028836, 179.49654925535418, 57.1536763775124)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [6], [6], [12], [13], [13], [13], [15])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [12], [0], [17], [17], [14])",620.004,"(314.9645710366599, 315.4067467427756, 131.92390644126462, 113.19837963512728, 240.11093175660454, 309.665023452866, 341.7192155616202, 379.90555093596805, 224.4514579557137, 169.92951967131603, 253.34190703945438, 424.1585039588891, 574.5808888810707, 17.846498198034965, 62.58636351540224, 59.97149420006747)","(115.86613765694295, 552.6551280253691, 503.0958027997864, 450.7107566397133, 416.10645890864635, 371.7824289291804, 417.01192547166704, 426.0430576680237, 124.36251150725408, 64.8752498958587, 68.15879251403919, 48.909191410728226, 164.92894882739017, 297.1584856637402, 179.39668770284158, 57.15848566374018)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [6], [6], [12], [13], [13], [13], [15])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [4], [4], [12], [0], [17], [17], [14])",620.804,"(314.6995274865987, 315.76261246597744, 131.7822153951227, 113.14230999821288, 240.42125588127942, 308.27894107777144, 341.9277254698511, 379.5685016130423, 224.13154071115213, 169.9970051804528, 253.24634202914035, 424.93797177478245, 574.0841384280162, 17.75484997132321, 62.99071796659655, 60.305850014038924)","(115.43694342488726, 553.0838820949209, 503.2210326285035, 450.6287774717415, 416.1855442175089, 372.9722585648049, 417.1553102688308, 426.4900801484172, 123.97815943009655, 64.80230348966688, 68.15848566374018, 48.97000135007556, 165.22216832881082, 297.1584856637402, 179.26442354849542, 57.97393890977855)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [5], [5], [10], [10], [10], [11], [13])","([0], [1], [1], [1], [1], [1], [1], [9], [9], [4], [4], [0], [14], [14], [11], [13])",621.604,"(314.30044565002976, 315.73633787038693, 131.69771892509914, 112.94038526473304, 240.80260028991836, 379.27226251255826, 223.79455956666504, 308.08758228157257, 342.0635091079347, 170.36273548900397, 253.15443944010053, 573.6344751302174, 17.633441043228117, 63.19949947751934, 425.0897617748524, 60.327856437750256)","(114.84393284476687, 553.1251704313177, 503.15928075606394, 450.60736791270494, 416.29145469843763, 426.8262551347973, 123.66379082015419, 373.05690933745166, 417.2241142414249, 64.62072313605779, 68.15848566374018, 165.52448599564963, 298.0088008188438, 179.1346017326798, 49.06314834771263, 58.15585476411536)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [5], [5], [10], [10], [10], [11], [13])","([0], [1], [1], [1], [1], [1], [1], [10], [10], [4], [4], [0], [14], [14], [11], [13])",622.404,"(314.2219463635793, 316.1821622760955, 131.61194677345628, 112.6300305725718, 241.03317900217525, 379.04769866101503, 223.44717716581522, 307.6018790606721, 342.26885874227366, 170.45160808720675, 252.97454703146786, 573.2343685028038, 17.489996392802595, 63.35491426434896, 425.1584856637402, 60.53302084425604)","(114.91794971919421, 553.677919186611, 503.1368856990305, 450.5970406939525, 416.3300654210759, 427.0370064685694, 123.34419685357781, 373.33222420556433, 417.3538329426043, 64.52819835095454, 68.34522061740427, 165.817876300438, 297.9931659035477, 179.01151258450187, 49.14885682643023, 58.85374312514671)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [3], [3], [8], [8], [8], [9], [11])","([0], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [11], [11], [4], [4], [0], [16], [16], [13], [15])",623.204,"(313.75949828733025, 316.33971320799174, 302.1856858811669, 301.5414170759093, 300.9797403735005, 298.2281320567809, 131.53572240548885, 112.48760194026823, 241.51648551173673, 378.7041618725163, 222.83954750121694, 306.2650352050711, 342.9674765205983, 170.81109474081666, 252.72544970605156, 572.7368981840473, 17.317700208292763, 63.36257087540298, 425.1584856637402, 60.53032853262653)","(114.38045138808721, 553.9510395304521, 526.4664633238507, 526.1271993647181, 525.826203171424, 524.0197169036765, 502.91016438466545, 450.5303567310989, 416.4185676931006, 427.4575281518761, 122.80102565069487, 374.114112563367, 417.88512392414316, 64.31513066476293, 68.62965762426813, 166.204099317969, 298.1211605718691, 178.94417067886474, 49.21785617534397, 58.99600673368127)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [3], [3], [4], [4], [9], [9], [9], [10], [12])","([1], [2], [2], [2], [2], [2], [2], [13], [13], [6], [6], [2], [2], [1], [17], [17], [14], [16])",624.004,"(313.6832369038754, 316.62443590710564, 302.5795691985031, 295.9721021676028, 241.8947729130441, 378.29748169392633, 222.68257808657262, 305.97253812405256, 343.11111644193215, 170.97906863359708, 252.6307651593646, 112.14972675821966, 131.44652961043204, 572.4156142122804, 17.171439793685522, 63.740378058795955, 425.29497752663076, 60.645877044632925)","(114.45671414593778, 554.3561559701562, 526.5356026038424, 522.2669137044948, 416.47399654100013, 427.9171897107225, 122.71141768356034, 374.2231200566642, 417.921624003018, 64.17468811015101, 68.59310970063632, 450.48478867007407, 502.87254173264614, 166.49502306010652, 298.11399927986486, 178.7318942211669, 49.313620866847714, 59.583292570307435)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [3], [3], [4], [4], [7], [7], [7], [8], [10])","([1], [2], [2], [2], [2], [2], [2], [13], [13], [9], [9], [2], [2], [1], [19], [19], [16], [18])",624.804,"(313.26470713924266, 316.898250614536, 303.6856895202761, 294.7159676165435, 242.556820818593, 378.2250215114135, 221.8440875582861, 305.06512520850265, 343.1880392214747, 170.98523472602085, 252.54164070468164, 111.9963585637835, 131.34527178034278, 571.9194437024754, 17.02824892509659, 63.9379537785378, 425.56063153871503, 60.67315941603965)","(114.10586948765075, 554.7708717435308, 526.8256561747608, 521.2059150000085, 416.55736576808306, 427.88524196726996, 122.03621418538833, 374.64969440563414, 417.91184429063924, 64.11548060320672, 68.55870795423243, 450.40019926795276, 502.72957570593553, 166.94078886138533, 298.10698828085293, 178.58103183244464, 49.453375873371556, 59.8857607688459)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [2], [2], [3], [3], [6], [6], [6], [7], [8])","([1], [2], [2], [2], [2], [2], [2], [13], [13], [9], [9], [2], [2], [1], [20], [20], [15], [19])",625.604,"(313.0663976968466, 317.08617506468664, 304.79303652432515, 293.21385392350345, 243.38001977517138, 377.9590797076852, 221.0612744505612, 304.3230502694562, 343.9529686858205, 171.5518169110162, 252.45539747611974, 111.85994045308425, 131.28070819229137, 571.8304416305405, 16.895913677437193, 64.22188367462547, 425.82311506746976, 60.69177103028244)","(114.05578205642797, 555.1018036512601, 526.9358335072618, 519.9331612678499, 416.63026554126407, 428.12714792499094, 121.40806980721428, 374.9957552949785, 418.29549456394705, 63.70331686695681, 68.52968932605268, 450.30384379713826, 502.82984079913876, 167.0789827044536, 298.0968018780981, 178.35334659802953, 49.60773852809166, 60.18508261236934)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [2], [2], [3], [3], [6], [6], [6], [7], [8])","([1], [2], [2], [2], [2], [2], [2], [16], [16], [10], [10], [2], [2], [1], [28], [28], [22], [26])",626.404,"(312.8522779558301, 317.1808213430972, 304.66871055257445, 291.9776258521132, 243.5939797330998, 377.5876606267738, 220.8414622917955, 303.1985871664301, 344.1388393112046, 171.52002754215164, 252.12795100401638, 111.84112468592255, 131.20696856344685, 571.6606482035957, 16.69181061000313, 64.23897101407363, 425.84626062646635, 60.770284353927764)","(113.9832648202781, 555.307437318221, 526.8013851817245, 518.8698999318209, 416.6100549451297, 428.5220705231404, 121.26000259253638, 375.4399180404107, 418.3260264690276, 63.66012417133334, 68.77926887567207, 450.21254619607487, 502.8273990804282, 167.2911930507018, 298.1853850393729, 178.2809546054615, 49.681595292486804, 60.905207917353096)"
"([0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [2], [2], [3], [3], [7], [7], [7], [8], [9])","([1], [1], [1], [10], [10], [10], [10], [10], [10], [13], [13], [8], [8], [1], [1], [10], [21], [21], [16], [20])",627.204,"(145.37142038006064, 147.03830020620111, 219.89870904022814, 312.47866959813075, 317.6656687613264, 305.5615829636743, 290.7711210845793, 244.3733299265727, 377.2341834445463, 302.6431223143788, 344.1576852892276, 171.94597289777295, 252.03758385603328, 111.84151433625982, 131.14084544018698, 570.9221301763118, 16.722452310422113, 64.74275463766185, 426.18311515614823, 60.764157389036995)","(84.34847332596814, 84.9699784675471, 120.48524101333126, 113.79669896109382, 556.1222851659901, 526.7014941169056, 517.8240787089436, 416.62356225443375, 428.83447793913524, 375.61978409130074, 418.2792830885703, 63.28851255049619, 68.75021366097292, 450.13144397683675, 502.8381238503721, 168.08571439430648, 297.97208533932104, 177.87299581929057, 49.910480254813024, 61.21582665667984)"
