time,volume,area,avg_Fs,avg_Fp,my_Q
0.0001, 26.000030211696412, 42.99568528737106, 0.02482876168485476, 20336.018176055146, -160.64569798896605
0.0002, 26.000090513727343, 42.99585999979547, 117.9242762679485, 20336.198085243785, -160.6463276168497
0.00030000000000000003, 26.000150477417122, 42.996036929104704, 349.9434387304082, 20336.558794649725, -160.64696422833262
0.0004, 26.00020999142518, 42.99621579443216, 570.3430709135338, 20336.919924806713, -160.64760676608188
0.0005, 26.00026904360701, 42.99639656452018, 775.9073585151151, 20337.281024892178, -160.6482551953755
0.0006000000000000001, 26.000327625060027, 42.996579213333824, 967.8530643839108, 20337.642120054374, -160.648909497006
0.0007000000000000001, 26.00038572700396, 42.99676371529249, 1147.3476310365947, 20338.003237923687, -160.6495696453631
0.0008000000000000001, 26.000443341094414, 42.99695004536231, 1315.5978465730323, 20338.364401917483, -160.65023562076908
0.0009000000000000002, 26.00050045963176, 42.997138180093785, 1473.5177058667177, 20338.7256289963, -160.65090740423614
0.0010000000000000002, 26.00055707536535, 42.99732809692861, 1622.0547816193875, 20339.08693714412, -160.65158496077458
0.0011000000000000003, 26.000613181189635, 42.99751977369816, 1762.0296014936064, 20339.44833182895, -160.65226825630077
0.0012000000000000003, 26.000668769705648, 42.997713188659716, 1894.1152865210722, 20339.809812525335, -160.65295727142177
0.0013000000000000004, 26.00072383473966, 42.99790832130124, 2019.1277093792899, 20340.171379629435, -160.65365196142753
0.0014000000000000004, 26.00077837043287, 42.99810515156276, 2137.5020049905115, 20340.53303922668, -160.65435227594065
0.0015000000000000005, 26.000832370279973, 42.998303659413025, 2249.8297983445923, 20340.894794030213, -160.65505818271146
0.0016000000000000005, 26.000885828277863, 42.99850382552215, 2356.5873262399614, 20341.256634648755, -160.65576963996983
0.0017000000000000006, 26.000938738493364, 42.998705630505356, 2458.2071278876874, 20341.618557070156, -160.65648660264554
0.0018000000000000006, 26.000991095432347, 42.99890905623462, 2555.1120399552938, 20341.980557123454, -160.65720902380735
0.0019000000000000006, 26.00104289370271, 42.999114084753344, 2647.642304433358, 20342.342627727478, -160.65793685523985
0.0020000000000000005, 26.001094127786175, 42.99932069810283, 2736.07043824096, 20342.704761533714, -160.65867003753112
0.0021000000000000003, 26.001144792815612, 42.99952887901778, 2820.8402815567406, 20343.066950661218, -160.65940852644076
0.0022, 26.00119488386565, 42.99973861018147, 2902.0775078210218, 20343.429187902108, -160.66015228376256
0.0023, 26.001244395622145, 42.99994987467155, 2980.0362111158393, 20343.79146823911, -160.66090124405886
0.0024, 26.001293323405847, 43.00016265614849, 3055.0650520109034, 20344.153783038244, -160.66165536182962
0.0024999999999999996, 26.001341662545887, 43.00037693807771, 3127.21650067633, 20344.51612629137, -160.662414588334
0.0025999999999999994, 26.00138940789832, 43.00059270379841, 3196.824943427164, 20344.878489937502, -160.6631788664276
0.0026999999999999993, 26.001436555310324, 43.00080993857413, 3263.901264657288, 20345.240867590448, -160.66394814609464
0.002799999999999999, 26.00148310063647, 43.00102862741285, 3328.767993857785, 20345.603252892983, -160.6647223748854
0.002899999999999999, 26.00152903954733, 43.00124875466442, 3391.460215052198, 20345.96563393611, -160.6655014992705
