n,s1,s2,t,x,y
48,"(3,)","(15,)",4.002,107.59190509383893,211.8816045323561
48,"(3,)","(15,)",4.002,83.12421773897489,163.06342433619602
48,"(3,)","(22,)",4.002,195.613427564042,84.58005236837397
48,"(3,)","(23,)",4.002,223.41737111140475,165.8692636807212
48,"(3,)","(23,)",4.002,249.90833267506463,149.770700472691
48,"(4,)","(14,)",4.002,71.65057171355045,37.05226842890795
48,"(11,)","(17,)",4.002,125.59073698226211,474.58375581119583
48,"(11,)","(17,)",4.002,158.80620538695496,452.9617720636011
48,"(12,)","(2,)",4.002,261.76650981036795,225.19370060344164
48,"(12,)","(2,)",4.002,271.0130614855145,269.31636647648304
48,"(12,)","(2,)",4.002,270.90702509037334,269.26905875912064
48,"(12,)","(2,)",4.002,270.0554388446306,268.881627434561
48,"(12,)","(2,)",4.002,181.38934853352612,320.34450947078585
48,"(12,)","(2,)",4.002,127.98931964226429,354.43670987231087
48,"(12,)","(2,)",4.002,126.7354066463308,360.03649717307815
48,"(12,)","(2,)",4.002,241.65454539531368,350.13765339223306
48,"(12,)","(2,)",4.002,367.99382054091814,279.79125492690025
48,"(12,)","(2,)",4.002,411.8415143362598,254.7085083329403
48,"(12,)","(26,)",4.002,401.13514143206396,193.06617100770143
48,"(12,)","(26,)",4.002,420.81622276545977,316.03149635947887
48,"(12,)","(26,)",4.002,375.6771024771842,507.67314396760264
48,"(12,)","(26,)",4.002,437.85593343661174,467.8416122340591
48,"(12,)","(27,)",4.002,332.0524259440406,398.2632076468462
48,"(12,)","(27,)",4.002,305.43272477197416,403.7187301728324
48,"(12,)","(27,)",4.002,298.77228194192173,446.6320431094641
48,"(12,)","(27,)",4.002,334.1584856637402,409.48438357541636
48,"(12,)","(27,)",4.002,381.40328799027526,419.55200578134554
48,"(12,)","(27,)",4.002,399.9120784851643,437.352000544381
48,"(13,)","(17,)",4.002,195.2298661671656,470.0141223186837
48,"(13,)","(17,)",4.002,181.23675384453395,509.1192021440129
48,"(13,)","(17,)",4.002,186.54114991266476,596.4601647306821
48,"(17,)","(26,)",4.002,469.23573444206943,507.0021067770151
48,"(17,)","(26,)",4.002,462.2714015869925,531.9808848194407
48,"(19,)","(41,)",4.002,474.83715042606264,23.056097285358646
48,"(19,)","(41,)",4.002,476.17229456947405,49.72138843480229
48,"(20,)","(38,)",4.002,554.0278033319152,529.807710297467
48,"(20,)","(38,)",4.002,533.0421366833643,583.8415143362598
48,"(20,)","(38,)",4.002,536.6508581083664,11.742926560786259
48,"(20,)","(38,)",4.002,578.5430324761119,14.593294129044693
48,"(20,)","(38,)",4.002,20.15848566374018,8.85085140112119
48,"(20,)","(38,)",4.002,5.204662490986607,554.017690905893
48,"(21,)","(45,)",4.002,49.67644992874364,82.15381740659473
48,"(21,)","(45,)",4.002,506.4676759824082,110.52524088292881
48,"(21,)","(45,)",4.002,567.5576405791386,165.70623090153777
48,"(24,)","(38,)",4.002,27.79937464888644,331.9294697736764
48,"(24,)","(38,)",4.002,54.956423279457454,438.64589599479837
48,"(26,)","(38,)",4.002,41.514775257205656,313.8999068283778
48,"(26,)","(38,)",4.002,50.17716959027803,310.8415143362598
46,"(3,)","(16,)",4.022,107.57533834773147,211.86243424602668
46,"(3,)","(16,)",4.022,83.10577608535016,162.9423941150415
46,"(3,)","(27,)",4.022,195.60603907228875,84.5768696659579
46,"(3,)","(30,)",4.022,223.42855621179194,165.866704880055
46,"(3,)","(30,)",4.022,249.9665589277655,149.77139868090813
46,"(4,)","(13,)",4.022,71.64030105125639,37.055577882737566
46,"(11,)","(23,)",4.022,125.5944756491973,474.58550646649553
46,"(11,)","(23,)",4.022,158.8119963530405,452.96766268600345
46,"(12,)","(2,)",4.022,261.76372774001914,225.18709383750854
46,"(12,)","(2,)",4.022,270.00253876201106,268.84245711408454
46,"(12,)","(2,)",4.022,181.38698053380932,320.3385381909037
46,"(12,)","(2,)",4.022,127.98792527449518,354.4250953000436
46,"(12,)","(2,)",4.022,127.01756049241533,358.7772560757259
46,"(12,)","(2,)",4.022,241.66034660680327,350.1379374347033
46,"(12,)","(2,)",4.022,367.9967882669632,279.8028156402955
46,"(12,)","(2,)",4.022,411.8415143362598,254.78412005754126
46,"(12,)","(32,)",4.022,401.12553050187665,193.063972327876
46,"(12,)","(32,)",4.022,420.7988771458811,316.0189797415672
46,"(12,)","(32,)",4.022,375.6566984427794,507.6607513034045
46,"(12,)","(32,)",4.022,437.86772210495235,467.8416135823936
46,"(12,)","(35,)",4.022,332.0141635981943,398.21828578513754
46,"(12,)","(35,)",4.022,305.45230777188976,403.6988101704864
46,"(12,)","(35,)",4.022,298.7882208105931,446.6479819781355
46,"(12,)","(35,)",4.022,334.1584856637402,409.5726701716652
46,"(12,)","(35,)",4.022,381.049408406253,419.34761034207065
46,"(12,)","(35,)",4.022,399.901233069518,437.3565577321863
46,"(13,)","(23,)",4.022,195.18842195052179,470.08027946176674
46,"(13,)","(23,)",4.022,181.24002878460664,509.1048866352048
46,"(13,)","(23,)",4.022,186.5516221931777,596.4771240546687
46,"(17,)","(32,)",4.022,469.22693570865795,507.0033440222944
46,"(17,)","(32,)",4.022,462.01532254199446,532.3391414981411
46,"(19,)","(47,)",4.022,474.84438400908743,23.0439748897752
46,"(19,)","(47,)",4.022,476.1771063325633,49.7363414153308
46,"(20,)","(44,)",4.022,554.0267004035065,529.7920516833635
46,"(20,)","(44,)",4.022,533.0369589054436,583.8415143362598
46,"(20,)","(44,)",4.022,536.6439508300701,11.733329945846549
46,"(20,)","(44,)",4.022,578.1345028928692,14.561559581019083
46,"(20,)","(44,)",4.022,20.15848566374018,8.859177886141197
46,"(20,)","(44,)",4.022,5.226011987849461,554.0023831699095
46,"(21,)","(52,)",4.022,49.67474396551779,82.14402410962748
46,"(21,)","(52,)",4.022,506.4584387150435,110.53825146350036
46,"(21,)","(52,)",4.022,567.5319220024376,165.4445860634521
46,"(24,)","(44,)",4.022,27.810835338844186,331.92635091843016
46,"(24,)","(44,)",4.022,54.966348930109234,438.6694449063217
46,"(26,)","(44,)",4.022,41.49747115345292,313.9172109321306
46,"(26,)","(44,)",4.022,50.186071659746176,310.8415143362598
46,"(3,)","(16,)",4.042,107.55884162144804,211.84334498345817
46,"(3,)","(16,)",4.042,83.11167437369437,162.94647221485496
46,"(3,)","(26,)",4.042,195.5985899014654,84.57366082513241
46,"(3,)","(27,)",4.042,223.4397099516964,165.864153253685
46,"(3,)","(27,)",4.042,249.9597894890158,149.7750152600931
46,"(4,)","(13,)",4.042,71.62980673906276,37.05895940193125
46,"(11,)","(21,)",4.042,125.59831196994662,474.5870406890947
46,"(11,)","(21,)",4.042,158.81787878879845,452.9736463521733
46,"(12,)","(2,)",4.042,261.76093571894995,225.1804634409438
46,"(12,)","(2,)",4.042,269.3807801202057,268.5262491702007
46,"(12,)","(2,)",4.042,181.3846805429228,320.33273840587333
46,"(12,)","(2,)",4.042,127.98613912030459,354.413825830212
46,"(12,)","(2,)",4.042,127.01326134951253,358.7823037395354
46,"(12,)","(2,)",4.042,241.66626903315853,350.13822741216995
46,"(12,)","(2,)",4.042,368.0003659314313,279.81330851456147
46,"(12,)","(2,)",4.042,411.8415143362598,254.86040587439703
46,"(12,)","(31,)",4.042,401.2521140706393,192.94348165809242
46,"(12,)","(31,)",4.042,420.78159936946076,316.0065120793521
46,"(12,)","(31,)",4.042,375.63616870371663,507.6482822907949
46,"(12,)","(31,)",4.042,437.87955864043033,467.8416149362032
46,"(12,)","(32,)",4.042,331.97380881409487,398.1679500738023
46,"(12,)","(32,)",4.042,305.4713567108992,403.679433419662
46,"(12,)","(32,)",4.042,298.8035254777435,446.66350337723634
46,"(12,)","(32,)",4.042,334.1584856637402,409.6614593606712
46,"(12,)","(32,)",4.042,381.05156935613695,419.35455939601115
46,"(12,)","(32,)",4.042,399.8901698682132,437.3612064324035
46,"(13,)","(21,)",4.042,195.17515529582778,470.07711999442495
46,"(13,)","(21,)",4.042,181.2432745122453,509.09069882059805
46,"(13,)","(21,)",4.042,186.56179927373347,596.4938583589213
46,"(17,)","(31,)",4.042,469.21818158249596,507.0045749950675
46,"(17,)","(31,)",4.042,462.0166627959534,532.3215549377796
46,"(19,)","(43,)",4.042,474.8516469805843,23.03180324353923
46,"(19,)","(43,)",4.042,476.18193015266297,49.751331864088
46,"(20,)","(40,)",4.042,554.0256098303776,529.7765684809696
46,"(20,)","(40,)",4.042,533.0318317667677,583.8415143362598
46,"(20,)","(40,)",4.042,536.6370827573649,11.723787801125582
46,"(20,)","(40,)",4.042,578.1316494717682,14.567020030968138
46,"(20,)","(40,)",4.042,20.15848566374018,8.867409131035629
46,"(20,)","(40,)",4.042,5.240181740040725,553.9964394975683
46,"(21,)","(44,)",4.042,49.67305853053699,82.13434865763875
46,"(21,)","(44,)",4.042,506.44912964796686,110.55136317310723
46,"(21,)","(44,)",4.042,567.522679276791,165.42936827903776
46,"(24,)","(40,)",4.042,27.822197610834678,331.9232588461606
46,"(24,)","(40,)",4.042,54.97595080755684,438.6922256559574
46,"(26,)","(40,)",4.042,42.12957281760691,314.01038797618344
46,"(26,)","(40,)",4.042,50.195143209100706,310.8415143362598
46,"(3,)","(20,)",4.062,107.54241536383898,211.8243372640398
46,"(3,)","(20,)",4.062,83.08129802621744,162.71845040375422
46,"(3,)","(29,)",4.062,195.59108009849848,84.57042586611166
46,"(3,)","(30,)",4.062,223.45083294070503,165.86160866215698
46,"(3,)","(30,)",4.062,250.14492202512548,149.77982907698907
46,"(4,)","(15,)",4.062,71.61908968493748,37.06241269392001
46,"(11,)","(24,)",4.062,125.60207554882959,474.5885458207438
46,"(11,)","(24,)",4.062,158.8238508839305,452.9797212206589
46,"(12,)","(2,)",4.062,261.75864486754426,225.1729947531138
46,"(12,)","(2,)",4.062,269.35318850629403,268.49940595780674
46,"(12,)","(2,)",4.062,181.38244800980647,320.32710872611034
46,"(12,)","(2,)",4.062,127.90471670096667,354.7739020714465
46,"(12,)","(2,)",4.062,127.00857602005101,358.78772282213987
46,"(12,)","(2,)",4.062,241.67231102569622,350.13852324390933
46,"(12,)","(2,)",4.062,368.00590738435903,279.82126522533144
46,"(12,)","(2,)",4.062,411.8415143362598,254.93734796782985
46,"(12,)","(34,)",4.062,401.2422308765289,192.94079209473153
46,"(12,)","(34,)",4.062,420.7668916110563,315.9980766699703
46,"(12,)","(34,)",4.062,375.61551494899567,507.63573795561047
46,"(12,)","(34,)",4.062,437.8914432378791,467.84161629550977
46,"(12,)","(35,)",4.062,331.7328605161522,398.10586713594546
46,"(12,)","(35,)",4.062,305.46730084273105,403.6728261712694
46,"(12,)","(35,)",4.062,298.81896356321613,446.6789462799154
46,"(12,)","(35,)",4.062,334.1584856637402,409.74545976428817
46,"(12,)","(35,)",4.062,381.05369767494744,419.36138834493454
46,"(12,)","(35,)",4.062,399.8788928228416,437.3659449887966
46,"(13,)","(24,)",4.062,195.16181624543714,470.0739432859741
46,"(13,)","(24,)",4.062,181.24649111778234,509.0766383053292
46,"(13,)","(24,)",4.062,186.57197537909315,596.5105910596465
46,"(17,)","(34,)",4.062,469.209472139597,507.0057996846459
46,"(17,)","(34,)",4.062,462.0179909758399,532.3041268111252
46,"(19,)","(49,)",4.062,474.8589393642919,23.019582306868074
46,"(19,)","(49,)",4.062,476.1867657302323,49.76635885022506
46,"(20,)","(46,)",4.062,554.0245313717946,529.7612572725151
46,"(20,)","(46,)",4.062,533.0267557048253,583.8415143362598
46,"(20,)","(46,)",4.062,536.6302533001839,11.714299306815406
46,"(20,)","(46,)",4.062,578.133989907105,14.572866899711585
46,"(20,)","(46,)",4.062,20.15848566374018,8.87554523367362
46,"(20,)","(46,)",4.062,5.253061531550202,553.9922113371653
46,"(21,)","(51,)",4.062,49.671393451108884,82.12479005926579
46,"(21,)","(51,)",4.062,506.4397499283184,110.56457439601638
46,"(21,)","(51,)",4.062,567.5133908194869,165.41407519924707
46,"(24,)","(46,)",4.062,27.833461483633982,331.92019355175836
46,"(24,)","(46,)",4.062,54.79393834387429,438.63647306318853
46,"(26,)","(46,)",4.062,42.1197261277415,314.0222470471088
46,"(26,)","(46,)",4.062,50.20429825088627,310.84160534503076
46,"(3,)","(13,)",4.082,107.52606002357231,211.80541160694975
46,"(3,)","(13,)",4.082,83.0871746028435,162.72092732701083
46,"(3,)","(22,)",4.082,195.58350973572732,84.56716482005695
46,"(3,)","(25,)",4.082,223.46192577219006,165.85907096972585
46,"(3,)","(25,)",4.082,250.19086986833258,149.78422283496957
46,"(4,)","(12,)",4.082,71.60815080813637,37.06593746249723
46,"(11,)","(17,)",4.082,125.39376703731091,474.82572796997
46,"(11,)","(17,)",4.082,158.70866821254072,453.03767717377525
46,"(12,)","(2,)",4.082,261.7558208422127,225.16634625704148
46,"(12,)","(2,)",4.082,269.3253399939624,268.4723128151669
46,"(12,)","(2,)",4.082,181.38028238674002,320.32164777045324
46,"(12,)","(2,)",4.082,127.89466221767316,354.80084168129457
46,"(12,)","(2,)",4.082,127.22574119561261,357.83035809130996
46,"(12,)","(2,)",4.082,241.67847096006392,350.13882485038886
46,"(12,)","(2,)",4.082,368.01144978135096,279.8292232916388
46,"(12,)","(2,)",4.082,411.8415143362598,255.01849011620163
46,"(12,)","(27,)",4.082,401.23251929984417,192.93814923448457
46,"(12,)","(27,)",4.082,420.7549496434601,315.9940352751825
46,"(12,)","(27,)",4.082,375.59473889485827,507.62311934023376
46,"(12,)","(27,)",4.082,437.9033761003104,467.8416176603365
46,"(12,)","(28,)",4.082,331.7149339882864,398.05768330746207
46,"(12,)","(28,)",4.082,305.48602202487376,403.6540742620224
46,"(12,)","(28,)",4.082,298.83415681564486,446.6941442731544
46,"(12,)","(28,)",4.082,334.1584856637402,409.8288377397076
46,"(12,)","(28,)",4.082,381.0557879760605,419.36809530982396
46,"(12,)","(28,)",4.082,399.8674058599813,437.3707717514376
46,"(13,)","(17,)",4.082,195.14840690940548,470.0707498389262
46,"(13,)","(17,)",4.082,181.2496786881697,509.0627047093112
46,"(13,)","(17,)",4.082,186.58215079772197,596.5273226311712
46,"(17,)","(27,)",4.082,469.2008074609398,507.00701807964253
46,"(17,)","(27,)",4.082,462.01930714986804,532.2868562230872
46,"(19,)","(42,)",4.082,474.86924095472637,23.00928830436328
46,"(19,)","(42,)",4.082,476.1916127723009,49.78142146331072
46,"(20,)","(39,)",4.082,554.0234647891075,529.7461146698079
46,"(20,)","(39,)",4.082,533.0217311426919,583.8415143362598
46,"(20,)","(39,)",4.082,536.6234618814643,11.704863661174613
46,"(20,)","(39,)",4.082,578.13629775658,14.578632362550024
46,"(20,)","(39,)",4.082,20.15848566374018,8.883586293495796
46,"(20,)","(39,)",4.082,5.265971264726318,553.9879733475526
46,"(21,)","(44,)",4.082,49.43353811176519,82.43877036679132
46,"(21,)","(44,)",4.082,506.4303006937736,110.57788352982516
46,"(21,)","(44,)",4.082,567.504057193066,165.39870775028163
46,"(24,)","(39,)",4.082,27.84462698163418,331.91715502858534
46,"(24,)","(39,)",4.082,54.78895089806019,438.6535616926011
46,"(26,)","(39,)",4.082,42.10760521796294,314.03436795688737
46,"(26,)","(39,)",4.082,50.2136964647691,310.84160427010556
44,"(3,)","(18,)",4.102,107.5097760490396,211.7865685310465
44,"(3,)","(18,)",4.102,83.09288067404538,162.72333238379184
44,"(3,)","(27,)",4.102,195.57587891015305,84.56387772875303
44,"(3,)","(28,)",4.102,223.47298902364224,165.85654004427982
44,"(3,)","(28,)",4.102,250.18521406872196,149.78732028254618
44,"(4,)","(13,)",4.102,71.59699103866427,37.06953340799339
44,"(11,)","(24,)",4.102,125.39861213485585,474.8268412389933
44,"(11,)","(24,)",4.102,158.71145808964002,453.0448248780283
44,"(12,)","(2,)",4.102,261.7529879648182,225.15967692089208
44,"(12,)","(2,)",4.102,269.2972437904959,268.4449786998255
44,"(12,)","(2,)",4.102,181.37818312933047,320.3163541661306
44,"(12,)","(2,)",4.102,241.68474914833484,350.13912896178
44,"(12,)","(2,)",4.102,368.0169930333734,279.8371825856439
44,"(12,)","(2,)",4.102,411.8415143362598,255.11515484700203
44,"(12,)","(29,)",4.102,401.22300267993455,192.93552841003793
44,"(12,)","(29,)",4.102,420.7430018855405,315.9899918251588
44,"(12,)","(29,)",4.102,375.5738422844009,507.61042750335776
44,"(12,)","(29,)",4.102,437.9186204879835,467.84512271791175
44,"(12,)","(30,)",4.102,331.6964042542746,398.0078899385952
44,"(12,)","(30,)",4.102,305.4954813034178,403.64054808377745
44,"(12,)","(30,)",4.102,298.84910647678316,446.7090985990942
44,"(12,)","(30,)",4.102,334.1584856637402,409.9113724906189
44,"(12,)","(30,)",4.102,381.05784075696783,419.3746818869371
44,"(12,)","(30,)",4.102,399.78747412631515,437.25653832595003
44,"(13,)","(24,)",4.102,195.13492934827423,470.0675401440012
44,"(13,)","(24,)",4.102,181.25283730709504,509.04889766672613
44,"(13,)","(24,)",4.102,186.59232580022183,596.5440535184498
44,"(17,)","(29,)",4.102,469.1921876322193,507.00823016800723
44,"(17,)","(29,)",4.102,462.0205763502961,532.2697921663647
44,"(21,)","(45,)",4.102,474.87662740460223,22.99747705089021
44,"(21,)","(45,)",4.102,476.19647099216,49.79651881237123
44,"(22,)","(41,)",4.102,554.0224098457136,529.73113731373
44,"(22,)","(41,)",4.102,533.0167562613926,583.8415143362598
44,"(22,)","(41,)",4.102,536.6167079369802,11.695480080296761
44,"(22,)","(41,)",4.102,578.1385731513415,14.5843167471171
44,"(22,)","(41,)",4.102,20.15848566374018,8.891532411461299
44,"(22,)","(41,)",4.102,5.278910470710116,553.9837256826471
44,"(23,)","(46,)",4.102,49.430040976209966,82.42971840369515
44,"(23,)","(46,)",4.102,506.4207830726763,110.59128898527507
44,"(23,)","(46,)",4.102,567.4946789590862,165.38326685672376
44,"(26,)","(41,)",4.102,27.855694134689884,331.91414326851714
44,"(26,)","(41,)",4.102,54.755999263526405,438.6592781989008
44,"(28,)","(41,)",4.102,42.09517457055165,314.04679860429866
44,"(28,)","(41,)",4.102,50.22325174468608,310.84160317721586
44,"(3,)","(13,)",4.122,107.4935638882634,211.76780855476136
44,"(3,)","(13,)",4.122,83.09841794599953,162.725666293235
44,"(3,)","(22,)",4.122,195.56818774269573,84.56056464428784
44,"(3,)","(23,)",4.122,223.484023256996,165.85401575726587
44,"(3,)","(23,)",4.122,250.17975942945958,149.79032177025883
44,"(4,)","(12,)",4.122,71.58557026522558,37.07350213943448
44,"(10,)","(17,)",4.122,125.4033713221911,474.8279347682337
44,"(10,)","(17,)",4.122,158.7142808065434,453.0520567183197
44,"(12,)","(2,)",4.122,261.7501466330753,225.15298768098978
44,"(12,)","(2,)",4.122,269.26890923439805,268.4174126969865
44,"(12,)","(2,)",4.122,181.15474081779416,320.5328620229034
44,"(12,)","(2,)",4.122,241.74939420303696,350.0415182580433
44,"(12,)","(2,)",4.122,368.0225370424189,279.84514296662286
44,"(12,)","(2,)",4.122,411.8415143362598,255.21224063274877
44,"(12,)","(26,)",4.122,401.2136267977892,192.93297820818287
44,"(12,)","(26,)",4.122,420.7310494977811,315.9859468805194
44,"(12,)","(26,)",4.122,375.55282688718296,507.59766351974815
44,"(12,)","(26,)",4.122,437.930664806786,467.84516852891295
44,"(12,)","(27,)",4.122,331.65953010361363,397.9606882856979
44,"(12,)","(27,)",4.122,305.5128358108363,403.6230073275134
44,"(12,)","(27,)",4.122,298.8638137754251,446.72381048691227
44,"(12,)","(27,)",4.122,334.1584856637402,409.99283914715147
44,"(12,)","(27,)",4.122,381.0598565125739,419.3811496642305
44,"(12,)","(27,)",4.122,399.77733400307227,437.26258919360725
44,"(13,)","(17,)",4.122,195.12138557471405,470.0643146805188
44,"(13,)","(17,)",4.122,181.25596705509503,509.03521682553026
44,"(13,)","(17,)",4.122,186.60250063957346,596.5607841374616
44,"(17,)","(26,)",4.122,469.18361274360393,507.00943593706097
44,"(17,)","(26,)",4.122,462.02186779141925,532.252835153407
44,"(21,)","(39,)",4.122,475.0241820130967,23.090694829066592
44,"(21,)","(39,)",4.122,476.20134013502786,49.811650002155375
44,"(22,)","(36,)",4.122,554.0213663070247,529.7163218737569
44,"(22,)","(36,)",4.122,533.011781033389,583.8415143362598
44,"(22,)","(36,)",4.122,536.6099909151718,11.68614779787356
44,"(22,)","(36,)",4.122,578.1408162213534,14.589920378089232
44,"(22,)","(36,)",4.122,20.15848566374018,8.899383690020386
44,"(22,)","(36,)",4.122,5.291878659644794,553.9794685032577
44,"(23,)","(40,)",4.122,49.42658153674654,82.4207640129192
44,"(23,)","(40,)",4.122,506.4816580480019,110.64045722628128
44,"(23,)","(40,)",4.122,567.4852566781475,165.36775344157996
44,"(26,)","(36,)",4.122,27.834434230633292,331.83859236900145
44,"(26,)","(36,)",4.122,54.759695418199044,438.67908952050914
44,"(28,)","(36,)",4.122,42.08243935989378,314.0595338149565
44,"(28,)","(36,)",4.122,50.23289802384784,310.841602073918
44,"(3,)","(21,)",4.142,107.47742398880627,211.74913219599335
44,"(3,)","(21,)",4.142,83.10378810471715,162.72792976597867
44,"(3,)","(30,)",4.142,195.5604363774607,84.55722562873706
44,"(3,)","(31,)",4.142,223.49502901894772,165.8514979836171
44,"(3,)","(31,)",4.142,250.1848198195167,149.79350448910228
44,"(4,)","(16,)",4.142,71.57397407276406,37.07723299400482
44,"(9,)","(26,)",4.142,125.40804553166015,474.8290087719174
44,"(9,)","(26,)",4.142,158.71713535353433,453.05937010774187
44,"(12,)","(2,)",4.142,261.74729723801636,225.14627945792756
44,"(12,)","(2,)",4.142,269.24034578967894,268.38962401395577
44,"(12,)","(2,)",4.142,181.15326810106563,320.5263121527292
44,"(12,)","(2,)",4.142,241.75484450830788,350.04291205289167
44,"(12,)","(2,)",4.142,368.0280817017058,279.8531042812526
44,"(12,)","(2,)",4.142,411.8415143362598,255.30972351539754
44,"(12,)","(35,)",4.142,401.29147962885247,192.84688787292959
44,"(12,)","(35,)",4.142,420.7190934253315,315.9819006889017
44,"(12,)","(35,)",4.142,375.53169449883245,507.5848284800037
44,"(12,)","(35,)",4.142,437.9427577159189,467.84521452472916
44,"(12,)","(36,)",4.142,331.6190858933621,397.91384725093684
44,"(12,)","(36,)",4.142,305.5296770945328,403.6059853028964
44,"(12,)","(36,)",4.142,298.8782799269951,446.73828115241236
44,"(12,)","(36,)",4.142,334.1584856637402,410.07667321370343
44,"(12,)","(36,)",4.142,381.06183573513584,419.3875002211663
44,"(12,)","(36,)",4.142,399.7669860368756,437.26876408640464
44,"(13,)","(26,)",4.142,195.10777755511248,470.0610739167762
44,"(13,)","(26,)",4.142,181.2590680096667,509.02166184696625
44,"(13,)","(26,)",4.142,186.6126755513821,596.5775148756154
44,"(17,)","(35,)",4.142,469.1750828895025,507.0106353735282
44,"(17,)","(35,)",4.142,462.0231474298412,532.2360331134897
44,"(21,)","(45,)",4.142,475.02614665375825,23.07703796340695
44,"(21,)","(45,)",4.142,476.20644896837484,49.82752615222887
44,"(22,)","(42,)",4.142,554.0203339404328,529.7016650474881
44,"(22,)","(42,)",4.142,533.0068603331227,583.8415143362598
44,"(22,)","(42,)",4.142,536.6033102769671,11.676866064946125
44,"(22,)","(42,)",4.142,577.7175182592341,14.577608221664264
44,"(22,)","(42,)",4.142,20.15848566374018,8.907140233092832
44,"(22,)","(42,)",4.142,5.304875320895803,553.9752019770152
44,"(23,)","(46,)",4.142,49.42318454828194,82.41197126990582
44,"(23,)","(46,)",4.142,506.47345193218484,110.65385918938674
44,"(23,)","(46,)",4.142,567.4757905498908,165.35216184257416
44,"(26,)","(42,)",4.142,27.846872150581135,331.83776925629184
44,"(26,)","(42,)",4.142,54.48861545885461,438.59472501655955
44,"(28,)","(42,)",4.142,42.069404704522526,314.0725684703278
44,"(28,)","(42,)",4.142,50.24264693496934,310.8416009588816
44,"(3,)","(13,)",4.162,107.46135679768184,211.7305399720064
44,"(3,)","(13,)",4.162,83.10103934652503,162.6747314344991
44,"(3,)","(23,)",4.162,195.552624981017,84.55386075385269
44,"(3,)","(24,)",4.162,223.5060068412687,165.84898660168068
44,"(3,)","(24,)",4.162,250.1802754617413,149.79634206104683
44,"(4,)","(12,)",4.162,71.56215978444351,37.08103401677374
44,"(9,)","(20,)",4.162,125.38115870386628,474.8656762530792
44,"(9,)","(20,)",4.162,158.720020736575,453.06676249955603
44,"(10,)","(2,)",4.162,261.7444401640801,225.13955315677464
44,"(10,)","(2,)",4.162,269.2115630399648,268.36162197441104
44,"(10,)","(2,)",4.162,181.1518392246735,320.51995726133555
44,"(10,)","(2,)",4.162,241.7604040139683,350.0443337733209
44,"(10,)","(2,)",4.162,368.03362689587743,279.86106636389826
44,"(10,)","(2,)",4.162,411.8415143362598,255.40757984455195
44,"(10,)","(26,)",4.162,401.28125703648647,192.84494972113362
44,"(10,)","(26,)",4.162,420.7071346800233,315.97785359273126
44,"(10,)","(26,)",4.162,375.5104469406464,507.57192349031357
44,"(10,)","(26,)",4.162,437.95489944936264,467.8452607062503
44,"(10,)","(27,)",4.162,331.5785824943524,397.86693766587734
44,"(10,)","(27,)",4.162,305.33058947415117,403.70370445171267
44,"(10,)","(27,)",4.162,298.8925061331654,446.75251179764166
44,"(10,)","(27,)",4.162,334.1584856637402,410.16195590333217
44,"(10,)","(27,)",4.162,381.06377891420334,419.3937351285191
44,"(10,)","(27,)",4.162,399.63319596478453,437.0484214556993
44,"(11,)","(20,)",4.162,195.09410721110936,470.0578183104137
44,"(11,)","(20,)",4.162,181.26214024537597,509.0082324050893
44,"(11,)","(20,)",4.162,186.6228507541249,596.594246092156
44,"(15,)","(26,)",4.162,469.16659816833715,507.0118284635694
44,"(15,)","(26,)",4.162,461.8654335822873,532.4277379741876
44,"(19,)","(41,)",4.162,475.02813582713713,23.063210562731115
44,"(19,)","(41,)",4.162,476.2322515111589,49.82636755122883
44,"(20,)","(38,)",4.162,554.0193125152796,529.6871635601885
44,"(20,)","(38,)",4.162,533.0019944980448,583.8415143362598
44,"(20,)","(38,)",4.162,536.5966654955936,11.667634149643732
44,"(20,)","(38,)",4.162,577.72386280286,14.58397323221584
44,"(20,)","(38,)",4.162,20.15848566374018,8.914830404627764
44,"(20,)","(38,)",4.162,5.317899923277309,553.9709262782965
44,"(21,)","(42,)",4.162,49.41981550055402,82.40325084851486
44,"(21,)","(42,)",4.162,506.4651973965099,110.66734023023898
44,"(21,)","(42,)",4.162,567.466281881533,165.33650646027013
44,"(24,)","(38,)",4.162,27.85915991477225,331.83695608054205
44,"(24,)","(38,)",4.162,54.49765832517846,438.6174823997143
44,"(26,)","(38,)",4.162,42.056075668975495,314.08589750587475
44,"(26,)","(38,)",4.162,50.25254038552737,310.8415998273134
44,"(3,)","(13,)",4.182,107.44536276126718,211.71203239932777
44,"(3,)","(13,)",4.182,83.10301544582529,162.6541677977051
44,"(3,)","(24,)",4.182,195.54980799462396,84.4646685018879
44,"(3,)","(25,)",4.182,223.51695724111062,165.84648149314876
44,"(3,)","(25,)",4.182,250.17499344843856,149.79906249700014
44,"(4,)","(12,)",4.182,71.55012836608165,37.08490489700728
44,"(9,)","(18,)",4.182,125.38551548010173,474.8670376311085
44,"(9,)","(18,)",4.182,158.72293597711712,453.0742313867074
44,"(10,)","(2,)",4.182,261.8506159491766,224.96646940738412
44,"(10,)","(2,)",4.182,269.1825706824385,268.3334160125064
44,"(10,)","(2,)",4.182,181.1504537721396,320.5137954964465
44,"(10,)","(2,)",4.182,241.76607157646913,350.0457831268934
44,"(10,)","(2,)",4.182,368.03917250120253,279.86902903689963
44,"(10,)","(2,)",4.182,411.8415143362598,255.50578627781636
44,"(10,)","(30,)",4.182,401.28589174378544,192.82875152539128
44,"(10,)","(30,)",4.182,420.6951742747789,315.9738059348027
