s1,s2,t,x,y
"([2], [3])","([0], [1])",212.807,"(111.57985757095396, 126.46612307698979)","(18.22672052940638, 148.79117021137554)"
"([2], [3])","([0], [1])",213.507,"(111.35654709303371, 126.7739477375676)","(18.85621516142166, 148.3651481233105)"
"([2], [3])","([0], [1])",214.207,"(111.06193820148246, 126.86786186131889)","(19.693415361426577, 148.25077547370694)"
"([2], [3])","([0], [1])",214.907,"(110.76067281995249, 127.07685052915951)","(20.53846991653039, 147.9850615823296)"
"([2], [3])","([0], [1])",215.607,"(110.65287695882792, 127.75191790978968)","(20.86194896416658, 147.2559266104513)"
"([2], [3])","([0], [1])",216.307,"(110.38603059449099, 127.77109985036287)","(21.631265136088462, 147.25076255385216)"
"([2], [3])","([0], [1])",217.007,"(110.27597481890126, 127.88863309361957)","(21.97127519773728, 147.13557192597582)"
"([2], [3])","([0], [1])",217.707,"(110.0289475987538, 128.75497424267581)","(22.702606845319075, 146.4030933010473)"
"([2], [3])","([0], [1])",218.407,"(109.73688230515941, 128.7871422792727)","(23.561168377003384, 146.38704476175585)"
"([2], [3])","([0], [1])",219.107,"(109.69069591039624, 129.15041102499117)","(23.720468259464845, 146.1158173503908)"
"([2], [3])","([0], [1])",219.807,"(109.39713288914501, 129.8928315416952)","(24.629047005607724, 145.6488185780831)"
"([2], [3])","([0], [1])",220.507,"(109.29950764492482, 130.38035201673034)","(24.964398814676876, 145.384914411114)"
"([2], [3])","([0], [1])",221.207,"(109.07875108030102, 131.0624329278835)","(25.692656594140416, 145.03616403668238)"
"([2], [3])","([0], [1])",221.907,"(108.96998277154006, 131.11811957373322)","(26.080314086624483, 145.0170422057947)"
"([2], [3])","([0], [1])",222.607,"(108.78336468972114, 131.88870183302055)","(26.716849651253987, 144.71123908860912)"
"([2], [3])","([0], [1])",223.307,"(108.64406080542558, 132.49740771681826)","(27.224843651237954, 144.50059175673368)"
"([2], [3])","([0], [1])",224.007,"(108.51246785212196, 132.97748175234284)","(27.72742785815357, 144.3441388012175)"
"([2], [3])","([0], [1])",224.707,"(108.3551982275613, 133.7817904380027)","(28.35293606318917, 144.1194030638661)"
"([2], [3])","([0], [1])",225.407,"(108.26622015057956, 135.0105444982147)","(28.740015081032176, 143.85020311220475)"
"([2], [3])","([0], [1])",226.107,"(108.1021998297981, 135.0070404404106)","(29.465124963630643, 143.8571983855093)"
"([2], [3])","([0], [1])",226.807,"(108.04674943634652, 136.17489375253655)","(29.751051474011952, 143.68666780388537)"
"([2], [3])","([0], [1])",227.507,"(107.88758402768366, 136.94421881235803)","(30.531059638706623, 143.60444562085212)"
"([2], [3])","([0], [1])",228.207,"(107.84147643350605, 137.28095791995744)","(30.808423835190958, 143.57941085049535)"
"([2], [3])","([0], [1])",228.907,"(107.71063298110012, 138.34585113799602)","(31.56641273662536, 143.50832215146505)"
"([2], [3])","([0], [1])",229.607,"(107.67325059316214, 139.08225736662757)","(31.85684885693896, 143.47796576653124)"
"([2], [3])","([0], [1])",230.307,"(107.57328626326628, 139.38100617543972)","(32.59385327488805, 143.47314401148827)"
"([2], [3])","([0], [1])",231.007,"(107.54705745126564, 140.3936477923253)","(32.89319594980644, 143.46044800886574)"
"([2], [3])","([0], [1])",231.707,"(107.51131807203753, 141.09217025537004)","(33.283706716901875, 143.47020148397283)"
"([2], [3])","([0], [1])",232.407,"(107.48533378718608, 141.3696905282549)","(33.641431513636405, 143.48442620854112)"
"([2], [3])","([0], [1])",233.107,"(107.44848410218519, 142.29471203093905)","(34.29057219187214, 143.53276519274377)"
"([2], [3])","([0], [1])",233.807,"(107.43964661856916, 142.92086115247162)","(34.65285058411594, 143.5803187327378)"
"([2], [3])","([0], [1])",234.507,"(107.43328707882296, 143.24478587944796)","(35.29802969022469, 143.60943996944897)"
"([2], [3])","([0], [1])",235.207,"(107.4440868849219, 144.12569607907145)","(35.65173593200693, 143.6939262579457)"
"([2], [3])","([0], [1])",235.907,"(107.45956145686466, 145.0154066758531)","(35.917964356040095, 143.7959305634798)"
"([2], [3])","([0], [1])",236.607,"(107.48320459407282, 145.34146441694375)","(36.30414394038123, 143.84202969597277)"
"([2], [3])","([0], [1])",237.307,"(107.52612645349924, 145.92526939313115)","(36.77917551589403, 143.9261789757247)"
"([2], [3])","([0], [1])",238.007,"(107.58327433684833, 146.70248447611527)","(37.24988613348959, 144.04555987236833)"
"([2], [3])","([0], [1])",238.707,"(107.65554074925076, 147.4913099000369)","(37.70576634728737, 144.17269162936367)"
"([2], [3])","([0], [1])",239.407,"(107.72148694647069, 147.64072476659527)","(38.02496056395923, 144.20148355047039)"
"([2], [3])","([0], [1])",240.107,"(107.75638227607895, 148.4843878286821)","(38.157394941247155, 144.35095283737797)"
"([2], [3])","([0], [1])",240.807,"(107.87182369928466, 149.30593987910908)","(38.6224655028717, 144.50560975524223)"
"([2], [3])","([1], [1])",241.507,"(107.99200899096498, 149.72881657491888)","(39.029954032725655, 144.5922725811772)"
"([2], [3])","([1], [1])",242.207,"(108.12911086442344, 150.17089183881163)","(39.451686239339736, 144.6828074345583)"
"([2], [3])","([1], [1])",242.907,"(108.21541474655245, 150.99684382105713)","(39.66751181786115, 144.85460439120826)"
"([2], [3])","([1], [1])",243.607,"(108.31379083355988, 151.8255685456703)","(39.89862149982629, 145.024724444246)"
"([2], [3])","([1], [1])",244.307,"(108.46116585085683, 152.62889388590935)","(40.21692455865079, 145.18266068834646)"
"([2], [3])","([1], [1])",245.007,"(108.52169837736494, 152.66058062665718)","(40.3211067098089, 145.19312332774587)"
"([2], [3])","([1], [1])",245.707,"(108.7242217832536, 153.49286445399358)","(40.68614429509255, 145.36082657902676)"
"([1], [2])","([1], [1])",246.407,"(108.89511873531447, 154.3117039457864)","(40.957514146028885, 145.52544117281786)"
"([0], [1])","([1], [1])",247.107,"(108.90173076520207, 155.06310363899294)","(40.95271257827399, 145.67717076793113)"
"([0], [1])","([1], [1])",247.807,"(109.3245192697599, 155.64921469747463)","(41.529471686499875, 145.78889112979832)"
"([0], [1])","([1], [1])",248.507,"(109.33773260079536, 155.9916347827412)","(41.51671829412551, 145.86063967006064)"
"([1], [1])","([1], [1])",249.207,"(156.83946154779994, 109.34375560437809)","(146.01422061464854, 41.510696386090856)"
"([1], [1])","([1], [1])",249.907,"(157.67141424121363, 109.63748751321023)","(146.14922493414562, 41.81848456245866)"
"([1], [1])","([1], [1])",250.607,"(158.34701587839567, 109.82409808353208)","(146.25551288047944, 41.98753314690802)"
"([1], [1])","([1], [1])",251.307,"(158.56207434148482, 109.862104153357)","(146.2918736348428, 42.00860329084994)"
"([1], [1])","([2], [2])",252.007,"(159.41656415502587, 110.00276567023192)","(146.4161379670529, 42.113619342082515)"
"([1], [1])","([2], [2])",252.707,"(160.17503059540235, 110.3190946782411)","(146.51921677017734, 42.319395680763336)"
"([1], [1])","([2], [2])",253.407,"(160.75573442253068, 110.37931672639266)","(146.58978077682863, 42.342808160976084)"
"([1], [1])","([2], [2])",254.107,"(161.33655460835317, 110.63306231319586)","(146.65374054686802, 42.47279265648346)"
"([1], [1])","([2], [2])",254.807,"(162.0271877955451, 110.77728718604067)","(146.72880318375348, 42.530279933909476)"
"([1], [1])","([2], [2])",255.507,"(162.96795277026985, 110.88772058247466)","(146.80744806095822, 42.56619549913774)"
"([1], [1])","([2], [2])",256.207,"(163.61350528432544, 110.89056963052433)","(146.84960074006, 42.556306836722676)"
"([1], [1])","([2], [2])",256.907,"(163.92185117431353, 110.91224277165249)","(146.879786441091, 42.55882809857421)"
"([1], [1])","([2], [2])",257.607,"(164.8625195480588, 111.23143839019762)","(146.93180913719203, 42.63436571757398)"
"([1], [1])","([2], [2])",258.307,"(165.5589853338912, 111.57333976372828)","(146.9627655723128, 42.682704914330856)"
"([1], [1])","([2], [2])",259.007,"(165.84090804170586, 111.72083443306488)","(146.98590904018874, 42.68197109527501)"
"([1], [1])","([4], [4])",259.707,"(166.53286790808403, 111.74849232222)","(147.0126054186833, 42.66337151483015)"
"([1], [1])","([4], [4])",260.407,"(167.00407008353795, 111.75066208042308)","(147.0397800439423, 42.64571175991607)"
"([1], [1])","([4], [5])",261.107,"(167.77785239137384, 111.75066208042308)","(147.06548104479356, 42.631942928032494)"
"([1], [1])","([4], [5])",261.807,"(168.4765641861945, 111.75066208042308)","(147.09332776671724, 42.6220919985863)"
"([2], [2])","([4], [5])",262.507,"(168.95794953874514, 111.78542400994674)","(147.1264385657664, 42.6135655627436)"
"([2], [2])","([3], [4])",263.207,"(169.47992267180206, 111.95127192591012)","(147.1557604021842, 42.591705089507506)"
"([2], [2])","([3], [4])",263.907,"(169.9247024910681, 111.94990414257624)","(147.1961937521396, 42.58618266443854)"
"([2], [2])","([3], [4])",264.607,"(170.43432212068353, 112.28664432616371)","(147.2405067995996, 42.48631997812756)"
"([2], [2])","([3], [5])",265.307,"(170.87739881001642, 112.30492229108923)","(147.29544097312458, 42.46909145507983)"
"([2], [2])","([3], [5])",266.007,"(171.3693676721062, 112.60056923873371)","(147.36122147032194, 42.34608052973452)"
"([2], [2])","([3], [5])",266.707,"(171.80949632369592, 112.6981663126432)","(147.43790627213403, 42.29076157177614)"
"([2], [2])","([3], [5])",267.407,"(172.15989971431628, 112.70423631816193)","(147.511986440225, 42.27754206471952)"
"([2], [2])","([3], [5])",268.107,"(172.27119152440198, 112.98979900366385)","(147.54459323810227, 42.12706409163937)"
"([2], [2])","([3], [5])",268.807,"(172.72032575304505, 113.10638207741357)","(147.65803641670348, 42.036976942457436)"
"([2], [3])","([5], [3])",269.507,"(113.5482136159355, 173.14223766760125)","(41.690111012837264, 147.78459177336634)"
"([1], [1], [2], [3])","([4], [4], [6], [4])",270.207,"(19.076978505150947, 17.053071488465747, 113.54520510236678, 173.57335182174637)","(191.0700284917221, 193.84477885290016, 41.68119847581821, 147.93392970022418)"
"([1], [1], [2], [3])","([4], [4], [3], [4])",270.907,"(20.481930239395055, 14.457911376461794, 114.08249813185758, 173.80640107332337)","(188.66359398959216, 197.11719994102384, 41.195755048442464, 148.03146735372349)"
"([1], [1], [2], [3])","([4], [4], [3], [4])",271.607,"(21.1675087184136, 13.230018164709236, 114.20817340445342, 174.0009126330057)","(186.97803740186683, 198.64557705941098, 41.042057309200594, 148.1165459760102)"
"([1], [1], [2], [3])","([4], [4], [3], [4])",272.307,"(21.455287695503664, 11.611998557199627, 114.5090446754418, 174.34941812902514)","(185.6902383884448, 0.7238780876863018, 40.669663676194396, 148.277894597308)"
"([1], [1], [2], [3])","([4], [4], [3], [4])",273.007,"(21.45141050966093, 10.432784357366785, 114.90006151932515, 174.54074811485356)","(185.59534193806033, 2.286548337586936, 40.16462251722313, 148.38330292053837)"
"([1], [1], [2], [3])","([3], [3], [2], [3])",273.707,"(21.491258663526043, 9.256408828466732, 115.10793892804335, 175.05751901737875)","(184.65049706764492, 3.90136335758595, 39.849566584968336, 148.68586307735447)"
"([1], [1], [2], [3])","([2], [2], [4], [4])",274.407,"(21.440421107974636, 8.25152178881308, 115.49489766369395, 175.10901730092849)","(184.03052743666962, 5.332118209254531, 39.18969104830068, 148.73812478853418)"
"([1], [1], [2], [3])","([2], [2], [4], [4])",275.107,"(21.357148178401943, 7.260972629351016, 115.90207483730325, 175.2161492195674)","(183.713837096988, 6.784377248371982, 38.447668464300406, 148.82349816567944)"
"([1], [1], [2], [3])","([2], [2], [4], [4])",275.807,"(21.149962950399928, 7.249337919576931, 116.02747340762166, 175.6529640645068)","(183.02444430961344, 6.7927470578491125, 38.188206253359034, 149.16869761520002)"
"([1], [2], [2], [3])","([2], [4], [5], [4])",276.507,"(21.033956621369953, 116.18662177091319, 6.249337919576931, 175.6613857578815)","(182.8083433297155, 37.82874083636012, 8.296119831287882, 149.1930648451585)"
"([1], [2], [2], [3])","([2], [4], [5], [4])",277.207,"(20.71081415831698, 116.51810241836, 5.249415441801347, 175.93854879484192)","(182.23778752057962, 37.06539094822757, 9.82201947611281, 149.4578799536176)"
"([1], [2], [2], [3])","([2], [4], [5], [4])",277.907,"(20.474303942377247, 116.72519505855338, 4.3364708537588115, 176.15361865667617)","(181.91480131231162, 36.56925585103572, 11.226842713879012, 149.7008315189835)"
"([1], [2], [2], [3])","([2], [3], [5], [3])",278.607,"(20.160658842162064, 116.83659173461714, 4.215259813785451, 176.14512483254157)","(181.60042334704107, 36.27500347546919, 11.400129449414454, 149.70932565745673)"
"([2], [3], [3], [4])","([2], [3], [5], [3])",279.307,"(19.79102662172457, 116.9560900659645, 3.252083994400266, 176.29569055346775)","(181.27773467824346, 35.94019542393682, 12.84757822438463, 149.908507515095)"
"([2], [3], [3], [4])","([2], [3], [5], [3])",280.007,"(19.472743623601175, 116.96635426637049, 2.746302832769402, 176.4905003649977)","(181.04995740585724, 35.88840676263324, 13.583813532898336, 150.19616398167665)"
"([2], [3], [3], [4])","([2], [3], [5], [3])",280.707,"(19.253200109912157, 117.10559679744091, 2.250243020698889, 176.59404050767776)","(180.93536099823487, 35.38025261185611, 14.286673616558943, 150.3816392048663)"
"([1], [2], [2], [3])","([2], [3], [5], [3])",281.407,"(18.98784688213327, 117.23592702789588, 1.57894706946999, 176.7411121999861)","(180.81536346984836, 34.8089081355097, 15.203298924024764, 150.66587087793988)"
"([1], [2], [2], [3])","([2], [3], [5], [3])",282.107,"(18.626122557751046, 117.32651626715868, 1.2497571378426073, 176.7352931731238)","(180.68272783177474, 34.27136950153573, 15.623870309291455, 150.6849575937707)"
"([1], [2], [2], [3])","([0], [3], [3], [3])",282.807,"(18.218544699143948, 0.6519181415702064, 117.31983846021558, 176.7901268192307)","(180.56256499832512, 16.36923988895565, 34.27162982771559, 150.8229617220925)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",283.507,"(18.062137146225062, 0.2512799523768763, 117.39073900663476, 176.88388014247528)","(180.5373856893339, 16.83735562016626, 33.5822821394274, 151.0795053295322)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",284.207,"(17.711831583148438, 199.9766229177222, 117.41384834307932, 176.88920935418722)","(180.48975305605302, 17.141486261429296, 33.13484351934924, 151.1258004035186)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",284.907,"(17.247379675706952, 199.28583441900497, 117.40499469054893, 176.98625004785308)","(180.45887134660083, 17.869431918862972, 32.59792905015596, 151.51804545041708)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",285.607,"(17.22149942287677, 199.18547542101985, 117.34352997103974, 177.01169972797857)","(180.4749092215979, 17.96041230957025, 31.72284881806138, 151.71020908194114)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",286.307,"(17.07386573352568, 198.4211004048073, 117.334677537685, 177.00314313077925)","(180.48069571675458, 18.654420315232084, 31.716540270531546, 151.75143072859882)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",287.007,"(16.249269312004095, 198.23516668620672, 117.21069065707778, 176.99313263677533)","(180.56837972948216, 18.79730144920508, 30.89061644702153, 151.75503654935022)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",287.707,"(16.249266586270412, 197.93812555074132, 117.14060958545346, 176.98863304082795)","(180.59096108178235, 19.026222203996326, 30.58136326479837, 151.75535483645066)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",288.407,"(16.225345761372942, 197.2715761153855, 116.95097008103193, 176.989676676995)","(180.6035861940856, 19.48742702326918, 29.8093023695261, 151.75530272527539)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",289.107,"(15.801717347423377, 197.24716313806985, 116.74942723980294, 176.99280306784198)","(180.71986783186784, 19.48705467313865, 29.168651610580042, 152.0682714743846)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",289.807,"(15.24890082315374, 197.09090957804014, 116.41848336047009, 176.9257309159276)","(180.9209910094552, 19.578602728326185, 28.26624242204847, 152.6941258823852)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",290.507,"(15.186487318967547, 196.25254396499145, 116.20640557581788, 176.90447917478141)","(180.96449784742939, 19.99459752960073, 27.757334611164232, 152.68953300142317)"
"([1], [2], [2], [3])","([0], [4], [4], [4])",291.207,"(14.953671394754963, 196.2493349265138, 116.0663470100385, 176.88788573967986)","(181.073107834715, 19.97520395576975, 27.4480878088114, 152.68634479261624)"
"([1], [2], [2], [3])","([0], [4], [6], [4])",291.907,"(14.601120537953392, 115.31018559349653, 196.24378333128928, 176.85217065420971)","(181.26086569098544, 25.90647792206037, 19.97137303254769, 152.78837100527537)"
"([1], [2], [2], [3])","([1], [4], [6], [7])",292.607,"(14.340939445823075, 115.2559475279569, 195.2502639593829, 176.85603522353864)","(181.41821109142424, 25.82423023079224, 20.265844763933362, 152.72705568215963)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",293.307,"(14.111778619514102, 115.07041733569764, 195.24933791957693, 176.79005443916063)","(181.56887970726123, 25.498463726112824, 20.23495969679137, 152.92328604121977)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",294.007,"(13.819666062725446, 114.28440964134684, 195.24933791957693, 176.78080968902657)","(181.7847200759391, 24.183817703901703, 20.216320380956375, 152.92155927265043)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",294.707,"(13.467918056486283, 114.24156033441871, 195.24931267436665, 176.76609847304815)","(182.0683075865188, 24.129374424670218, 20.20914405207558, 152.9446845090987)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",295.407,"(13.310869162737959, 114.00375903413568, 194.82848456179948, 176.59231841483836)","(182.20108868717833, 23.775878200089927, 20.229354971024836, 153.25897527278678)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",296.107,"(12.868318567656758, 113.26369343625053, 194.45029750380755, 176.47125310333325)","(182.58991430713456, 22.722172584716517, 20.198065897889286, 153.4313821577559)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",296.807,"(12.722474071238594, 113.24741081739823, 194.2853617274686, 176.45108113166117)","(182.74687854864047, 22.706466431192517, 20.158708473725188, 153.43426314550567)"
"([1], [2], [2], [3])","([2], [4], [6], [7])",297.507,"(12.313563507896475, 112.37979069041917, 194.24150359582796, 176.44250795233245)","(183.17010743259425, 21.558656496089412, 20.13061561214627, 153.42779592762938)"
"([1], [3], [3], [4])","([2], [4], [7], [6])",298.207,"(12.203207593153707, 112.25126956522581, 194.17326789487097, 176.39228277018483)","(183.29406823042297, 21.40366187263889, 20.10049007784197, 153.4829949154098)"
"([1], [3], [3], [4])","([2], [4], [7], [6])",298.907,"(11.819924153399853, 111.64608988950012, 194.1757178843783, 176.04268953284793)","(183.7340953708968, 20.647017081704576, 20.090694825528455, 153.89714179380246)"
"([1], [3], [3], [4])","([1], [2], [5], [3])",299.607,"(11.397885144888988, 111.28340211417111, 193.93366000305437, 176.0281949266455)","(184.25875558981966, 20.210187860524584, 19.997937987445077, 153.89306416669632)"
"([1], [3], [4], [6])","([1], [2], [3], [5])",300.307,"(11.127109521646645, 111.25120235946702, 175.9175281896143, 193.93339462335763)","(184.6110978769711, 20.17349099250803, 153.9931917603058, 19.988539968169988)"
"([1], [3], [4], [6])","([1], [2], [3], [5])",301.007,"(10.857832200119987, 110.2899982872836, 175.56712396376963, 193.56037265429185)","(184.99028477264721, 19.04126675192915, 154.24662779757006, 19.76896468833485)"
"([1], [3], [4], [6])","([1], [2], [3], [6])",301.707,"(10.593772762939182, 110.25258120705818, 175.55273990922086, 193.56918047669467)","(185.36591272955903, 19.004189981164007, 154.2442506884912, 19.75248183418845)"
"([2], [3], [4], [6])","([2], [3], [4], [7])",302.407,"(10.270985234393692, 109.46898224895173, 175.19533041098651, 193.57384144631303)","(185.84181259641852, 18.112255095258853, 154.47563274607785, 19.740924729379916)"
"([2], [3], [4], [6])","([2], [3], [4], [7])",303.107,"(9.858939415928603, 109.2574112341332, 175.06584919912814, 193.44801856104124)","(186.451557006019, 17.88037465887997, 154.5493110722455, 19.631164261220455)"
"([2], [3], [4], [6])","([2], [3], [4], [5])",303.807,"(9.646609561201203, 108.487224008037, 174.77142121046225, 193.23435571339635)","(186.78592063118322, 17.020949982049657, 154.6965464924214, 19.428975525639366)"
"([2], [3], [4], [6])","([2], [3], [4], [5])",304.507,"(9.033587286721087, 108.3225160504315, 174.2415831129309, 193.24187585085662)","(187.70999596609062, 16.845314560408628, 154.93401160610003, 19.41384372601041)"
"([2], [3], [4], [6])","([2], [3], [4], [6])",305.207,"(8.979526351165944, 107.80832157621795, 174.13326430455254, 193.00356243028216)","(187.8036953513853, 16.28118606383989, 154.97400208440746, 19.141934394811383)"
"([2], [3], [4], [6])","([2], [3], [4], [6])",305.907,"(8.34569067862921, 107.33836235387972, 173.23349973412658, 193.01779809264818)","(188.75064211348231, 15.766004229098698, 155.23238731188448, 19.127749825221027)"
"([2], [3], [4], [6])","([2], [3], [4], [6])",306.607,"(8.102050646196375, 107.09253608212913, 173.11762588062436, 193.02121526384366)","(189.1155181587534, 15.5024793775832, 155.25524796834554, 19.11008695584267)"
"([2], [3], [4], [6])","([2], [3], [4], [6])",307.307,"(7.6579223367971, 106.3538229970141, 172.21885987002753, 192.94087371199765)","(189.75074149644075, 14.688624117499717, 155.40284217021735, 18.96157464107998)"
"([4], [5], [5], [7])","([3], [4], [4], [6])",308.007,"(106.11270358092327, 171.7040688104436, 6.93028303445297, 192.94618972608882)","(14.432460021528918, 155.4487717269231, 190.75066208042307, 18.956773110647713)"
"([4], [5], [5], [7])","([3], [4], [4], [6])",308.707,"(105.57140355104974, 171.19903993606658, 6.930648839584393, 192.77475258120398)","(13.835432337710373, 155.47320976712825, 190.75825012215358, 18.5555926742285)"
"([4], [5], [5], [7])","([3], [4], [4], [6])",309.407,"(105.24559543865449, 170.51737515574132, 6.186645984122578, 192.78024909380503)","(13.477919752749354, 155.47959203511343, 191.75066208042307, 18.54147197692536)"
"([2], [3], [6], [7])","([3], [4], [6], [4])",310.107,"(104.60606045335449, 169.8306977997999, 192.70336617537762, 5.41782456183995)","(12.764569600444219, 155.4639367376634, 18.309121849099117, 192.75066208042307)"
"([2], [3], [6], [7])","([3], [4], [6], [4])",310.807,"(104.25488586479969, 169.56786327503343, 192.62532980563637, 5.4015516553708665)","(12.374957937372908, 155.44796730506897, 18.03978602004115, 192.78466917217133)"
"([2], [3], [6], [7])","([4], [3], [6], [4])",311.507,"(168.74466049694672, 103.64663223733488, 192.63365099000052, 4.655510477507846)","(155.39391236708954, 11.681256270201175, 18.036514804768068, 193.75070366281733)"
"([2], [3], [4], [5])","([4], [3], [6], [4])",312.207,"(168.27593833629936, 103.4071026576168, 192.6363219166555, 4.5346473226496755)","(155.34803088966368, 11.413031565871208, 18.034121746232927, 193.9199772100226)"
"([2], [3], [4], [5])","([4], [3], [6], [4])",312.907,"(167.84170565276023, 102.96495119547271, 192.5418329702314, 3.892697571648455)","(155.29638196441954, 10.916183243838795, 17.249272516391276, 194.76014511701604)"
"([2], [3], [4], [5])","([4], [3], [6], [4])",313.607,"(167.33776232213614, 102.43373726001062, 192.56159083305866, 3.5116780004753707)","(155.22424017986896, 10.282356761544634, 17.249217212293974, 195.28548743389078)"
"([1], [3], [4], [5])","([4], [3], [6], [4])",314.307,"(166.98132336360334, 102.05307170545531, 192.57598725615972, 3.1434740607934373)","(155.16378834722204, 9.843030295092412, 17.247449732759726, 195.7975555852596)"
"([0], [1], [3], [4])","([3], [4], [6], [4])",315.007,"(101.46599711753586, 166.78634388928285, 192.58422073212293, 2.934814915360761)","(9.124083305557505, 155.12281649866537, 17.224351838117762, 196.09968446581928)"
"([0], [1], [3], [4])","([3], [4], [6], [4])",315.707,"(101.11665466919442, 166.15097254894053, 192.58870201723383, 2.3587016343082894)","(8.70314707822602, 154.9852971189195, 17.092118837352224, 196.9636083739834)"
"([0], [1], [3], [4])","([3], [4], [6], [4])",316.407,"(100.79627082854954, 165.95974250878166, 192.6747083272837, 1.9982405330445943)","(8.305292635840296, 154.9351360821843, 16.400978253893232, 197.515125582394)"
"([0], [1], [3], [4])","([3], [4], [3], [4])",317.107,"(100.31362620078015, 165.37867159842605, 192.72968318778695, 1.7971581433969277)","(7.694491551628012, 154.75971356785308, 16.11649246864568, 197.85559468474708)"
"([0], [1], [3], [4])","([5], [6], [9], [10])",317.807,"(99.8956157432493, 164.83800080419738, 192.82864366618412, 1.314678874348715)","(7.166883861531954, 154.569398869318, 15.74552954018867, 198.68635944347767)"
"([1], [1], [3], [4])","([4], [5], [7], [8])",318.507,"(164.56887573226476, 99.3704740034535, 193.01728764131823, 1.0892407823570238)","(154.4507655921544, 6.467056081443246, 15.132538331470858, 199.08970299939693)"
"([1], [1], [3], [4])","([4], [5], [7], [8])",319.207,"(164.25239171443482, 98.98958843454162, 193.37970515889407, 0.43264716114794055)","(154.30791571919184, 5.978432280198177, 14.236515091198267, 0.33255259079393795)"
"([1], [1], [3], [4])","([4], [5], [7], [8])",319.907,"(163.6729065886922, 98.43657981301129, 193.9090570320011, 0.08087818904274968)","(154.0027996932028, 5.202581375796029, 13.184929091666707, 1.0263883051278526)"
"([1], [1], [3], [4])","([4], [5], [7], [8])",320.607,"(163.30211920313084, 98.09838684093498, 195.6552647574105, 199.311631002634)","(153.77637490127566, 4.743336500546349, 10.43393470399812, 2.707744077823037)"
"([1], [1])","([4], [5])",321.307,"(162.78598467826663, 97.8011002419413)","(153.4246534194687, 4.32090056555208)"
"([1], [1])","([4], [5])",322.007,"(162.5262701100467, 97.21928507862864)","(153.21762740128833, 3.477359053010929)"
"([1], [1])","([4], [5])",322.707,"(162.34354846379597, 96.93397228546678)","(153.06985649324002, 3.0735808409271783)"
"([1], [1])","([4], [5])",323.407,"(161.43914691535036, 96.41690824663044)","(152.24742975186442, 2.28120485891867)"
"([1], [1])","([4], [5])",324.107,"(161.39138502533714, 96.0809341925029)","(152.19093044543627, 1.7815695693738292)"
"([2], [2])","([2], [3])",324.807,"(160.54775064536753, 95.53065842400979)","(151.2492718020848, 0.9115311873826784)"
"([2], [2])","([2], [3])",325.507,"(160.38778835000772, 95.23386525575788)","(151.04182982485491, 0.4451896862664171)"
"([2], [2])","([2], [3])",326.207,"(159.95948182867951, 94.69750380848895)","(150.47751442807188, 199.5717624939907)"
"([2], [2])","([2], [3])",326.907,"(159.7373999371107, 94.396850103798)","(150.13024015707538, 199.086695976976)"
"([2], [2])","([2], [3])",327.607,"(159.4590294542566, 94.07445690006062)","(149.6890781003495, 198.5610486932426)"
"([2], [2])","([2], [3])",328.307,"(158.98962125102082, 93.58458410336411)","(148.92480581877206, 197.72435686648996)"
"([2], [2])","([2], [3])",329.007,"(158.6405460191017, 93.31322039330475)","(148.27177551585066, 197.26868749674475)"
"([3], [3])","([1], [3])",329.707,"(158.3224289598412, 92.78326841752033)","(147.63132737838032, 196.35510931023018)"
"([3], [3])","([2], [3])",330.407,"(158.02491319936388, 92.50438744055563)","(146.99140940696518, 195.8730811225479)"
"([3], [3])","([2], [3])",331.107,"(157.78962285263606, 91.98801041402683)","(146.44936867137935, 194.98287013343383)"
"([3], [3])","([1], [1])",331.807,"(157.49163010009903, 91.71334810553081)","(145.7303904649722, 194.4842368220116)"
"([3], [3])","([2], [2])",332.507,"(157.3347213358581, 91.30361600893376)","(145.32100896890924, 193.76002054891478)"
"([3], [3])","([1], [1])",333.207,"(157.0435021361124, 90.92213799126256)","(144.54238299964462, 193.0956085820959)"
"([3], [3])","([1], [1])",333.907,"(156.93094291725117, 90.65026483491502)","(144.2173832696757, 192.60158586181686)"
"([3], [3])","([2], [2])",334.607,"(156.66718654831323, 90.13107645448068)","(143.44079209373479, 191.68210421877325)"
"([3], [3])","([1], [1])",335.307,"(156.46947310917207, 89.86125681161307)","(142.81453789405867, 191.20890458328594)"
"([3], [3])","([1], [1])",336.007,"(156.3385797163405, 89.33428408668395)","(142.36792658953772, 190.2604299705215)"
