s1,s2,t,x,y
"([3], [3], [5], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [20])","([24], [24], [7], [3], [3], [16], [1], [1], [1], [1], [1], [1], [1], [21], [21], [21], [21], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [32], [32], [32], [32], [32], [32], [32], [32], [32], [32], [34], [34], [32], [32], [35], [35], [38], [38], [35])",9.962,"(225.8283366162919, 255.90121953923966, 70.59102497471713, 112.6076739506399, 94.33360917569149, 195.38452672689493, 168.35464669257067, 90.91539186159267, 120.01857022866096, 167.71491685001746, 188.85994097638883, 131.072523987453, 189.81608133463249, 258.73858290464597, 256.966969062347, 169.87482728218015, 245.41992670996467, 400.4050669003673, 371.6394604298745, 407.2158039772901, 415.0462350916764, 324.6708159828498, 344.0656752298789, 379.17477947570717, 395.4163740855066, 368.5942951380309, 428.7448801680779, 499.8419137154317, 518.138050952188, 573.0825477879384, 29.156942558622063, 13.431704767284941, 560.9711734258867, 523.4057482012633, 495.8214972315585, 550.0791106977666, 546.6847970825488, 542.232720669446, 536.2792211416426, 477.82427797476817, 477.7328513712945, 9.947634670989714, 54.600047701574795, 508.58946610076305, 564.368685979241, 4.9086446544851015, 593.9919016622397, 41.26348521860439)","(165.28129881702, 152.3565693954579, 44.069030401313626, 205.55338694085503, 150.34690164121253, 80.36147023383359, 435.4945977423839, 453.1609419910003, 486.35681084593364, 456.3492712999622, 466.216718645348, 526.8608510621343, 0.9091711043153055, 225.39829064148904, 226.86437422029138, 319.6003567387119, 344.1386796620533, 186.0102984338394, 280.75089451418455, 271.24228707520115, 318.9062843060829, 390.8325052344545, 425.31216134356634, 419.64715749488255, 430.1584189112449, 503.1712236036983, 533.1177718958144, 558.7889991996963, 533.3373349408309, 18.15848566374018, 592.0881136441418, 558.3264704143517, 523.8612564876977, 460.4855536231006, 458.1584856637402, 537.5681378189528, 555.8028929767545, 563.8975199225317, 9.02892936163937, 46.57519443684407, 38.51557236998667, 450.03764988696526, 308.8917978995525, 112.22740827069788, 156.15942287479322, 311.1122323929217, 310.7315069881577, 80.00048711759808)"
"([3], [3], [5], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [20])","([22], [22], [7], [3], [3], [10], [1], [1], [1], [1], [1], [1], [1], [17], [17], [17], [17], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [31], [31], [29], [29], [32], [32], [35], [35], [32])",9.982,"(225.83255334789555, 255.89914003092065, 70.58513998590456, 112.60619043481603, 94.72273286687738, 195.38177742517325, 168.35322651992863, 90.91281239783001, 120.01881626978758, 167.94185779237034, 188.8589430544843, 130.88721604676948, 189.8196903273315, 258.7608923060344, 256.94666525234044, 169.8747411770724, 245.42408050570265, 400.34442785035844, 371.90342130452177, 407.2125560428201, 415.04320470456275, 324.6687718044595, 344.0647788623854, 379.17535898729653, 395.41475141548267, 368.5820327980857, 428.05251419582623, 427.98026666794385, 427.20565260467333, 499.84594972853574, 518.1379264780358, 573.0885860796175, 29.157137267954, 13.60271196050644, 561.2861563606751, 523.4206923224066, 495.81397034810766, 550.0756022779287, 546.6859772881819, 543.7696088693639, 543.0784221739516, 542.6243316945089, 536.2777371788735, 477.82261543053426, 477.73388700625173, 9.942223022518078, 54.60087143586293, 508.5883329941672, 564.3607765910681, 5.253770076486148, 593.9893178504974, 41.26241879281099)","(165.27830505842286, 152.35744318035123, 44.07086647428389, 205.5521199972053, 150.1557910444941, 80.35978806174327, 435.4931775697419, 453.1609848385099, 486.3578132957508, 456.4245814574127, 466.2173428779661, 527.1471464113404, 0.915219101532216, 225.3762112347709, 226.87943044690877, 319.59859814979376, 344.13692754552994, 185.8710198553582, 280.7523713247744, 271.25103980815965, 318.9034139482013, 390.8272489683369, 425.31256036040725, 419.648719197956, 430.15841872565125, 503.16841810420976, 534.1523784837007, 534.2694743036208, 535.5736306454355, 558.7876984492111, 533.3398771693998, 18.15848566374018, 592.0974122448284, 558.3720006706563, 523.8460529772183, 460.49183296672254, 458.1584856637402, 537.5790426427426, 555.796259060614, 561.4556774876514, 562.582465828525, 563.2940356414978, 9.025802013923908, 46.3938914393018, 38.51457173602466, 450.0372677678564, 308.89275191908166, 112.23010710288767, 156.14616798867064, 311.1555704744209, 310.7304221729778, 79.99880613460314)"
"([3], [3], [5], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [20])","([18], [18], [7], [3], [3], [13], [1], [1], [1], [1], [1], [1], [1], [17], [17], [17], [17], [20], [20], [20], [20], [20], [20], [20], [20], [20], [20], [20], [20], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [26], [26], [24], [24], [27], [27], [30], [30], [27])",10.002,"(225.83674284747576, 255.8970721239316, 70.57923585820811, 112.60485738554874, 94.72296573614574, 195.37902964230977, 168.35191021615344, 90.910329034401, 119.80971458816703, 168.07338525693785, 188.8580841484844, 130.8872458520937, 189.82326805606272, 258.78325604657397, 256.926344243106, 169.87465687481995, 245.42824640898732, 400.3145213729464, 371.9037449809513, 407.20417464673113, 415.0404641235491, 324.66679603315697, 344.5923536390424, 379.17593349030784, 395.41311878558565, 368.56997134178624, 427.09282101251824, 499.8499358848861, 518.1378038693168, 573.094663281979, 29.173243721884432, 13.677329605117052, 561.2969523611695, 523.4352911184982, 495.806691837951, 550.0721379796918, 545.8030496255316, 543.7639725963832, 543.0627056913024, 542.8112735273755, 536.2759758874683, 477.80954385783843, 477.73495642486444, 9.557516762274759, 54.60167816934268, 508.58719965084833, 564.3529031354407, 5.640467545484967, 593.9868522695036, 41.25328395575514)","(165.275330633782, 152.3583120905025, 44.0727085184443, 205.55115460596357, 150.15663177386907, 80.35810681897294, 435.4918612659667, 453.1610260896955, 486.6624472034441, 456.4695954868007, 466.21796107309956, 527.1461912482766, 0.9212147061825817, 225.35407804910113, 226.8944994275596, 319.5968763819358, 344.13517032191095, 185.80507253470705, 280.7537990783985, 271.2597852873775, 318.900667048441, 390.8221685997142, 425.49796419809, 419.65026740360884, 430.15841853891845, 503.16565856486966, 535.7757315384731, 558.7864137668594, 533.3423812988294, 18.15848566374018, 592.0049624675761, 558.3912152251041, 523.8353682761053, 460.4979672088266, 458.1584856637402, 537.58981032836, 557.7179877175133, 561.4621708798004, 562.605215120636, 563.0046135906761, 9.022923450176904, 45.57425767958796, 38.51331612164972, 449.8724953245479, 308.89368624888397, 112.23280649890421, 156.13297331982267, 311.2049165347754, 310.7293869970609, 79.992306385924)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([16], [16], [7], [3], [3], [10], [1], [1], [1], [1], [1], [1], [1], [15], [15], [15], [15], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [26], [26], [24], [24], [27], [27], [30], [30], [27])",10.022,"(225.84090527081304, 255.8950157239069, 70.62068691519835, 112.60260089236081, 94.72319205931299, 195.37628349615323, 168.93484629446425, 90.90794158203491, 119.81057808905342, 168.3189361999207, 188.85235832394028, 130.84462041727107, 189.82501272234657, 258.8056764371236, 256.9060033003952, 169.84385177600706, 245.4324242799322, 400.31277429391184, 371.90405368831307, 407.20092440909576, 415.02571158357705, 324.77756923595155, 344.5913893192755, 379.17650298748686, 395.4114764333906, 368.5581098300968, 426.13063760634464, 499.8538723987697, 518.1380428308253, 573.100779905303, 29.174093141730054, 13.683958106686305, 561.3154180954476, 523.4767391175468, 495.79966124797306, 550.0687176398201, 545.8142756117713, 543.9039931650323, 536.2742109541864, 477.8102946295643, 477.7318637545719, 9.484174266637297, 54.60246800811046, 508.58606591585317, 564.3450659744875, 5.643588505344155, 593.9838691000751, 41.05790428841249)","(165.2723754324976, 152.35917616556287, 44.1223076735555, 205.12281734754276, 150.15744280375455, 80.35642657762881, 435.6171611510663, 453.16106574770106, 486.6627808735808, 456.55435084679925, 466.21482418974426, 527.2134410016657, 0.9271326390181684, 225.33188879744415, 226.90958318981734, 319.5844730320646, 344.13340805020175, 185.80546025464753, 280.7551832956932, 271.26814131395736, 318.8983687036177, 390.18440067175476, 425.49839752863375, 419.6518021192403, 430.1584183510737, 503.16294477083613, 537.6612470555463, 558.7851450835792, 533.3445918328297, 18.15848566374018, 592.0097561269794, 558.3919597149929, 523.8245329543656, 460.5324574233865, 458.1584856637402, 537.6004413831728, 557.6913537198043, 561.2276080197381, 9.020038934334593, 45.5751391676788, 39.23809880253907, 449.84319905832035, 308.8946010118364, 112.23550682781479, 156.11983947512, 311.2042239167845, 310.7284731059429, 79.87213994434768)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([21], [21], [7], [3], [3], [10], [1], [1], [1], [1], [1], [1], [1], [17], [17], [17], [17], [26], [26], [26], [26], [26], [26], [26], [26], [26], [26], [26], [26], [30], [30], [30], [30], [30], [30], [30], [30], [30], [30], [32], [32], [30], [30], [33], [33], [36], [36], [33])",10.042,"(225.84504077338283, 255.8929707361558, 70.61459009694431, 112.58716540765937, 94.72340891578312, 195.37353910336276, 169.62201015920334, 90.86016388276681, 119.66018070643361, 168.4573071511146, 188.5100227093115, 130.84462323308452, 189.82859483208563, 258.8281555851509, 256.88563974431673, 169.84384548616674, 245.43661398041297, 400.29781239699435, 372.044103877029, 407.19775408854474, 415.023481610167, 324.77584352017436, 345.14745918405026, 379.1770674814107, 395.40982459455313, 368.57483255330607, 426.12835751669195, 499.85775948267997, 518.1379225844465, 573.1069364411243, 29.176643783487407, 14.187937813482336, 561.3262423927697, 523.4901320858844, 495.79287812946166, 550.0653410944593, 545.8251545497055, 543.8997935759729, 536.2724421658547, 477.8107589943561, 477.732705424145, 9.452698915858377, 54.60348958981376, 508.58493163088326, 564.3372654715004, 6.274979375039038, 593.3245002226906, 40.95248385843877)","(165.26943934418665, 152.36003544532036, 44.123706829029516, 204.72045016259028, 150.15822572764648, 80.35474740908919, 435.7744070334853, 453.2008457313209, 486.8829846056316, 456.60255862865495, 465.9631128594691, 527.2127006870301, 0.9330303415470098, 225.30964139405893, 226.92468372094692, 319.5828193497588, 344.1316407886648, 185.7747861035241, 280.7594941074214, 271.2762918819351, 318.8958557433531, 390.176880867382, 425.6836232471537, 419.6533233517956, 430.1584181621438, 503.12042410032745, 537.6641165394, 558.7838923308869, 533.3470214280301, 18.15848566374018, 592.0034945689472, 558.5349589911547, 523.8137086570435, 460.5376659908078, 458.1584856637402, 537.6109363164696, 557.6655431048766, 561.2318513798565, 9.017148117997976, 45.55963754676077, 39.260735094166535, 449.83160996975084, 308.8952817433515, 112.23820846665487, 156.10676706338194, 311.2860273768694, 310.80156275036245, 79.80419365631545)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([17], [17], [7], [3], [3], [11], [1], [1], [1], [1], [1], [1], [1], [1], [1], [15], [15], [15], [15], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [23], [23], [23], [23], [23], [23], [23], [23], [23], [23], [25], [25], [23], [23], [26], [26], [29], [29], [26])",10.062,"(225.84914951036268, 255.8909370656542, 70.60846973894024, 112.5858598086009, 94.72425111996674, 195.37079657942166, 215.00445570749986, 211.35730360830507, 169.63656535108373, 90.83741597653821, 119.66120788498995, 168.64548032371727, 188.3059079260169, 130.06207985697904, 189.83214495814798, 258.8506953914702, 256.86525095031783, 169.84383933272875, 245.44081537405788, 400.2950574142255, 372.0444624900333, 407.1946630085243, 414.7521856853547, 324.7741718898185, 345.14627246518774, 379.1776269744906, 395.4081635028319, 368.56361634649653, 425.3643086459133, 499.8615973473029, 518.1378042130948, 573.1131333623129, 29.254485200367185, 14.18898659630338, 561.3371571534171, 523.5126017585333, 495.78634203812317, 550.0620081791943, 545.8356884365814, 543.8957263006814, 536.2706693061266, 477.8115711315163, 477.73325571112457, 9.448586565394749, 54.60535709770909, 508.5837966342742, 564.3295019909301, 6.278083102041705, 593.3143939661381, 40.94845217215811)","(165.26652225867753, 152.36088996970295, 44.12511138662785, 204.7177793800504, 150.15866908457366, 80.35306938401317, 463.158105666358, 461.1204279350454, 435.776516400897, 453.2187477033333, 486.88321387054305, 456.66786694102495, 465.82432811227307, 528.4866716338463, 0.938875385105348, 225.28733395772718, 226.93980296717723, 319.5812015294318, 344.12986859482317, 185.77266325158985, 280.7608964939252, 271.284238730661, 318.87887194897723, 390.16959674016636, 425.6841352363582, 419.65483110777245, 430.1584179721557, 503.116933828425, 539.3873531780703, 558.7826554408815, 533.3494131380423, 18.15848566374018, 591.4634447826091, 558.5342432465404, 523.8027938963961, 460.5525417404983, 458.1584856637402, 537.6212956392845, 557.6405511342003, 561.2359610471403, 9.01425064758132, 45.56057210899462, 39.515097447683615, 449.83153949960956, 308.8952001519186, 112.24091180047628, 156.0937566953707, 311.2853385832745, 310.80131675856967, 79.80056548550635)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([17], [17], [7], [3], [3], [8], [1], [1], [1], [1], [1], [1], [1], [1], [1], [14], [14], [14], [14], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [19], [23], [23], [23], [23], [23], [23], [23], [23], [23], [23], [25], [25], [23], [23], [26], [26], [29], [29], [26])",10.082,"(225.8541400104233, 255.8889146170365, 70.60232640594674, 112.57533166864346, 94.75913377695474, 195.36805603865196, 215.18540780434205, 209.88019582042529, 169.6350237797419, 90.83477700129671, 119.58235809069151, 168.64497913555056, 188.30521763474206, 129.8567605055821, 189.83566314567543, 258.87329754696674, 256.8448343501066, 169.84383331497332, 245.44502832623795, 400.29330044427206, 372.0448098817731, 407.16226625149466, 414.24557343280173, 324.7728110483432, 345.6194363046227, 379.1781814689738, 395.40649339010974, 368.552577823539, 425.1103572139689, 499.86538197114317, 518.1574345885128, 573.1193711231602, 29.255401782977174, 14.398695327872588, 561.3481604748812, 523.8945801837335, 495.78005253409765, 550.0587187291043, 545.6602276265181, 545.65805035342, 536.2688921555264, 477.81241748486434, 477.73410261088975, 9.444728996438016, 54.65110634711084, 508.5826607609756, 564.321775898384, 6.882713009643453, 593.3106210514765, 40.76686560089399)","(165.26638407600382, 152.36173977878218, 44.12652121674398, 204.52807466240063, 150.1423903311564, 80.35139257234908, 463.25492591675663, 460.2450189074797, 435.77497482955516, 453.2191613202003, 486.9997731575829, 456.66853143846174, 465.8250183730538, 528.8365620671866, 0.9446678440161804, 225.2649648149956, 226.95494283301707, 319.57961938183587, 344.1280915254649, 185.77276035594366, 280.7622549987241, 271.29345047922055, 318.84508927988867, 390.16109026674405, 425.8172472641089, 419.656325393227, 430.15841778113577, 503.113498848384, 540.0221103922895, 558.7814789138746, 533.3378134933309, 18.15848566374018, 591.4686174717921, 558.5978520278519, 523.7917905749321, 460.94054794227714, 458.1584856637402, 537.6315198642218, 557.9984379882961, 558.0027787885886, 9.011346164384577, 45.561546045312866, 39.51410271118459, 449.83147339545997, 308.8573152563024, 112.24361722239598, 156.08080898378665, 311.36430525728207, 310.80041824124146, 79.67867012354307)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([13], [13], [7], [3], [3], [8], [1], [1], [1], [1], [1], [1], [1], [1], [1], [9], [9], [9], [9], [15], [15], [15], [15], [15], [15], [15], [15], [15], [15], [15], [15], [20], [20], [20], [20], [20], [20], [20], [20], [22], [22], [20], [20], [23], [23], [26], [26], [23])",10.102,"(225.85820689831837, 255.88690329458842, 70.59616065952895, 112.57410080905046, 94.75930317560812, 195.4593608606889, 217.2133977816016, 209.88400031370486, 169.63358850688326, 90.83121901718224, 119.58350182544848, 169.05954749969374, 188.25769187596626, 129.84554728940344, 189.83914944000242, 258.89596352930937, 256.8243874325261, 169.84382743218515, 245.4492527040578, 400.29167346277666, 372.1432943505609, 407.1596939694464, 413.96535034364365, 324.7712487113972, 345.6995428088742, 379.17920928610863, 395.4048144864163, 368.54171651110994, 425.0753651531552, 499.86912207893056, 518.1690882120595, 573.1256501594688, 29.256296597401047, 14.405868700683754, 561.3592504363049, 523.9061366061738, 495.77400918197134, 550.0554725788187, 536.2671104914928, 477.79876281381667, 477.73498057316203, 9.02323564430958, 54.65171637597632, 508.58156253348716, 564.3140875606223, 6.88469786118776, 593.3070213660312, 40.573676523096765)","(165.26351278867293, 152.362584912776, 44.127936190504556, 204.52238420527766, 150.14311905692352, 80.23332813744017, 464.3549390105693, 460.24592492068484, 435.7735395566965, 453.2204547689346, 486.9998539172458, 456.812465107438, 465.79356693771194, 528.8549163691611, 0.9504077929195773, 225.24253250342906, 226.97010518060694, 319.57807271892773, 344.1263096366466, 185.77304377128473, 280.7697548998721, 271.3010565685082, 318.82306131381137, 390.1542615694592, 425.84056639039056, 419.6577926045861, 430.1584175891103, 503.1101190129158, 540.1136019257235, 558.7802737614039, 533.3318546735863, 18.15848566374018, 591.47366731328, 558.5991529157697, 523.7807006135083, 460.9432000193186, 458.1584856637402, 537.641609505284, 9.00843430466557, 44.845023671103945, 39.51319409335599, 449.6543947015771, 308.8583113320835, 112.24630692653352, 156.06792454326177, 311.36347192912893, 310.7995609783456, 79.548897448607)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([15], [15], [7], [3], [3], [11], [1], [1], [1], [1], [1], [1], [1], [1], [1], [13], [13], [13], [13], [17], [17], [17], [17], [17], [17], [17], [17], [17], [17], [17], [17], [17], [17], [21], [21], [21], [21], [21], [21], [21], [21], [23], [23], [21], [21], [24], [24], [27], [27], [24])",10.122,"(225.8629494845831, 255.88490300223987, 70.5899730580544, 112.55143520603102, 94.75948907909898, 195.457127975368, 217.2116324979603, 209.866651745394, 169.63225901621126, 90.66585936142889, 119.48691513945829, 169.09441997804316, 188.25716646537052, 129.84226025500254, 189.84260388664848, 258.91869459967046, 256.803907744377, 169.84382168365363, 245.45348837634572, 400.29009306147145, 372.1433580582897, 407.1571573593721, 413.9595024325366, 324.8790989691148, 345.70650305748103, 379.17975507123003, 395.403127019949, 368.5310319490994, 425.0662914327771, 424.80042677779204, 424.71305454285095, 499.8728135898988, 518.1690406105415, 573.1319708886468, 29.257169810617256, 14.422410335233508, 561.3704250985154, 523.917400335717, 495.4801986199369, 550.0522695625713, 536.2653240884277, 477.79356610438094, 477.73586571065186, 9.017300426531392, 54.65232549401753, 508.5804248456051, 564.2960913920847, 6.941187927618898, 593.2030277684557, 40.309502004295496)","(165.2627537033663, 152.36342541205192, 44.12935617977007, 204.089642332114, 150.1438075744721, 80.23142433031413, 464.35310445837376, 460.23414108531176, 435.7722100660245, 453.3623179689837, 487.1297037147342, 456.82576768264494, 465.79419569193226, 528.8597417671763, 0.9560953067604032, 225.22003577485697, 226.9852918291092, 319.57656135387134, 344.1245229836981, 185.7733190724951, 280.7710560503942, 271.3084640581706, 318.81955138272343, 389.6439435440504, 425.8433752844595, 419.6592596025047, 430.1584173961054, 503.10679417884205, 540.1357261308357, 540.8170260070037, 541.0415452368543, 558.7790842679943, 533.3341279467949, 18.15848566374018, 591.4785952494075, 558.6034295432522, 523.7695259512979, 460.9457849264278, 458.2594566823808, 537.6515650777034, 9.005514699718105, 44.5513557913456, 40.23379040894213, 449.6533650074989, 308.8592748163451, 112.24901748419802, 156.07459185626828, 311.36990409900994, 310.80991734087087, 79.37158884190669)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([16], [16], [8], [4], [4], [12], [1], [1], [1], [1], [2], [2], [2], [2], [2], [1], [1], [1], [1], [21], [21], [21], [21], [21], [21], [21], [21], [21], [21], [21], [21], [25], [25], [25], [25], [25], [25], [25], [25], [27], [27], [25], [25], [28], [28], [31], [31], [28])",10.142,"(225.86695413429095, 255.8829136435582, 70.58376415668974, 112.52094477426084, 94.95996998864737, 195.45489755529502, 208.92963705044298, 169.63103479770768, 169.11617548561713, 187.90360644516602, 217.28355632958244, 90.32274422507012, 119.4881021680805, 129.84162841577484, 189.84602653130912, 258.9414917994603, 256.7837353230137, 169.8438160686727, 245.45773521364373, 400.2015751428217, 372.14341965872734, 407.1547204802753, 413.95642035703565, 324.8776640500944, 346.0831237259328, 379.18029585093683, 395.4014312170947, 368.60107446041496, 424.5828531597357, 499.8762340458418, 518.1689937777019, 573.1383337098071, 29.336291207780164, 14.943276081417821, 561.3816825040639, 523.928493841744, 495.1029022653979, 550.049109514254, 536.2635327177445, 477.7942499371744, 477.7366078418904, 7.640385081544082, 54.725809439625436, 508.5792857663381, 564.2896902998449, 7.6520911297844805, 593.2002495493576, 40.267065365764665)","(165.2598713076971, 152.36426131712992, 44.130781057135664, 203.63153938460584, 150.04659613687042, 80.22952262511288, 459.65535564875245, 435.77098584752093, 456.83432876694906, 465.5557449662763, 464.3915461701399, 453.65794140371577, 487.1297624635714, 528.8601030600561, 0.9617304607731967, 225.1974735986053, 227.00013191801128, 319.5750851010404, 344.122731621226, 185.5724870328491, 280.77231416213465, 271.31567114984813, 318.81646930722235, 389.6375353691431, 425.94505701168623, 419.66071314653334, 430.15841720214723, 502.93785327679984, 541.4035989010684, 558.7803920754023, 533.3363645107534, 18.15848566374018, 590.9251129890815, 558.7624588657875, 523.7582685457494, 460.94838523294936, 458.3893563595494, 537.6613870977744, 9.002586975952, 44.55216210690298, 40.232547133651224, 449.01595484525046, 308.79776278506813, 112.25173135685657, 156.05935798731008, 311.4611305277681, 310.8090505570665, 79.34218052854158)"
"([3], [3], [6], [10], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [13], [18], [18], [18], [18], [18], [18], [21])","([15], [15], [7], [4], [4], [10], [1], [1], [1], [1], [2], [2], [2], [2], [2], [1], [1], [1], [1], [18], [18], [18], [18], [18], [18], [18], [18], [18], [18], [18], [18], [22], [22], [22], [22], [22], [22], [22], [22], [22], [22], [22], [22], [25], [25], [25])",10.162,"(225.87093266381743, 255.88093512174186, 70.57753450739847, 112.51853672158506, 94.96046366286828, 195.4526696934696, 208.9359598125548, 170.9501449147163, 169.55718476221648, 187.70401685873878, 217.30440116835905, 90.31913180392209, 119.46913595066246, 129.8415256193943, 189.849417419848, 258.96435594708254, 256.7735047510416, 169.843810586541, 245.48844260706863, 400.2000181321556, 372.157513338673, 407.1523502172426, 413.953466644792, 324.8782197288781, 346.2459060172521, 379.18083162685866, 395.39972730244995, 368.5885251634548, 424.5705850028703, 499.8798386256774, 518.1689477121724, 573.1447390038707, 29.33725413269042, 15.103700139991474, 561.3930206772786, 523.9392152602308, 494.5844791885545, 550.0459922674704, 536.2617848287746, 7.653996981790442, 593.1976141693951, 7.636017360569554, 54.72647824235014, 508.5781451169735, 564.2833345248973, 40.267697380539516)","(165.2570077123483, 152.36509266868475, 44.13221069593146, 203.6071293802271, 150.04718387162674, 80.22762310112961, 459.65798791337295, 436.09131728658394, 456.99286872629546, 465.4248591325296, 464.40223167546935, 453.658858583221, 487.15659880532667, 528.8596547065293, 0.9673133304694375, 225.17484516470768, 227.00412509364463, 319.5736437760194, 343.90642241509397, 185.5730885683726, 280.7744336934972, 271.32268122392134, 318.8135155949788, 389.6229850706528, 425.9822087228707, 419.6621532410526, 430.15841700726116, 502.93224199919064, 541.4355119494211, 558.7791732862366, 533.3385644308078, 18.15848566374018, 590.9305472087716, 558.8169052251515, 523.7469303725346, 460.95083818517685, 458.5752434681244, 537.6710760826893, 8.99948800194079, 311.46033036687527, 310.8082283380156, 449.0156464383657, 308.79870478570473, 112.25444897029541, 156.044231968335, 79.34157947055479)"
