s1,s2,t,x,y
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([3], [3], [3], [18], [18], [18], [18], [22], [22], [22], [22], [24], [24], [24], [24], [24], [11], [11], [17], [7], [7], [10], [10], [10], [11], [3], [3], [3], [3], [16], [16], [16], [16], [16], [16], [16], [16], [24], [24], [24], [24], [25], [16], [16], [16], [16], [25], [25], [16], [24])",15.722,"(183.11842802171924, 166.81861950329414, 253.622531512408, 249.3725486193033, 247.02063250531148, 348.9431579569167, 335.1087582110478, 393.8268883644519, 332.96013616574066, 333.02549374769353, 361.2299335214519, 529.5218617114454, 543.367243573661, 538.2982846728104, 502.38713179993965, 415.19747626468006, 131.30861962552, 93.18552228615386, 258.4625088665002, 74.89112314563761, 103.93391198584729, 134.5180611835461, 104.90388788233892, 193.27761190967044, 180.43747354287075, 266.05348119419955, 227.89299160488383, 255.91098537547293, 280.7585716497691, 395.0110031084054, 306.9553017928673, 435.55169187429203, 462.8314432148036, 465.96032317109564, 470.38427854304337, 470.95422126226947, 558.3166513062063, 58.99561238078684, 575.5634708766552, 561.4320731541849, 537.5855491375098, 62.31784602606115, 552.2624484903887, 518.6626763097028, 574.2479472322682, 567.8211102572125, 43.53044411365511, 28.115003682423435, 29.44904566006278, 68.10621453643432)","(393.1585479207415, 317.97438237043497, 228.53557606373528, 376.9449828601764, 343.8465315989069, 329.59962177056315, 372.21944173923225, 439.82283474108647, 462.71749349868503, 470.1509257462717, 492.5053181445255, 529.2026782771211, 530.7334777590899, 4.087870716603561, 564.472917150247, 565.3858033552789, 571.8430096982244, 4.650227706689975, 492.70312210074417, 472.543229560271, 502.10884098150746, 161.0952219036388, 145.24535216571445, 81.05615848199179, 12.998274623125326, 220.06843917279264, 165.96736476447967, 153.3279457034936, 170.48880206421336, 172.13048796956303, 151.9587248966086, 450.1097381961142, 411.7596960327233, 408.89972301681655, 404.46741568887813, 403.8608415245122, 384.86473102463447, 598.395819680038, 18.222003995197497, 483.7044450087326, 473.6028602722474, 303.1832417377046, 146.99365996743813, 108.51517858429216, 315.070359509328, 242.30793625182082, 285.7420571817699, 234.8013749869927, 70.83154736675661, 44.03462007612188)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([4], [4], [4], [17], [17], [17], [17], [20], [20], [20], [20], [23], [23], [23], [23], [23], [12], [12], [16], [8], [8], [11], [11], [11], [12], [4], [4], [4], [4], [15], [15], [15], [15], [15], [15], [23], [23], [23], [23], [25], [15], [15], [15], [15], [25], [25], [15], [23])",15.742,"(183.12024744024274, 166.82029494012698, 253.61372647753245, 249.37223527646034, 247.0244573868569, 348.77819976372257, 335.1075776128386, 393.82694808040026, 332.95952110368086, 333.18015090077256, 361.2280808006584, 529.5203842072284, 543.3667199157924, 538.2950817093483, 502.38897574242105, 414.9110314338956, 131.3067759764795, 93.18498015260843, 258.7245552741205, 74.79506374519644, 103.93599170035782, 134.51457617439047, 104.90345939252165, 193.27511363724904, 180.295482089441, 266.06155655682875, 227.90762432617532, 255.90744109606902, 280.7611332170347, 395.00925510089496, 306.955782620521, 435.55429668551824, 462.83328514761365, 471.02394258813615, 558.316001078644, 58.99477751984659, 575.5680200985474, 561.4324374391696, 537.5863978827512, 62.317515208001396, 552.2569994004697, 518.6643909694149, 574.2483030918952, 567.8228488573183, 43.529348893792985, 28.11384601985128, 29.451892713727602, 68.1021708700099)","(393.1585488772005, 317.9731399555074, 228.5347707024423, 376.94577214219356, 343.84260022594646, 329.91304211351434, 372.21921824758044, 439.81934996152836, 462.71583351124286, 470.3206214335354, 492.50583168271294, 529.2044100982753, 530.734834397251, 4.079572813102459, 564.4710732077656, 565.8201525911182, 571.8424336063706, 4.6490088398883245, 493.02845538949066, 472.7059214625466, 502.1087730609212, 161.09634313911147, 145.24726574944702, 81.05599492916849, 13.140100177132581, 220.06127314427965, 165.9734925795143, 153.32715661871885, 170.49098746680397, 172.13225829483207, 151.96082650887712, 450.11061971504546, 411.7589792030166, 403.78621182388247, 384.8654880167084, 598.3925548856747, 18.220994410624257, 483.7033006483367, 473.6020115270061, 303.18514859263536, 146.98763892183894, 108.51692275145933, 315.0688041101067, 242.3083233270811, 285.7415967603292, 234.8022085922459, 70.83159615449387, 44.03421811873932)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([4], [4], [4], [18], [18], [18], [18], [23], [23], [23], [23], [25], [25], [25], [25], [25], [14], [14], [17], [6], [6], [12], [12], [12], [14], [4], [4], [4], [4], [16], [16], [16], [16], [16], [16], [25], [25], [25], [25], [27], [16], [16], [16], [16], [27], [27], [16], [25])",15.762,"(183.12197638472225, 166.82196700977732, 253.6107257911798, 249.39789419822569, 247.02824559312216, 348.30860796969085, 335.10604653928465, 393.8270065048216, 333.22841310348343, 333.394694570733, 360.9963611171514, 529.5189548732201, 543.1247330422677, 538.2918790062516, 502.39078298854474, 414.909804174991, 131.30495531804485, 93.18444716376001, 258.9008071160314, 74.65654813359583, 103.93807178866786, 134.5111139241857, 104.90303568915687, 193.27450712093508, 180.2971398979098, 266.06952586079126, 227.9096196676938, 255.9039129861294, 280.76366720318526, 395.0055742356968, 307.0492779425726, 435.30398815304784, 461.5905601858667, 471.01561676764595, 558.3121896673804, 58.87233890898358, 575.5725378009965, 561.4333790909403, 537.5872105795457, 62.765284838676735, 552.0107648709843, 518.6661326962961, 574.2302894422465, 567.8245530288696, 43.528178800385945, 28.112735278828836, 29.4547199888799, 68.08559099822344)","(393.1585497860977, 317.9719000375035, 228.53782206918595, 376.95207525015235, 343.8387064020059, 330.86270498402604, 372.2196954605195, 439.81594055022435, 462.47002614040343, 470.55569582458065, 492.2534585005435, 529.2060870061377, 530.6261060683532, 4.0712755841291255, 564.4692659616419, 565.8192692815112, 571.8418646984768, 4.647810532905851, 493.25911049567355, 472.9409517399047, 502.1086701124601, 161.09745705232427, 145.24915795746125, 81.05486883733903, 13.14001900649896, 220.05420123159337, 165.97124402592084, 153.32637113385164, 170.49315084497675, 172.12591817985663, 151.7212917160564, 449.56375760504864, 412.84580401033384, 403.7959767146598, 384.85022395387404, 598.5495348346161, 18.219991820993187, 483.70234678545967, 473.6011988302115, 302.8670443067764, 146.7897154530392, 108.51869445159264, 315.07210830673, 242.30870273730005, 285.7413935295522, 234.8030084104082, 70.83164460330221, 44.02986427718997)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([3], [3], [3], [20], [20], [20], [20], [24], [24], [24], [24], [26], [26], [26], [26], [26], [13], [13], [19], [7], [7], [11], [11], [11], [13], [3], [3], [3], [3], [18], [18], [18], [18], [18], [18], [26], [26], [26], [26], [27], [18], [18], [18], [18], [27], [27], [18], [26])",15.782,"(183.11844448868942, 166.8236356253842, 253.60777436479867, 249.74426926532493, 247.03285400438733, 348.00340814315507, 335.1045770267806, 393.82706363816953, 333.227250812324, 333.3937133407094, 360.9945081304502, 529.6667728227306, 543.0010895608759, 538.2886768720722, 502.3925535725591, 414.90861632244105, 131.30315748073264, 93.57236024667552, 258.90097105838055, 74.64023255871774, 103.87137158312646, 134.50802083989734, 104.90261676320065, 193.2740386573426, 180.29873505785218, 265.7679611485396, 227.91159603337553, 255.90040124844825, 280.7661770165291, 395.00393206603036, 307.0498433478431, 435.30785238466933, 461.591713627075, 471.7130406710219, 558.1987314011827, 58.87213233686009, 575.5770637114415, 561.344757559182, 537.5879873105099, 62.764764880915095, 551.8349452344681, 518.6679013236412, 574.2307744148338, 567.8089277167373, 43.65116924831193, 28.11167123102041, 29.45752747262725, 68.08503559801352)","(393.1610410493806, 317.9706626808346, 228.54082334397685, 377.0269509388903, 343.83618350741375, 331.5159443845235, 372.22013557887647, 439.81260648070986, 462.4686608370213, 470.5573411885001, 492.2541913193903, 529.1823765823852, 530.5715533325705, 4.062979829046526, 564.4674953776278, 565.8184143343074, 571.8413029215837, 4.72658146864967, 493.2583783489572, 472.96706116744997, 502.1551246294558, 161.09820174082438, 145.2510288301464, 81.0536886118868, 13.13994090330084, 220.00628882223486, 165.96901685622856, 153.32558929404127, 170.4952920782843, 172.1277881666611, 151.72336929328708, 449.5670448850642, 412.84579445060285, 403.040874222994, 384.2854731651669, 598.545315857873, 18.218987409805322, 483.68196444234457, 473.60042209924734, 302.8693757527192, 146.64733138220643, 108.52049351511792, 315.07054981702265, 242.32426153805756, 285.5075960690864, 234.80377460589898, 70.83169271296072, 44.030514181805984)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([5], [5], [5], [18], [18], [18], [18], [23], [23], [23], [23], [25], [25], [25], [25], [25], [14], [14], [17], [9], [9], [13], [13], [13], [14], [5], [5], [5], [5], [16], [16], [16], [16], [16], [16], [25], [25], [25], [25], [28], [16], [16], [16], [16], [28], [28], [16], [25])",15.802,"(183.11994521387726, 166.82530070004304, 253.60487207624743, 249.74404540633725, 247.0365964481225, 347.84685065030857, 335.10314475631753, 393.82711948086967, 333.22989177366594, 333.3927977430344, 360.98342441949103, 529.6651212190027, 542.8689462598566, 538.2854756155906, 502.3942875285968, 414.90746278235247, 131.40800399137348, 93.57148601290518, 259.0143196874282, 74.62418951943545, 103.86923341808273, 134.50460078882293, 104.9022026056495, 193.27357585938097, 180.30026792890175, 265.78235168937044, 227.9135533673084, 255.89691446558152, 280.7686608506591, 395.00201254630383, 307.05039587805106, 435.3116038415774, 461.57734083138234, 472.69340505067225, 558.1982355369291, 58.84158078841165, 575.5815278741836, 561.3454298317763, 537.8443763966555, 62.76425908377473, 551.8345701011999, 518.6696966841316, 574.017725813115, 567.5508203472065, 43.65203867235641, 28.12128728772143, 29.46031515116988, 68.08449792862211)","(393.1610667661372, 317.9694279499447, 228.5437746510196, 377.0277961663279, 343.8324008772681, 331.8571589071672, 372.2205819620904, 439.80934772814567, 462.463970062454, 470.55887649759484, 492.24440726601995, 529.18407423361, 530.5197557721106, 4.0546863478126625, 564.46576142159, 565.8175952571418, 572.0660989478449, 4.725143124507667, 493.4071621363488, 472.99274701838476, 502.1578356956974, 161.09930376334268, 145.25287840771085, 81.05252266016225, 13.139865849929606, 220.00067197087492, 165.966811133445, 153.32482570033486, 170.4974111475699, 172.12834678410246, 151.72539956120121, 449.5702362282681, 412.85917826324794, 401.9554515051008, 384.2872193799123, 598.580999972516, 18.217996701956054, 483.68103031740793, 473.8067925957506, 302.87164370365184, 146.64521523649486, 108.5223197718372, 315.12491358999586, 242.55308635640415, 285.50338859503717, 234.80432187393387, 70.83174048323286, 44.03114333860708)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([5], [5], [5], [19], [19], [19], [19], [24], [24], [24], [24], [27], [27], [27], [27], [27], [12], [12], [18], [9], [9], [11], [11], [11], [12], [5], [5], [5], [5], [17], [17], [17], [17], [17], [17], [27], [27], [31], [31], [33], [17], [17], [17], [17], [33], [33], [17], [27])",15.822,"(183.06621523708458, 166.82696214682176, 253.6020188070986, 249.74422884397006, 247.04030141939785, 347.8326743306559, 335.22248799517234, 393.443187052442, 333.2328881463612, 333.46592706835224, 360.98171510945855, 529.6635243730458, 542.8415143362598, 538.2822755457967, 502.3959848906761, 414.8926247597615, 131.40591983575985, 93.57062491729064, 259.0967743092188, 74.62374212265837, 103.87110440731101, 134.50120292304373, 104.90179320754072, 193.27311871552394, 180.30173887015218, 265.79336149985176, 227.9155035204874, 255.89343633921436, 280.7711186438695, 395.00043644451944, 307.05093559343186, 435.24187021883404, 461.57923428256197, 472.7856533391041, 558.1978016983938, 58.84151433625982, 575.5859302451648, 561.346028989373, 537.9787252163243, 62.97810747200401, 551.8345409540586, 518.6715186098443, 574.0179517851445, 567.55245612078, 43.82102708586331, 28.120384427705744, 29.4630830098115, 67.85657252835676)","(393.18768207586703, 317.9681959092979, 228.54667611074183, 377.02868028798633, 343.8286561219621, 331.8870852194214, 372.003969443279, 440.536254377447, 462.45908774249676, 470.6409607590108, 492.2451105732871, 529.1857156003911, 530.5104036742338, 4.046395940924754, 564.4640640595105, 565.8374575786784, 572.0652198281871, 4.723726396082384, 493.51967137283407, 472.9918988615551, 502.1577965178602, 161.10039863722653, 145.2547067301808, 81.05137095312662, 13.13979382880325, 219.99311236365338, 165.9646347005384, 153.3240517717904, 170.49950800018962, 172.13012302015449, 151.72738274113354, 449.4085509783722, 412.8584417687704, 401.8520689280807, 384.289113445516, 598.5767172147569, 18.217019707223017, 483.68014519077656, 473.9139338468914, 302.7237927948601, 146.64346054887773, 108.52417305093789, 315.1233032945458, 242.55379097929904, 285.1817666786573, 234.80502325429762, 70.83178791386683, 43.97161222624868)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([5], [5], [5], [19], [19], [19], [19], [23], [23], [23], [23], [25], [25], [25], [25], [25], [12], [12], [18], [9], [9], [11], [11], [11], [12], [5], [5], [5], [5], [17], [17], [17], [17], [17], [17], [25], [25], [27], [27], [29], [17], [17], [17], [17], [29], [29], [17], [25])",15.842,"(183.06725036113914, 166.82861987877754, 253.59921444257458, 249.7440287260025, 247.0439777312816, 347.8322075437944, 335.2211752729938, 393.4473579500989, 333.3436890731502, 333.7400808645357, 360.90396313029703, 529.7602630623438, 542.8415143362598, 538.2790769718652, 502.39764569270096, 414.89131100821476, 131.40385976695546, 93.56977692536381, 259.2005103757335, 74.62206312455334, 103.79886510007978, 134.4978270479638, 104.90138855995298, 193.27266721423342, 180.28544566045412, 265.80380048966146, 227.91742243237798, 255.88997519109853, 280.7735503343896, 394.99884584408704, 307.1235048648865, 435.1757592096965, 460.2969847551543, 472.7852252699515, 558.1973851514771, 58.84128972856877, 575.590270781196, 561.0583458768825, 537.9796275385492, 62.97800842887477, 551.8345132279926, 518.7396772759874, 574.0181746199862, 567.5540634021661, 44.00185256797192, 28.750233617677054, 29.46583103296939, 67.85609542361613)","(393.18786239140076, 317.9669666233664, 228.54952783985976, 377.0294346515821, 343.8249633677141, 331.88714796635634, 372.00415403340605, 440.525458452876, 462.35547659603594, 470.94273830629106, 492.1602677438684, 529.1707638383673, 530.5120762780012, 4.038109409361937, 564.4624032574858, 565.8370206389912, 572.064350868609, 4.722331226664551, 493.6613777223922, 472.99323523336216, 502.2080047975435, 161.10148642517947, 145.25651383739824, 81.05023346171146, 13.157285585389786, 219.98537136350706, 165.9624719084813, 153.32328162112861, 170.5015825834442, 172.13178142697024, 151.54474774980864, 449.2546682717026, 413.9551614614571, 401.8533991907151, 384.2909320188398, 598.5727413152098, 18.216056435191035, 483.6160707003172, 473.9130315246665, 302.7258784201149, 146.6417914114331, 108.50191980954801, 315.1217153549571, 242.55448332895043, 284.8409896152933, 234.79506066301468, 70.8318350045956, 43.97227900526923)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([5], [5], [5], [20], [20], [20], [20], [21], [21], [21], [21], [23], [23], [23], [23], [23], [14], [14], [19], [9], [9], [13], [13], [13], [14], [5], [5], [5], [5], [18], [18], [18], [18], [18], [18], [23], [23], [25], [25], [27], [18], [18], [18], [18], [27], [27], [18], [23])",15.862,"(182.79236574598713, 166.83027380897187, 253.59645887148378, 250.13793963163045, 247.16293933815928, 347.15266180717276, 335.22130629984184, 393.45142988017494, 333.70233371243944, 333.7516025837939, 360.90239195509565, 529.7594073091282, 542.8415143362598, 538.2758802031362, 502.399282394161, 414.88837422848974, 131.40182361037586, 93.5689420031758, 259.36362019064904, 74.40427407763104, 103.7953804592785, 134.49447297061766, 104.90602026364644, 193.27222134395788, 180.2867491581602, 265.8141056767081, 227.91932214584125, 255.8865312243259, 280.6224960077294, 394.9364261131404, 307.12420530432865, 435.1790405818648, 460.29910780647674, 472.78493776064124, 558.0901238807694, 58.84128753813377, 575.5945494399423, 560.6173646521206, 537.9817851174156, 63.12414432999606, 551.7492571108712, 518.741320788053, 574.0183943459363, 567.5442846790158, 44.00016229790981, 28.841523909629814, 29.36726956873929, 67.85563316556215)","(393.31745584540084, 317.9657401566192, 228.5523299514429, 377.11133139400846, 343.9961194386317, 333.49980543481786, 372.00181105124733, 440.5149186953523, 462.02385128255116, 470.9580414966739, 492.1610769655258, 529.1722367333207, 530.5136773637142, 4.029827554528879, 564.4607994361658, 565.8391042805403, 572.0634919954695, 4.7209575603994836, 493.8845458118466, 473.3804173722956, 502.21155893674165, 161.10256718937956, 145.2558741333519, 81.04911015681432, 13.157280627489172, 219.97772958437997, 165.96033075483615, 153.32251529354014, 170.5073481219993, 171.8698047475291, 151.5464123965006, 449.25678032069175, 413.95437364662394, 401.85451557709405, 383.76017734576135, 598.5685745728906, 18.215106895255076, 483.52254952331543, 473.91320880261753, 302.6254130205673, 146.57170696379023, 108.503822107263, 315.1201495695883, 242.56519868153782, 284.84098872672706, 234.79435541422657, 70.71408074982241, 43.97292503526273)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([5], [5], [5], [16], [16], [16], [16], [20], [20], [20], [20], [22], [22], [22], [22], [22], [12], [12], [15], [7], [7], [11], [11], [11], [12], [5], [5], [5], [5], [14], [14], [14], [14], [14], [14], [22], [22], [24], [24], [26], [14], [14], [14], [14], [26], [26], [14], [22])",15.882,"(180.93269469736015, 166.83192385048568, 253.58856988289148, 250.32735685452388, 247.16645441103083, 346.84424339357014, 335.43485794633074, 393.45540335782783, 333.7016181886105, 333.7509982519218, 360.7594753424012, 529.7583500922441, 542.8415143362598, 538.2726855490926, 502.4008701572675, 414.8872671098437, 131.3998111944785, 93.56812011729889, 259.62575878295024, 74.4033054631679, 103.79766894304032, 134.49114049968122, 104.90561302720229, 193.2717810931308, 179.59451793155546, 265.82427697293724, 227.92120260472262, 255.88800938503675, 280.62597701057354, 394.9346688562248, 307.1248898991431, 435.1745770159755, 460.30114007327893, 472.7845644150261, 558.0896684785467, 58.84128540025961, 575.598766179909, 560.6140160902423, 537.9827095513315, 63.124039187556264, 551.7373670339562, 518.7429882338913, 574.0186109915126, 567.5457012751408, 43.998488272871555, 28.925068419679974, 29.37061100917765, 67.85518574633636)","(394.1584856637402, 317.96451657351076, 228.55166894956614, 377.1483095643201, 343.9912641779323, 334.2897771956111, 371.6051433014316, 440.50463377144524, 462.0219202241807, 470.9599198838886, 492.00356424035294, 529.1736970334811, 530.5152070744803, 4.021551178201776, 564.4592115625131, 565.8385251600745, 572.0626431364094, 4.719605342289697, 494.260575406778, 473.38041031806586, 502.2111616575746, 161.10364099147597, 145.25764866565538, 81.04800100929498, 13.815077881497018, 219.97018709156856, 165.95821130289448, 153.33035800542527, 170.50947952838328, 171.8721744654839, 151.54803938725038, 449.2415721473709, 413.9536195198092, 401.85567411702067, 383.76214577216444, 598.564507813936, 18.214171096624, 483.5206074387364, 473.91245615572154, 302.62753743853096, 146.56058369830185, 108.5057521073368, 315.1186057352182, 242.5660006035028, 284.84096136710565, 234.79379812495404, 70.71466045246527, 43.97355032721191)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([5], [5], [5], [20], [20], [20], [20], [23], [23], [23], [23], [25], [25], [25], [25], [25], [12], [12], [19], [7], [7], [11], [11], [11], [12], [5], [5], [5], [5], [18], [18], [18], [18], [18], [18], [25], [25], [27], [27], [29], [18], [18], [18], [18], [29], [29], [18], [25])",15.902,"(180.93532796084548, 166.8335699164349, 253.58587663244862, 250.3272130248498, 247.16993183245734, 346.8412805645572, 335.4329548810633, 393.45927889221315, 333.70094180942726, 333.75646759005645, 360.7576412826152, 529.7573311197865, 542.8415143362598, 538.2694933193378, 502.4043557796472, 414.88620255786657, 131.59757442522908, 93.56731123482646, 259.6260484351734, 74.3976278786028, 103.79988932339322, 134.4878294454825, 104.90521065266657, 193.271346450169, 179.40613184194558, 265.8343142890092, 227.92306375281646, 255.8846831979888, 280.62941894989007, 394.93294875714383, 307.2031611233865, 435.1778009963068, 460.2846005436709, 473.795713796903, 558.0892325145683, 58.84128331480872, 575.6183837380535, 560.614982371381, 537.9834903298887, 63.15626922839965, 551.737101240051, 518.7446794658238, 574.0188245854619, 567.5472722029227, 43.99687332876783, 29.127801513660415, 29.373927355549085, 67.85396134610744)","(394.1584856637402, 317.96329593846986, 228.554362200009, 377.1492231068352, 343.9864609240013, 334.2959153803568, 371.6062991536684, 440.4946023632597, 462.020099486577, 470.9682895978258, 492.00416490291616, 529.1751045078278, 530.5166655521118, 4.013281082469916, 564.4608264482649, 565.837968305722, 572.4861675867986, 4.718274518195244, 494.2598860784277, 473.38888999668256, 502.21077620111123, 161.10470789258562, 145.259402012199, 81.04690598997144, 13.98977238986049, 219.9627439513224, 165.95611361600527, 153.32976663106527, 170.5115870163001, 171.8744940748934, 151.35162251201714, 449.2438350607616, 413.9686134226632, 400.7089674193874, 383.7640514699896, 598.5605407772372, 18.24025576084034, 483.5196283187495, 473.9116540408396, 302.6069902625157, 146.55888657536326, 108.5077096388377, 315.11708364699547, 242.56662884943478, 284.8409322305819, 234.79215957344832, 70.71523580156736, 43.97397162722541)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([7], [7], [7], [26], [26], [26], [26], [28], [28], [28], [28], [30], [30], [30], [30], [30], [15], [15], [25], [9], [9], [14], [14], [14], [15], [7], [7], [7], [7], [24], [24], [24], [24], [24], [24], [30], [30], [32], [32], [36], [24], [24], [24], [24], [36], [36], [24], [30])",15.922,"(180.93785917708675, 166.83521191998454, 253.58323226185888, 250.3462531179174, 247.17525859545862, 346.8405572798773, 335.4311133924216, 393.4630569865547, 333.7921749522935, 333.9955982725254, 360.7558803257478, 529.7563503078301, 542.8415143362598, 538.2663038235762, 502.40586807554155, 414.76672106002775, 131.59489286358917, 93.56651532337295, 259.8312518034693, 74.17914317737808, 103.06831931435829, 134.48453962001346, 104.904813130946, 193.27091740347112, 179.40845909874747, 265.38453146665034, 227.92490553387182, 255.88137379542644, 280.5038161906817, 394.9312656714787, 307.2036551239132, 435.1809621925081, 460.26326930536175, 473.7954758730957, 558.08881352313, 58.84128128164468, 575.6226460847358, 560.6158977869206, 537.9842349718359, 63.16338975954636, 551.7368517813319, 518.74639433562, 574.0190351567666, 567.5488141277062, 43.99532231828755, 29.126643756885187, 29.377218608948624, 67.68700817372485)","(394.1584856637402, 317.96207831588856, 228.55700657059873, 377.15376206388294, 343.9845164743057, 334.2962591944081, 371.60741760651496, 440.4848231682545, 461.9479563871238, 471.19965293039354, 492.0047416239555, 529.1764592722842, 530.5180529371396, 4.005018069681569, 564.4592983992301, 566.0139264943, 572.4845665162954, 4.716965034833265, 494.5599036049666, 473.7766364237315, 502.7092621041576, 161.10576795328916, 145.2611342126065, 81.04582506961572, 13.989644451482377, 219.83777900640177, 165.95403775756847, 153.32917824087733, 170.51711779126634, 171.87676377051088, 151.353848494932, 449.2461101467453, 413.9876454439059, 400.71012731778427, 383.76588297697606, 598.5566732025902, 18.239497468836362, 483.5187033567787, 473.9108890500721, 302.6039917812815, 146.557285904046, 108.50969453019522, 315.11558309838966, 242.56724549647856, 284.8409042475367, 234.79299324653482, 70.7158067973188, 43.93608264520162)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [3], [3], [3], [12], [12], [13], [13], [14], [15], [16], [16], [16], [16], [16], [16], [20], [20], [20], [20], [20], [20], [20], [20], [20], [23], [23], [24], [24], [24], [24], [26], [27])","([7], [7], [7], [19], [19], [19], [19], [22], [22], [22], [22], [24], [24], [24], [24], [24], [14], [14], [18], [9], [9], [13], [13], [13], [14], [7], [7], [7], [7], [17], [17], [17], [17], [17], [17], [24], [24], [26], [26], [30], [17], [17], [17], [17], [30], [30], [17], [24])",15.942,"(180.9402888012013, 166.83684977436297, 253.58063667465615, 250.34610465342882, 247.1786573702454, 346.84055540136717, 335.5063197612227, 393.0215342755765, 333.7913956383536, 333.99507351490524, 360.7488874682118, 530.0648466773105, 542.8412413638235, 538.2632743566264, 502.40734409285824, 414.6454255329894, 131.5922380242636, 93.62999458592267, 259.83527791614205, 74.17877244253714, 103.07280328966351, 134.4812708369404, 104.90442045299267, 193.27049394141602, 179.39841117534075, 265.3948011757157, 227.92670809927495, 255.87808138090713, 280.50688166589504, 394.92961945538957, 307.204137941999, 435.184023490365, 458.6315992846461, 473.8520145963298, 558.0115660520722, 58.83349954591847, 575.6268456574757, 560.6157204216166, 537.9871874726304, 63.16572322528805, 551.3145852466422, 519.0701142655737, 574.0192427346511, 567.5503271173216, 43.9938349835611, 29.125589194403574, 29.380484769473696, 67.68174780480672)","(394.1584856637402, 317.96086377011216, 228.55960215780146, 377.1545880605778, 343.9797960577612, 334.2948265884808, 371.46586329072016, 441.2576322984404, 461.94670281018966, 471.2012839845373, 491.9994122884186, 529.1285163907842, 530.5192602425587, 3.995105219743664, 564.4578070066763, 566.1878315037902, 572.4829814007898, 4.728629091078574, 494.56466651099254, 473.7755044239957, 502.7075313044362, 161.10682123362784, 145.26284530630434, 81.04475821895008, 14.000769301117543, 219.82883182754568, 165.9520060988167, 153.32859287105265, 170.51929419081864, 171.87898374630913, 151.3560240893937, 449.2483133367414, 415.35160346427256, 400.64593762416683, 383.3869719535416, 598.562966885884, 18.238750344619007, 483.5176130932256, 473.9119622042281, 302.604293598369, 146.21505780839644, 108.39554691707986, 315.1141038811442, 242.5678505717608, 284.8408774133178, 234.79379407885045, 70.71637343973643, 43.93559700143658)"
