index,t,n,dn,rates
3,130.0999999999969,8,-2.0,0.010000000000000571
13,230.09999999999118,6,4.0,0.019999999999998398
18,280.0999999999952,10,-2.0,0.03333333333332582
21,310.10000000000196,8,2.0,0.00909090909090702
32,420.100000000027,10,-2.0,0.02499999999999435
36,460.10000000003606,8,2.0,0.033333333333325756
39,490.1000000000429,10,-2.0,0.014285714285711038
46,560.1000000000588,8,-2.0,0.049999999999988914
48,580.1000000000632,6,-2.0,0.00624999999999857
64,740.1000000000998,4,-2.0,0.004347826086955536
87,970.100000000152,2,-2.0,9.999999999997726
88,970.200000000152,0,,
