index,t,n,dn,rates
10,125.02500000001127,8,-2.0,0.0571428571428441
17,142.52500000001527,6,-2.0,0.0363636363636281
28,170.02500000002152,4,-2.0,0.030769230769223773
41,202.5250000000289,2,2.0,0.01739130434782351
64,260.02500000003744,4,1.0,0.4000000000003729
65,262.5250000000351,5,-1.0,0.0666666666667273
71,277.52500000002146,4,-2.0,0.08000000000007276
76,290.0250000000101,2,2.0,0.0666666666667273
82,305.02499999999645,4,2.0,0.030769230769258752
95,337.5249999999669,6,-2.0,0.044444444444484865
104,360.02499999994643,4,-2.0,0.02222222222224246
122,405.02499999990545,2,2.0,0.004597701149429468
209,622.5249999997077,4,2.0,0.05714285714290911
216,640.0249999996918,6,-2.0,0.01600000000001461
241,702.5249999996347,4,-2.0,0.04444444444448419
250,725.0249999996146,2,-2.0,40.00000000003638
251,725.0499999996146,0,,
