index,t,n,dn,rates
1,110.09999999999802,2,2.0,0.012500000000000708
9,190.09999999999349,4,-2.0,0.025000000000001438
13,230.09999999999118,2,2.0,0.05000000000000277
15,250.09999999999008,4,-2.0,0.0499999999999929
17,270.0999999999929,2,2.0,0.04999999999998863
19,290.09999999999746,4,2.0,0.09999999999997726
20,300.09999999999974,6,2.0,0.033333333333325756
23,330.10000000000656,8,-2.0,0.03333333333332588
26,360.10000000001327,6,2.0,0.024999999999994207
30,400.10000000002253,8,-2.0,0.01666666666666291
36,460.10000000003606,6,2.0,0.049999999999988345
38,480.1000000000407,8,-2.0,0.007692307692305943
51,610.1000000000703,6,-2.0,0.005882352941175137
68,780.1000000001088,4,-2.0,0.09999999999997726
69,790.1000000001111,2,2.0,0.024999999999994315
73,830.1000000001202,4,-2.0,0.00370370370370405
100,1100.100000000095,2,2.0,0.02000000000001819
105,1150.1000000000495,4,-2.0,0.05000000000004547
107,1170.1000000000313,2,2.0,0.012500000000011368
115,1250.0999999999585,4,-2.0,0.02500000000002288
119,1290.099999999922,2,2.0,0.014285714285727232
126,1360.0999999998585,4,-2.0,0.003333333333336365
156,1660.0999999995856,2,-2.0,10.000000000009095
157,1660.1999999995855,0,,
