index,t,n,dn,rates
2,120.09999999999745,2,2.0,0.008333333333333809
14,240.09999999999062,4,2.0,0.1000000000000054
15,250.09999999999008,6,-2.0,0.02499999999999538
19,290.09999999999746,4,-2.0,0.004761904761903681
40,500.10000000004516,2,2.0,0.016666666666662878
46,560.1000000000588,4,2.0,0.09999999999997726
47,570.1000000000611,6,2.0,0.0999999999999784
48,580.1000000000632,8,3.0,0.09999999999997612
49,590.1000000000656,11,-1.0,0.049999999999988345
51,610.1000000000703,10,-2.0,0.049999999999988914
53,630.1000000000747,8,2.0,0.04999999999998863
55,650.1000000000793,10,-2.0,0.09999999999997726
56,660.1000000000815,8,-2.0,0.09999999999997726
57,670.1000000000838,6,-2.0,0.019999999999995452
62,720.1000000000952,4,2.0,0.016666666666662878
68,780.1000000001088,6,-2.0,0.09999999999997726
69,790.1000000001111,4,2.0,0.09999999999997726
70,800.1000000001134,6,2.0,0.04999999999998863
72,820.1000000001179,8,2.0,0.09999999999997726
73,830.1000000001202,10,-2.0,0.09999999999997498
74,840.1000000001227,8,-1.0,0.0999999999999784
75,850.1000000001249,7,-1.0,0.09999999999998067
76,860.1000000001268,6,-2.0,0.049999999999987776
78,880.1000000001317,4,-2.0,0.019999999999995542
83,930.1000000001428,2,2.0,0.04999999999998806
85,950.1000000001476,4,2.0,0.024999999999994388
89,990.1000000001566,6,2.0,0.033333333333325756
92,1020.1000000001634,8,-2.0,0.020000000000016463
97,1070.1000000001222,6,2.0,0.010000000000009095
107,1170.1000000000313,8,-2.0,0.014285714285727325
114,1240.0999999999674,6,-2.0,0.10000000000008867
115,1250.0999999999585,4,2.0,0.02500000000002288
119,1290.099999999922,6,-2.0,0.10000000000008867
120,1300.099999999913,4,2.0,0.00909090909091736
131,1410.099999999813,6,2.0,0.02000000000001819
136,1460.0999999997675,8,2.0,0.05000000000004604
138,1480.0999999997491,10,2.0,0.0333333333333634
141,1510.099999999722,12,-2.0,0.05000000000004547
143,1530.0999999997039,10,-2.0,0.05000000000004604
145,1550.0999999996855,8,-2.0,0.005555555555560587
163,1730.0999999995224,6,2.0,0.025000000000023163
167,1770.0999999994854,8,-2.0,0.0166666666666817
173,1830.0999999994312,6,-2.0,0.01000000000000914
183,1930.0999999993398,4,1.0,0.10000000000008867
184,1940.099999999331,5,-1.0,0.002500000000002274
224,2340.099999998967,4,2.0,0.012500000000011368
232,2420.0999999988944,6,2.0,0.1000000000000955
233,2430.099999998885,8,-2.0,0.005882352941181789
250,2600.099999998731,6,2.0,0.02500000000002302
254,2640.0999999986943,8,-2.0,0.1000000000000955
255,2650.099999998685,6,-2.0,0.0038461538461573306
281,2910.099999998449,4,2.0,0.02500000000002302
285,2950.0999999984124,6,-2.0,0.012500000000011368
293,3030.0999999983396,4,2.0,0.10000000000009095
294,3040.0999999983305,6,1.0,0.1000000000000955
295,3050.099999998321,7,-1.0,0.007692307692314661
308,3180.099999998203,6,2.0,0.10000000000009095
309,3190.099999998194,8,-2.0,0.10000000000009095
310,3200.099999998185,6,2.0,0.10000000000008641
311,3210.0999999981764,8,2.0,0.033333333333364155
314,3240.0999999981486,10,-2.0,0.033333333333364155
317,3270.099999998121,8,2.0,0.025000000000022737
321,3310.0999999980845,10,-2.0,0.03333333333336365
324,3340.0999999980572,8,-2.0,0.012500000000011226
332,3420.0999999979854,6,-2.0,0.010000000000009095
342,3520.0999999978944,4,2.0,0.10000000000009095
343,3530.0999999978853,6,2.0,0.033333333333364155
346,3560.0999999978576,8,-2.0,0.016666666666681953
352,3620.0999999978026,6,-2.0,0.050000000000044335
354,3640.099999997785,4,2.0,0.010000000000009095
364,3740.099999997694,6,2.0,0.020000000000018555
369,3790.0999999976475,8,1.0,0.10000000000008186
370,3800.0999999976393,9,-1.0,0.007692307692314715
383,3930.0999999975206,8,-2.0,0.10000000000008641
384,3940.099999997512,6,-2.0,0.10000000000009095
385,3950.099999997503,4,-2.0,0.01111111111112116
394,4040.0999999974215,2,2.0,0.025000000000022737
398,4080.099999997385,4,-2.0,0.10000000000009095
399,4090.099999997376,2,-2.0,10.000000000009095
400,4090.199999997376,0,,
