index,t,n,dn,rates
16,260.09999999999064,4,4.0,0.019999999999995476
21,310.10000000000196,8,-2.0,0.01428571428571106
28,380.10000000001776,6,-2.0,0.019999999999995383
33,430.1000000000293,4,-2.0,0.09999999999997612
34,440.1000000000317,2,2.0,0.02499999999999435
38,480.1000000000407,4,2.0,0.033333333333325756
41,510.10000000004754,6,-2.0,0.033333333333325756
44,540.1000000000544,4,-2.0,0.00769230769230595
57,670.1000000000838,2,1.0,0.09999999999997726
58,680.1000000000861,3,-1.0,0.04999999999998863
60,700.1000000000906,2,2.0,0.024999999999994246
64,740.1000000000998,4,2.0,0.09999999999997954
65,750.1000000001019,6,-2.0,0.024999999999994246
69,790.1000000001111,4,-2.0,0.0038461538461534123
95,1050.1000000001404,2,-2.0,10.000000000009095
96,1050.2000000001403,0,,
