index,t,n,dn,rates
4,110.02500000000788,12,-2.0,0.033333333333325756
16,140.0250000000147,10,-2.0,0.05714285714284415
23,157.52500000001868,8,-2.0,0.010256410256407925
62,255.02500000004085,6,2.0,0.0666666666667225
68,270.0250000000283,8,2.0,0.044444444444484865
77,292.5250000000078,10,-2.0,0.20000000000017962
79,297.52500000000333,8,-2.0,0.02500000000002277
95,337.5249999999669,6,2.0,0.033333333333363586
107,367.52499999993967,8,2.0,0.20000000000017962
109,372.5249999999352,10,-2.0,0.011428571428581837
144,460.0249999998555,8,-2.0,0.057142857142908926
151,477.5249999998396,6,2.0,0.10000000000009152
155,487.52499999983047,8,-2.0,0.03636363636366929
166,515.0249999998056,6,-2.0,0.009523809523818197
208,620.02499999971,4,2.0,0.4000000000003638
209,622.5249999997077,6,2.0,0.022222222222242433
227,667.5249999996668,8,-2.0,0.015384615384629376
253,732.5249999996076,6,1.0,0.4000000000003638
254,735.0249999996054,7,-1.0,0.044444444444485094
263,757.5249999995848,6,2.0,0.005405405405410315
337,942.5249999994168,8,2.0,0.016666666666681856
361,1002.5249999993621,10,-2.0,0.4000000000004002
362,1005.0249999993596,8,-2.0,0.026666666666630933
377,1042.5249999994098,6,1.0,0.3999999999985448
378,1045.024999999419,7,-1.0,0.005194805194786296
455,1237.5250000001192,6,-2.0,0.016666666666606034
479,1297.5250000003375,4,2.0,0.1999999999992815
481,1302.5250000003555,6,2.0,0.030769230769118618
494,1335.025000000474,8,-2.0,0.09999999999963392
498,1345.0250000005105,6,-2.0,0.009090909090876018
542,1455.0250000009107,4,2.0,0.003809523809509954
647,1717.5250000018655,6,1.0,0.3999999999985812
648,1720.0250000018743,7,-1.0,0.09999999999963392
652,1730.025000001911,6,-2.0,0.030769230769118833
665,1762.5250000020292,4,2.0,0.02105263157887058
684,1810.0250000022024,6,-2.0,0.3999999999986176
685,1812.525000002211,4,2.0,0.015999999999941793
710,1875.0250000024384,6,-2.0,0.00851063829784138
757,1992.525000002866,4,2.0,0.03636363636350407
768,2020.025000002966,6,-2.0,0.0499999999998181
776,2040.0250000030387,4,-2.0,0.0030534351144927085
907,2367.52500000423,2,2.0,0.022222222222141378
925,2412.525000004394,4,2.0,0.04444444444428186
934,2435.025000004476,6,-2.0,0.03999999999985448
944,2460.025000004567,4,-2.0,0.09999999999964075
948,2470.025000004603,2,2.0,0.03999999999985448
958,2495.025000004694,4,2.0,0.00449438202245556
1047,2717.5250000055034,6,2.0,0.019999999999927423
1067,2767.525000005685,8,-2.0,0.02105263157887058
1086,2815.025000005858,6,-2.0,0.015384615384559631
1112,2880.0250000060937,4,-2.0,0.0019607843137183535
1316,3390.02500000795,2,2.0,0.01739130434776282
1339,3447.525000008159,4,-2.0,0.06666666666642818
1345,3462.525000008213,2,2.0,0.02352941176461978
1362,3505.0250000083684,4,-2.0,0.0036697247706288516
1471,3777.5250000093597,2,2.0,0.02105263157887058
1490,3825.025000009533,4,-2.0,0.001333333333343974
1790,4575.025000003548,2,2.0,0.0444444444450912
1799,4597.52500000322,4,-2.0,0.026666666667055364
1814,4635.025000002674,2,-2.0,40.00000000058208
1815,4635.050000002673,0,,
