index,t,n,dn,rates
3,130.0999999999969,10,-2.0,0.10000000000000568
4,140.09999999999633,8,2.0,0.01666666666666763
10,200.09999999999286,10,-2.0,0.00833333333333254
22,320.1000000000043,8,-2.0,0.04999999999998863
24,340.10000000000883,6,2.0,0.01666666666666286
30,400.10000000002253,8,-2.0,0.09999999999997726
31,410.1000000000248,6,2.0,0.012499999999997175
39,490.1000000000429,8,2.0,0.09999999999997726
40,500.10000000004516,10,-2.0,0.016666666666662878
46,560.1000000000588,8,-2.0,0.004999999999998863
66,760.1000000001043,6,-2.0,0.09999999999997726
67,770.1000000001065,4,2.0,0.033333333333325756
70,800.1000000001134,6,-2.0,0.019999999999995407
75,850.1000000001249,4,2.0,0.024999999999994388
79,890.1000000001338,6,-2.0,0.016666666666662847
85,950.1000000001476,4,2.0,0.019999999999995542
90,1000.1000000001587,6,2.0,0.09999999999997498
91,1010.1000000001612,8,2.0,0.0999999999999784
92,1020.1000000001634,10,4.0,0.10000000000004775
93,1030.1000000001586,14,-4.0,0.10000000000008867
94,1040.1000000001497,10,-2.0,0.033333333333363906
97,1070.1000000001222,8,-2.0,0.03333333333336365
100,1100.100000000095,6,1.0,0.10000000000008867
101,1110.100000000086,7,-1.0,0.010000000000009118
111,1210.099999999995,6,-2.0,0.05000000000004547
113,1230.0999999999767,4,2.0,0.025000000000022594
117,1270.0999999999406,6,-2.0,0.033333333333363906
120,1300.099999999913,4,-2.0,0.005263157894741629
139,1490.0999999997402,2,2.0,0.10000000000009095
140,1500.0999999997312,4,2.0,0.03333333333336365
143,1530.0999999997039,6,2.0,0.03333333333336365
146,1560.0999999996766,8,-2.0,0.025000000000022737
150,1600.0999999996402,6,-2.0,0.10000000000009095
151,1610.099999999631,4,2.0,0.009090909090917396
162,1720.0999999995306,6,-2.0,0.008333333333340881
174,1840.099999999422,4,2.0,0.10000000000009095
175,1850.0999999994128,6,-2.0,0.033333333333363906
178,1880.0999999993853,4,-2.0,0.01111111111112116
187,1970.099999999304,2,2.0,0.033333333333363906
190,2000.0999999992764,4,-2.0,0.033333333333364155
193,2030.0999999992487,2,2.0,0.10000000000008867
194,2040.0999999992398,4,-2.0,0.004166666666670453
218,2280.0999999990217,2,2.0,0.014285714285727278
225,2350.099999998958,4,2.0,0.016666666666681824
231,2410.0999999989035,6,-2.0,0.00666666666667273
246,2560.099999998767,4,2.0,0.05000000000004547
248,2580.099999998749,6,-2.0,0.050000000000044335
250,2600.099999998731,4,-2.0,0.01250000000001144
258,2680.099999998658,2,2.0,0.016666666666681824
264,2740.0999999986034,4,-2.0,0.025000000000022737
268,2780.099999998567,2,-2.0,10.000000000009095
269,2780.199999998567,0,,
