index,t,n,dn,rates
12,130.02500000001243,10,2.0,0.19999999999995452
14,135.02500000001356,12,2.0,0.13333333333330302
17,142.52500000001527,14,2.0,0.026666666666660604
32,180.0250000000238,16,-2.0,0.06666666666665151
38,195.0250000000272,14,-2.0,0.049999999999988776
46,215.0250000000317,12,-2.0,0.1999999999999511
48,220.02500000003292,10,-2.0,0.028571428571422097
62,255.02500000004085,8,4.0,0.1333333333334354
65,262.5250000000351,12,2.0,0.10000000000009095
69,272.525000000026,14,-2.0,0.1333333333334546
72,280.0250000000192,12,-4.0,0.013333333333345439
102,355.0249999999511,8,-2.0,0.0026490066225189663
253,732.5249999996076,6,2.0,0.13333333333345662
256,740.0249999996007,8,2.0,0.03636363636366929
267,767.5249999995758,10,-2.0,0.04000000000003638
277,792.5249999995531,8,-2.0,0.014814814814828289
304,860.0249999994917,6,1.0,0.4000000000003638
305,862.5249999994894,7,-1.0,0.02500000000002288
321,902.5249999994528,6,2.0,0.025000000000022525
337,942.5249999994168,8,-2.0,0.010526315789476468
375,1037.5249999993916,6,2.0,0.01025641025637292
414,1135.0249999997466,8,-2.0,0.02352941176462041
431,1177.524999999901,6,-2.0,0.0036363636363504074
541,1452.5250000009014,4,2.0,0.39999999999850844
542,1455.0250000009107,6,2.0,0.02105263157887088
561,1502.5250000010833,8,-2.0,0.1999999999992724
563,1507.5250000011015,6,-2.0,0.013333333333284786
593,1582.5250000013746,4,2.0,0.01999999999992724
613,1632.5250000015565,6,-2.0,0.004651162790680754
699,1847.5250000023386,4,2.0,0.1999999999992724
701,1852.5250000023568,6,-2.0,0.008510638297841395
748,1970.025000002784,4,-2.0,0.004705882352924057
833,2182.525000003557,2,2.0,0.00449438202245556
922,2405.0250000043666,4,2.0,0.03333333333321156
934,2435.025000004476,6,2.0,0.1999999999992906
936,2440.025000004494,8,2.0,0.07999999999970896
941,2452.5250000045394,10,-2.0,0.026666666666569652
956,2490.025000004676,8,-2.0,0.13333333333284828
959,2497.525000004703,6,-2.0,0.018181818181752036
981,2552.525000004903,4,2.0,0.3999999999985448
982,2555.0250000049123,6,2.0,0.3999999999986176
983,2557.525000004921,8,2.0,0.1333333333328321
986,2565.025000004949,10,2.0,0.019047619047549754
1007,2617.52500000514,12,-2.0,0.030769230769119263
1020,2650.025000005258,10,-2.0,0.03999999999985376
1030,2675.0250000053493,8,-1.0,0.3999999999986176
1031,2677.525000005358,7,-1.0,0.009090909090876018
1075,2787.525000005758,6,2.0,0.01999999999992724
1095,2837.52500000594,8,-2.0,0.1999999999992724
1097,2842.525000005958,6,-2.0,0.0499999999998181
1105,2862.525000006031,4,2.0,0.1999999999992724
1107,2867.525000006049,6,-2.0,0.0026666666666569686
1257,3242.525000007413,4,2.0,0.004347826086940696
1349,3472.52500000825,6,2.0,0.01739130434776282
1372,3530.0250000084593,8,-2.0,0.008888888888856515
1417,3642.525000008869,6,2.0,0.023529411764620787
1434,3685.0250000090227,8,-2.0,0.013333333333284585
1464,3760.025000009297,6,2.0,0.013793103448225857
1493,3832.52500000956,8,2.0,0.016666666666606288
1517,3892.525000009777,10,-2.0,0.028571428571323887
1531,3927.5250000099054,8,2.0,0.024999999999908765
1547,3967.5250000100514,10,1.0,0.399999999998472
1548,3970.025000010061,11,-1.0,0.13333333333286443
1551,3977.5250000100873,10,1.0,0.3999999999986176
1552,3980.025000010096,11,-1.0,0.19999999999925422
1554,3985.0250000101146,10,-2.0,0.012903225806404671
1585,4062.5250000103965,8,1.0,0.3999999999986176
1586,4065.025000010405,9,-1.0,0.1333333333328402
1589,4072.525000010433,8,-2.0,0.07999999999970896
1594,4085.0250000104784,6,2.0,0.0799999999998865
1599,4097.525000010496,8,2.0,0.20000000000291038
1601,4102.525000010423,10,-2.0,0.40000000000582075
1602,4105.025000010387,8,-2.0,0.08000000000116415
1607,4117.525000010205,6,4.0,0.100000000001437
1611,4127.525000010061,10,-2.0,0.019047619047896557
1632,4180.0250000092965,8,-2.0,0.002515723270476866
1791,4577.525000003511,6,2.0,0.050000000000727594
1799,4597.52500000322,8,2.0,0.10000000000145519
1803,4607.525000003075,10,-2.0,0.021052631579254126
1822,4655.0250000023825,8,-2.0,0.0444444444450894
1831,4677.525000002056,6,2.0,0.033333333333818396
1843,4707.525000001619,8,2.0,0.40000000000582075
1844,4710.025000001583,10,-2.0,0.20000000000291038
1846,4715.02500000151,8,1.0,0.40000000000582075
1847,4717.525000001474,9,-1.0,0.40000000000582075
1848,4720.025000001438,8,2.0,0.03636363636416552
1859,4747.525000001037,10,2.0,0.014814814815030398
1886,4815.025000000055,12,-2.0,0.025000000000363797
1902,4855.024999999473,10,-1.0,0.40000000000567526
1903,4857.524999999438,9,-1.0,0.4000000000059663
1904,4860.0249999994,8,-2.0,0.03333333333381738
1916,4890.024999998965,6,2.0,0.019047619047896557
1937,4942.5249999982,8,-2.0,0.02105263157925332
1956,4990.024999997509,6,2.0,0.13333333333528977
1959,4997.524999997399,8,-2.0,0.012121212121388508
1992,5080.024999996199,6,4.0,0.017391304348079163
2015,5137.524999995362,10,-2.0,0.1000000000014461
2019,5147.5249999952175,8,-2.0,0.057142857143691654
2026,5165.024999994962,6,-2.0,0.004938271605010133
2107,5367.524999992015,4,-1.0,0.40000000000582075
2108,5370.024999991979,3,1.0,0.008888888889018239
2153,5482.524999990342,4,-2.0,0.007407407407515249
2207,5617.524999988376,2,2.0,0.044444444445087605
2216,5640.024999988051,4,-2.0,0.06666666666763679
2222,5655.024999987832,2,2.0,0.02000000000029104
2242,5705.024999987105,4,-2.0,0.019047619047896557
2263,5757.52499998634,2,2.0,0.012500000000181899
2295,5837.524999985176,4,-2.0,0.019047619047896227
2316,5890.024999984412,2,2.0,0.00408163265312059
2414,6135.024999980848,4,2.0,0.01600000000023353
2439,6197.524999979936,6,-2.0,0.004347826087019791
2531,6427.524999976589,4,1.0,0.40000000000567526
2532,6430.024999976554,5,-1.0,0.08000000000116415
