index,t,n,dn,rates
5,150.09999999999576,6,3.0,0.10000000000000568
6,160.0999999999952,9,-1.0,0.025000000000001455
10,200.09999999999286,8,-2.0,0.10000000000000454
11,210.0999999999924,6,2.0,0.10000000000000711
12,220.0999999999917,8,-2.0,0.006666666666665599
27,370.1000000000157,6,-2.0,0.024999999999994315
31,410.1000000000248,4,2.0,0.09999999999997783
32,420.100000000027,6,1.0,0.09999999999997726
33,430.1000000000293,7,1.0,0.09999999999997612
34,440.1000000000317,8,1.0,0.09999999999997954
35,450.10000000003373,9,-1.0,0.09999999999997669
36,460.10000000003606,8,-4.0,0.011111111111108584
45,550.1000000000565,4,-2.0,0.006666666666665151
60,700.1000000000906,2,2.0,0.033333333333325756
63,730.1000000000975,4,2.0,0.049999999999988914
65,750.1000000001019,6,-2.0,0.049999999999988345
67,770.1000000001065,4,2.0,0.09999999999997726
68,780.1000000001088,6,-2.0,0.09999999999997726
69,790.1000000001111,4,4.0,0.04999999999998863
71,810.1000000001156,8,2.0,0.09999999999997726
72,820.1000000001179,10,-2.0,0.03333333333332563
75,850.1000000001249,8,-4.0,0.049999999999988914
77,870.1000000001293,4,2.0,0.01666666666666291
83,930.1000000001428,6,-4.0,0.024999999999994246
87,970.100000000152,2,2.0,0.04999999999998863
89,990.1000000001566,4,2.0,0.016666666666671152
95,1050.1000000001404,6,-2.0,0.0035714285714318196
123,1330.0999999998858,4,-2.0,0.00666666666667274
138,1480.0999999997491,2,2.0,0.014285714285727278
145,1550.0999999996855,4,-2.0,0.010000000000009073
155,1650.0999999995947,2,-2.0,10.000000000009095
156,1650.1999999995946,0,,
