index,t,n,dn,rates
1,110.09999999999802,4,-2.0,0.03333333333333521
4,140.09999999999633,2,1.0,0.10000000000000568
5,150.09999999999576,3,-1.0,0.014285714285715114
12,220.0999999999917,2,2.0,0.0500000000000027
14,240.09999999999062,4,-2.0,0.009999999999998179
24,340.10000000000883,2,2.0,0.024999999999994423
28,380.10000000001776,4,-2.0,0.09999999999997555
29,390.1000000000202,2,2.0,0.01666666666666291
35,450.10000000003373,4,-2.0,0.01999999999999543
40,500.10000000004516,2,2.0,0.014285714285711038
47,570.1000000000611,4,2.0,0.033333333333325756
50,600.1000000000679,6,2.0,0.016666666666662878
56,660.1000000000815,8,4.0,0.09999999999997726
57,670.1000000000838,12,1.0,0.09999999999997726
58,680.1000000000861,13,1.0,0.09999999999997726
59,690.1000000000884,14,-2.0,0.09999999999997726
60,700.1000000000906,12,2.0,0.09999999999997726
61,710.1000000000929,14,-2.0,0.09999999999997726
62,720.1000000000952,12,-2.0,0.049999999999988345
64,740.1000000000998,10,-2.0,0.049999999999988914
66,760.1000000001043,8,-4.0,0.016666666666662878
72,820.1000000001179,4,2.0,0.016666666666662847
78,880.1000000001317,6,-2.0,0.03333333333332588
81,910.1000000001384,4,-2.0,0.00769230769230702
94,1040.1000000001497,2,2.0,0.02000000000001828
99,1090.100000000104,4,-2.0,0.050000000000044904
101,1110.100000000086,2,2.0,0.05000000000004661
103,1130.1000000000674,4,1.0,0.10000000000009095
104,1140.1000000000583,5,-1.0,0.0333333333333634
107,1170.1000000000313,4,-2.0,0.10000000000009095
108,1180.1000000000222,2,2.0,0.03333333333336365
111,1210.099999999995,4,-2.0,0.014285714285727278
118,1280.0999999999312,2,2.0,0.02000000000001819
123,1330.0999999998858,4,4.0,0.05000000000004547
125,1350.0999999998676,8,-2.0,0.03333333333336365
128,1380.0999999998403,6,2.0,0.014285714285727278
135,1450.0999999997766,8,-2.0,0.025000000000022737
139,1490.0999999997402,6,2.0,0.025000000000022737
143,1530.0999999997039,8,-4.0,0.004761904761909098
164,1740.0999999995126,4,-2.0,0.050000000000044904
166,1760.0999999994947,2,2.0,0.00909090909091736
177,1870.0999999993946,4,-2.0,0.016666666666681887
183,1930.0999999993398,2,-2.0,10.000000000009095
184,1930.1999999993398,0,,
