index,t,n,dn,rates
25,102.51000000001557,10,2.0,4.999999999998153
27,102.71000000001564,12,2.0,3.333333333331628
30,103.0100000000158,14,-2.0,0.3225806451611253
61,106.11000000001738,12,2.0,0.3225806451611253
92,109.21000000001897,14,-2.0,0.16129032258056192
154,115.41000000002217,12,-2.0,0.034722222222232285
442,144.21000000001382,10,-2.0,0.2083333333335228
490,149.01000000000946,8,-2.0,0.7142857142863639
504,150.41000000000818,6,-2.0,0.0342465753424969
796,179.60999999998162,4,2.0,0.022026431718081666
1250,225.00999999994042,6,-2.0,0.010893246187373749
2168,316.80999999985687,4,2.0,0.06578947368427036
2320,332.00999999984305,6,2.0,0.027397260273997564
2685,368.5099999998098,8,-2.0,0.0450450450450859
2907,390.70999999978966,6,2.0,0.028653295128965934
3256,425.60999999975786,8,3.0,10.00000000000341
3257,425.7099999997578,11,-1.0,0.35714285714316746
3285,428.5099999997554,10,-2.0,0.1176470588236372
3370,437.0099999997476,8,-2.0,0.11627906976754915
3456,445.60999999973967,6,-2.0,0.004789272030655694
5544,654.4099999995499,4,2.0,0.10000000000009095
5644,664.4099999995408,6,-2.0,0.010548523206760623
6592,759.2099999994548,4,2.0,0.06666666666672831
6742,774.2099999994409,6,-2.0,0.03676470588238638
7014,801.4099999994162,4,2.0,0.017035775127783807
7601,860.1099999993628,6,1.0,9.999999999997726
7602,860.2099999993628,7,-1.0,0.07407407407414207
7737,873.7099999993504,6,-2.0,0.019685039370096642
8245,924.5099999993042,4,2.0,0.11494252873573522
8332,933.2099999992964,6,-2.0,0.18181818181835468
8387,938.7099999992912,4,-2.0,0.03012048192773793
8719,971.9099999992613,2,2.0,0.28571428571456414
8754,975.4099999992579,4,2.0,3.333333333336365
8757,975.7099999992577,6,-2.0,0.006849315068499391
10217,1121.7099999991246,4,-2.0,0.07042253521133053
10359,1135.909999999112,2,2.0,0.1923076923078672
10411,1141.1099999991072,4,-2.0,0.37037037037070725
10438,1143.8099999991048,2,-2.0,100.00000000009095
10439,1143.8199999991048,0,,
