s,t,x,y
(),0.0,(),()
(),0.0,(),()
(),0.0,(),()
(),0.0,(),()
(),0.0,(),()
(),0.1,(),()
"((0, 16), (0, 17))",0.1,"([187.37446027219045, 197.4391711358824], [218.83849735925068, 218.70362390386126])","([199.48377816688767, 189.36471181465717], [167.72859113196805, 162.80462923778526])"
"((0, 2), (0, 3), (0, 10))",0.1,"([150.15510633417605, 195.37150321954206], [194.00336218370649, 173.74436692220357], [217.3997385466108, 217.19078683385322])","([237.1418820838552, 191.60755084404005], [143.37452935165334, 133.63432993220286], [169.46501213158697, 161.27710784994935])"
"((0, 3),)",0.1,"([141.70135213175416, 198.8960746676491, 216.59156956252428, 216.44325056606334, 199.84447617476195, 148.06210581399813],)","([245.9580116950471, 188.29641038774386, 170.43504205661492, 160.39096041121806, 146.9261944231308, 126.65026556938085],)"
"((0, 1),)",0.1,"([112.6432796959013, 198.0507916739848, 207.12067148415892, 119.33396896570251],)","([277.6130232851998, 189.37016324218266, 180.204397395758, 124.4982563680002],)"
"((0, 0),)",0.1,"([113.68166079075638, 116.35640528113963],)","([276.5746421903447, 124.12841460596424],)"
"((0, 0),)",0.1,"([114.90979356913527, 115.08943196002993],)","([275.34650941196577, 123.87824487750233],)"
"((0, 0),)",0.1,"([110.87754155404383, 116.30961005349856],)","([281.2252809567512, 123.76740722418344],)"
"((0, 0),)",0.1,"([111.20835695879981, 111.65109720853785],)","([280.8944655519952, 123.12850489649455],)"
"((0, 0),)",0.2,"([111.65007212733087, 111.17544489149083],)","([280.45275038346415, 122.86088866945428],)"
"((0, 0),)",0.2,"([110.47873854607118, 111.06252265031365],)","([283.000355851982, 122.53629856066549],)"
"((0, 0),)",0.2,"([110.65113623410423, 111.14432320905514],)","([282.82795816394895, 122.37508912142577],)"
"((0, 0),)",0.2,"([110.8626242233004, 110.88775593220393],)","([282.61647017475275, 122.14598591323956],)"
"((0, 0),)",0.2,"([110.22812104895574, 110.59370237872622],)","([284.48106834377666, 121.79586883014703],)"
"((0, 0),)",0.2,"([110.32784261564312, 110.6335213446072],)","([284.3814614412395, 121.58715123123348],)"
"((0, 0),)",0.2,"([110.44785657791317, 110.53131388728538],)","([284.26144747896944, 121.33580803971438],)"
"((0, 0),)",0.2,"([110.5844901454654, 110.49839011432607],)","([284.1248139114172, 121.19505575229562],)"
"((0, 0),)",0.2,"([110.08089108528311, 110.44097452620912],)","([285.77064980030303, 121.0695418304967],)"
"((0, 0),)",0.2,"([110.15519895028507, 110.33549845537854],)","([285.69634193530106, 120.79825612370855],)"
"((0, 0),)",0.3,"([110.24620410553767, 110.34983703775117],)","([285.60533678004845, 120.61606599058081],)"
"((0, 0),)",0.3,"([110.35262210639577, 110.29130430957322],)","([285.4989187791904, 120.38530365794345],)"
"((0, 0),)",0.3,"([110.45878582702662, 110.26593136297816],)","([285.41211419873036, 120.24159579945803],)"
"((0, 0),)",0.3,"([109.98360991996776, 110.20824492311036],)","([286.95587988836496, 120.10980847373585],)"
"((0, 0),)",0.3,"([110.04026901183568, 110.14373160275207],)","([286.8992207964971, 119.99072155681212],)"
"((0, 0),)",0.3,"([110.11939003434668, 110.16529542899794],)","([286.8200997739861, 119.84271003725158],)"
"((0, 0),)",0.3,"([110.21118817843404, 110.1269842314966],)","([286.72830162989874, 119.61619322658841],)"
"((0, 0),)",0.3,"([109.85145843185511, 110.11607528875373],)","([288.1420509080081, 119.46999594592597],)"
"((0, 0),)",0.3,"([109.8860579434207, 110.09182494924207],)","([288.1074513964425, 119.33063671060641],)"
"((0, 0),)",0.3,"([109.9260974341203, 110.04923695694755],)","([288.0674119057429, 119.19510963988623],)"
"((0, 0),)",0.4,"([109.97130135584622, 109.9910836623715],)","([288.022207984017, 119.067159539516],)"
"((0, 0),)",0.4,"([110.0338594045905, 109.96702756252638],)","([287.9596499352727, 118.95068681084268],)"
"((0, 0),)",0.4,"([110.02348117868972, 109.97905884184388],)","([288.1638457195347, 118.8305753118497],)"
"((0, 0),)",0.4,"([109.7704759417199, 109.95485217928179],)","([289.2540058755005, 118.65476292480821],)"
"((0, 0),)",0.4,"([109.80531526220248, 109.94452787877924],)","([289.21880120019927, 118.5274471418472],)"
"((0, 0),)",0.4,"([109.84531813356976, 109.92692539457508],)","([289.1767417377975, 118.40476051471906],)"
"((0, 0),)",0.4,"([109.89084425221127, 109.8268528869399],)","([289.12618271082084, 118.18923814948904],)"
"((0, 0),)",0.4,"([109.94023060132501, 109.87546215634468],)","([289.0731928043407, 118.18259577745594],)"
"((0, 0),)",0.4,"([109.63661524354588, 109.8176093641633],)","([290.39287647028493, 118.05698457925257],)"
"((0, 0),)",0.4,"([109.66619080912872, 109.79135328497802],)","([290.36017972808526, 117.94229702556014],)"
"((0, 0),)",0.5,"([109.6992993745841, 109.79904191610012],)","([290.3262619420313, 117.83647655865174],)"
"((0, 0),)",0.5,"([109.73643766760398, 109.78213980618597],)","([290.2884295229963, 117.69044467826464],)"
"((0, 0),)",0.5,"([109.77728942085112, 109.74846562879144],)","([290.24747670691585, 117.53350285019616],)"
"((0, 0),)",0.5,"([109.82183262293599, 109.75068394992378],)","([290.2028966537681, 117.45694556849544],)"
"((0, 0),)",0.5,"([109.60238370213102, 109.7107113973554],)","([291.0950060758469, 117.32474113772513],)"
"((0, 0),)",0.5,"([109.52835189911062, 109.65949435582844],)","([291.51495459303067, 117.19312460419971],)"
"((0, 0),)",0.5,"([109.55707834076075, 109.62189282597099],)","([291.48622815138054, 117.09334619201572],)"
"((0, 0),)",0.5,"([109.58937527596707, 109.63805107016475],)","([291.4539312161742, 117.06316570780372],)"
"((0, 0),)",0.5,"([109.62517969041667, 109.60130677188897],)","([291.4181268017246, 116.94801490957158],)"
"((0, 0),)",0.5,"([109.66439130243964, 109.60244967494842],)","([291.3789151897017, 116.85019567492951],)"
"((0, 0),)",0.6,"([109.70687374555511, 109.5875976215737],)","([291.3364327465862, 116.72644097633828],)"
"((0, 0),)",0.6,"([109.36689026968288, 109.59735944473579],)","([292.6873426636941, 116.66033969624088],)"
"((0, 0),)",0.6,"([109.39040118202924, 109.57229328004023],)","([292.66383175134774, 116.53756228706463],)"
"((0, 0),)",0.6,"([109.41707188555954, 109.54224021268722],)","([292.6371610478174, 116.41951591645427],)"
"((0, 0),)",0.6,"([109.44689294310676, 109.52792866753417],)","([292.6073399902702, 116.33616522833208],)"
"((0, 0),)",0.6,"([109.4798286116732, 109.47333627502053],)","([292.57440432170375, 116.20841961312794],)"
"((0, 0),)",0.6,"([109.51581653706866, 109.43270593470163],)","([292.5384163963083, 116.11090054912118],)"
"((0, 0),)",0.6,"([109.55476816524678, 109.44246235551498],)","([292.49946476813017, 116.0798700904106],)"
"((0, 0),)",0.6,"([109.47682459035613, 109.39203739980533],)","([292.830895909811, 115.96402503252881],)"
"((0, 0),)",0.6,"([109.2249048999254, 109.38676687272122],)","([293.83557732840245, 115.86910563426191],)"
"((0, 0),)",0.7,"([109.24809947039621, 109.40874238425938],)","([293.81238275793163, 115.83766832338652],)"
"((0, 0),)",0.7,"([109.27409252901002, 109.38632027313156],)","([293.78638969931785, 115.71693532892702],)"
"((0, 0),)",0.7,"([109.30287568087097, 109.36400108351154],)","([293.7576065474569, 115.6067844076508],)"
"((0, 0),)",0.7,"([109.33442144563612, 109.37193048274722],)","([293.7260607826917, 115.55665191288388],)"
"((0, 0),)",0.7,"([109.36868311606564, 109.33657778332133],)","([293.69179911226223, 115.44009274783879],)"
"((0, 0),)",0.7,"([109.4055950341051, 109.31908382230856],)","([293.65488719422274, 115.36001338222012],)"
"((0, 0),)",0.7,"([109.13825617160956, 109.26239483595617],)","([294.65011155623586, 115.23251135691177],)"
"((0, 0),)",0.7,"([109.05473721116263, 109.2206715401937],)","([295.0092126744487, 115.13630645349386],)"
"((0, 0),)",0.7,"([109.07485518861424, 109.22510090663681],)","([294.9890946969971, 115.10348492342567],)"
"((0, 0),)",0.7,"([109.09855170835267, 109.17147207983922],)","([294.96539817725863, 115.0067012607096],)"
"((0, 0),)",0.8,"([109.12474286657914, 109.14766735514169],)","([294.9392070190322, 114.89182174115207],)"
"((0, 0),)",0.8,"([109.15341574936065, 109.17243984101862],)","([294.9105341362507, 114.88109204091757],)"
"((0, 0),)",0.8,"([109.184543365343, 109.14505245732039],)","([294.87940652026833, 114.76282070125141],)"
"((0, 0),)",0.8,"([109.21808468891956, 109.16380206141734],)","([294.84586519669176, 114.73927064649251],)"
"((0, 0),)",0.8,"([109.25344563661587, 109.1340614115207],)","([294.81151485532416, 114.62870030509671],)"
"((0, 0),)",0.8,"([108.88803961202515, 109.138494213843],)","([296.1777731675201, 114.5825429226735],)"
"((0, 0),)",0.8,"([108.90309145664982, 109.09785512665188],)","([296.16272132289544, 114.46716247515279],)"
"((0, 0),)",0.8,"([108.91967383952657, 109.07768566290292],)","([296.1461389400187, 114.3905329775851],)"
"((0, 0),)",0.8,"([108.93777375559031, 109.01768708896687],)","([296.1280372082069, 114.26313605182865],)"
"((0, 0),)",0.8,"([108.95738128699134, 109.04272331658038],)","([296.1084003101546, 114.25758209997876],)"
"((0, 0),)",0.9,"([108.97848357108221, 108.97628498066294],)","([296.08729925065745, 114.13352815576297],)"
"((0, 0),)",0.9,"([109.00412722093027, 108.92672370389953],)","([296.06160009747674, 114.03683757787552],)"
"((0, 0),)",0.9,"([109.03165573179874, 108.930571731462],)","([296.0339739462388, 114.01081422070204],)"
"((0, 0),)",0.9,"([109.06113315379257, 108.90922938696914],)","([296.00443511101173, 113.9151419792615],)"
"((0, 0),)",0.9,"([108.7174672824795, 108.93139243729642],)","([297.34889197323093, 113.90662691401246],)"
"((0, 0),)",0.9,"([108.73179644087912, 108.90499608685025],)","([297.33459794193567, 113.79924925092723],)"
"((0, 0),)",0.9,"([108.74756846513502, 108.91408158083493],)","([297.3186891830906, 113.76684988538143],)"
"((0, 0),)",0.9,"([108.76472275175315, 108.87939304552323],)","([297.3014026097806, 113.65570495262746],)"
"((0, 0),)",0.9,"([108.78324259371735, 108.8809930613442],)","([297.2827690018901, 113.61350103026138],)"
"((0, 0),)",0.9,"([108.80307689068388, 108.83762654173535],)","([297.2629366625624, 113.4989363947171],)"
"((0, 0),)",1.0,"([108.82427928798514, 108.85841150691384],)","([297.2416467900765, 113.49133335324697],)"
"((0, 0),)",1.0,"([108.84678551956111, 108.80828428950988],)","([297.21908099889816, 113.3764495458773],)"
"((0, 0),)",1.0,"([108.87057065338959, 108.77702833143618],)","([297.1952598514052, 113.2956700008537],)"
"((0, 0),)",1.0,"([108.8906416081658, 108.77290229984067],)","([297.1872226641553, 113.25614835735232],)"
"((0, 0),)",1.0,"([108.53271071767924, 108.72897986376633],)","([298.5340689883813, 113.16585573802637],)"
"((0, 0),)",1.0,"([108.5466781986726, 108.67606945758675],)","([298.520101507388, 113.06958000902847],)"
"((0, 0),)",1.0,"([108.5619095913459, 108.67624844065732],)","([298.5048701147147, 113.04250876648435],)"
"((0, 0),)",1.0,"([108.57839973207396, 108.63842594443688],)","([298.48837997398664, 112.94763852341771],)"
"((0, 0),)",1.0,"([108.59614064618926, 108.65866506070002],)","([298.4706390598713, 112.94269105802475],)"
"((0, 0),)",1.0,"([108.61512154126865, 108.62489758639819],)","([298.4516581647919, 112.82908459076016],)"
"((0, 0),)",1.1,"([108.63532882288841, 108.64157604350041],)","([298.43145088317215, 112.81671300296614],)"
"((0, 0),)",1.1,"([108.65674613281236, 108.60813915032433],)","([298.4100335732482, 112.71261472550704],)"
"((0, 0),)",1.1,"([108.67935440922327, 108.61580802852795],)","([298.3874252968373, 112.68502044890528],)"
"((0, 0),)",1.1,"([108.70312769081599, 108.57882138894105],)","([298.3636615675182, 112.58364872447481],)"
"((0, 0),)",1.1,"([108.43420305069436, 108.566601600774],)","([299.3187394045624, 112.5271047399451],)"
"((0, 0),)",1.1,"([108.33144037828524, 108.58844185694646],)","([299.7358231586349, 112.52424138969046],)"
"((0, 0),)",1.1,"([108.345250203561, 108.53505225715499],)","([299.72201333335914, 112.41020747072763],)"
"((0, 0),)",1.1,"([108.36021631383177, 108.50124815465229],)","([299.70704722308835, 112.33029077121697],)"
"((0, 0),)",1.1,"([108.37633489966606, 108.49381523307189],)","([299.69092863725405, 112.29035965467921],)"
"((0, 0),)",1.1,"([108.39359991966161, 108.4487789801194],)","([299.6736636172585, 112.20325009728346],)"
"((0, 0),)",1.2,"([108.41200309643587, 108.46805917144576],)","([299.65526044048426, 112.20068785600918],)"
"((0, 0),)",1.2,"([108.43153392777737, 108.38947558064642],)","([299.63572960914274, 112.07891810689286],)"
"((0, 0),)",1.2,"([108.45217971287651, 108.40775147132022],)","([299.6150838240436, 112.07637715016291],)"
"((0, 0),)",1.2,"([108.47392559335947, 108.35195749904192],)","([299.59333794356064, 111.98082810621588],)"
"((0, 0),)",1.2,"([108.49675334705171, 108.35951896447801],)","([299.570512770039, 111.9558574849018],)"
"((0, 0),)",1.2,"([108.44371971241081, 108.33010152590103],)","([299.7772337028836, 111.86101429808429],)"
"((0, 0),)",1.2,"([108.09866219218951, 108.34483835704162],)","([300.96883414939754, 111.85035850257363],)"
"((0, 0),)",1.2,"([108.11137988956203, 108.30510303518226],)","([300.956116452025, 111.74353692109389],)"
"((0, 0),)",1.2,"([108.12516208577466, 108.31159829440547],)","([300.9423342558124, 111.71958393361251],)"
"((0, 0),)",1.2,"([108.1400072653597, 108.31193615928875],)","([300.92748907622735, 111.68526847807317],)"
"((0, 0),)",1.3,"([108.1559121343497, 108.28551504596304],)","([300.91158420723735, 111.60957365297422],)"
"((0, 0),)",1.3,"([108.17287571205549, 108.27624861369219],)","([300.8946120314632, 111.56294214702393],)"
"((0, 0),)",1.3,"([108.19088293891852, 108.22022655492796],)","([300.87660499178776, 111.44958237200875],)"
"((0, 0),)",1.3,"([108.20993699056609, 108.23904393841237],)","([300.85753567772, 111.44721707754019],)"
"((0, 0),)",1.3,"([108.23001210241104, 108.204662407076],)","([300.8374609099373, 111.37098668766073],)"
"((0, 0),)",1.3,"([108.25111556004892, 108.19273247059107],)","([300.8163353118847, 111.32758414738369],)"
"((0, 0),)",1.3,"([108.27321691935241, 108.14807384054886],)","([300.79422186610157, 111.24373480597558],)"
"((0, 0),)",1.3,"([108.20446963723313, 108.1647977045215],)","([301.03648378979454, 111.23931261695239],)"
"((0, 0),)",1.3,"([107.87541477664, 108.0844443005136],)","([302.19212440328477, 111.11785480320732],)"
"((0, 0),)",1.3,"([107.88554256903959, 108.10170595088572],)","([302.1819967791167, 111.115482810871],)"
"((0, 0),)",1.4,"([107.89642092085772, 108.03589682930412],)","([302.17110293051013, 111.01973790598655],)"
"((0, 0),)",1.4,"([107.9080346527499, 108.03310403199805],)","([302.15948935855096, 110.99507330680295],)"
"((0, 0),)",1.4,"([107.92038840844056, 107.99727706635748],)","([302.14712285026263, 110.8973401703002],)"
"((0, 0),)",1.4,"([107.93346692638939, 108.0099426728074],)","([302.13404446408225, 110.88863151064409],)"
"((0, 0),)",1.4,"([107.94727158759095, 108.01289776694165],)","([302.12023047699273, 110.86217117767114],)"
"((0, 0),)",1.4,"([107.96178780623912, 107.98092376189669],)","([302.1057143527735, 110.77741622246934],)"
"((0, 0),)",1.4,"([107.97740648939786, 107.98641979146385],)","([302.0900898521891, 110.75688236888672],)"
"((0, 0),)",1.4,"([107.9950717924668, 107.94173066063335],)","([302.07242454912017, 110.65596699245152],)"
"((0, 0),)",1.4,"([108.01356263202999, 107.95312475787057],)","([302.05393370955704, 110.6462143897906],)"
"((0, 0),)",1.4,"([108.03275341090112, 107.94385317703761],)","([302.03510022285246, 110.60448929242484],)"
"((0, 0),)",1.5,"([107.83928988818887, 107.88548352589144],)","([302.7091645553407, 110.49191587976162],)"
"((0, 0),)",1.5,"([107.64418395492389, 107.89827132497022],)","([303.42341978038013, 110.48539666018311],)"
"((0, 0),)",1.5,"([107.65424376345202, 107.86751789265003],)","([303.413359971852, 110.4177507283536],)"
"((0, 0),)",1.5,"([107.66499198163882, 107.85003245154279],)","([303.4026117536652, 110.37036102440491],)"
"((0, 0),)",1.5,"([107.67642515083384, 107.80690323476104],)","([303.3911785844702, 110.29073143772715],)"
"((0, 0),)",1.5,"([107.6885391892555, 107.82024190321198],)","([303.37906454604854, 110.2861139518839],)"
"((0, 0),)",1.5,"([107.70132939563312, 107.73950384523873],)","([303.3662743396709, 110.163859721223],)"
"((0, 0),)",1.5,"([107.71479045505714, 107.75389667118058],)","([303.3528132802469, 110.16184628622128],)"
"((0, 0),)",1.5,"([107.72891644700256, 107.76886471127422],)","([303.33868728830146, 110.15957965981761],)"
"((0, 0),)",1.5,"([107.74370085547696, 107.70382947244201],)","([303.3239028798271, 110.06453500368393],)"
"((0, 0),)",1.6,"([107.75913658122768, 107.69654968977633],)","([303.30846715407637, 110.03790815826541],)"
"((0, 0),)",1.6,"([107.77521595593178, 107.64716681796234],)","([303.29238777937223, 109.94367093795566],)"
"((0, 0),)",1.6,"([107.79193003355951, 107.66022559660914],)","([303.2756752540923, 109.93875222999613],)"
"((0, 0),)",1.6,"([107.80295775160289, 107.66289717995181],)","([303.2779317784731, 109.9150536335154],)"
"((0, 0),)",1.6,"([107.42406077027773, 107.6215238407739],)","([304.5353623256953, 109.8185815615751],)"
"((0, 0),)",1.6,"([107.38904760162205, 107.6268411684383],)","([304.67860345356826, 109.80082891043128],)"
"((0, 0),)",1.6,"([107.39899972049652, 107.64252954591389],)","([304.6686513346938, 109.79891152744923],)"
"((0, 0),)",1.6,"([107.40959088435227, 107.58750967486485],)","([304.65806017083804, 109.68821926555056],)"
"((0, 0),)",1.6,"([107.42081836175174, 107.57908348702165],)","([304.64683269343857, 109.65107882721028],)"
"((0, 0),)",1.6,"([107.43267890132776, 107.59451150042996],)","([304.6349721538626, 109.64910831269928],)"
"((0, 0),)",1.7,"([107.44516873479388, 107.53259661502432],)","([304.62248232039644, 109.53724774192821],)"
"((0, 0),)",1.7,"([107.45828455706217, 107.54342832005976],)","([304.609364426712, 109.52969239654038],)"
"((0, 0),)",1.7,"([107.47201962305093, 107.51376783128867],)","([304.5956294132435, 109.46729749303832],)"
"((0, 0),)",1.7,"([107.48636962831118, 107.49068281562901],)","([304.5812794628549, 109.4155291543266],)"
"((0, 0),)",1.7,"([107.50133107071056, 107.44841745127135],)","([304.56631350208676, 109.34090623337019],)"
"((0, 0),)",1.7,"([107.51689317763784, 107.4599799339562],)","([304.5507514817411, 109.33575668938833],)"
"((0, 0),)",1.7,"([107.53305461785494, 107.44352667086581],)","([304.53458401103626, 109.29641284992093],)"
"((0, 0),)",1.7,"([107.54969007072557, 107.38767957039933],)","([304.51816316696346, 109.21133781124726],)"
"((0, 0),)",1.7,"([107.4875554585119, 107.40108615666644],)","([304.73024771073017, 109.20946345241941],)"
"((0, 0),)",1.7,"([107.09791313717261, 107.33474087179357],)","([305.96974621324915, 109.11642602726916],)"
"((0, 0),)",1.8,"([107.10709898025436, 107.32216029061257],)","([305.9605604042113, 109.08626243624221],)"
"((0, 0),)",1.8,"([107.11688417577909, 107.33415899402107],)","([305.9507718800165, 109.08330687760234],)"
"((0, 0),)",1.8,"([107.1272637332366, 107.26512202591739],)","([305.9403923586964, 108.98985593598472],)"
"((0, 0),)",1.8,"([107.13823840019354, 107.27694262315622],)","([305.9294149016915, 108.98584464851203],)"
"((0, 0),)",1.8,"([107.1498027271995, 107.27607341963456],)","([305.9178506080642, 108.96041888669683],)"
"((0, 0),)",1.8,"([107.16195498578175, 107.22978302761673],)","([305.90569838455764, 108.86345119695179],)"
"((0, 0),)",1.8,"([107.17469275270265, 107.24324987966617],)","([305.89295852852797, 108.86190871600306],)"
"((0, 0),)",1.8,"([107.1880098771279, 107.24852157941366],)","([305.87964143222456, 108.84706591249862],)"
"((0, 0),)",1.8,"([107.20190322445508, 107.18742349787925],)","([305.86574783073524, 108.73418446485088],)"
"((0, 0),)",1.8,"([107.21636772490874, 107.20060693308608],)","([305.8512833302816, 108.73223204121382],)"
"((0, 0),)",1.9,"([107.23139832793869, 107.19315376038347],)","([305.83625272725163, 108.70037098858246],)"
"((0, 0),)",1.9,"([107.2469894555923, 107.15813518717341],)","([305.82066159959805, 108.63101399920399],)"
"((0, 0),)",1.9,"([107.26313320768104, 107.1356300931194],)","([305.804521240938, 108.58059863534893],)"
"((0, 0),)",1.9,"([107.27493538092229, 107.14912375703982],)","([305.8011574644439, 108.57891419526914],)"
"((0, 0),)",1.9,"([106.91600302743956, 107.120770979319],)","([306.9057262238256, 108.52245437290254],)"
"((0, 0),)",1.9,"([106.82213840783237, 107.09102401068235],)","([307.2455324688319, 108.46576390906695],)"
"((0, 0),)",1.9,"([106.82994882993947, 107.10449682860788],)","([307.2377220467248, 108.46407045531146],)"
"((0, 0),)",1.9,"([106.83820326282701, 107.0595803035274],)","([307.22946761383724, 108.39093024487441],)"
"((0, 0),)",1.9,"([106.84689926268172, 107.07289989367237],)","([307.22077161398255, 108.38909485570301],)"
"((0, 0),)",1.9,"([106.85603418029761, 106.9832365541761],)","([307.21163669636667, 108.26605127278285],)"
"((0, 0),)",2.0,"([106.8656051632216, 106.99520443025467],)","([307.20206571344266, 108.26434617513058],)"
"((0, 0),)",2.0,"([106.87560915830878, 107.00605466076743],)","([307.1920617183555, 108.26042242185679],)"
"((0, 0),)",2.0,"([106.88604291467833, 106.94246082846989],)","([307.18162796198595, 108.17148661126613],)"
"((0, 0),)",2.0,"([106.89690298705749, 106.92608081884643],)","([307.1707678896068, 108.13789540783958],)"
"((0, 0),)",2.0,"([106.9081857395017, 106.9373525269891],)","([307.15948513716256, 108.1353369714845],)"
"((0, 0),)",2.0,"([106.91988734947533, 106.86365969735748],)","([307.14778352718895, 108.04053434089697],)"
"((0, 0),)",2.0,"([106.93200381227959, 106.87408209195553],)","([307.1356670643847, 108.03772946222256],)"
"((0, 0),)",2.0,"([106.9445309458083, 106.8616950828807],)","([307.123139930856, 108.01070788969864],)"
"((0, 0),)",2.0,"([106.95746432489373, 106.80936488636107],)","([307.1102066988034, 107.91382652372918],)"
"((0, 0),)",2.0,"([106.97094346375863, 106.82130982633106],)","([307.0971258984775, 107.91231919529946],)"
"((0, 0),)",2.1,"([106.92911975276057, 106.82666000053024],)","([307.2533943482836, 107.90020558991854],)"
"((0, 0),)",2.1,"([106.52633916496332, 106.77280979699101],)","([308.5299555559067, 107.80125340615936],)"
"((0, 0),)",2.1,"([106.5288066287734, 106.77312370066831],)","([308.5388715754597, 107.78295073033871],)"
"((0, 0),)",2.1,"([106.53669032353234, 106.78544270260291],)","([308.53098788933755, 107.78144514158666],)"
"((0, 0),)",2.1,"([106.54498833340462, 106.77963490557214],)","([308.52268868946413, 107.7542686548542],)"
"((0, 0),)",2.1,"([106.5536974968503, 106.73905129763024],)","([308.51397953826944, 107.68040178503496],)"
"((0, 0),)",2.1,"([106.56281611687866, 106.71740067013152],)","([308.504860931068, 107.63370407892779],)"
"((0, 0),)",2.1,"([106.57234246738102, 106.72915895418608],)","([308.4953331588037, 107.63191071541462],)"
"((0, 0),)",2.1,"([106.58227258998218, 106.70337991199666],)","([308.48540305203096, 107.58175463551643],)"
"((0, 0),)",2.1,"([106.59260440799872, 106.66740840904666],)","([308.47507125048304, 107.51992981520195],)"
"((0, 0),)",2.1,"([106.60333576478577, 106.67492401110457],)","([308.46433837830307, 107.51327753593435],)"
"((0, 0),)",2.2,"([106.6144620476781, 106.63622936840021],)","([308.4532121131458, 107.45024119128362],)"
"((0, 0),)",2.2,"([106.62598076570315, 106.6476802931158],)","([308.4416934134813, 107.44850295681668],)"
"((0, 0),)",2.2,"([106.63788927527239, 106.61911134513743],)","([308.42978346102603, 107.39938644559184],)"
"((0, 0),)",2.2,"([106.65018250670248, 106.5670369987163],)","([308.4174902468886, 107.32430386913028],)"
"((0, 0),)",2.2,"([106.6628575038684, 106.57818551401962],)","([308.4048152675523, 107.32272603778232],)"
"((0, 0),)",2.2,"([106.67590568274272, 106.58709390558627],)","([308.3917758651161, 107.31816435139035],)"
"((0, 0),)",2.2,"([106.68614105566009, 106.490125889917],)","([308.38737660125787, 107.1973477376107],)"
"((0, 0),)",2.2,"([106.49140993354257, 106.50053404572897],)","([308.9589654397968, 107.19554633651128],)"
"((0, 0),)",2.2,"([106.19476255777528, 106.51101631488046],)","([309.87291616265964, 107.19337506100457],)"
"((0, 0),)",2.2,"([106.20217817513898, 106.43589711531574],)","([309.86550054529596, 107.10158987773706],)"
"((0, 0),)",2.3,"([106.20998307752825, 106.44488316383453],)","([309.8576956429067, 107.09847043287759],)"
"((0, 0),)",2.3,"([106.21817564959473, 106.42731598184623],)","([309.8495030708402, 107.06818405332206],)"
"((0, 0),)",2.3,"([106.22675412327025, 106.35508860325538],)","([309.8409245971647, 106.97626263366409],)"
"((0, 0),)",2.3,"([106.23571657924929, 106.3624740583635],)","([309.8319621411856, 106.97020029045508],)"
"((0, 0),)",2.3,"([106.24506094870176, 106.37344425643762],)","([309.8226177717332, 106.96881629573214],)"
"((0, 0),)",2.3,"([106.25478501521215, 106.36594787174329],)","([309.8128937052228, 106.94083119339906],)"
"((0, 0),)",2.3,"([106.26488641693608, 106.31544519777323],)","([309.8027923034989, 106.85363953012666],)"
"((0, 0),)",2.3,"([106.27536264896862, 106.31641107776024],)","([309.7923160714663, 106.83876867659949],)"
"((0, 0),)",2.3,"([106.28621106591625, 106.32756163643037],)","([309.7814676545187, 106.8374058912211],)"
"((0, 0),)",2.3,"([106.29742888466377, 106.3230125855161],)","([309.77024983577115, 106.81483137781461],)"
"((0, 0),)",2.4,"([106.30901318732853, 106.26645111538775],)","([309.7586655331064, 106.7251051204547],)"
"((0, 0),)",2.4,"([106.32096092439228, 106.25309547941973],)","([309.7467177960427, 106.69271504325428],)"
"((0, 0),)",2.4,"([106.33326891800107, 106.26409865033403],)","([309.73440980243385, 106.69130968357639],)"
"((0, 0),)",2.4,"([106.34593382272848, 106.27547658281932],)","([309.7217449693458, 106.6898564581692],)"
"((0, 0),)",2.4,"([106.35891174822329, 106.1980339663327],)","([309.7088343670211, 106.5802256688774],)"
"((0, 0),)",2.4,"([106.36038835332731, 106.20325769567967],)","([309.7268953494025, 106.57215655135114],)"
"((0, 0),)",2.4,"([106.04980018899887, 106.21439620372932],)","([310.61849211763416, 106.57076610991885],)"
"((0, 0),)",2.4,"([105.85777185445806, 106.17835683335963],)","([311.2099097721438, 106.51437223174217],)"
"((0, 0),)",2.4,"([105.86404279735514, 106.14239292455598],)","([311.20363882924676, 106.45930713954812],)"
"((0, 0),)",2.4,"([105.87061393169729, 106.1532818872361],)","([311.1970676949046, 106.45793846115834],)"
"((0, 0),)",2.5,"([105.8774836499028, 106.10348822297144],)","([311.1901979766991, 106.38918048762538],)"
"((0, 0),)",2.5,"([105.88465029679962, 106.11060026442541],)","([311.18303126821553, 106.38386170493249],)"
"((0, 0),)",2.5,"([105.89211205555344, 106.1214794377569],)","([311.1755695134456, 106.38227002091587],)"
"((0, 0),)",2.5,"([105.89986712350569, 106.01920190964684],)","([311.1678144496339, 106.2609975850126],)"
"((0, 0),)",2.5,"([105.90791384611248, 106.02918202297943],)","([311.1597672068627, 106.2594425933643],)"
"((0, 0),)",2.5,"([105.9162497479944, 106.03925820048364],)","([311.15143131034927, 106.2575965343337],)"
"((0, 0),)",2.5,"([105.9248730304894, 105.96604844569676],)","([311.1428080334079, 106.16996598074265],)"
"((0, 0),)",2.5,"([105.93378188570888, 105.97271755303123],)","([311.13389856199433, 106.16551419976236],)"
"((0, 0),)",2.5,"([105.94297351903195, 105.95249167915945],)","([311.12470693497266, 106.13331064481628],)"
"((0, 0),)",2.5,"([105.95244598640865, 105.96058782957755],)","([311.1152344740899, 106.13013693788115],)"
