t,n,dn,rates
4119.075000010183,8,2.0,0.07561436673078417
4132.30000000999,10,-2.0,0.0496894409945119
4152.425000009697,8,-2.0,0.17543859649378105
4158.125000009614,6,2.0,0.2877697841767742
4161.600000009565,8,-2.0,0.014471780029154342
4230.700000008558,6,-2.0,0.015284677111418447
4296.125000007606,4,2.0,0.012176560121942794
4378.250000006411,6,2.0,1.11111111112728
4379.150000006398,8,-2.0,0.03584229390733161
4407.050000005992,6,-2.0,0.07029876977255198
4421.275000005785,4,2.0,0.025740025740399703
4460.1250000052205,6,2.0,0.10840108401243892
4469.350000005084,8,-2.0,0.04813477737735298
4490.125000004783,6,-2.0,0.018966334756084436
4542.850000004016,4,2.0,0.04449388209185993
4565.325000003689,6,-2.0,0.5797101449359722
4567.050000003664,4,2.0,0.014964459409121614
4633.875000002691,6,2.0,0.25316455696565104
4637.825000002635,8,-2.0,0.06745362563336346
4652.650000002418,6,2.0,0.39603960396615917
4655.175000002381,8,-2.0,0.3278688524637875
4658.225000002337,6,2.0,0.0326264274066738
4688.875000001891,8,2.0,0.08333333333455231
4700.875000001715,10,-2.0,0.0898876404507389
4712.000000001554,8,2.0,2.352941176504828
4712.425000001548,10,2.0,8.000000000116415
4712.550000001546,12,-2.0,0.049140049140764225
4732.90000000125,10,-2.0,0.14388489208842473
4739.850000001149,8,2.0,0.9756097561117579
4740.875000001134,10,-2.0,0.8695652174046459
4742.0250000011165,8,-2.0,0.051612903226552674
4761.400000000836,6,2.0,0.09523809523948938
4771.900000000683,8,-2.0,0.03493449781710225
4800.525000000266,6,2.0,8.000000000116415
4800.650000000264,8,-2.0,0.5633802816980504
4802.425000000239,6,-2.0,0.007726482518945791
4931.849999998355,4,2.0,0.04016064257086554
4956.749999997993,6,2.0,0.07722007722120092
4969.699999997804,8,-2.0,0.043620501636403575
4992.624999997471,6,2.0,0.074074074075152
5006.124999997274,8,-2.0,0.01733102253058149
5063.824999996435,6,-2.0,0.0052687038989175546
5253.624999993673,4,2.0,0.3703703703758847
5256.324999993632,6,2.0,0.06069802731498886
5272.7999999933945,8,2.0,0.14184397163328807
5279.849999993291,10,-2.0,0.035682426405514785
5307.874999992883,8,2.0,0.05167958656405953
5327.224999992602,10,-2.0,0.027777777778181297
5363.224999992079,8,-2.0,0.015105740181489115
5429.4249999911135,6,2.0,0.058910162003802766
5446.3999999908665,8,-2.0,0.008543357539637284
5563.449999989164,6,2.0,0.9302325581522846
5564.524999989149,8,-2.0,0.05228758170010729
5583.649999988871,6,2.0,0.01965601965630604
5634.52499998813,8,2.0,0.05925925926012159
5651.399999987884,10,-2.0,0.07920792079322612
5664.024999987701,8,2.0,0.11594202898721888
5672.649999987574,10,2.0,0.09708737864218094
5682.949999987425,12,-2.0,0.029761904762337855
5716.549999986936,10,-2.0,0.11080332410132422
5725.574999986806,8,2.0,0.16597510373688015
5731.599999986717,10,-2.0,0.0412796697632426
5755.824999986365,8,2.0,0.35714285714793825
5758.624999986325,10,-2.0,0.07590132827435978
5771.799999986131,8,2.0,0.04282655246314831
5795.149999985792,10,-2.0,0.09900990099154872
5805.2499999856445,8,2.0,0.6250000000087397
5806.849999985622,10,-2.0,0.01834021091269238
5861.374999984829,8,2.0,40.00000000203727
5861.399999984827,10,-2.0,0.012845215157540509
5939.249999983696,8,2.0,0.024813895781999367
5979.549999983109,10,-2.0,0.0488997555019319
5999.999999982812,8,,
