n,s1,s2,t,x,y
48,"(3,)","(1,)",0.004,127.38804018345434,196.9050856829117
48,"(3,)","(1,)",0.004,88.98380111618454,146.18429595708272
48,"(9,)","(17,)",0.004,72.12172598940705,31.06963922714226
48,"(13,)","(17,)",0.004,88.5231838950607,9.375037161253658
48,"(13,)","(17,)",0.004,76.51274407519315,589.5511963964284
48,"(16,)","(18,)",0.004,122.16095655642891,473.0968342749253
48,"(16,)","(18,)",0.004,162.08224566239642,454.6646322814677
48,"(17,)","(19,)",0.004,126.52381126958065,348.6473771441151
48,"(17,)","(19,)",0.004,122.35339029745757,361.6282536502086
48,"(19,)","(1,)",0.004,198.44302956509034,90.15877846023051
48,"(20,)","(18,)",0.004,186.6065517667999,465.1520515430335
48,"(20,)","(18,)",0.004,155.57791412700232,518.4938497930647
48,"(20,)","(18,)",0.004,170.29265792663261,590.0656553456215
48,"(21,)","(19,)",0.004,168.96783090232492,328.84128374876957
48,"(21,)","(19,)",0.004,242.00204044159238,354.8058028380982
48,"(21,)","(21,)",0.004,260.48178265395813,224.42335169519743
48,"(21,)","(21,)",0.004,299.27910353491484,258.70028841887216
48,"(21,)","(21,)",0.004,372.0745894776803,266.91884974553335
48,"(21,)","(21,)",0.004,385.5441245805321,230.82762535832927
48,"(21,)","(22,)",0.004,411.00316115479916,185.43229086717565
48,"(21,)","(22,)",0.004,402.49288565109913,333.8869775033066
48,"(21,)","(22,)",0.004,369.42403098646616,413.4109318973824
48,"(21,)","(22,)",0.004,400.7621747272252,442.9301162072352
48,"(22,)","(2,)",0.004,214.4953566331754,180.3701844249631
48,"(22,)","(2,)",0.004,260.08944668716833,151.42142969216968
48,"(23,)","(22,)",0.004,443.4838329565606,468.46360564642964
48,"(23,)","(22,)",0.004,398.4149706207951,484.6093659428419
48,"(23,)","(26,)",0.004,477.1494423098396,494.728326900081
48,"(23,)","(26,)",0.004,439.78343210764524,543.7659243045357
48,"(23,)","(26,)",0.004,493.97297363932523,553.2710715164859
48,"(23,)","(26,)",0.004,497.93187808493076,543.1431987089696
48,"(25,)","(22,)",0.004,298.03238712527747,445.4549365787958
48,"(25,)","(22,)",0.004,340.2030846285162,402.34303567832944
48,"(29,)","(32,)",0.004,556.5250364533321,519.6194451933363
48,"(29,)","(32,)",0.004,523.0708969641443,589.0253098029095
48,"(29,)","(34,)",0.004,540.1511352683607,16.789647511341627
48,"(29,)","(34,)",0.004,562.066017952083,17.896455450371263
48,"(29,)","(36,)",0.004,16.86136861539444,328.31317506291407
48,"(29,)","(36,)",0.004,40.95898930624958,438.1015076272828
48,"(29,)","(39,)",0.004,18.928518524796004,11.068474539285035
48,"(29,)","(39,)",0.004,6.34303668031373,581.0380413115379
48,"(31,)","(28,)",0.004,487.423724265189,53.42498307312576
48,"(31,)","(28,)",0.004,483.6235142342957,18.075750709699832
48,"(32,)","(29,)",0.004,14.277674050507812,97.58105161050057
48,"(32,)","(29,)",0.004,506.1163268536527,124.66490356603722
48,"(32,)","(29,)",0.004,549.6552826073628,182.8411698575665
48,"(39,)","(42,)",0.004,36.98487847512706,320.8470979769581
48,"(39,)","(42,)",0.004,53.6424994203353,315.8289854461492
50,"(3,)","(7,)",0.804,127.06799041989137,196.6411638119016
50,"(3,)","(7,)",0.804,89.15858847495565,146.19557204162797
50,"(9,)","(21,)",0.804,71.96468878854938,31.03848160095174
50,"(13,)","(21,)",0.804,88.66510319332536,9.514555498533923
50,"(13,)","(21,)",0.804,76.0381299268742,589.3400692983877
50,"(16,)","(22,)",0.804,121.92854998331154,473.46815590807034
50,"(16,)","(22,)",0.804,162.83806866863978,454.5878586151182
50,"(17,)","(23,)",0.804,126.50360683771902,348.4847856944818
50,"(17,)","(23,)",0.804,122.23332857028677,361.9787827871045
50,"(19,)","(7,)",0.804,198.23344975173393,90.43846086750676
50,"(20,)","(22,)",0.804,186.08286809993172,464.37592216675614
50,"(20,)","(22,)",0.804,155.62288607772643,518.4056552736807
50,"(20,)","(22,)",0.804,170.34044375577076,590.1801454197971
50,"(21,)","(23,)",0.804,168.4900696810721,328.6243221383201
50,"(21,)","(23,)",0.804,242.10335873359037,354.9634051360671
50,"(21,)","(25,)",0.804,260.2374431456601,224.8146127445013
50,"(21,)","(25,)",0.804,299.6204691181912,258.828157099052
50,"(21,)","(25,)",0.804,372.3147133821594,266.99740176659736
50,"(21,)","(25,)",0.804,385.76781226331906,230.97378022876137
50,"(21,)","(26,)",0.804,411.2590436780696,185.8709556866129
50,"(21,)","(26,)",0.804,402.42817430778507,333.60940518649255
50,"(21,)","(26,)",0.804,369.15673284188495,413.5293207133757
50,"(21,)","(26,)",0.804,400.8812534726007,443.5557384919051
50,"(22,)","(7,)",0.804,214.5568009437327,180.30329077619444
50,"(22,)","(7,)",0.804,260.33118077560755,151.89247556875125
50,"(23,)","(26,)",0.804,442.0846530230774,467.8451102669943
50,"(23,)","(26,)",0.804,398.10439217911784,484.71673666149456
50,"(25,)","(26,)",0.804,318.6754247311325,395.11694003176217
50,"(25,)","(26,)",0.804,308.15052804959066,403.007164108175
50,"(25,)","(26,)",0.804,297.02364990728313,444.7434462645282
50,"(25,)","(26,)",0.804,340.3336892661664,402.47364031597965
50,"(29,)","(30,)",0.804,477.0607982111161,494.79586931578524
50,"(29,)","(30,)",0.804,439.07798540278975,543.8355995519339
50,"(29,)","(30,)",0.804,493.2825446446983,556.4759227613632
50,"(29,)","(30,)",0.804,499.7614598090944,540.8857961359238
50,"(30,)","(38,)",0.804,556.2480186342887,519.9270984412858
50,"(30,)","(38,)",0.804,522.8729730006614,588.7383878160073
50,"(30,)","(40,)",0.804,540.0776212960197,16.764790935176734
50,"(30,)","(40,)",0.804,561.890214413883,18.753267952129136
50,"(30,)","(42,)",0.804,16.47411935669618,327.9060130187779
50,"(30,)","(42,)",0.804,40.60353309255788,438.57570221534
50,"(30,)","(46,)",0.804,19.281723259180126,10.522719425199739
50,"(30,)","(46,)",0.804,6.178941853991432,580.983893629422
50,"(32,)","(32,)",0.804,487.563564104908,53.602836690195886
50,"(32,)","(32,)",0.804,483.5656595774169,17.51079234058227
50,"(33,)","(33,)",0.804,14.298836411839375,97.6178758494425
50,"(33,)","(33,)",0.804,506.0406833473879,125.00940484607011
50,"(33,)","(36,)",0.804,549.718171120565,182.77459243598815
50,"(40,)","(49,)",0.804,36.73375535490891,320.42328217531707
50,"(40,)","(49,)",0.804,53.85061761494592,315.22677313227126
50,"(1,)","(6,)",1.604,126.78300945600404,196.44025419384462
50,"(1,)","(6,)",1.604,89.93366244268998,146.11211671864302
50,"(9,)","(19,)",1.604,71.78741095978188,30.8797446421961
50,"(12,)","(19,)",1.604,88.80140569269713,9.525329345415344
50,"(12,)","(19,)",1.604,75.4215495061286,589.1363501390314
50,"(16,)","(20,)",1.604,121.8006765073041,473.74911819615966
50,"(16,)","(20,)",1.604,163.65961638276008,454.5189766196452
50,"(17,)","(21,)",1.604,126.39608200573355,348.5309448410233
50,"(17,)","(21,)",1.604,122.13036106676748,362.03959721703666
50,"(18,)","(6,)",1.604,197.97787955456243,90.7270947156266
50,"(19,)","(20,)",1.604,185.56042665834264,463.78335152641137
50,"(19,)","(20,)",1.604,155.19295328183557,518.2142902268596
50,"(19,)","(20,)",1.604,170.42156338768007,590.2628804707016
50,"(21,)","(21,)",1.604,168.45391703846275,328.54214011203203
50,"(21,)","(21,)",1.604,242.20365296707467,355.0637019172615
50,"(21,)","(23,)",1.604,259.9973346717563,225.12853098725174
50,"(21,)","(23,)",1.604,299.45470517390913,258.8293570770171
50,"(21,)","(23,)",1.604,372.35845463653044,267.10326711934584
50,"(21,)","(23,)",1.604,386.2271561775541,231.30159209322858
50,"(21,)","(24,)",1.604,410.9495679349602,185.5091840883677
50,"(21,)","(24,)",1.604,402.3052649857153,333.16371771485507
50,"(21,)","(24,)",1.604,369.12929915324514,413.6021486826461
50,"(21,)","(24,)",1.604,400.75396597384315,443.9543938094712
50,"(22,)","(6,)",1.604,214.6214854805291,180.24147938113646
50,"(22,)","(6,)",1.604,260.6345952733804,152.473316993187
50,"(23,)","(24,)",1.604,441.9137886840648,467.665329800124
50,"(23,)","(24,)",1.604,397.8410639881848,484.85667202812226
50,"(25,)","(24,)",1.604,320.9271419208519,393.9130267002505
50,"(25,)","(24,)",1.604,305.8873895273112,404.98103671660635
50,"(25,)","(24,)",1.604,295.84554758810026,443.8325067123194
50,"(25,)","(24,)",1.604,340.4545232392476,402.5944742890608
50,"(29,)","(28,)",1.604,477.1408043703732,494.98990156633886
50,"(29,)","(28,)",1.604,438.7586758627481,543.8247580355335
50,"(29,)","(28,)",1.604,493.0512127465464,557.8062131905991
50,"(29,)","(28,)",1.604,500.7734225611548,539.913945453097
50,"(30,)","(35,)",1.604,555.8806536837045,520.465124793452
50,"(30,)","(35,)",1.604,522.6995971251516,588.1111966768965
50,"(30,)","(37,)",1.604,539.9121002685137,16.82086697649595
50,"(30,)","(37,)",1.604,561.7812837722217,19.40688972126202
50,"(30,)","(39,)",1.604,16.206228006873175,327.59535488085777
50,"(30,)","(39,)",1.604,40.304250349911854,439.0223343252395
50,"(30,)","(42,)",1.604,19.437786591738018,10.383629709691377
50,"(30,)","(42,)",1.604,6.3305275782954595,580.8757665504824
50,"(32,)","(30,)",1.604,487.69982738258875,54.425772412971355
50,"(32,)","(30,)",1.604,483.67622851012254,17.325584439086583
50,"(33,)","(31,)",1.604,14.949177525910159,97.58936351595682
50,"(33,)","(31,)",1.604,505.87862899608297,125.3185515312181
50,"(33,)","(33,)",1.604,549.7993107441497,182.5726082360364
50,"(40,)","(45,)",1.604,36.47716020742439,320.11959469459396
50,"(40,)","(45,)",1.604,54.00003742459137,314.865402985023
50,"(1,)","(6,)",2.404,126.28560320011172,196.0562394253098
50,"(1,)","(6,)",2.404,90.71725620271803,146.04237390025116
50,"(9,)","(20,)",2.404,71.65054811947252,30.87728478330712
50,"(12,)","(20,)",2.404,88.94082354653568,9.701842181292818
50,"(12,)","(20,)",2.404,75.01896015654802,588.8893335045261
50,"(15,)","(21,)",2.404,121.60528167945273,474.1705196830429
50,"(15,)","(21,)",2.404,164.52537751538654,454.4672005226016
50,"(16,)","(22,)",2.404,126.34062877083232,348.47667300788726
50,"(16,)","(22,)",2.404,121.97835378434664,362.32415849451553
50,"(17,)","(6,)",2.404,197.88660837677668,90.69186434116509
50,"(18,)","(21,)",2.404,185.08129768354308,463.3745818096496
50,"(18,)","(21,)",2.404,154.8519743704701,518.0290241107413
50,"(18,)","(21,)",2.404,170.42112935703943,590.411172854727
50,"(19,)","(22,)",2.404,167.94786965552873,328.25714811266005
50,"(19,)","(22,)",2.404,242.11735940052387,355.73973003977005
50,"(19,)","(24,)",2.404,259.7191031072409,225.56650032550345
50,"(19,)","(24,)",2.404,298.766805649517,258.7494757514571
50,"(19,)","(24,)",2.404,372.2073015861026,267.1963813964686
50,"(19,)","(24,)",2.404,386.8048992521035,231.69435118513007
50,"(19,)","(25,)",2.404,410.5935568987682,185.1164005036208
50,"(19,)","(25,)",2.404,402.32174794850897,332.9705515805428
50,"(19,)","(25,)",2.404,368.73929440353714,413.7855599295357
50,"(19,)","(25,)",2.404,400.6257641609117,444.34527443290403
50,"(20,)","(6,)",2.404,214.735014677062,180.20592667983294
50,"(20,)","(6,)",2.404,260.95346236947285,153.10933464264937
50,"(21,)","(25,)",2.404,440.37519926600953,467.01491993416073
50,"(21,)","(25,)",2.404,397.8392113082606,484.92462063339576
50,"(23,)","(25,)",2.404,322.69648555138355,393.06207690039935
50,"(23,)","(25,)",2.404,304.098084994126,406.5091621638448
50,"(23,)","(25,)",2.404,294.84177252868193,443.00797308341237
50,"(23,)","(25,)",2.404,340.92101316929757,402.5817079308577
50,"(27,)","(29,)",2.404,477.06002958351473,495.0626133827134
50,"(27,)","(29,)",2.404,438.05687644857176,543.9058033974356
50,"(27,)","(29,)",2.404,492.8539315969673,559.0061173532195
50,"(27,)","(29,)",2.404,501.9813634321483,538.8817933183194
50,"(28,)","(36,)",2.404,555.3974836852357,521.3153331802953
50,"(28,)","(36,)",2.404,522.2969393973582,587.980998113005
50,"(28,)","(38,)",2.404,539.8440386862776,16.771882772796175
50,"(28,)","(38,)",2.404,561.7067467732761,20.017449663244065
50,"(28,)","(42,)",2.404,15.744785672485477,327.09382831787417
50,"(28,)","(42,)",2.404,39.81145902505534,439.65598456272403
50,"(28,)","(45,)",2.404,19.785651371308177,9.925602421121425
50,"(28,)","(45,)",2.404,6.621666706370888,580.7044699403016
50,"(30,)","(31,)",2.404,487.868329510168,54.58020389689432
50,"(30,)","(31,)",2.404,483.77153924050367,17.16138131281309
50,"(31,)","(32,)",2.404,15.17071062111495,97.62562800231848
50,"(31,)","(32,)",2.404,505.8432756338873,125.56700236019975
50,"(31,)","(34,)",2.404,549.915307134337,182.22626270150482
50,"(38,)","(42,)",2.404,36.25329604199237,319.942269336189
50,"(38,)","(42,)",2.404,54.223385761571535,314.2769412906941
50,"(1,)","(6,)",3.204,126.1164980850493,196.02005981909144
50,"(1,)","(6,)",3.204,90.94427005610322,146.0644899999324
50,"(9,)","(18,)",3.204,71.50720055067396,30.84355786733613
50,"(12,)","(18,)",3.204,89.06654452538754,9.759463721281804
50,"(12,)","(18,)",3.204,74.60757786318987,588.6756201361253
50,"(15,)","(19,)",3.204,121.401998295608,474.6641799685997
50,"(15,)","(19,)",3.204,165.4379541554888,454.4343665227557
50,"(16,)","(20,)",3.204,126.394626234665,348.06974963127334
50,"(16,)","(20,)",3.204,121.92564203302277,362.1889982784426
50,"(17,)","(6,)",3.204,197.79826438827752,90.65749961030417
50,"(18,)","(19,)",3.204,184.48871684573118,462.72216920388416
50,"(18,)","(19,)",3.204,154.38533536303225,517.796883045771
50,"(18,)","(19,)",3.204,170.48410581098778,590.5007343979913
50,"(19,)","(20,)",3.204,167.95691699861032,328.1855263424318
50,"(19,)","(20,)",3.204,242.24405924304756,355.7891405356223
50,"(19,)","(22,)",3.204,259.4514197788834,225.87036528329133
50,"(19,)","(22,)",3.204,298.4979560840303,258.7624091850852
50,"(19,)","(22,)",3.204,372.22658874917323,267.29074590223024
50,"(19,)","(22,)",3.204,387.1539694342332,231.9012756354407
50,"(19,)","(23,)",3.204,410.11719975709394,184.6294703268391
50,"(19,)","(23,)",3.204,402.2781662779108,332.56805958585596
50,"(19,)","(23,)",3.204,368.3216843062327,414.01873428814247
50,"(19,)","(23,)",3.204,400.5899008006943,445.2445555561683
50,"(20,)","(6,)",3.204,214.78487494669093,180.13784569365112
50,"(20,)","(6,)",3.204,261.3541096093887,153.8794185757452
50,"(21,)","(23,)",3.204,440.1357936417311,466.80357344712843
50,"(21,)","(23,)",3.204,397.65839702705995,485.057824517103
50,"(24,)","(23,)",3.204,322.998141902767,392.8415143362598
50,"(24,)","(23,)",3.204,302.9159716227992,407.45136219787634
50,"(24,)","(23,)",3.204,293.84502711568655,442.10981772446814
50,"(24,)","(23,)",3.204,340.98389510218135,402.7434546141769
50,"(28,)","(27,)",3.204,476.9993325503319,495.13090862678223
50,"(28,)","(27,)",3.204,437.24780273748854,544.0772158609058
50,"(28,)","(27,)",3.204,492.67322833274136,560.1868206174454
50,"(28,)","(27,)",3.204,503.12118748539865,538.0137930299732
50,"(29,)","(34,)",3.204,555.1525412735034,521.5126379911497
50,"(29,)","(34,)",3.204,521.993859598142,587.6877715588284
50,"(29,)","(36,)",3.204,539.7762263297166,16.729674846731086
50,"(29,)","(36,)",3.204,561.6164517811611,20.815227450481075
50,"(29,)","(38,)",3.204,15.263791350694873,326.57055861667084
50,"(29,)","(38,)",3.204,39.497530603626046,440.1034694934249
50,"(29,)","(41,)",3.204,20.21612912790897,9.361462881400712
50,"(29,)","(41,)",3.204,6.586085036480995,580.6120220634573
50,"(31,)","(29,)",3.204,488.0286768795105,54.70414230660958
50,"(31,)","(29,)",3.204,483.72728862844167,16.51264451883526
50,"(32,)","(30,)",3.204,15.841597093229666,97.68193052814985
50,"(32,)","(30,)",3.204,505.8415143362598,125.76998609638065
50,"(32,)","(32,)",3.204,550.0455389075073,181.9013727058038
50,"(39,)","(38,)",3.204,36.04546740209457,319.8031640825806
50,"(39,)","(38,)",3.204,54.48046719605259,313.62865696376633
50,"(1,)","(6,)",4.004,125.60607188607489,195.6587952998289
50,"(1,)","(6,)",4.004,91.72611976880467,146.02092994225296
50,"(8,)","(19,)",4.004,89.22192332710335,9.975628917891072
50,"(8,)","(19,)",4.004,74.06170602077546,588.4092377560467
50,"(8,)","(19,)",4.004,71.38293845891377,30.84151433625982
50,"(11,)","(20,)",4.004,121.14012129582332,475.3692457872171
50,"(11,)","(20,)",4.004,165.68095149287944,454.52478042721316
50,"(13,)","(21,)",4.004,126.32730605777357,348.0338097500005
50,"(13,)","(21,)",4.004,121.84437291193933,362.20314714214345
50,"(14,)","(6,)",4.004,197.7144694790033,90.62357956332929
50,"(15,)","(20,)",4.004,183.96051618486632,462.24815452682094
50,"(15,)","(20,)",4.004,154.07412287844673,517.582795783121
50,"(15,)","(20,)",4.004,170.5376975164661,590.5824717526159
50,"(16,)","(21,)",4.004,167.81491024902982,328.0345018792637
50,"(16,)","(21,)",4.004,242.31221726227875,356.1078659950736
50,"(16,)","(23,)",4.004,259.216275833382,226.08173633382427
50,"(16,)","(23,)",4.004,297.92755080831677,258.761934241778
50,"(16,)","(23,)",4.004,372.16533155422854,267.36882087893275
50,"(16,)","(23,)",4.004,387.8782542700444,232.34705415461934
50,"(16,)","(25,)",4.004,409.78149060751474,184.33208796568533
50,"(16,)","(25,)",4.004,402.27971842867055,332.20245946000284
50,"(16,)","(25,)",4.004,368.3740430433027,414.0801433874868
50,"(16,)","(25,)",4.004,400.41026714999305,445.6506445944261
50,"(17,)","(6,)",4.004,214.84557502918722,180.07884261805242
50,"(17,)","(6,)",4.004,261.44788863655685,154.132942410504
50,"(18,)","(25,)",4.004,439.0102382015044,466.2621045697339
50,"(18,)","(25,)",4.004,397.33955717714025,485.2556154972207
50,"(21,)","(24,)",4.004,301.4350146894235,408.5947929483709
50,"(21,)","(24,)",4.004,292.84492175190167,441.13421613716537
50,"(21,)","(25,)",4.004,324.3924802710943,392.1288864934886
50,"(21,)","(25,)",4.004,341.05070321722127,402.8946584993288
50,"(25,)","(29,)",4.004,436.587259265552,544.232664508661
50,"(25,)","(29,)",4.004,492.49214878438806,561.5276066190434
50,"(25,)","(32,)",4.004,476.74522224964016,495.1289583002333
50,"(25,)","(32,)",4.004,504.76382476371725,536.8430366060185
50,"(26,)","(38,)",4.004,554.7468947931882,522.1472473500119
50,"(26,)","(38,)",4.004,521.6354960539684,587.4911907942326
50,"(26,)","(41,)",4.004,539.5878839697881,16.77595321922479
50,"(26,)","(41,)",4.004,561.6555478649758,21.039009208194443
50,"(26,)","(42,)",4.004,14.84182947751492,326.0715577883337
50,"(26,)","(42,)",4.004,39.01790118070426,440.73070558271206
50,"(26,)","(45,)",4.004,20.612722873930807,8.905968890495274
50,"(26,)","(45,)",4.004,6.556764363798038,580.5200443652508
50,"(28,)","(31,)",4.004,488.1571737500824,54.72515527404448
50,"(28,)","(31,)",4.004,483.83148362037775,16.39181811741446
50,"(29,)","(33,)",4.004,16.446854730092696,97.77403277074802
50,"(29,)","(33,)",4.004,505.8415143362598,125.9463534989967
50,"(29,)","(36,)",4.004,550.2321579206555,181.50235060446545
50,"(33,)","(48,)",4.004,35.674729397802594,319.36022564108373
50,"(33,)","(48,)",4.004,54.68261924656247,313.18652037766157
50,"(1,)","(4,)",4.804,125.46592381624541,195.6666354609825
50,"(1,)","(4,)",4.804,91.95296414242705,146.05132100273377
50,"(8,)","(17,)",4.804,89.33689300564205,9.982345794215007
50,"(8,)","(17,)",4.804,74.00101877192043,588.2297548043422
50,"(8,)","(17,)",4.804,71.2658827564851,30.84151433625982
50,"(11,)","(18,)",4.804,120.98387192821008,475.9283480173085
50,"(11,)","(18,)",4.804,166.62391075070002,454.5269087190511
50,"(13,)","(19,)",4.804,126.2895672037015,347.7881394803861
50,"(13,)","(19,)",4.804,121.7121901871102,362.3618551566584
50,"(14,)","(4,)",4.804,197.62408119686546,90.60414239159024
50,"(14,)","(4,)",4.804,215.1101834924135,180.07566430419536
50,"(14,)","(4,)",4.804,261.85896459523065,154.96510108114418
50,"(15,)","(18,)",4.804,183.70416553484853,462.1614277076078
50,"(15,)","(18,)",4.804,153.67222988200518,517.3294480657804
50,"(15,)","(18,)",4.804,170.33422529354573,591.0326257922598
50,"(16,)","(19,)",4.804,167.44180728597485,327.7094913078609
50,"(16,)","(19,)",4.804,242.40946445748568,356.3713523778732
50,"(16,)","(21,)",4.804,258.8569293051273,226.57271595463374
50,"(16,)","(21,)",4.804,297.52205299375726,258.8117456489809
50,"(16,)","(21,)",4.804,372.1667437069341,267.45122835996835
50,"(16,)","(21,)",4.804,388.1420787521527,232.46959183266165
50,"(16,)","(23,)",4.804,409.30085420692774,183.91255922367134
50,"(16,)","(23,)",4.804,402.3413293345035,332.0172487222409
50,"(16,)","(23,)",4.804,368.2764870235273,414.20547471768316
50,"(16,)","(23,)",4.804,400.25444218396103,446.5176961793687
50,"(17,)","(23,)",4.804,438.7005096107845,465.9705498955967
50,"(17,)","(23,)",4.804,397.0606603513653,485.44415446270204
50,"(20,)","(22,)",4.804,300.1453741494064,409.55264742672676
50,"(20,)","(22,)",4.804,291.88936450427406,440.10273871816423
50,"(20,)","(23,)",4.804,324.6797265705815,391.8726183389434
50,"(20,)","(23,)",4.804,341.150059126284,403.03900148287795
50,"(24,)","(27,)",4.804,436.2013759219974,544.2761471200469
50,"(24,)","(27,)",4.804,492.41368909628477,562.4508574102854
50,"(24,)","(30,)",4.804,476.6790075903225,495.22218817794885
50,"(24,)","(30,)",4.804,505.6066212576168,536.3248940276735
50,"(25,)","(36,)",4.804,554.4590096601867,522.5013199013182
50,"(25,)","(36,)",4.804,521.1680306156729,587.2078787348041
50,"(25,)","(39,)",4.804,539.4613564548945,16.77674141320699
50,"(25,)","(39,)",4.804,561.6448947612021,21.80861615794072
50,"(25,)","(42,)",4.804,14.36318955385093,325.5323290190852
50,"(25,)","(42,)",4.804,38.682450739259025,441.18133824710696
50,"(25,)","(45,)",4.804,20.762858261937026,8.832532258548554
50,"(25,)","(45,)",4.804,6.522865970711564,580.434169283372
50,"(27,)","(29,)",4.804,488.28699382980506,54.79475171475144
50,"(27,)","(29,)",4.804,483.91905501835186,16.2242851496311
50,"(28,)","(31,)",4.804,16.96238875813765,97.86971442576396
50,"(28,)","(31,)",4.804,505.450971376418,126.47704287987384
50,"(28,)","(34,)",4.804,550.3554957179023,181.30342321604178
50,"(32,)","(42,)",4.804,35.38883594875347,319.1538128304276
50,"(32,)","(42,)",4.804,54.814053478575715,312.95649952686847
50,"(1,)","(4,)",5.604,197.55851414426343,90.5663975241471
50,"(1,)","(4,)",5.604,125.10015381468048,195.50279540996206
50,"(1,)","(4,)",5.604,92.70265829830629,146.03929050304322
50,"(2,)","(4,)",5.604,215.3270090535118,180.03167006615672
50,"(2,)","(4,)",5.604,261.9109136782504,155.15490659521714
50,"(9,)","(14,)",5.604,89.51013960978867,10.130577803066672
50,"(9,)","(14,)",5.604,73.22792026309972,587.8943943114857
50,"(9,)","(14,)",5.604,71.1541500470405,30.841611080755683
50,"(12,)","(15,)",5.604,120.90428758311012,476.43274768597155
50,"(12,)","(15,)",5.604,166.83309058557944,454.61221964001413
50,"(14,)","(16,)",5.604,126.2265122564838,347.69002841516993
50,"(14,)","(16,)",5.604,121.54997848105708,362.562089552515
50,"(15,)","(15,)",5.604,182.82465264863373,461.20539712113623
50,"(15,)","(15,)",5.604,153.28846239759233,517.0464828536819
50,"(15,)","(15,)",5.604,170.40158866937628,591.1828282621482
50,"(16,)","(16,)",5.604,167.4846652668116,327.6552857830016
50,"(16,)","(16,)",5.604,242.52663443622816,356.53624053628363
50,"(16,)","(18,)",5.604,258.5390810402721,226.90437572036313
50,"(16,)","(18,)",5.604,297.00115615041534,258.87370943528424
50,"(16,)","(18,)",5.604,372.25365730365417,267.55485844704583
50,"(16,)","(18,)",5.604,388.9640624422675,232.9218529755326
50,"(16,)","(19,)",5.604,299.2188353724649,410.20006758614954
50,"(16,)","(19,)",5.604,291.03525430592987,439.0865059310104
50,"(16,)","(20,)",5.604,408.9665337150402,183.65925017426486
50,"(16,)","(20,)",5.604,402.4139623018882,331.8739129995932
50,"(16,)","(20,)",5.604,325.31191160959554,391.3960471590631
50,"(16,)","(20,)",5.604,341.24013487142275,403.18059116544697
50,"(16,)","(20,)",5.604,368.07103381597767,414.39739688760005
50,"(16,)","(20,)",5.604,400.0694864452414,446.7329244386641
50,"(16,)","(20,)",5.604,396.54572934964756,485.85713519775777
50,"(16,)","(20,)",5.604,438.15931983353903,465.5910426313666
50,"(22,)","(24,)",5.604,435.4562543609518,544.5446846697956
50,"(22,)","(24,)",5.604,492.36141031241516,563.4885163820429
50,"(22,)","(27,)",5.604,476.23123538703885,495.190014022857
50,"(22,)","(27,)",5.604,506.8919633373789,535.5217715313037
50,"(23,)","(33,)",5.604,553.9670435329245,523.3386956273171
50,"(23,)","(33,)",5.604,520.659177179264,587.0614713317685
50,"(23,)","(36,)",5.604,539.1720971050337,16.873447348066293
50,"(23,)","(36,)",5.604,561.7207102957326,22.01156970993918
50,"(23,)","(37,)",5.604,13.970122161367385,325.0421159707472
50,"(23,)","(37,)",5.604,38.20587649331674,441.7739716239755
50,"(23,)","(39,)",5.604,21.186244658329088,8.403936238337792
50,"(23,)","(39,)",5.604,6.799937961841465,580.1689852270922
50,"(25,)","(26,)",5.604,488.40009247021726,54.819071409655635
50,"(25,)","(26,)",5.604,484.012558008615,16.14624361692256
50,"(26,)","(28,)",5.604,17.852190759920063,98.04778192633589
50,"(26,)","(28,)",5.604,505.24328130006415,126.90251390198256
50,"(26,)","(31,)",5.604,550.6414940870911,180.77842948011016
50,"(30,)","(37,)",5.604,35.12237327083062,319.00730712609146
50,"(30,)","(37,)",5.604,55.115957721543396,312.33113158356974
50,"(1,)","(4,)",6.404,197.1795798739123,90.82092650737673
50,"(1,)","(4,)",6.404,124.67973785884439,195.31970714203078
50,"(1,)","(4,)",6.404,93.08053841070856,146.07020151476846
50,"(2,)","(4,)",6.404,215.39143304059968,179.9641804992699
50,"(2,)","(4,)",6.404,262.3321618567511,156.01748022069836
50,"(9,)","(14,)",6.404,89.64445436125004,10.157018957593209
50,"(9,)","(14,)",6.404,73.16893469422695,587.7291886854276
50,"(9,)","(14,)",6.404,70.90122900371631,30.674867636593262
50,"(12,)","(15,)",6.404,120.80507279703954,477.08772363568767
50,"(12,)","(15,)",6.404,167.6640971701379,454.66533116064784
50,"(12,)","(15,)",6.404,182.57654492222423,461.121310969419
50,"(12,)","(15,)",6.404,153.20675692500942,516.8927422537266
50,"(12,)","(15,)",6.404,170.6217121863328,590.9366227787744
50,"(14,)","(16,)",6.404,126.16273302095234,347.6780030022673
50,"(14,)","(16,)",6.404,121.34381494910951,362.81463053069984
50,"(15,)","(16,)",6.404,167.11048037808672,327.266117285728
50,"(15,)","(16,)",6.404,242.6693543800617,356.8816491890803
50,"(15,)","(18,)",6.404,258.2727144503714,227.13276366630572
50,"(15,)","(18,)",6.404,296.16336523224436,259.01878508109843
50,"(15,)","(18,)",6.404,372.46323925747225,267.70635344048554
50,"(15,)","(18,)",6.404,389.1553258148717,232.9894430602027
50,"(15,)","(19,)",6.404,298.0388270662347,411.030778433246
50,"(15,)","(19,)",6.404,290.25809325622106,438.0282285149591
50,"(15,)","(20,)",6.404,408.7561577635513,183.53107936345435
50,"(15,)","(20,)",6.404,402.4924432127747,331.8345909265906
50,"(15,)","(20,)",6.404,325.6552741366608,391.0149878258998
50,"(15,)","(20,)",6.404,341.3263732078876,403.3299422900458
