s,t,x,y
"((0, 0), (1, 0))",50.0,"([149.44184740183508], [138.8700974842211])","([98.45926196572186], [291.2402609664146])"
"((0, 0), (1, 0))",50.0,"([149.44130448793345], [138.86992698349968])","([98.45896088893373], [291.24076540310404])"
"((0, 0), (1, 0))",50.0,"([149.44076277033798], [138.86975584597383])","([98.45866047556574], [291.24127172381804])"
"((0, 0), (1, 0))",50.0,"([149.44022225137857], [138.86958407296277])","([98.45836072690993], [291.2417799246533])"
"((0, 0), (1, 0))",50.0,"([149.43968293338366], [138.86941166578833])","([98.4580616442576], [291.24229000169936])"
"((0, 0), (1, 0))",50.1,"([149.44763805256233], [138.86923862577476])","([98.45756735731318], [291.24280195103813])"
"((0, 0), (1, 0))",50.1,"([149.44709555337022], [138.869064954249])","([98.45726849597254], [291.2433157687439])"
"((0, 0), (1, 0))",50.1,"([149.44655427390185], [138.86889065254047])","([98.45697030657443], [291.2438314508836])"
"((0, 0), (1, 0))",50.1,"([149.4455234731954], [138.86871572198098])","([98.45668432352616], [291.2443489935168])"
"((0, 0), (1, 0))",50.1,"([149.44498453786017], [138.86854016390492])","([98.45638755605265], [291.24486839269565])"
"((0, 0), (1, 0))",50.1,"([149.4739007147161], [138.86836397964908])","([98.45539064549659], [291.24538964446526])"
"((0, 0), (1, 0))",50.1,"([149.61532897604422], [138.8681871705528])","([98.45169231290565], [291.2459127448631])"
"((0, 0), (1, 0))",50.1,"([149.614717745997], [138.86800973795755])","([98.45137437894476], [291.24643768992024])"
"((0, 0), (1, 0))",50.1,"([149.69574398623956], [138.86763820252511])","([98.4490789701052], [291.2470869078258])"
"((0, 0), (1, 0))",50.1,"([149.6950932664279], [138.86745943394288])","([98.44875158720379], [291.24761553157043])"
"((0, 0), (1, 0))",50.2,"([149.69444400258357], [138.86728004551782])","([98.44842493681244], [291.24814598820785])"
"((0, 0), (1, 0))",50.2,"([149.6937961970478], [138.86710003860182])","([98.44809902010904], [291.2486782737404])"
"((0, 0), (1, 0))",50.2,"([149.69314985216062], [138.86691941454887])","([98.44777383827089], [291.24921238416425])"
"((0, 0), (1, 0))",50.2,"([149.6925049702606], [138.8667381747153])","([98.44744939247452], [291.2497483154689])"
"((0, 0), (1, 0))",50.2,"([149.69186155368476], [138.86655632045932])","([98.44712568389575], [291.2502860636379])"
"((0, 0), (1, 0))",50.2,"([149.69121960476897], [138.86637385314143])","([98.44680271370974], [291.25082562464837])"
"((0, 0), (1, 0))",50.2,"([149.6905791258475], [138.8661907741239])","([98.44648048309091], [291.2513669944718])"
"((0, 0), (1, 0))",50.2,"([149.6899401192535], [138.8660070847712])","([98.44615899321305], [291.25191016907365])"
"((0, 0), (1, 0))",50.2,"([149.6893025873183], [138.8658227864496])","([98.4458382452491], [291.2524551444137])"
"((0, 0), (1, 0))",50.2,"([149.68866653237228], [138.8656378805272])","([98.4455182403715], [291.2530019164465])"
"((0, 0), (1, 0))",50.3,"([149.68803195674417], [138.865452368374])","([98.44519897975184], [291.2535504811209])"
"((0, 0), (1, 0))",50.3,"([149.6873988627615], [138.86526625136167])","([98.44488046456112], [291.25410083438084])"
"((0, 0), (1, 0))",50.3,"([149.6867672527503], [138.86507953086357])","([98.44456269596958], [291.2546529721651])"
"((0, 0), (1, 0))",50.3,"([149.6861371290352], [138.85675501645616])","([98.44424567514679], [291.26031969516447])"
"((0, 0), (1, 0))",50.3,"([149.68550849393947], [138.85656494586897])","([98.4439294032616], [291.2608743167355])"
"((0, 0), (1, 0))",50.3,"([149.68488134978506], [138.85637426630996])","([98.44361388148218], [291.2614307152721])"
"((0, 0), (1, 0))",50.3,"([149.68425569889249], [138.85618297918455])","([98.44329911097603], [291.26198888667335])"
"((0, 0), (1, 0))",50.3,"([149.6836315435809], [138.85599108589966])","([98.44298509290992], [291.26254882683406])"
"((0, 0), (1, 0))",50.3,"([149.68300888616795], [138.81742983558337])","([98.44267182844987], [291.2871614989361])"
"((0, 0), (1, 0))",50.3,"([149.68238772896999], [138.81724970553137])","([98.44235931876128], [291.2877054165819])"
"((0, 0), (1, 0))",50.4,"([149.6817663351556], [138.81661150260805])","([98.44204761269715], [291.28853758549377])"
"((0, 0), (1, 0))",50.4,"([149.68114818242555], [138.81643001613295])","([98.44173661637522], [291.2890849867019])"
"((0, 0), (1, 0))",50.4,"([149.68053153686054], [138.81624795213796])","([98.441426378317], [291.28963412983086])"
"((0, 0), (1, 0))",50.4,"([149.6799164007714], [138.81606531196417])","([98.44111689968507], [291.2901850108357])"
"((0, 0), (1, 0))",50.4,"([149.6793196185839], [138.81588209695377])","([98.44080771013168], [291.2907376256681])"
"((0, 0), (1, 0))",50.4,"([149.678707494151], [138.81569830845018])","([98.44049975181846], [291.2912919702762])"
"((0, 0), (1, 0))",50.4,"([149.6780968861519], [138.81551394779754])","([98.44019255641938], [291.29184804060543])"
"((0, 0), (1, 0))",50.4,"([149.6774877968916], [138.81532901634128])","([98.43988612509409], [291.292405832598])"
"((0, 0), (1, 0))",50.4,"([149.67688022867364], [138.81514351542765])","([98.43958045900152], [291.2929653421932])"
"((0, 0), (1, 0))",50.4,"([149.67627418380022], [138.81495744640387])","([98.43927555929987], [291.29352656532757])"
"((0, 0), (1, 0))",50.5,"([149.67566966457213], [138.814770810618])","([98.43897142714667], [291.29408949793503])"
"((0, 0), (1, 0))",50.5,"([149.6750666732885], [138.81458360941906])","([98.43866806369863], [291.2946541359467])"
"((0, 0), (1, 0))",50.5,"([149.67446521224724], [138.81439584415693])","([98.43836547011179], [291.29522047529116])"
"((0, 0), (1, 0))",50.5,"([149.67386528374476], [138.8142075161822])","([98.43806364754148], [291.2957885118946])"
"((0, 0), (1, 0))",50.5,"([149.67342649562178], [138.70154554167192])","([98.4377579002609], [291.366324805572])"
"((0, 0), (1, 0))",50.5,"([149.67282951418292], [138.70136144039554])","([98.43745760409816], [291.3668594076236])"
"((0, 0), (1, 0))",50.5,"([149.67223407246837], [138.64374748792648])","([98.43715808245413], [291.4030867558557])"
"((0, 0), (1, 0))",50.5,"([149.67164017276872], [138.6435588081644])","([98.43685933648105], [291.4036097789561])"
"((0, 0), (1, 0))",50.5,"([149.67104781737328], [138.64336950905025])","([98.4365613673305], [291.4041345189096])"
"((0, 0), (1, 0))",50.5,"([149.67045700856985], [138.64317959208563])","([98.43626417615329], [291.40466097155377])"
"((0, 0), (1, 0))",50.6,"([149.6698677486447], [138.64298905877288])","([98.43596776409947], [291.40518913272405])"
"((0, 0), (1, 0))",50.6,"([149.66928003988284], [138.6427979106153])","([98.43567213231846], [291.40571899825346])"
"((0, 0), (1, 0))",50.6,"([149.66869388456774], [138.64260614911672])","([98.4353772819589], [291.4062505639731])"
"((0, 0), (1, 0))",50.6,"([149.66810928498143], [138.64241377578202])","([98.43508321416871], [291.40678382571156])"
"((0, 0), (1, 0))",50.6,"([149.66752624340464], [138.64222079211686])","([98.43478993009514], [291.4073187792951])"
"((0, 0), (1, 0))",50.6,"([149.6669447621164], [138.64202719962765])","([98.43449743088462], [291.407855420548])"
"((0, 0), (1, 0))",50.6,"([149.66636484339472], [138.64183299982176])","([98.43420571768301], [291.40839374529173])"
"((0, 0), (1, 0))",50.6,"([149.66689681549332], [138.6404630347892])","([98.43388006421897], [291.4096602359655])"
"((0, 0), (1, 0))",50.6,"([149.66631923766406], [138.64026723588228])","([98.43358979411487], [291.4102018055578])"
"((0, 0), (1, 0))",50.6,"([149.6657432311819], [138.6400708325903])","([98.43330031371401], [291.4107450468476])"
"((0, 0), (1, 0))",50.7,"([149.66516879831926], [138.63987382642892])","([98.43301162415844], [291.41128995564287])"
"((0, 0), (1, 0))",50.7,"([149.66459594134733], [138.6396762189146])","([98.43272372658957], [291.4118365277492])"
"((0, 0), (1, 0))",50.7,"([149.66402466253567], [138.63947801156468])","([98.432436622148], [291.4123847589695])"
"((0, 0), (1, 0))",50.7,"([149.66345496415266], [138.62330573076974])","([98.43215031197376], [291.422780949325])"
"((0, 0), (1, 0))",50.7,"([149.66288684846532], [138.4938220464118])","([98.43186479720613], [291.502982120864])"
"((0, 0), (1, 0))",50.7,"([149.6623203177393], [138.4936415935812])","([98.43158007898379], [291.50348001499276])"
"((0, 0), (1, 0))",50.7,"([149.6617422181551], [138.49346053935807])","([98.43129658664691], [291.5039795684461])"
"((0, 0), (1, 0))",50.7,"([149.6611788580579], [138.493278885245])","([98.43101346697932], [291.50448077707824])"
"((0, 0), (1, 0))",50.7,"([149.66061708973888], [138.49309663274568])","([98.43073114726847], [291.50498363674006])"
"((0, 0), (1, 0))",50.7,"([149.66005691545834], [138.4929137833651])","([98.43044962865031], [291.5054881432792])"
"((0, 0), (1, 0))",50.8,"([149.66519743134208], [138.49273033860953])","([98.42998021277013], [291.5059942925397])"
"((0, 0), (1, 0))",50.8,"([149.6646368080285], [138.49254629998637])","([98.42969962063106], [291.5065020803624])"
"((0, 0), (1, 0))",50.8,"([149.66407779456947], [138.4923616690043])","([98.42941983422467], [291.5070115025846])"
"((0, 0), (1, 0))",50.8,"([149.66352039322072], [138.49217644717334])","([98.42914085467999], [291.50752255504005])"
"((0, 0), (1, 0))",50.8,"([149.66297006653832], [138.49199063600466])","([98.42886249926846], [291.5080352335591])"
"((0, 0), (1, 0))",50.8,"([149.66241589017824], [138.49180423701094])","([98.42858513626967], [291.50854953396816])"
"((0, 0), (1, 0))",50.8,"([149.66186333270568], [138.4915820418454])","([98.42830858351746], [291.50908701972605])"
"((0, 0), (1, 0))",50.8,"([149.6613123963713], [138.4913944584016])","([98.42803284213828], [291.5096045490685])"
"((0, 0), (1, 0))",50.8,"([149.6607630834246], [138.4912062916252])","([98.42775791325798], [291.51012368778396])"
"((0, 0), (1, 0))",50.8,"([149.66021539611373], [138.49101754303427])","([98.42748379800175], [291.5106444316842])"
"((0, 0), (1, 0))",50.9,"([149.65966933668554], [138.49082821414817])","([98.42721049749413], [291.51116677657745])"
"((0, 0), (1, 0))",50.9,"([149.6591249073857], [138.49063830648774])","([98.42693801285907], [291.51169071826786])"
"((0, 0), (1, 0))",50.9,"([149.65858211045852], [138.490447821575])","([98.42666634521986], [291.5122162525561])"
"((0, 0), (1, 0))",50.9,"([149.65804094814712], [138.49025676093356])","([98.42639549569914], [291.5127433752388])"
"((0, 0), (1, 0))",50.9,"([149.65750142269334], [138.4900651260882])","([98.42612546541896], [291.5132720821092])"
"((0, 0), (1, 0))",50.9,"([149.6569635363378], [138.4898729185652])","([98.42585625550073], [291.5138023689564])"
"((0, 0), (1, 0))",50.9,"([149.67809527672216], [138.48968013989207])","([98.42482198453656], [291.51433423156595])"
"((0, 0), (1, 0))",50.9,"([149.67754848625341], [138.4894867915978])","([98.42455184018272], [291.5148676657197])"
"((0, 0), (1, 0))",50.9,"([149.67700337176277], [138.4892928752127])","([98.42428252385359], [291.51540266719553])"
"((0, 0), (1, 0))",50.9,"([149.6765276834328], [138.48909839226843])","([98.42401161379199], [291.51593923176773])"
"((0, 0), (1, 0))",51.0,"([149.67598587721793], [138.48630871433917])","([98.42374394923966], [291.518055873005])"
"((0, 0), (1, 0))",51.0,"([149.67544575382604], [138.48611243985988])","([98.42347711604005], [291.51859518231004])"
"((0, 0), (1, 0))",51.0,"([149.67490731548972], [138.48591560064958])","([98.42321111529608], [291.51913604334345])"
"((0, 0), (1, 0))",51.0,"([149.6743705644403], [138.48571819825395])","([98.4229459481101], [291.51967845185817])"
"((0, 0), (1, 0))",51.0,"([149.67383550290782], [138.48552023422])","([98.42268161558377], [291.52022240360344])"
"((0, 0), (1, 0))",51.0,"([149.6733021331209], [138.48532171009603])","([98.42241811881811], [291.52076789432493])"
"((0, 0), (1, 0))",51.0,"([149.67277045730705], [138.4851226274315])","([98.42215545891355], [291.52131491976513])"
"((0, 0), (1, 0))",51.0,"([149.67224047769247], [138.4849229877774])","([98.42189363696987], [291.52186347566254])"
"((0, 0), (1, 0))",51.0,"([149.671712196502], [138.4846332018977])","([98.4216326540862], [291.5224678496911])"
"((0, 0), (1, 0))",51.0,"([149.67118561595916], [138.48443241879477])","([98.42137251136101], [291.5230194477341])"
"((0, 0), (1, 0))",51.1,"([149.67066073828624], [138.4842310832426])","([98.42111320989218], [291.5235725634841])"
"((0, 0), (1, 0))",51.1,"([149.67013756570427], [138.48402919679722])","([98.42085475077691], [291.52412719266624])"
"((0, 0), (1, 0))",51.1,"([149.66961610043282], [138.4838267610159])","([98.42059713511176], [291.52468333100245])"
"((0, 0), (1, 0))",51.1,"([149.7306609025711], [138.483623777457])","([98.41801962122635], [291.5252409742115])"
"((0, 0), (1, 0))",51.1,"([149.7301127730549], [138.48342024768007])","([98.41775637574077], [291.52580011800904])"
"((0, 0), (1, 0))",51.1,"([149.72956643005563], [138.4832161732457])","([98.41749398825041], [291.52636075810767])"
"((0, 0), (1, 0))",51.1,"([149.72902187578308], [138.48301155571556])","([98.41723245981659], [291.52692289021707])"
"((0, 0), (1, 0))",51.1,"([149.72904033995994], [138.48280639665242])","([98.4169503273109], [291.52748651004396])"
"((0, 0), (1, 0))",51.1,"([149.72849898831785], [138.48260069762014])","([98.41669045791636], [291.5280516132922])"
"((0, 0), (1, 0))",51.1,"([149.72795943310075], [138.48239446018346])","([98.4164314508742], [291.52861819566294])"
"((0, 0), (1, 0))",51.2,"([149.72742167651316], [138.4821876859082])","([98.41617330724266], [291.5291862528545])"
"((0, 0), (1, 0))",51.2,"([149.7268857207584], [138.4819803763611])","([98.41591602807942], [291.52975578056277])"
"((0, 0), (1, 0))",51.2,"([149.72635156803855], [138.48177253310996])","([98.41565961444158], [291.53032677448056])"
"((0, 0), (1, 0))",51.2,"([149.72452218504318], [138.3999263553705])","([98.41545473705206], [291.5800076732677])"
"((0, 0), (1, 0))",51.2,"([149.7239913091848], [138.37097760154006])","([98.41520024777824], [291.5978369788593])"
"((0, 0), (1, 0))",51.2,"([149.723462245209], [138.37076321932344])","([98.4149466270779], [291.59838253145125])"
"((0, 0), (1, 0))",51.2,"([149.7229349953132], [138.37054825489508])","([98.4146938760044], [291.59892956563596])"
"((0, 0), (1, 0))",51.2,"([149.72240956169347], [138.3703327099949])","([98.41444199561049], [291.59947807698563])"
"((0, 0), (1, 0))",51.2,"([149.72188594654466], [138.37011658636374])","([98.41419098694834], [291.6000280610703])"
"((0, 0), (1, 0))",51.2,"([149.72136415206032], [138.36989988574314])","([98.41394085106948], [291.6005795134581])"
"((0, 0), (1, 0))",51.3,"([149.72084418043252], [138.36968260987544])","([98.41369158902475], [291.6011324297153])"
"((0, 0), (1, 0))",51.3,"([149.72032603385233], [138.36946476050372])","([98.41344320186448], [291.6016868054059])"
"((0, 0), (1, 0))",51.3,"([149.850372969648], [138.36924633937184])","([98.40793524533426], [291.6022426360925])"
"((0, 0), (1, 0))",51.3,"([149.84980364948453], [138.3690273482243])","([98.40767312357612], [291.6027999173355])"
"((0, 0), (1, 0))",51.3,"([149.84919025326172], [138.36856589236487])","([98.4074137692101], [291.60350336506804])"
"((0, 0), (1, 0))",51.3,"([149.84862481935565], [138.36834568924053])","([98.40715345634018], [291.60406350846])"
"((0, 0), (1, 0))",51.3,"([149.85162682680954], [138.29509419063143])","([98.40674845923013], [291.6482741361191])"
"((0, 0), (1, 0))",51.3,"([149.85106309860126], [138.2948947447003])","([98.40648956057521], [291.6488024051996])"
"((0, 0), (1, 0))",51.3,"([149.89350496703642], [138.29469475859068])","([98.40446400796795], [291.64933210504176])"
"((0, 0), (1, 0))",51.3,"([149.89294704035896], [138.2889408902621])","([98.40420103693988], [291.6531774137182])"
"((0, 0), (1, 0))",51.4,"([149.89239104894597], [138.28873878865278])","([98.40393897807198], [291.6537089350789])"
"((0, 0), (1, 0))",51.4,"([149.89183699493717], [138.2885361470814])","([98.40367783237275], [291.65424187652417])"
"((0, 0), (1, 0))",51.4,"([149.89128488047106], [138.2883329672049])","([98.40341760085018], [291.65477623369634])"
"((0, 0), (1, 0))",51.4,"([149.89073470768503], [138.2881292506807])","([98.40315828451166], [291.6553120022362])"
"((0, 0), (1, 0))",51.4,"([149.89018647871515], [138.2879249991671])","([98.40289988436403], [291.6558491777828])"
"((0, 0), (1, 0))",51.4,"([149.8896401956964], [138.2877202143228])","([98.40264240141356], [291.6563877559735])"
"((0, 0), (1, 0))",51.4,"([149.88909586076255], [138.28751489780723])","([98.402385836666], [291.65692773244433])"
"((0, 0), (1, 0))",51.4,"([149.88855347604618], [138.14969048577356])","([98.40213019112647], [291.7392720731329])"
"((0, 0), (1, 0))",51.4,"([149.88801304367877], [138.1494980480649])","([98.40187546579965], [291.73976576278795])"
"((0, 0), (1, 0))",51.4,"([149.88747456579048], [138.14930505998112])","([98.40162166168956], [291.74026086440387])"
"((0, 0), (1, 0))",51.5,"([149.88693804451066], [138.14911152322532])","([98.40136877979981], [291.7407573736113])"
"((0, 0), (1, 0))",51.5,"([150.08251989591835], [138.1489174395013])","([98.39154273044676], [291.7412552860394])"
"((0, 0), (1, 0))",51.5,"([150.08193436715695], [138.14872281051345])","([98.39127572189439], [291.7417545973155])"
"((0, 0), (1, 0))",51.5,"([150.0813508807055], [138.14852763796688])","([98.3910096446613], [291.74225530306524])"
"((0, 0), (1, 0))",51.5,"([150.08076943855139], [138.14833192356727])","([98.39074449965376], [291.74275739891283])"
"((0, 0), (1, 0))",51.5,"([150.08019004268104], [138.1481356690211])","([98.39048028777762], [291.74326088048036])"
"((0, 0), (1, 0))",51.5,"([150.07961269508027], [138.1479388760353])","([98.39021700993843], [291.74376574338874])"
"((0, 0), (1, 0))",51.5,"([150.0793593003654], [138.14774154631763])","([98.38993604230733], [291.74427198325685])"
"((0, 0), (1, 0))",51.5,"([150.07878569644097], [138.14754368157645])","([98.38967461196027], [291.744779595702])"
"((0, 0), (1, 0))",51.5,"([150.09455602275634], [138.14734528352068])","([98.38846412907407], [291.74528857633993])"
"((0, 0), (1, 0))",51.6,"([150.09397467522786], [138.1471463538602])","([98.3882030284989], [291.7457989207842])"
"((0, 0), (1, 0))",51.6,"([150.0933954239063], [138.14694689430524])","([98.38794286939303], [291.746310624647])"
"((0, 0), (1, 0))",51.6,"([150.0928182707637], [138.146746906567])","([98.38768365264212], [291.7468236835387])"
"((0, 0), (1, 0))",51.6,"([150.0922432177714], [138.1465463923571])","([98.38742537913156], [291.7473380930679])"
"((0, 0), (1, 0))",51.6,"([150.0916702668998], [138.14634535338803])","([98.38716804974634], [291.7478538488415])"
"((0, 0), (1, 0))",51.6,"([150.0910994201188], [138.14551399415777])","([98.38691166537117], [291.74874195257104])"
"((0, 0), (1, 0))",51.6,"([150.09053067939743], [138.14531177216443])","([98.38665622689042], [291.74926028301])"
"((0, 0), (1, 0))",51.6,"([150.08997867935182], [138.1451090299836])","([98.38640086858967], [291.7497799467808])"
"((0, 0), (1, 0))",51.6,"([150.0894141370076], [138.14490576933255])","([98.38614732372659], [291.7503009394816])"
"((0, 0), (1, 0))",51.6,"([150.2948611521121], [138.1447019919293])","([98.37363811338214], [291.75082325670894])"
"((0, 0), (1, 0))",51.7,"([150.29425274403172], [138.1444976994926])","([98.37336137373148], [291.75134689405746])"
"((0, 0), (1, 0))",51.7,"([150.2936464970065], [138.14428096640114])","([98.37308561705535], [291.7518788522167])"
"((0, 0), (1, 0))",51.7,"([150.2930424129436], [138.14407564249282])","([98.37281084422125], [291.75240511691266])"
"((0, 0), (1, 0))",51.7,"([150.29244049374955], [138.14386980869213])","([98.37253705609638], [291.75293268851124])"
"((0, 0), (1, 0))",51.7,"([150.2918407413301], [138.14366346672062])","([98.37226425354757], [291.75346156259997])"
"((0, 0), (1, 0))",51.7,"([150.29124315759043], [138.14345661830032])","([98.37199243744142], [291.75399173476507])"
"((0, 0), (1, 0))",51.7,"([150.29064774443495], [138.1432492651541])","([98.37172160864417], [291.7545232005907])"
"((0, 0), (1, 0))",51.7,"([150.29005450376746], [138.14304140900532])","([98.37145176802177], [291.75505595565966])"
"((0, 0), (1, 0))",51.7,"([150.28946343749095], [138.1428330515781])","([98.37118291643982], [291.755589995553])"
"((0, 0), (1, 0))",51.7,"([150.28887454750785], [138.13664078941514])","([98.37091505476366], [291.75962531558463])"
"((0, 0), (1, 0))",51.8,"([150.28828783571993], [138.1364346426763])","([98.37064818385831], [291.7601582699868])"
"((0, 0), (1, 0))",51.8,"([150.290139356703], [138.13622800426856])","([98.37023342053229], [291.76069249550824])"
"((0, 0), (1, 0))",51.8,"([150.2895550218992], [138.1360208758964])","([98.36996832789887], [291.7612279877425])"
"((0, 0), (1, 0))",51.8,"([150.2889728776018], [138.13581325926486])","([98.36970422902299], [291.7617647422813])"
"((0, 0), (1, 0))",51.8,"([150.4940223738348], [138.13560515607958])","([98.35679082986239], [291.7623027547152])"
"((0, 0), (1, 0))",51.8,"([150.4933938065355], [138.1353965680466])","([98.35650428041743], [291.7628420206335])"
"((0, 0), (1, 0))",51.8,"([150.49276749581648], [138.1351874968725])","([98.35621875969576], [291.76338253562403])"
"((0, 0), (1, 0))",51.8,"([150.4921434435152], [138.1349779442644])","([98.35593426853505], [291.7639242952736])"
"((0, 0), (1, 0))",51.8,"([150.4915216514682], [138.07683914894804])","([98.35565080777253], [291.7981989816366])"
"((0, 0), (1, 0))",51.8,"([150.56934024077546], [138.07662434684295])","([98.35049037233657], [291.798728638156])"
"((0, 0), (1, 0))",51.9,"([150.5687207968399], [138.07640903813814])","([98.35019863565309], [291.79925954384316])"
"((0, 0), (1, 0))",51.9,"([150.56831971943956], [138.07619322465473])","([98.34989444423641], [291.7997916942074])"
"((0, 0), (1, 0))",51.9,"([150.5677119017431], [138.07597690821427])","([98.3496043198442], [291.80032508475733])"
"((0, 0), (1, 0))",51.9,"([150.56709893504765], [138.07576009063843])","([98.34931570267307], [291.80085971100095])"
"((0, 0), (1, 0))",51.9,"([150.56648819334237], [138.07554277374925])","([98.34902813314508], [291.8013955684456])"
"((0, 0), (1, 0))",51.9,"([150.56587967845186], [138.0753249593688])","([98.3487416121194], [291.8019326525984])"
"((0, 0), (1, 0))",51.9,"([150.56527339220003], [138.07507023266714])","([98.34845614045477], [291.80249207840086])"
"((0, 0), (1, 0))",51.9,"([150.5646693364103], [138.07485141925008])","([98.3481717190098], [291.8030315972861])"
"((0, 0), (1, 0))",51.9,"([150.56406751290532], [138.074632113777])","([98.34788834864266], [291.8035723294128])"
"((0, 0), (1, 0))",51.9,"([150.56346792350715], [138.0744123180707])","([98.34760603021128], [291.8041142702866])"
"((0, 0), (1, 0))",52.0,"([150.56287057003712], [138.0741920339541])","([98.34732476457324], [291.80465741541286])"
"((0, 0), (1, 0))",52.0,"([150.56227545431616], [138.07397126324986])","([98.34704455258594], [291.80520176029734])"
"((0, 0), (1, 0))",52.0,"([150.56168257816427], [138.07239226287803])","([98.3467653951063], [291.8065323121438])"
"((0, 0), (1, 0))",52.0,"([150.561091943401], [138.0721702609818])","([98.34648729299111], [291.80707879598344])"
"((0, 0), (1, 0))",52.0,"([150.56050355184533], [138.07194777698066])","([98.3462102470968], [291.80762646658116])"
"((0, 0), (1, 0))",52.0,"([150.55991740531547], [138.0717248127013])","([98.3459342582795], [291.8081753194403])"
"((0, 0), (1, 0))",52.0,"([150.5593335056291], [138.0715013699703])","([98.34565932739507], [291.8087253500646])"
"((0, 0), (1, 0))",52.0,"([150.55875185460334], [138.07127745061385])","([98.3453854552991], [291.80927655395857])"
"((0, 0), (1, 0))",52.0,"([150.55817245405464], [138.07105305645823])","([98.34511264284686], [291.8098289266267])"
"((0, 0), (1, 0))",52.0,"([150.569844311272], [138.07082818932932])","([98.34404667554233], [291.8103824635744])"
"((0, 0), (1, 0))",52.1,"([150.5692618956763], [138.07060285105274])","([98.34377486489136], [291.81093716030756])"
"((0, 0), (1, 0))",52.1,"([150.5686817599136], [138.07037704345387])","([98.34350411822784], [291.8114930123329])"
"((0, 0), (1, 0))",52.1,"([150.5681039057913], [138.07015076835776])","([98.3432344363953], [291.8120500151578])"
"((0, 0), (1, 0))",52.1,"([150.688709361814], [138.0699240275891])","([98.3350449626586], [291.81260816429057])"
"((0, 0), (1, 0))",52.1,"([150.68808423631307], [137.95878006382367])","([98.33476494690973], [291.87772460296634])"
"((0, 0), (1, 0))",52.1,"([150.6874615341226], [137.95856416037168])","([98.33448601664705], [291.87825107791286])"
"((0, 0), (1, 0))",52.1,"([150.68684125699227], [137.95834777258534])","([98.33420817265429], [291.878778733896])"
"((0, 0), (1, 0))",52.1,"([150.68622340667127], [137.95813090229953])","([98.33393141571497], [291.87930756644164])"
"((0, 0), (1, 0))",52.1,"([150.68729139926594], [137.95791355134878])","([98.33354461234991], [291.87983757107617])"
"((0, 0), (1, 0))",52.1,"([150.68667721870085], [137.95769572156726])","([98.33326989112166], [291.8803687433271])"
"((0, 0), (1, 0))",52.2,"([150.6860654741817], [137.95747741478874])","([98.33299625952986], [291.8809010787228])"
"((0, 0), (1, 0))",52.2,"([150.68545616745487], [137.95725863284667])","([98.33272371835568], [291.8814345727924])"
"((0, 0), (1, 0))",52.2,"([150.68484930026634], [137.84737732795486])","([98.33245226838007], [291.946930783368])"
"((0, 0), (1, 0))",52.2,"([150.68424487436175], [137.84718319549438])","([98.33218191038385], [291.94742212493924])"
"((0, 0), (1, 0))",52.2,"([150.68364289148644], [137.8469886046117])","([98.33191264514772], [291.94791462675903])"
"((0, 0), (1, 0))",52.2,"([150.68304335338547], [137.84679355703477])","([98.33164447345223], [291.9484082844539])"
"((0, 0), (1, 0))",52.2,"([150.68244626180356], [137.84659805449144])","([98.33137739607778], [291.94890309365064])"
"((0, 0), (1, 0))",52.2,"([150.68185161848496], [137.84629754981745])","([98.33111141380459], [291.94946084300767])"
"((0, 0), (1, 0))",52.2,"([150.6812594251739], [137.84610111876663])","([98.33084652741283], [291.94995792823056])"
"((0, 0), (1, 0))",52.2,"([150.68066968361396], [137.84590423784596])","([98.33058273768242], [291.9504561518868])"
"((0, 0), (1, 0))",52.3,"([150.68008239554885], [137.84570690878223])","([98.3303200453933], [291.95095550960644])"
"((0, 0), (1, 0))",52.3,"([150.67949756272162], [137.84550913330196])","([98.33005845132512], [291.9514559970206])"
"((0, 0), (1, 0))",52.3,"([150.6789151868752], [137.8453109131313])","([98.32979795625751], [291.95195760976105])"
"((0, 0), (1, 0))",52.3,"([150.67833526975224], [137.84511224999608])","([98.32953856096994], [291.9524603434605])"
"((0, 0), (1, 0))",52.3,"([150.67775781309504], [137.84491314562172])","([98.32928026624174], [291.9529641937524])"
"((0, 0), (1, 0))",52.3,"([150.67718281864575], [137.84471360173347])","([98.32902307285217], [291.953469156271])"
"((0, 0), (1, 0))",52.3,"([150.67661028814612], [137.8445136200561])","([98.32876698158032], [291.95397522665166])"
"((0, 0), (1, 0))",52.3,"([150.6760402233379], [137.84431320231425])","([98.32851199320524], [291.9544824005301])"
"((0, 0), (1, 0))",52.3,"([150.67547262596221], [137.84411235023197])","([98.32825810850575], [291.95499067354325])"
"((0, 0), (1, 0))",52.3,"([150.67490749776022], [137.8439110655333])","([98.32800532826067], [291.9555000413284])"
"((0, 0), (1, 0))",52.4,"([150.7166388499849], [137.84370934994183])","([98.32484134933561], [291.95601049952387])"
"((0, 0), (1, 0))",52.4,"([150.71609858276497], [137.84350720518086])","([98.32458399873528], [291.95652204376876])"
"((0, 0), (1, 0))",52.4,"([150.7155190895422], [137.84330463297346])","([98.32433063671351], [291.9570346697026])"
"((0, 0), (1, 0))",52.4,"([150.71485935826854], [137.8431016350424])","([98.32408411989222], [291.9575483729658])"
"((0, 0), (1, 0))",52.4,"([150.7142849216203], [137.84289821311023])","([98.3238329979236], [291.9580631491993])"
"((0, 0), (1, 0))",52.4,"([150.90754869046222], [137.84269436889917])","([98.31011205326843], [291.9585789940449])"
